gene_symbols,phi_0,phi_1,phi_2,phi_3,phi_4,phi_5,phi_6,phi_7,phi_8,phi_9,phi_10,phi_11,phi_12,phi_13,phi_14,phi_15,phi_16,phi_17,phi_18,phi_19,phi_20,phi_21,phi_22,phi_23,phi_24,phi_25,phi_26,phi_27
HES2,0.007826085,-0.0048133717,-0.010338972,0.022227919,-0.0006291056,0.016308334,-0.0005890863,0.0046572937,-0.0010632921,-0.0072281323,4.279407e-05,-0.00703576,0.0009439473,-0.0036139968,-0.0003659498,-0.00026985555,-1.4766194e-06,-0.0027665498,0.0012897911,0.008923208,0.0024833286,-0.0007700559,-0.0021081802,0.0010845317,0.0030472297,0.0031355913,0.0027577665,-0.0015929092
ESPN,-0.0008889322,0.007171897,-0.009465035,-0.0044043055,-0.0098800035,0.0034111752,0.009027085,-0.0023581043,0.002468209,-0.0030815378,-0.0020970877,-0.0027226503,-0.005755181,0.0015961732,0.0046950285,0.009223834,-0.002472145,-0.0038451746,0.0023869858,0.0074082324,0.0012298529,-0.0056208074,0.004019976,-0.003335346,-0.00309313,-0.0024910993,-0.00026087262,7.157912e-05
TNFRSF9,-0.010051011,0.0024312194,0.0018163268,0.018869497,0.00279109,0.010733597,-0.001743514,-0.0033423472,-0.00262829,0.002407499,-0.01437864,0.009095233,0.0068324273,0.011551756,0.03457088,0.00082140777,0.023917196,0.027837828,0.018872108,-0.0003861886,0.02770821,0.023381565,-0.010476549,0.0051934146,0.0033768483,0.012777175,0.020473987,0.0068753324
ENO1,0.0693145,0.06633165,0.07528668,-0.0049417247,0.038643777,0.040914867,-0.057712402,0.019978898,0.014225274,-0.018257821,0.0076599657,-0.0016997635,0.017793873,0.0099870665,-0.0127305975,0.017261207,-0.01672945,0.05846433,-0.0073498017,-0.0076476634,-0.0044228965,-0.0029324663,0.0066106687,0.0027349445,0.02107163,0.016231863,0.043668035,-0.09427072
GPR157,0.002380478,-0.0024543565,0.00047467783,0.0022960969,0.0009075295,-0.00029249405,-0.001023264,-0.0003435662,0.0013366154,-0.00017262423,0.0012412366,0.0003261149,0.0011223736,-0.0022998643,0.00023671567,-0.000376477,0.0029408543,0.00029192405,0.00070963916,0.0010529972,-0.0012625192,-0.00045000587,-0.00016632822,0.0003738995,-0.0014897223,0.00030402507,0.0017975123,-0.002541806
H6PD,-0.0046288753,0.007900636,-0.0017228322,0.00010384401,-0.004756687,-0.005572611,-0.0069033424,-0.0022292053,-2.694881e-05,-0.0046682665,-0.0062758634,-0.001521303,-0.003589021,-0.0024952355,-0.0002738266,-0.0021285084,-0.0027233737,-0.0056276754,0.00016825272,0.0047562323,-0.0072510424,0.0044284323,0.0029694433,0.00039396615,-0.0015411604,-0.0003808811,-0.002610082,0.0094955955
PGD,-0.01094135,-0.011163599,0.011443709,0.0010032896,0.010504733,0.0036061872,-0.011133006,0.011453313,0.0059296642,0.003898233,-0.01266291,0.0058242274,-0.013737092,0.00036089175,-0.00030108105,-0.0036491696,-0.0035542564,0.00033501722,-0.0006008694,0.0038981847,0.0090964995,-0.0060971975,0.0033452683,-0.00054511166,0.018622423,-0.002011577,0.004088342,-0.0035075173
MASP2,-0.0005740992,0.0032656312,0.0025358207,-0.0003467454,-0.0016747164,0.0007751579,-0.0011000666,0.0014750303,0.0009535554,2.2834367e-05,-0.0009642757,-0.0010929204,0.0013128405,0.0005340042,-0.00043907386,-0.0013012295,-0.0010061403,0.00042304277,0.000109145534,0.00095199025,0.00044122175,-0.0016863965,0.00014891369,0.00069095625,-0.0013062203,0.00053036417,-0.00028735516,-6.7303066e-05
SRM,0.043702673,0.051194843,0.010103163,-0.014878939,0.0035972178,-0.004839993,-0.03898213,0.002977254,0.001554223,-0.014538101,0.017656675,-0.023522288,0.027105466,0.00070324267,-0.014311708,0.0057636197,-0.016795324,0.021221794,-0.0078030336,0.00355173,-0.0065987767,-0.0233646,0.0070685158,0.0024682118,0.0067009637,0.0069476697,0.011408123,-0.08571934
DRAXIN,-0.0002297935,-0.0021852406,0.0013746832,-0.00086770765,-0.0024815502,-0.00043152785,0.00025998923,-0.0024994398,-0.0032762242,-0.0010529539,0.0007842385,0.0012781714,0.0007675279,0.0012266291,-0.0022646273,0.0029343707,0.00071298284,0.001981309,-0.00020118408,-0.0015164975,-0.00033485208,-0.0022181852,0.00042616043,-0.0011548598,0.0013074693,-0.00091213966,-0.00238672,-0.0014735062
MTHFR,-0.0063554645,-0.008724168,-0.003720771,0.00017554835,-0.0036780855,-0.006777277,0.012699224,-0.0022588635,-0.00050233887,0.0016772102,0.0016160673,-0.0058599594,-0.0030226621,-0.0050585684,2.2049378e-05,-0.002885189,0.0020050097,-0.0103905015,0.0028071962,0.00030750278,-0.0026786262,-0.002374886,0.00080171047,0.00049272476,-0.003157009,-0.0019151921,-0.006656339,0.008859057
PDPN,-0.0023370148,0.0011239967,-0.00083567644,0.004209964,0.0010605531,-0.00077717064,0.0020616155,0.00057487783,0.0019084521,0.0018171398,0.0010826375,-0.0002928885,-0.000635347,-0.00093352795,-0.00016703745,5.9686845e-05,-0.000606951,-0.00014748867,-0.0009753385,0.0008548678,-0.00069110823,0.0018995514,-0.0010422907,0.00022929146,-0.00013328787,-0.0012868423,-0.0003661745,-0.00018362845
CELA2A,-0.004099137,0.0114724105,-0.00048706582,-0.0035804585,-0.0021250984,-0.006634707,-0.0052296193,-0.0034559807,-0.002181966,-0.001393918,0.0008980693,0.003850451,-0.0067831823,-0.005701468,-0.00813783,0.0044444795,-0.009664327,-0.007285598,0.0006797159,-0.009846908,-0.00020248545,0.019414583,0.0005475142,-0.0038844321,-0.012916363,-0.0030254293,0.00069857296,0.019065075
CELA2B,-0.0058077285,0.0019017888,-0.00090292277,-0.00094849465,0.0039840317,-0.002222537,-0.0036963613,-0.0014577577,0.0025130464,0.0027154628,-0.0019776055,0.0012819832,0.0020334295,-0.00055465347,-0.0027734188,0.0006194787,-0.001338414,0.0023372455,-0.000794045,-0.00019501947,0.00095097435,0.0022314556,-0.00024068965,0.00072065997,-0.0014484606,-0.0010058925,0.0037909697,0.0018249383
PLA2G2C,-0.008051542,-0.011498754,-0.014003613,-0.020561406,0.022214275,-0.004811171,0.0020048714,0.035164528,-0.038543988,0.020244047,-0.034043595,-0.04038674,-0.032659955,-0.016113253,-0.034345776,0.02813044,0.010197134,0.006083194,0.03807595,0.039275844,0.019237611,0.0016412215,-0.013705996,0.027068054,0.008906777,0.0081730895,0.020604802,-0.003257253
HP1BP3,3.3192387e-06,-0.004770392,-0.00011217479,0.009369495,0.00039709173,-0.006874847,0.0141643295,0.00047049284,0.00012740515,-0.0037206144,0.00040263438,-0.0012518131,-0.0003970416,-0.00038004635,-0.0050857603,8.060249e-05,-0.0030270098,-9.880204e-05,1.567883e-05,-0.0017825755,-0.003913346,0.0031739569,0.0024942958,0.00032508443,-0.0028320735,0.0022166623,0.00029385946,-0.00050706154
CDC42,0.0027300294,-0.0015533009,0.007527246,-0.0008439342,0.006506198,0.0075317184,-0.006432177,0.001847002,-0.0020393622,-0.00563543,0.0013767604,0.004897388,-0.0015205685,0.002122505,-0.00097323407,-0.0007935577,-0.002448518,0.0068440186,0.0018482063,0.00088878634,0.001534169,0.005539033,0.0007461976,0.001226605,0.003400568,0.0008766249,0.0015908508,-0.005692053
ZNF436-AS1,-0.006340692,-0.009056606,-0.0100381095,0.0025161633,-0.002214416,-0.003691132,0.009105853,-0.007687973,0.0010000318,-0.005022052,0.0032464492,0.00064275396,-0.0012027795,0.0007144982,-0.0027899956,-0.0018576223,0.003361911,-0.011166257,-0.0007898472,-0.00064834,-0.005283424,0.0019061267,-0.0015492254,-0.00097472814,-0.004294903,-0.0021983224,-0.009240184,0.011487592
ID3,-0.017640647,-0.032824334,0.0915832,-0.037630923,0.034439366,-0.07419039,0.04515538,-0.02778841,-0.05182049,-0.05043643,0.024951158,0.044811852,-0.018767867,0.02557555,-0.039274134,0.065721594,-0.012861322,0.063683204,-0.021097276,-0.044973902,-0.005238257,0.0067477515,0.0054919203,-0.03191613,0.04712447,0.023388468,-0.05687064,0.042021018
HMGCL,-0.0048181308,-0.00502518,0.00800103,0.006680686,-0.0012097661,0.0048549958,0.0066627553,0.0016045931,0.0011864861,0.00060926017,-0.0026926368,0.0033631884,-0.006578262,-0.0022256142,0.0027912115,-0.00377936,0.0027810514,-0.00868938,-0.00048482855,-0.0051521226,-0.0045161135,0.0039857267,-0.0021176753,0.0001387404,0.0010894465,0.00090357015,-0.0055450774,0.012415481
FUCA1,-0.00039219917,0.0020664814,0.0037819066,0.009709203,-0.0047526355,0.00036894338,-0.0011721832,0.0033364124,-0.0017817785,-0.0022177896,0.003581308,-0.0015794274,-0.011758737,0.0039402507,-0.004040339,0.0024222108,-5.8382884e-05,-0.006920551,0.0010108799,0.0050212415,-0.00047093278,0.0015847593,-0.0018683113,-0.0015505677,0.0010383424,-0.00021888249,-0.008947473,0.012831714
CNR2,-0.0013062531,-0.0037443927,-0.0011431905,0.0018381277,0.0032738477,0.0015513818,-0.0015453236,0.00305971,0.0026074199,-1.6656277e-05,-0.0008907996,-0.0028377217,-0.0018179729,-0.001397161,0.0027956886,-0.003055845,-0.0022189082,-0.0027712658,-0.0027054748,0.003431203,0.0010977099,0.0020191434,-0.0023717992,0.0026033784,-0.0008257883,0.0011438904,0.0014714114,-0.0006559833
SYF2,-0.008888712,-0.0047739376,0.013733512,0.008846143,0.0049317586,0.0200284,-0.008881759,0.000106411106,0.0058075157,0.0011548955,-0.0037576316,0.007028891,-0.0029881517,0.0069157244,0.010291465,0.000923813,0.0041234703,0.009325832,0.0046501565,-0.0044365353,0.00566607,0.0016805291,-0.003451607,0.0029822052,0.0073962244,0.0020392567,0.008278309,0.0031491187
RSRP1,-0.0049111764,0.00035755854,0.0027796908,0.00915104,-0.005842671,-0.0057217074,0.003907205,0.0012827514,-0.00091173564,-7.7336066e-05,-0.0039198347,0.0012006005,-0.0041804146,0.0024544606,0.00566678,-0.0045192204,0.006229792,-0.00220606,0.0031830964,-0.0031207718,0.0014676491,0.0052892636,-0.0050569675,-0.005088257,-0.002902478,0.002296907,-0.004867042,0.016469084
MAN1C1,-0.0023670245,-0.0028963445,0.0021903068,0.001222514,0.0013948156,-0.00070817093,-0.00236436,-0.0015369845,-0.0029409504,-0.0032108063,-0.0006408214,-0.0014891295,0.00019496644,0.00042300278,0.001210608,0.00035932864,0.0023977044,0.0006882566,-0.00065901567,0.00064245163,0.002163647,-0.00079699146,0.0016931137,4.067179e-05,0.002363077,-0.0009841918,-0.0008919839,0.0008747834
PAQR7,-0.0012397567,-0.001778714,-0.0014601984,-0.0034727366,0.0029072296,-1.1208224e-05,0.00510106,-0.0033344976,-0.0015751871,-0.0013673722,-0.0007513389,0.00038331546,0.00066142133,-0.002153953,0.0009053264,-0.00097071996,-0.00071976543,0.0021762648,-0.00034648308,-0.0015003575,-0.0063402043,0.0012890598,3.59615e-05,0.0016981662,-0.0025329818,-0.00082385365,-0.0030335875,0.0005461188
STMN1,0.013419183,0.0019767513,0.024716858,0.004682767,-0.0068358965,0.017694239,0.013752022,0.0067467284,0.0061860047,-0.008476549,0.0011642508,-0.0062506134,0.029096399,0.00084586546,-0.007931546,0.0051190415,-0.012365614,0.027004385,-0.0035720614,-0.0010685832,-0.012489333,-0.010368832,0.0031221178,-0.00532396,0.007502739,0.010245117,0.017916614,-0.062828206
EXTL1,0.0007073235,-0.007613472,-0.0042996313,0.00070707145,0.00023106905,0.001046975,0.0053423513,0.00043415636,-0.0011469625,-0.00391441,-0.0010219576,-0.0035957613,-0.002680412,-0.00086986506,-0.0021674156,-0.0024068619,0.0030420255,0.00046250713,0.00063328026,0.0037776707,-0.0039696083,0.0040413034,0.001640163,-0.0014430964,0.0010143322,0.0018644072,0.0008209446,0.0038482042
TRIM63,0.004924821,0.002616106,0.00028014003,0.004378695,-0.004157543,0.0042420793,0.011519753,-0.0023378842,-0.0034366876,0.0012378003,0.0008193735,0.004031835,0.0020510037,0.0010089305,0.0003705079,0.00027103702,-0.00076270744,-0.0005253727,0.0006507629,-0.0015304731,0.0029156771,0.0012683346,0.0016329231,0.0018722776,0.000558918,-0.0010344133,0.0014399117,0.0019086468
SH3BGRL3,0.014754367,-0.043414433,0.009833275,0.014113611,0.015387433,0.016896205,0.04053674,0.0006081091,-0.0055893883,0.007140931,-0.008079605,0.021319438,-0.019056117,0.0007437104,-0.007753066,0.012439678,-0.0011733026,0.0048539885,0.002852863,-0.009825988,0.010378357,0.021605728,-0.0013345125,-0.008468025,2.0157718e-06,0.0026469128,0.011544329,0.031160748
CD52,0.0066607255,-0.02111265,0.01111058,0.0018515876,0.0026174565,0.012864063,0.033953242,0.010945306,-0.003814203,0.0016897513,-0.0062108343,0.014930727,-0.03425333,-0.0029482713,-0.013083672,0.0101194,-0.00015422319,-0.00057577045,-0.004149402,-0.005978699,0.0066194236,0.015249119,-0.0036593664,-0.0078107594,-0.00034083947,-0.0024069275,0.009296958,0.052263375
LIN28A,0.0019006156,0.00061410124,-0.0031566527,0.0010118376,-9.880252e-05,-0.004868837,-0.00066716655,-0.00085515564,-0.00093506987,-0.0005187455,0.00035298846,0.00060780224,-0.0004617487,-0.0001461914,0.0009052459,-0.0018471674,-0.00042554952,0.0015898619,0.001308474,0.0006112284,0.00046521143,-0.0009009682,0.000362805,-0.00058400433,0.0013003555,-0.0011016384,0.00094297243,0.00053453096
HMGN2,0.03696687,0.012962526,-0.0053273207,0.005988958,-0.010585127,-0.009435402,0.02373533,0.009555635,0.0015234475,-0.007391687,0.0064887754,-0.014323194,0.024286026,-0.00321029,-0.017195337,0.008817882,-0.022037327,0.01856874,-0.004604583,-0.002203963,-0.006126499,-0.018988589,0.011845664,-0.0051747165,0.008701273,0.010737316,0.008934985,-0.067802615
NUDC,0.02130605,0.03237332,0.033951513,-0.0058340845,0.01407283,0.02700328,-0.041762125,0.0064804573,0.0068915007,-0.007703132,0.0074972506,-0.0021070102,0.0113994535,0.009293716,-0.005444775,0.005913751,-0.009332116,0.024452984,-0.003345469,-0.0024347617,-0.0028658328,0.0014167591,0.0023291043,0.00033147418,0.0073740194,0.0021090042,0.011897501,-0.043680467
SYTL1,-0.0027857854,-0.018244166,-0.0018211168,0.003466636,0.00070340454,0.0023280114,0.008040315,0.010802337,-0.009911559,-0.0034075861,-0.005750814,-0.001799045,-0.019472713,0.0046275915,-0.0014049312,0.010745627,0.005333124,0.010676262,-0.0052660266,0.0017768883,0.0032793633,-0.008658828,0.0020598653,0.00020544634,0.016655065,0.00045012386,0.0010171931,0.0072965566
IFI6,-0.0087449225,-0.005598057,0.0042700414,-0.0033436336,-0.0014028887,0.004238083,-0.0035343948,-0.0011650556,-0.00054685934,-0.0049074925,-0.00026701367,-0.0036575373,-0.009771167,-0.0015891951,-0.0036182096,-0.003805933,8.879627e-05,-0.0068235104,0.005783551,0.0040110257,-0.003998648,0.0052790213,0.0024604185,0.00629642,0.0027151313,-0.00442979,-0.0028562276,0.009127907
THEMIS2,-0.0073692985,-0.0063529923,0.004269567,-0.0064020855,0.004919463,0.0010205419,-0.002787833,0.011302635,0.002450791,0.0070537194,-0.010379735,-0.001244742,-0.013365792,-0.0013680635,0.0012907387,-0.0036304342,-0.0006264421,-0.0033268032,0.0002795361,-0.0017852335,0.0051615434,-0.005675833,0.004312983,-0.004916672,0.0057215663,-0.003929617,-0.0051759225,0.0012176102
PTAFR,-0.0104304,0.005644179,0.012937116,-0.0006251633,-0.02145911,0.0062179253,-0.02398467,0.05834628,0.04272565,0.06338125,-0.031496707,-0.01912121,-0.058899436,0.0003694076,0.02681889,-0.02985659,-0.020177666,-0.042925604,0.019880395,0.003211687,0.0063363328,-0.027899275,-0.03359319,0.010295505,0.01125897,0.019982846,0.016183652,0.009280106
SESN2,-0.0026814064,0.0030288608,0.011006463,0.01542567,-0.00012296053,0.0035407522,0.0011114064,-0.0018300086,-0.0006300217,-0.0066436385,0.0023882352,0.0024377182,-0.0028871542,0.003674194,0.012181864,0.002067237,0.0057470184,0.0052296887,0.005720958,-0.005139318,0.0039821076,0.009047449,-0.0016681763,0.0048848027,7.417105e-05,-0.0037779948,-0.0014919845,0.0028797237
OPRD1,0.0009822696,-0.0042573097,-0.0033744613,-0.003405882,-0.002120091,0.0028257517,-0.003462692,0.00072019844,0.0027060115,0.0014772025,0.0035571181,-0.0054079783,0.00415739,0.002906814,-0.00023850896,3.7773716e-05,-0.00034403513,0.0022774655,0.00010705286,0.0024216583,0.0007950751,0.000960792,0.0027536415,-0.0012626848,0.006105779,0.004817322,-0.0037972727,0.0025972803
LAPTM5,0.0010576723,-0.029552199,0.019687187,-0.0015675934,0.028092036,0.0147106275,0.015167738,0.005993083,0.0061161253,0.012927413,-0.0071154046,0.012464898,-0.0078065777,0.0025598807,-0.0052376017,0.0040951553,0.00210328,0.009624434,-0.0010682399,-0.007443164,0.008411537,0.004897558,0.0025947269,-0.008865229,0.007994067,-0.0002300342,0.016397476,0.008258275
FABP3,-0.0039968328,0.0009887107,0.00010593579,0.0012814838,-0.008744995,0.0011013963,0.004402751,-0.0012270393,0.00095055957,0.0011146696,0.0008092031,0.0036261613,0.003471226,0.010887533,0.0175315,-0.006218343,0.005568241,-0.001142575,0.006153548,-0.0067541627,0.0041127666,0.0062491754,-0.004242246,0.0057693115,-0.0009421701,-0.004080056,0.004115043,0.0068140444
SPOCD1,-0.0044246493,-0.003692598,-0.0022792232,0.0035115408,-0.0007166132,-0.0024944427,0.0035239444,-0.001608527,0.0005751014,0.005020198,-0.00043794946,0.007046065,-7.276662e-06,0.0031102109,0.012870946,-0.0033803906,0.0043085706,0.00309627,0.0036462012,-0.0039873263,0.008705062,0.0011348699,-0.0014597011,0.0026474597,-0.00205238,-0.001781705,-0.0017447658,0.0031284404
LCK,-0.0026217953,0.0006776115,0.00033556987,-0.0029555333,-0.0029938347,-0.0033924994,1.8301499e-07,0.002382279,-0.0004295956,-0.0024478585,-0.0011785108,9.331626e-05,0.0016437413,0.0044743954,0.008998041,0.00030750813,0.0010210326,0.0043014046,0.00016409613,-0.0015168206,0.0014707053,-0.000116046554,0.00010894067,0.0039934474,-3.7521793e-05,-0.004073474,-0.0039857836,-0.00051351317
MARCKSL1,-0.0098039815,0.0033761929,0.008466747,-0.031086806,0.010663309,0.0006511042,-0.057878338,0.018898962,0.0066162334,-0.00016878817,-0.0055823233,-0.00367917,-0.008080807,0.006407639,-2.4413654e-05,-0.006384948,-0.004953756,0.021457896,-0.0032743067,0.002825731,-0.0048668673,-0.0132140275,0.001306084,-0.006806673,0.028977148,0.007825549,0.006521515,-0.029801788
BSDC1,-0.012603188,-0.009230809,-0.0066439197,0.011752918,0.0074152797,0.0002632351,0.012861439,-0.0092661,0.001032509,0.007480652,-0.0067842016,0.008482388,0.006071109,-0.0004938361,0.00914601,-0.0001873698,0.011124157,-0.001719168,0.0022111132,-0.0019637363,0.002885023,0.0069048335,0.0019929605,0.00052362983,-0.0053575337,0.00030137168,0.012461907,0.015431352
TMEM54,0.037013866,0.035591155,-0.011381982,-0.017873503,-0.03289846,-0.013644258,0.06999385,-0.005296509,-0.011267212,-0.018120738,-0.010777586,-7.321226e-05,0.02251133,-0.004586711,-0.008646054,0.0092055015,0.0024898415,0.006566018,0.0026139896,0.0026016925,0.0008192879,-0.007336358,0.008703556,-0.0049590664,-0.00767412,-0.0075500207,-0.0058454503,-0.0033486767
PSMB2,0.015428597,0.021138232,0.036049284,0.0075566517,0.008728737,0.040651876,-0.030378746,0.003673357,0.0043039834,-0.008183845,0.0014360294,0.00066650443,0.015298513,0.0064640786,-0.004675614,0.009063424,-0.008633972,0.02730982,-0.0034193965,-0.0056293057,-0.00335523,0.0078337565,-0.0004688762,0.00075353374,0.008963581,0.0067837494,0.021515308,-0.042438004
CLSPN,0.020916257,0.012231579,0.006561227,0.005496696,0.004215464,0.0076732114,-0.0081578735,0.0011208007,0.0016437283,-0.0029311215,0.005594429,-0.004097853,0.011492132,0.0005976109,-0.006268575,0.00420286,-0.004048543,0.010672999,-0.003811195,-0.00014720082,-0.0073146382,-0.00343569,0.0043086945,-4.2576925e-05,0.0030440262,0.0020878627,0.0103582535,-0.03452829
MAP7D1,0.0019229512,0.00069807714,0.008649686,0.009271281,0.00869252,-0.0016346292,-0.00020986574,-0.0018977114,-0.0025714398,-0.006298831,0.00046346802,-1.1893701e-06,0.0045973845,0.0042973077,0.0036659725,0.0027193255,0.001253888,0.011686918,0.00043425284,-0.0036666072,0.0038423098,-0.00051151926,0.0011138702,0.00067925476,0.007012011,0.0012790745,0.006898273,-0.012007636
CSF3R,-0.014342763,-0.045453534,0.007344904,-0.007933217,0.015106392,-0.0006958032,0.006643937,0.047615904,0.0048842966,0.018312292,-0.034865722,0.00446689,-0.076745704,-0.0049602385,0.0009987885,-0.011796812,-0.005158623,-0.016493022,-0.00024847517,0.01170356,0.02164156,-0.020454418,0.0021495277,-0.0141151305,0.037375133,-0.006758299,0.00045246832,0.0399609
CDCA8,0.011395752,0.0086841425,0.023130255,-0.0038986017,0.01104627,0.0065164873,-0.0031710651,0.00084881193,0.0047008228,-0.0036510688,0.0052590244,-0.0017800147,0.00843221,0.0024657927,-0.007052163,0.0054367664,-0.0064233243,0.011035819,-0.001726447,-0.00037321608,-0.003714657,-0.0024402179,0.0036154466,0.00023223735,0.0017839352,0.002823909,0.009061289,-0.021077834
RHBDL2,-0.0014130899,0.0012216343,0.00061350194,-0.0029228572,-0.00037707973,-0.0029764937,0.00017351133,0.0011471233,-0.0013524777,-0.0013316431,0.0015817356,0.00052182056,0.00020061352,-0.0012299521,0.0006414581,-0.00081163767,0.00071558094,-0.00083268416,0.0008523349,-0.0005869036,-0.0010186147,8.979519e-05,-0.0011731931,-5.8010697e-05,6.6024615e-05,-0.001323651,-0.0007556847,-0.0008866983
MACF1,-0.00011289684,-0.011088633,0.0028221845,0.0046391026,0.0045740115,-0.004589201,0.0064893845,-0.0013764446,-0.0045933635,-0.006797206,-0.00072064926,-0.00047486267,-0.0020309126,0.001252341,-0.0016450475,0.003751945,-0.0007983519,-0.0011710516,0.0035817733,0.0017046082,0.00013113156,0.004934274,0.004449291,-0.0012986569,0.0044936403,-0.0051038396,-0.0057225344,0.0063729733
CAP1,0.0077758273,-0.011361429,0.020397604,0.009438348,0.016715035,0.005012862,0.010122792,-2.686534e-05,0.0014875745,-0.003207903,-0.00042303037,0.010034595,-0.0052476367,0.006296951,0.0030097682,0.0049620336,0.0061880155,0.008702072,0.0028730617,-0.0057008783,0.004970138,0.0063750357,0.001498882,-0.00070451514,0.010153474,0.0016727687,0.0041282866,0.0010966812
COL9A2,-0.010991439,-0.02352118,0.0021376591,-0.0040188646,0.0106508015,0.008422751,0.0020635703,0.01757299,0.008362537,0.011015138,-0.011236929,-0.0019414407,-0.03338776,0.0012418643,0.00062481314,-0.0013973821,-0.002492343,-0.016579697,0.0024064847,0.0020590143,0.0085110115,-0.009272441,-0.00818153,0.001714681,0.010604362,0.0045311,-0.0039224913,0.02756904
