gene_symbols,phi_0,phi_1,phi_2,phi_3,phi_4,phi_5,phi_6,phi_7,phi_8,phi_9,phi_10,phi_11,phi_12,phi_13,phi_14,phi_15,phi_16,phi_17,phi_18,phi_19,phi_20,phi_21,phi_22,phi_23,phi_24,phi_25,phi_26,phi_27,phi_28,phi_29,phi_30,phi_31,phi_32,phi_33,phi_34,phi_35,phi_36,phi_37,phi_38,phi_39,phi_40,phi_41,phi_42,phi_43,phi_44,phi_45,phi_46,phi_47,phi_48,phi_49,phi_50,phi_51,phi_52,phi_53,phi_54
HES2,0.0019040626,0.0043424075,0.0048314775,-0.0019312248,0.008637596,-0.007952828,-0.007230388,0.013812404,0.0055471756,-0.0049738195,-0.003319778,0.0017456013,-0.0019447071,-0.0017988698,-0.004727511,0.0011610797,0.0066739176,-0.004031577,-0.005684512,0.0015289506,-0.0021333797,-0.0022181713,-0.0028823372,-0.0013370287,-9.557418e-05,-0.0029660568,0.00044919923,0.0012684535,0.0051169107,0.0060964213,-0.0010729372,-0.0053702705,0.000531616,0.0005132429,-0.0032992815,-0.00022773142,-0.00038443154,-0.0018220886,0.004324718,0.003075056,0.0026910699,-0.0026897995,-0.003261558,0.003907033,0.0019211316,-0.0017957499,0.0003296352,0.0037959244,0.001588948,0.002147893,-0.000346788,-0.006178948,0.002125391,-0.0038968236,0.0027025053
ESPN,-7.965267e-05,-0.009188971,0.0024014642,0.004625055,-0.0026573031,0.002373725,0.0017082924,-0.0021305066,0.0013964468,0.0006674698,0.008072056,-0.0023192554,-0.010598505,0.008905282,0.00790851,-0.0025695993,0.005721084,-0.004053523,0.0032670195,-0.0024391105,-0.0038279826,-0.003521553,-0.0063158637,0.0021275452,1.845864e-06,0.004089052,0.0039031715,0.0020539598,-0.0020832361,-0.0008263705,0.0010927329,-0.004258835,-0.00015517033,-0.000569123,0.00076589483,0.001359694,-0.0023367598,0.0046571353,-0.0064617973,-0.00094784866,-0.0023578568,0.0025887608,0.0052799257,-0.0026722392,-0.003693758,-0.004287698,-0.00029997955,-0.0008299745,-0.0022357604,-0.00012586034,-0.004059761,0.0056117047,-0.00011410647,0.0007261339,-0.00025841492
TNFRSF9,-0.0035201074,-0.009523846,0.0005195219,-0.0044299224,0.0012142486,-0.001507796,-0.005938727,0.014455772,0.0006257056,-0.00031789663,-0.0054030716,0.011072709,-0.0011229273,-0.0061027166,-0.0057915472,0.009233461,0.007779645,0.0062059266,0.0074867844,0.00886499,0.0024128063,0.010323209,0.017922034,0.024736954,-0.031253193,0.00874699,0.0062872823,0.010629836,0.0041769356,0.007885736,-0.018660977,0.015656266,-0.014933037,-0.004908177,-0.003071008,-0.019815587,0.005531389,0.0039493353,0.008140383,-0.0016041164,-0.008814917,0.0053665745,0.005974442,0.011046499,0.000548966,0.04414133,-0.056652498,0.028947787,0.009259085,0.0057941857,-0.022939118,-0.0091214115,-0.016552059,-0.001764807,-0.004333131
ENO1,0.036836326,0.06190439,0.061328504,-0.0046318606,0.0050500645,-0.06432546,-0.008245801,0.009167794,-0.08572259,-0.025935251,0.03137624,0.0712521,0.021907462,-0.013696114,-0.025022147,-0.014294884,-0.0047937445,-0.00247034,0.00075623946,0.023272447,0.004563206,-0.0016216646,-0.00606122,-0.00705533,0.019353112,-0.0012005108,-0.013720036,-0.00046625515,0.024662051,-0.012706078,0.0027804621,-0.0068653887,-0.038190402,-0.026558341,-0.0155718075,0.020967618,0.00039537778,0.015403392,0.064799935,0.04292247,-0.002100814,0.0069871717,-0.010546363,-0.012692981,-0.026879476,-0.0056710644,-0.0073839887,0.0074676126,0.004892018,-0.0016791879,-0.050322827,-0.021168116,-0.039280463,-0.090314046,-0.0339211
GPR157,0.0005275122,0.00056300435,0.0014313298,-0.0018837423,0.0022332454,-0.0011088907,-0.0013022777,-0.0003198863,-0.0021943,0.001401233,0.000106177,0.0018835654,0.0009829886,0.001069096,0.00012991896,-0.0004364132,-0.00069691753,-0.0021055602,0.0009660004,0.0014570775,0.0010290425,0.0021702058,0.0012217631,0.000111461086,0.0020480466,0.000116655516,-0.00063493405,-0.00046439128,0.00094501686,0.00044745454,4.338964e-05,-0.0007639173,-0.001559326,0.0008538147,5.5782784e-06,0.0020429147,0.00198809,0.0016371359,0.002053301,0.0025346377,-0.0004656742,-0.0002649367,-0.00057248195,-0.00047759252,-0.0025331296,-0.0017530532,0.00036169612,0.0005720168,-0.001953842,-0.000120126984,-0.00071408827,0.0014394264,-0.0030003414,-0.0015235619,-0.0007210579
H6PD,0.00023180344,-0.001221302,-0.0007537416,0.0054262765,0.0048964806,-0.0047270055,-0.001096476,-0.0032956402,-0.0020295938,0.009964853,-0.005368428,-0.0024174722,-0.0059035555,0.0055305706,0.0066022417,0.006875293,0.006024407,-4.314964e-05,0.0014245996,0.0029607473,0.004703898,-0.0032281524,-0.0032030963,-0.0014818729,-0.0022295956,-0.0006314497,0.00016395956,0.00014673578,0.0062787915,-0.0018663015,0.0014005387,-0.0025353543,0.0042125215,0.0029096908,-0.0059311055,-0.0048111295,0.0037390182,-0.0019094949,-0.009234183,0.0010579316,-0.0011054862,-0.006179095,0.007941337,0.0013911173,0.008011038,0.0005021342,0.00019545021,-0.0012340229,-0.0023100728,-0.00017423877,0.0020115895,0.00020375704,-0.00044428022,-0.0005696761,0.0064191176
PGD,-0.0062012845,0.0032894919,-0.004797663,-0.0026633465,0.002229697,0.0064815637,8.9151996e-05,-0.0016520959,-0.007825605,-0.011759513,0.0010802922,0.005213016,-5.0625647e-05,-0.008071669,0.015906002,-0.0013023012,0.0009801022,0.009064936,0.00015502983,0.0030301465,-0.00073075964,0.0044749915,-0.009211054,-0.006473868,-0.010358317,0.0017022023,-0.0024362437,0.0017668239,0.0062866956,0.001316493,-0.0018916979,-0.0028425783,0.0040855557,-0.005758957,0.002528955,-0.006631601,-0.0076659643,-0.007862499,-0.008494154,0.0062226774,0.0049328767,0.008183734,0.007321063,0.022748787,-0.004620264,0.0004460573,0.0069768038,0.012771086,0.004887638,0.007312716,0.0064213164,-0.010668314,0.006775721,-0.019330468,-0.007161547
MASP2,-6.890087e-05,0.00068039,-0.001541358,-4.6599278e-05,1.4563397e-05,-0.0022013744,-0.0026402886,-0.0033650042,-0.0030576384,0.0006327514,0.0019922946,0.001045259,0.00058990996,-0.00052316935,-0.0021729064,-0.0009841123,-0.0008968558,0.0019693437,0.00024432637,0.0005342263,0.001384317,5.7127876e-05,-0.0022237892,0.0014692469,-0.0009847174,0.0013051031,0.0007574333,0.0013660743,-0.00075232086,5.7405327e-05,-0.0017099258,-3.70938e-05,0.0013823217,0.00034139425,-0.00044833854,0.00026464928,0.00083509425,0.001855778,-0.0011436731,-0.00089324417,-0.0014845756,0.00056663237,0.002441154,0.00068475335,9.040484e-05,2.5849396e-05,0.0020601423,-0.0030126441,-0.0013683568,0.000258924,-0.00063789776,-0.0007999571,0.0005515798,0.0012161129,-0.0005631974
SRM,0.014899467,0.028685601,0.037542287,-0.016493894,0.005541962,-0.057984546,0.027850844,-0.008871392,-0.031909943,0.0026797184,0.011173257,0.040340513,-0.0022029178,0.0027457816,-0.019769568,-0.00785787,-0.01321981,-0.010694131,0.016008297,0.016137924,0.005972462,-0.008370272,-0.009947553,0.005424462,0.024551447,0.008323968,0.007585382,-0.0002126985,0.028967485,-0.01938588,0.03653599,-0.014907872,-0.022208197,-0.007076163,-0.011834525,0.03190255,-0.0047509694,0.013287569,0.037959877,0.01942631,-0.011736026,0.015070228,-0.027846852,-0.030979106,-0.036405813,-0.022021072,0.015596442,0.008724493,0.018326554,-0.0075134463,-0.028571876,-0.007920487,-0.028992387,-0.041454922,-0.0166412
DRAXIN,-0.0009488343,-0.0027178973,-0.00083858654,-0.00031480158,0.0018828984,0.0017707958,-0.0010298715,0.0012364489,0.0012709592,0.0012552051,0.0018112492,0.002934482,-0.0019289057,-0.0014789375,0.002144517,-0.0011715366,-0.0005214487,0.00024148106,0.0025040389,0.0010457075,-0.0008854976,-0.000499467,-0.0005199017,-0.0026167985,0.0015714128,0.00046218745,0.0014340965,-0.0015638948,-0.0010516306,0.00091886515,0.0017232778,0.0009150348,0.0022359942,0.00020095799,0.0004005144,-0.0020434777,-0.0002642021,-0.0015350244,-0.0014935989,-0.00088064396,0.00025104155,0.00085785205,0.0007021198,-9.320964e-05,-0.0011073033,0.00067825656,0.00063331577,0.00031195182,0.00096527825,0.00059067865,0.00031256757,-0.000106071275,0.0009175811,0.0011360012,0.0002772828
MTHFR,-0.0085341865,-0.0056030243,-0.007983346,-0.0006978858,-0.00054751337,0.010404499,0.0034797657,-0.0011849954,0.012000196,-0.00019824607,-0.0035714835,-0.0076326076,0.0016719436,0.0047635953,0.0015193187,-0.0032473942,0.0055153975,0.0019111842,0.0066847,-0.0033876467,0.0011293214,-0.002540482,0.0015121816,-0.00247574,-0.0007820106,0.0008634775,0.0020918003,-0.0023874824,-0.0041118967,0.0055337325,0.0021060554,0.0032078293,0.0042653247,-0.00023043482,-0.00015331115,-0.0029583701,-0.00033162255,-0.0002050223,-0.0059581357,-0.003967477,-0.0009851726,0.0010945639,0.002347644,-0.0026087153,-0.0004859764,-0.0032921636,0.0044688475,-0.0015269531,-0.0038414134,0.0030549564,-0.0002938754,0.0038326746,0.0044955225,0.012440281,0.006005991
PDPN,-0.00031485528,-0.0025256947,-0.0016761681,-0.0020232762,0.000843932,0.0034887358,0.0008651002,0.0025588966,-0.0007347066,0.0026512358,-0.0006327278,-0.0009649592,0.0007878261,-0.001433627,-0.00182713,0.00064917584,0.00050557725,0.0016572449,-0.0027027777,-0.00045458277,0.000729415,-0.0016348701,-0.0011533386,-0.002154368,0.0007897978,0.001899271,-0.0007203584,-0.001492132,0.0020989531,-1.3737263e-05,-0.0014430293,-0.0016869808,-0.0017408751,-0.00022919894,-0.00045131298,-1.67852e-05,-0.00015931707,-0.00034199766,0.0015423226,0.0005377155,-0.00053020136,-0.00048518644,0.0005467665,-0.0016062299,0.00036146925,-0.00016083398,0.00051019294,0.00031075277,0.00048586924,0.0011012161,-0.00046257084,0.0014256866,9.359559e-05,-0.0003095667,-0.000119027325
CELA2A,-0.008465414,-0.00075521774,0.005288994,-0.0012384139,0.0092810085,-0.0063860165,0.010212248,-0.0032317238,-0.015444533,-0.008616867,-0.0026007309,-0.015309456,0.0046618856,-0.00041824032,0.0058577415,-0.008487438,0.0032655827,0.008647929,-0.00095752935,-0.0021065501,-0.0018410628,3.9709485e-05,0.0054563507,0.00078490586,0.0015655415,-0.005663174,-0.0027011833,-0.0026326084,-0.005927978,-0.00013276078,-0.0064439108,0.0015495081,0.00959042,0.003987992,-0.0013651687,-0.0034731168,0.0062485985,-0.0012133231,-0.009581811,-0.008264964,0.004291007,-0.00071386923,0.005450571,0.0017311997,0.001124462,0.0022800325,-0.002674414,-0.022711413,-0.012433121,0.0012930052,0.0071290713,0.007245498,0.009331604,0.021412486,0.0053512375
CELA2B,0.00022976901,-0.0007560333,-0.004681934,0.0016260444,-0.0009970526,-0.00020694674,0.0037532926,-0.00094114867,-0.0028933873,0.001568475,-0.0025869403,-0.0017405001,0.0045370017,-0.0016678817,-0.0032318288,-0.0011031289,0.003306531,0.0010451567,-0.0065009175,0.01599407,-0.0041988334,-0.0022126029,0.006930912,0.008692007,-0.005078011,0.006652194,0.009899876,-1.5671692e-05,-0.0046612313,-0.00092669734,0.0013278706,-0.0014181512,0.0004244045,0.0010288539,-0.0028677261,-0.003258006,0.0019735382,0.0019027896,-0.0025462885,0.00076110655,0.0005946747,0.002970828,-0.0010633162,0.00073157187,0.004739881,-0.00069699675,-0.0054746843,-0.0011098693,0.0019377775,0.001238548,-0.004000056,-0.0021631734,0.00070849527,0.00025033084,-3.137295e-05
PLA2G2C,-0.0058623864,-0.0017851205,-0.0039114,0.028316215,0.02243004,-0.012222635,-0.014170744,-0.004888017,-0.0014983212,-0.015384385,0.019540977,-0.019603584,0.041030508,-0.02586057,0.031650838,0.020962758,0.0041709123,0.058952402,-0.09323851,-0.027425442,-0.025603153,-0.010079207,0.008369297,0.013655669,-0.0034341891,-0.0074673328,0.0381846,-0.010313167,-0.008229494,0.003641582,-0.019921549,-0.0074688937,0.039347064,-0.031851657,0.025280163,0.008167951,0.0037240828,-0.00094417884,-0.07091246,0.061647903,-0.017492738,-0.063367754,-0.010615882,0.058144253,-0.025304753,-0.03709319,-0.023707153,0.008020475,-0.029756455,0.008287587,0.03745805,-0.029184965,0.06981529,-0.1330865,0.060828198
HP1BP3,-0.0025824667,0.003081613,-0.007919215,-0.0014850158,0.002041068,0.0063006575,-0.0031753234,-0.0013491892,0.010497699,-0.00078180555,0.0019078378,0.0009957863,0.005494858,-0.00304088,0.0010315061,-0.0013714308,0.0053387256,0.0018126649,0.0053914473,-0.0022562232,0.0004005448,-0.0013029026,0.0013124517,-0.0027887987,-0.00086071604,0.0025446329,-0.0055091144,0.0009327858,-0.0023224605,-0.0005406598,0.000349939,0.0011213787,-0.0019080553,-0.004377272,-0.0006103133,0.0062355655,7.175812e-05,-0.00010972067,0.0034199215,-2.190421e-05,-0.0004350048,0.002611234,0.0010042249,-0.0030957558,-0.0036075083,-5.2645388e-05,-0.003066303,-0.0007630824,-0.0012287926,-0.0011926676,0.0015493887,-0.0025784639,0.0021032065,0.00239973,0.0021884437
CDC42,0.0015018377,0.0058945166,0.0031806293,0.0002876969,0.0022130902,-0.0012656903,-0.0001835322,0.0011844633,-0.0064568645,-0.008738114,0.0040024463,0.0018141959,0.0035354497,-0.006641403,-0.0028651473,0.001402496,-0.002000863,0.002510609,0.0037128213,0.0011814797,0.002491396,0.005297415,-0.0009897368,-0.0040804897,0.0021037075,0.0015354367,-0.0032433285,0.00045830067,-0.00038056058,-0.0030954797,0.0010658293,0.0014213569,-0.005133736,3.1967546e-05,0.002824073,0.002353326,0.00016546652,0.0010985619,0.004277622,0.009239542,0.0037524435,-0.0038581525,0.0023639519,-1.9243948e-06,0.004968652,0.0010055369,-0.0082940385,0.0022821622,0.00015506313,-0.0022595085,-0.0073176953,-0.0027183462,-0.0053491495,-0.0038347158,-0.0036802893
ZNF436-AS1,-0.0024763953,-0.0056320475,-0.0060196524,0.0041797957,-0.0035683606,0.0072031324,-0.0024013936,0.0022639076,0.0025577329,-0.00085785036,-0.006099979,-0.0063686143,-0.002414992,0.0042295237,0.004634596,-0.00021907673,0.009641815,-7.83251e-05,0.00059901376,-0.0057428153,0.0032396815,-0.0036250579,0.0056106355,-0.0007910037,-0.0010019158,0.00450492,-0.0027425964,0.0033335215,0.00018204896,0.0004656682,-0.0010885339,0.003219745,0.004191139,-0.0032893466,0.0028784466,-0.0011273767,0.0016356645,-0.002016556,-0.006548441,-0.0122074,0.0018346064,-0.00071814953,-0.0024129793,0.0049653314,0.009691148,-0.003709577,-0.00046575925,0.000529128,-0.004711465,0.0023238205,0.003142289,0.00081745017,0.006461237,0.0128443455,0.007827522
ID3,-0.06537337,0.011209266,0.016655797,-0.022270024,0.023359131,0.048082247,-0.022225948,-0.05327973,-0.00080294855,-0.0020795818,0.095894426,0.082507364,0.001951293,-0.09703631,0.0854993,0.0011608539,-0.012438927,-0.001513309,0.08142526,-0.014778727,0.014698073,-0.021628706,0.060168665,-0.00674982,0.030304845,-0.013526173,0.02298772,0.00023820558,0.042024933,0.024076313,-0.017462282,0.006030128,0.012494371,-0.03742885,-0.0036248628,-0.055993464,0.02768746,-0.00095568516,-0.039743394,-0.06366243,0.01549029,-0.020097438,0.025274336,0.017532062,0.06762582,-6.655938e-05,-0.001739355,-0.002196606,-0.005041899,-0.031309206,-0.032211185,-0.023586327,-0.029427122,0.008078601,0.048591025
HMGCL,0.0020353093,0.0017819557,0.0007393821,0.0029154986,-0.0015206948,0.0039520646,-0.0061995485,0.007433458,0.0008998453,0.0043517957,-0.0017559688,-0.008369481,0.006911935,-0.0077582886,0.0026134392,-0.0029262765,0.0013484628,0.005802123,-0.0070071057,-0.0009930528,0.002013896,-0.000104343504,9.243069e-05,-0.0066995337,-0.005628296,-0.0011471721,-0.005768138,-0.00042300846,-0.0042722384,0.0063428073,-0.002112642,0.007100283,0.00031030696,-0.004814842,-0.002143033,-0.012730472,0.0023673857,-0.0025378908,-0.0012157387,-0.0023639807,0.006831147,-0.00068932265,0.0075410986,0.002619707,0.011129189,0.0047044507,-0.0048223464,0.0008998291,-0.009339048,0.0057461765,0.0055204993,0.0006512109,0.002835737,0.002367398,0.0031097787
FUCA1,0.00055286003,0.0029602097,0.0017839263,-0.0012721634,0.00162509,-0.001164411,-0.0050251368,0.0015090763,-0.0005565047,0.005723262,-0.0026982257,-0.0019358026,0.0038841092,0.0005831486,-0.0013651156,-0.0057036323,0.0074281436,0.0070045213,0.00587538,-0.0031976115,-0.0005471445,0.0003852075,-0.0064226645,-0.0014388936,-0.008506203,-0.0027823448,-0.006859639,-0.003117926,-0.00011585428,0.0004562428,0.00090019393,0.0012010408,0.0006130118,-0.0037700257,0.0018088459,-0.006610962,0.0039619985,-0.001894598,-0.0018282427,-0.0026962021,0.008636241,-0.00074319396,0.004341123,0.0021069557,0.00911844,-0.005311461,-0.006618296,-0.0016686918,0.0009456481,-0.0006941713,0.006518801,0.0014677153,0.006122902,0.0011357899,0.0027789746
CNR2,-0.00049659394,0.00076914334,-0.0016782368,0.0014562309,0.0020765245,0.00015101988,0.00029434875,-0.0010732639,0.0018888694,-8.9704816e-05,0.0008552508,-0.00018696685,0.0005893433,-0.0014888117,0.00016307691,-0.00175739,0.0023568776,0.0018039556,-0.0030996103,-0.0029447116,0.0013176071,-0.0018638124,0.0028041813,0.0015696548,3.7460355e-05,0.0020038972,0.00024733265,0.0002536206,-0.0010824124,0.0011263319,-0.00024121745,0.0021323955,0.0023503664,-0.003139314,-0.0022169447,0.0028531556,0.00312083,0.00022297041,-0.0017094337,-0.00034499922,-0.0025839696,-0.003663198,8.60797e-05,0.0036448468,-0.0014782553,-0.0016412073,-0.0005491663,0.00059929676,0.00021177254,0.0017305542,0.0035527556,-0.0057900827,0.001771281,-0.006224196,0.0040696654
SYF2,-0.00024529084,-0.0024314858,-0.0036136585,0.0039822264,0.003471318,0.007006058,-0.012749587,0.0049898904,-0.010556493,-0.01225654,0.0024840091,0.005690595,-0.001078579,0.0032588213,-0.0049079573,-0.0015480584,-0.0037833971,0.004111796,-0.008476899,-0.0032117013,0.0014926854,-0.00050540257,0.0002046814,-0.004559088,0.00056949264,0.000990023,-0.007924848,-0.00095986447,-0.0009805366,0.0027321666,-0.01319295,0.00580743,-0.007152745,0.000591932,-0.0033965167,-0.009343758,-0.0029096634,0.00020877935,-1.2357905e-05,0.009049624,0.0022970103,-0.0082671745,0.0021848679,0.0047853175,0.005984912,0.012815068,-0.009439685,0.0074055474,5.1253635e-05,0.0034490505,-0.00292225,-0.0015404365,-0.0024243419,-0.010786309,-0.0077814693
