gene_symbols,phi_0,phi_1,phi_2,phi_3,phi_4,phi_5,phi_6,phi_7,phi_8,phi_9,phi_10,phi_11,phi_12,phi_13,phi_14,phi_15,phi_16,phi_17,phi_18,phi_19,phi_20,phi_21,phi_22,phi_23,phi_24,phi_25,phi_26,phi_27,phi_28,phi_29,phi_30,phi_31,phi_32,phi_33,phi_34,phi_35,phi_36,phi_37,phi_38,phi_39,phi_40,phi_41,phi_42,phi_43,phi_44
PGD,-0.0010965192,-0.0038011007,-0.0015051577,0.004174657,-0.0048378683,-0.011270296,0.0056019737,0.0014783989,-0.0053264997,-0.008576373,-0.008166575,0.009440826,-0.006117315,-0.02656643,0.0037831436,0.009669839,-0.008578861,0.0032377017,0.015417039,-0.0010538348,0.018536855,0.004948158,-0.0041213394,0.0020135064,-0.0050056363,-0.008630847,0.011837428,-0.006528578,0.0015902163,0.003950307,0.0010981748,0.009887788,-0.0029739486,0.010252726,-0.004036528,0.033451542,-0.008676336,-0.0016419197,0.0033650708,-0.00141684,0.008599948,-0.00051884016,-0.0063242465,0.0046558646,-0.0063126385
MASP2,9.1059585e-05,0.00035085803,-0.0023987752,-0.0008657439,-0.0024666674,0.0038772987,-0.00053315447,-0.001140011,0.000814985,0.00040422395,-0.00212101,-0.00018754324,-0.0014444323,0.003435696,-0.0007645889,0.00083445746,0.0004067134,0.00029345514,0.0049861143,-0.00024437404,-0.0013520513,-0.001916443,-0.00062789454,-0.003566956,-0.001151114,0.0026835357,-0.0014651631,-0.00101853,0.0036120873,0.00041230378,-0.0019095507,-0.0018546272,-0.0020130274,0.00017537344,-0.0021629115,0.00037157495,0.0017420342,-0.0014187797,0.0027522375,-0.0011268253,-0.0016502354,-0.000292457,5.622424e-06,-0.0019160248,0.0026762958
SRM,0.009143837,-0.021066558,0.016559452,-0.013160882,-0.003715974,0.014825574,-0.0011922694,0.015052141,0.033123165,-0.04441057,0.025509307,0.0017054968,-0.020183342,0.03445553,0.0016332917,0.029364474,-0.014692376,0.0013752731,-0.0061962553,-0.00075329695,-0.0113339815,-0.0026963023,0.002600315,0.02302923,-0.0040558605,-0.004018127,-0.0039691916,-0.012032589,-0.010174595,-0.030002981,0.007073357,-0.0010305964,0.010787724,0.0026922934,0.006305678,-0.021461235,-0.0030684012,-0.010432629,-0.00025748674,0.0011670218,0.000791528,-0.0040316475,-0.014227221,0.012883327,0.06574114
DRAXIN,0.00019296222,0.00016098618,-0.0002138428,-0.00016017634,-0.0004759636,-0.0011323952,-0.0008552839,-0.0008070467,-0.0009369406,0.0007347193,3.6400907e-05,-0.0012508048,-0.001991916,7.776651e-05,-0.0003359365,-0.00013241627,-0.0022978534,-0.0012225892,-0.0016212965,0.0013439779,-0.0002592954,0.002202713,-0.0003451203,0.0023567968,0.0005383762,7.619469e-05,0.0007582873,-0.0003487855,0.00051891746,0.0010329726,0.0004868638,0.0030540673,0.001759768,0.00015571942,-9.373113e-05,0.0018659234,-0.00039583904,0.001168116,-0.0010247538,0.0009881208,-0.00044239042,-0.00059051515,-0.000278228,-0.0005257619,-0.0021904812
MTHFR,0.0069483807,0.008946228,0.0049718944,-0.0038063496,0.0015348566,-0.0010846835,-0.0033381206,-0.0054304395,0.000450441,0.0041974597,0.0032684777,-0.012113653,0.007698432,-0.0029307753,-0.0020130905,-0.006903839,0.0019071845,0.004021137,0.00077917444,-0.004654417,-0.0059394245,-0.0027792219,-0.0048481924,0.0005077184,0.0010588549,-0.0014152087,0.0034168935,0.0050082635,0.0055970117,0.0013123977,0.0016168656,-0.00062532874,-0.0035468875,-0.00070089236,0.0031466766,-0.0003708282,0.00427686,-0.001791511,0.004428702,-0.00298507,0.0032666365,-0.005921086,0.00096292846,-0.0005571836,-0.015330794
PDPN,0.0014296735,0.002383379,-0.0029588023,-0.00095001893,0.0022795356,0.00028480217,0.0017362853,-0.0028394558,0.00055336376,-0.000113749054,-0.0016631676,0.00078996277,0.0035959017,-0.0019057309,-0.0010445814,0.00073439867,0.0016710561,0.00037137882,0.006900766,-0.0014610946,0.0004916786,-0.0014091742,0.0029524711,-0.002359126,0.00026476153,-0.0003364087,-0.0010301815,-0.0019700907,0.0032896427,-0.0011245729,-0.002847109,-0.00083554455,-0.004816599,-0.00030349658,6.88381e-05,-0.00028642328,0.003236811,-0.0008334178,0.0018270137,-0.0011518373,-0.0023460835,0.0005283166,0.00078925095,-0.00527652,-0.0021320034
CELA2A,-0.002298117,-0.0042452756,-0.0012720316,0.0006984773,-0.001165315,0.0024476529,0.0022737766,0.0032797551,-0.00024866132,0.011541589,0.0017170052,0.004273446,0.018079877,0.0024044237,-0.0027484081,-0.006196748,-0.0027284601,-0.0035286522,0.0003660226,0.0070074587,-0.0034552212,0.00055324123,0.006023346,0.0010466304,-0.0041563604,0.0018111164,-0.0022960112,0.00071647903,-0.0007192014,-0.0027415308,0.006985583,0.0016401422,-0.0048244707,-0.010691695,-0.0025647397,-0.00070060993,-0.0008335935,0.0056004203,0.0037317567,-0.00011981745,-0.0015581455,0.0072399084,-0.0007535553,-0.0011687687,-0.00527384
CELA2B,0.0019032735,-0.0041135424,-0.005317225,0.0062191966,0.00453754,-0.003711375,-0.004787626,-0.0026825175,-7.29305e-05,0.011519116,0.007010577,-0.018120572,-0.005766411,0.0036973676,0.029199088,0.0036323313,0.0044433083,-0.007523346,-0.023112845,0.0064409305,0.0063071135,0.015374624,-0.005444316,0.008763153,0.0035260946,0.0116489,-0.0026921555,-0.032030813,-0.013592549,-0.0038553309,-0.005522872,-0.009886617,-0.0069704656,-0.0036477984,-0.011261562,-0.0022307637,0.004710843,0.002035146,-0.0011355303,0.029459715,0.018419696,0.0053168586,-0.0053458465,0.002574656,-0.0025219617
TMEM82,0.001038579,0.0010356341,-0.00014077374,4.4026463e-05,-0.002288974,-0.000898394,-0.0016103286,-0.00061959063,0.0005483968,0.0027620043,-0.0011975698,-0.005720033,-0.0034514512,0.00048296415,-0.00036083994,-0.0008521606,0.0018130019,0.0019509222,-0.0044951076,0.000267405,-0.00080186717,0.0027684434,-0.0037806435,-0.0018292452,0.0012543101,5.5142824e-05,-0.0007828274,0.0036497775,-1.061084e-05,0.0037311076,-0.0007295828,0.0042787404,0.0040789256,0.00026080493,-0.0025833843,0.00045120186,-0.00015621078,0.0019264722,-0.002983427,6.4929496e-05,0.0017316571,-0.003347816,-0.00023691589,0.0029910163,-0.00042074858
PLA2G2D,-1.5906098e-05,-0.0010721647,0.0010255673,0.0002731584,0.0009766192,-0.0018265641,0.0010058659,-0.0030817564,0.00055534014,-0.0026521934,-0.0035253935,-0.0049321973,-0.0030404625,-1.5063498e-05,-0.008170233,-0.00020835435,0.0019439086,0.007253297,0.008803903,0.004902439,-0.0031286501,0.014537557,-0.0107175205,0.005968961,0.0013334648,-0.0014363335,-0.0068686646,0.008964504,-0.005335518,0.005399213,-0.005247525,-0.0035262748,0.0013044071,-0.00037049557,0.006898619,-0.0026106646,-0.008153846,0.0017436717,0.00065081165,0.009219971,-0.011867796,0.010334775,0.0022096997,-0.006822256,-0.0015738371
PLA2G2C,-0.0029390268,-0.00021157162,-0.00064539665,0.0016378214,0.0003207971,-0.0022889008,0.0003435006,0.00093258417,-0.0023869346,0.0009163269,0.00035314387,0.006419782,-0.00013072292,-0.010728388,-0.0007719429,0.0037351535,-0.0027837148,-0.003704648,0.00047061898,0.00446349,0.0054334956,0.0047006416,-0.006283485,-0.0032824688,-0.004454084,-0.005426988,-0.0032403166,-0.0027654625,-0.0018413942,-0.0048213582,0.0019812293,0.00048597695,0.00077199115,0.00040678732,-0.0010919897,0.017006814,-0.0028523898,-0.008464814,0.0073336447,0.0005003676,0.0012952304,0.00295383,-0.0013507946,0.0019000628,-0.004232314
CDA,0.0022666436,0.0019930312,-0.0024234874,0.00026887108,-0.0019707258,-0.00017343198,0.0018067742,-0.0032809419,-0.001684235,0.0029747232,-0.0025231706,-0.0007783066,-0.0060046935,-0.005336201,-6.159372e-05,-0.003182184,-0.0033210332,0.0008666138,-0.00046278158,0.004525853,0.00464573,0.0015653027,0.0019829492,0.00097372435,-0.0018422625,-0.0026590582,0.0015274404,0.00080911093,0.0013928333,0.0031421843,0.0026325982,0.0057118577,0.0039491155,0.0045727887,0.0046500647,0.0038237486,-0.0027358937,0.007223423,0.0067107617,-9.473678e-05,-0.0012924212,0.0013593691,0.0014667738,0.006518482,0.0007284438
HP1BP3,0.007860586,0.007186017,0.013025401,0.0030217806,0.005724375,-0.0012313301,-0.003243309,-0.0044570197,0.0015795241,-0.0050328784,0.011504691,0.0060904445,0.009560503,0.004090523,0.0024962614,-0.002256532,0.0007186534,0.0031900783,-0.00070324633,0.009805001,-0.009491751,-0.0042378567,-0.004703984,0.016287258,-0.0025626966,-0.0022767582,-0.0037945458,-0.00042487064,-0.0018231537,0.006253816,0.004418929,0.00044771997,-0.0048644543,-0.0002826198,0.0033440052,0.002687689,0.0054757297,-0.0030838028,0.005652533,2.913635e-05,-0.001334393,-0.0077145197,-0.00053004205,1.854401e-05,-0.013629173
CDC42,-0.004751143,-0.005768141,-0.00020993678,0.0038426304,0.0010768939,-0.005015423,0.0012702069,0.004673344,-0.0010227842,-0.006239954,0.005425744,0.0057478794,-0.0014662846,-0.00035155166,0.003957144,-0.0014529789,0.0020625235,-0.00086101395,-0.0022599993,0.0018426317,0.0004772344,-0.0003658019,-0.0058604036,0.00050686125,0.001264687,0.0032265794,-0.0013005194,0.000704765,-0.0035384705,0.00115686,0.0054145004,-0.00415695,0.0019217782,0.00066276063,0.0040973276,0.00487113,-0.0022357213,0.0039455434,-0.0053506363,0.00032895207,0.0006523035,0.011385734,0.001077148,0.0079960525,0.0069982097
C1QB,-0.001834404,0.00042898947,-0.0001864183,0.0009786848,0.0010842013,0.001188972,0.00028683967,0.00042012092,-0.0018617687,9.62602e-05,9.156921e-05,0.00055236317,-0.00033711383,0.00013615204,-0.0010451482,-9.702508e-05,0.0028427257,0.00249689,0.0012221404,0.00084631593,0.002508263,-0.0011350926,-9.569018e-05,-0.004841124,-0.0020689475,0.00017922428,0.0010169625,-0.00043351747,-0.0012639768,-0.0006212929,0.0018314705,-0.0013606804,0.00245306,0.0025991434,0.002350699,-0.0012985783,7.881911e-06,-0.0009740582,-0.00021470703,0.0021482024,-0.0010294386,0.0032777132,0.000733249,0.0007048728,-0.0016072071
ZNF436-AS1,-0.00097112916,0.00453057,-0.0029912693,-0.00095235836,0.0016948711,-0.0004348249,-0.0023077007,-0.006204916,-0.0032005545,0.005070143,0.006387944,-0.010365045,0.003903659,-0.0016411704,-0.0023028497,-0.013929353,0.007651759,-0.0010680732,-0.0012518002,-0.0035551325,-0.0025070214,-0.0025364922,-0.0047129444,-0.013925495,0.0021916404,0.0065337177,0.0030328017,0.0040481053,0.0056495625,0.0011958018,-0.004581177,-0.009810922,0.0010282475,-0.0018970682,-0.0049295593,-0.00392037,3.8109807e-05,0.0028705487,0.0018220348,-0.002460788,0.0013733931,-0.0024535216,0.009750485,-0.00885367,-0.011626566
ID3,-0.010455018,-0.010756482,0.03955395,0.005451347,-0.021141285,-0.025572192,0.02889448,-0.057811595,-0.020677682,-0.009192442,0.058850758,0.019283775,-0.016994867,-0.018099314,0.016591111,-0.053575985,0.01347576,-0.018081753,-0.029620983,0.013071561,-0.049956907,-0.0077849412,-0.016012857,0.050260596,-0.00747186,0.021501612,0.0239111,-0.0017965557,0.026787898,-0.0077277464,-0.0050077257,0.01768225,0.007108967,0.008241388,-0.04091739,0.030258976,-0.01547926,0.074785985,-0.05541342,-0.005828777,-0.024276443,0.018798098,0.0591593,-0.08509199,-0.034418993
HMGCL,-0.002562626,0.003124401,-0.002253862,0.009144414,0.0033705677,-0.002310867,0.0037381845,-0.0033257226,-0.0055482206,0.008696959,0.0014442625,0.0008202923,0.009012606,-0.012398771,0.002830808,-0.008952233,0.0028362311,-0.0026456434,0.0018871928,-0.0015157417,0.0069002532,-0.0025209903,-0.006004982,-0.0012316845,-0.001351129,0.0048854877,-0.00044197732,-0.00078634126,-0.0025394303,0.011436602,0.0004681824,-0.0055554872,0.0054837475,-0.0037849923,-0.0003569096,0.002978464,-0.0041958927,0.0022063782,0.0025985965,0.004931454,0.005571502,0.006243451,0.005798127,-0.002172492,-0.0068842974
FUCA1,-0.0042658756,-0.00027777147,0.0008514486,0.0052658557,0.0043117017,0.0018523232,-0.0002631171,-0.0037232237,-0.0074267667,0.0025039956,0.0026642238,0.0011614981,0.007437034,-0.010136694,0.0004704186,-0.008791661,0.000117042066,-0.0032572744,0.0066588293,0.00028566248,0.008343861,0.00077431573,0.00033081713,0.0035239593,-0.0057491874,-0.0011528606,-0.0023197408,0.0017924363,0.0016391308,0.0064338543,0.002516155,-0.0061440933,-0.0028473581,-0.003664117,0.005050432,0.0018941357,0.0045986567,0.009799393,0.008626366,-0.00042313107,-0.000589416,-0.000657527,0.009273173,0.0043078396,-0.006010611
CNR2,0.00031169053,0.0011487027,-0.0014409523,0.00042994457,0.0008024177,-0.0024067962,-0.0007948264,0.0025715125,-0.00069764216,0.0005104073,-0.0012651727,0.0022842418,0.00060789054,-0.0027339084,-0.0013786514,0.0026442346,-0.0006441452,0.0012500458,0.0027553665,0.0015551065,0.004692298,0.0019849772,0.00014603644,-0.0021182087,-0.0017219131,-0.0037199007,-0.0025168834,-0.001219544,0.0003366758,-0.0002492832,0.0014983652,-0.00245978,0.002834098,0.0037039837,0.0028261621,0.0023141827,0.0051909573,-0.0053158957,0.00033355216,-0.0011698214,0.00039603823,0.0031816382,-2.6545638e-05,0.0026435563,-0.0032386135
