gene_symbols,phi_0,phi_1,phi_2,phi_3,phi_4,phi_5,phi_6,phi_7,phi_8,phi_9,phi_10,phi_11,phi_12,phi_13,phi_14,phi_15,phi_16,phi_17,phi_18,phi_19,phi_20,phi_21,phi_22,phi_23,phi_24,phi_25,phi_26,phi_27
ENO1,-0.013300945,-0.029754385,0.037273224,0.03730281,-0.039312933,-0.010721862,-0.055233933,0.044621184,-0.09953503,-0.020607647,0.034735356,0.012244468,0.012074089,0.0571462,0.009068946,-0.06300907,0.003619816,-0.02163345,-0.030769406,0.028731113,0.020291314,0.08190416,0.004517026,-0.005409097,-0.013347888,0.0072174734,-0.03290553,-0.08956588
GPR157,0.0008244885,-0.0005825249,1.41198525e-05,0.0024255132,-0.00036837123,0.0013239894,-9.3010254e-05,0.002755419,-0.0012347974,-0.002452265,0.00011459178,-0.0015976427,0.0006488618,-0.0024697592,0.0017763358,-0.00067349256,0.0006024108,-0.0017098279,-0.0044446005,-0.0005680733,0.0011458346,0.0027417543,-0.0019729557,-0.0013341494,-0.001384211,-0.001644558,0.0013060174,-0.0012459519
H6PD,0.00015984684,4.170599e-05,-0.0018317656,0.004666304,0.0014928889,-0.00051975215,0.0059701484,-0.009348379,0.0011298876,-0.0039462936,0.0043922537,-0.0068005305,-0.0013229728,-0.007102683,0.005160706,0.002262342,0.0060971715,-0.003489487,0.0071199355,-0.009548993,0.00850053,-0.010408848,-0.004555076,-0.0018373582,-0.00028047216,0.0007836162,0.0018662525,0.0032125872
PGD,-0.001707595,-0.0011523352,-0.01144364,-0.006196306,-0.006311499,0.004058865,-0.0055950405,0.0010988122,-0.0011659621,0.005142179,0.004022116,-3.989774e-05,0.00042571843,-0.0094334595,0.0063356385,-0.0071538137,-0.00590254,-0.021395076,0.03361508,0.02093449,-0.037252333,0.006384051,-0.00015164497,-0.012847495,-0.0031914166,0.012073976,0.008495316,-0.016387865
MASP2,0.0014025667,0.00023859472,0.0019560014,0.0022345653,-0.0028967008,-0.00012482915,0.0007346584,0.00046489201,-0.0030878005,-0.0015947134,0.0020277477,-0.0011746904,0.0009769324,0.0028710607,-0.00056343444,-0.0024995091,0.0014883006,0.0013870995,-0.00076060416,0.0014540417,-0.0013229818,0.0010143066,0.0017043775,-0.0012232163,0.0006475799,-0.001156639,-0.000358478,-0.0001364823
SRM,0.012807056,-0.030184947,0.034806173,0.02688174,0.01319969,0.009272704,-0.018551126,0.034718115,-0.048661005,-0.007183872,0.0061896355,-0.014997227,-0.00012298848,0.03926992,0.011513607,-0.007605317,0.010255588,0.0014895874,-0.04942085,-0.006474822,0.0033093372,0.048942216,-0.009111399,-0.002093312,0.021435969,-0.008340251,0.007365962,-0.037768368
MTHFR,-0.00058214384,0.0006442851,-0.007747401,-0.0056060306,0.0099381665,0.000557185,0.0077846586,0.00060116017,0.009383945,0.009189148,-0.0034733673,0.004395586,-0.009129807,-0.014660437,0.0013908319,0.011944775,-0.0025034102,0.0013421191,0.001027828,-0.010228064,-4.624852e-05,-0.011318474,-0.005090573,-0.0023457413,0.0033085968,-0.00024519413,0.009313689,0.012913644
HP1BP3,-0.0004260055,-0.007662994,-0.015635595,-0.004956439,0.0011175986,0.0067801923,0.0067106886,0.021198882,0.009510316,0.02038477,-0.0025180315,0.0053842985,-0.014946185,-0.024078906,0.009511979,0.00799201,0.008662956,-0.0046400256,-0.0020482608,-0.0039123674,-0.0021534152,0.0010864082,-0.002725934,-0.00627135,-0.0078713745,0.0038613554,0.000920185,0.0014801153
CDC42,-0.0028063697,-0.001806638,0.0023144847,0.001412009,-0.003976856,-0.002263316,-0.008740323,0.0027257039,-0.007558049,0.0028911098,0.0069468087,0.012393824,0.0013543672,0.0031114325,0.00026808667,-0.012185992,-0.0015187387,-0.007084042,0.0024064903,0.0006643507,0.009205076,0.010511991,0.0035287486,0.00057205075,-0.0028566655,-0.0017847152,-0.0049356935,-0.010829088
ZNF436-AS1,-0.0015581626,0.013099379,-0.00410571,-0.0070757694,0.0041247527,-0.0022814807,0.0016157287,-0.013888423,0.010571831,-0.0011417448,-0.0015998067,0.0042116162,-0.0017116064,-0.0025772783,-0.007919504,0.004389088,0.0044971327,0.008806796,0.0053765043,-0.012313137,0.016257554,-0.012444589,-0.00046830345,-0.0005869867,0.006462322,0.00014811031,0.0037603276,0.008229533
ID3,0.008895201,-0.002521298,-0.003909788,-0.04890044,0.010800215,-0.028579041,-0.014783082,0.013996451,0.038747605,0.07846048,-0.0056659346,0.036626626,0.04719294,-0.03075499,-0.041221276,-0.014752144,-0.0052733296,-0.016340366,0.05522154,-0.015959451,0.11960577,0.015459611,0.0041609816,0.006208288,0.0046516825,-0.0006887953,-0.020033997,-0.04636636
HMGCL,-0.0029621676,0.008268035,-0.008112901,-0.0027016883,-0.01177448,-0.007041366,0.003862092,-0.0022538984,0.008648178,0.0026851764,0.012222463,0.0031794072,-0.0047100633,-0.009638951,0.0037296047,-0.00069571665,-0.0046134023,-0.005748788,0.013184289,0.002211295,0.0037393863,-0.012325388,0.002994163,-0.00905385,-0.005884359,0.0017162871,-0.0029821917,0.0038200403
FUCA1,-0.006355675,0.0065257996,-0.010335999,0.0067905975,-0.000916867,-0.00850344,0.001513997,0.005656483,0.0047356156,-0.0031094947,0.007193505,0.010701219,-0.004621352,-0.008199455,0.004817358,-0.00076575513,-0.0041771927,-0.003906083,0.013201744,-0.004569022,0.008605621,-0.013854723,-0.0024010057,-0.004828639,0.00096866454,-0.0023691922,-0.0034839613,-0.00058872363
SYF2,-0.0025973334,0.0037956682,-0.00361307,-0.0012384942,-0.019999392,-0.006112682,-0.0029023602,-0.00090742175,0.00029393774,-0.0037833268,0.018540695,0.0024045976,0.0034933707,-0.0046000704,-0.0004994377,-0.018836172,-0.0051512765,-0.0046086414,0.008722332,0.011318512,0.0041113175,-0.0005331229,0.019105697,-0.0031047987,-0.018279783,-0.0012249091,-0.001732684,-0.0064820144
RSRP1,-0.0013230997,0.008287047,-0.0039024167,-0.0049345638,0.0043518087,-0.0066096717,0.005066698,-0.009639594,0.008915229,-0.0039802617,-0.00067777745,0.011374301,0.0029133665,-0.005022956,0.0006121171,0.009825009,-0.00045064208,0.0073915175,0.01405157,-0.0043048933,0.011982058,-0.012920954,0.00886128,-0.007836951,-0.0039665145,0.0027361005,-0.006581249,0.0052417237
PAQR7,0.0008228174,0.0003734119,0.0013798556,-0.003200573,-0.0009653646,0.0038425482,-0.00021596307,-0.0050629866,0.0028965045,0.0019172407,7.8467365e-06,-0.0016285112,0.0009313074,-0.0011373695,-0.0028058414,0.0020381263,0.00047213488,-0.00048177078,-0.002363,-0.0015561198,0.0016088856,0.0010397187,-0.000824956,0.0061147097,0.002872882,-0.0028060416,0.0016961908,-0.000400777
STMN1,0.008822899,-0.0022748106,0.01841257,0.0006773077,-0.014737888,-0.008566604,-0.0034491355,0.009581839,-0.018570062,0.015396397,0.00039339886,0.013929277,-0.007140675,0.024641326,-0.013356871,-0.027032591,0.0021975809,0.007552747,-0.035921287,0.016570052,0.008168184,0.055180565,-0.0005505257,-0.0024227516,0.003432573,0.005609897,-0.00082842115,-0.036311615
EXTL1,-0.00018440821,0.0019497618,-0.0021481775,-0.0018135245,-0.0014137455,-0.0011677836,-0.0004607398,0.0022505028,0.0034049058,-0.00058946287,-0.0054956935,0.002059837,0.0044398084,0.0004618476,0.0012682616,-0.004814101,0.0031084237,-0.0038084565,0.0033195144,0.0012798164,0.0013006962,-0.0068595544,0.000905894,-0.0030873262,0.0018105202,-0.00019807329,-0.00057740114,0.00028436532
TRIM63,-0.002007266,0.008717997,-0.0077801254,0.0033586386,-0.009163354,-0.0068981037,0.0015436676,0.0036703649,-0.006040396,0.0063239983,-0.0131652,-0.0010886509,-0.0028746745,-0.00073607976,-0.010738705,0.010234135,0.0009948752,-0.00059220556,0.0030295195,-0.004619385,-0.0029782038,0.0056675104,0.0019801424,0.006844991,0.0036665627,0.00217674,-0.0037334014,-0.00094680156
SH3BGRL3,-0.009526458,0.006117002,-0.03181474,-0.012568446,-0.013992601,-0.026539342,-0.003931868,0.01693741,0.012076729,0.018860713,-0.007795977,0.04711975,-0.008786007,-0.035971835,-0.002371282,-0.0029217498,-0.030687228,-0.013407305,0.035865463,0.02100216,0.00017707668,-0.007579694,0.0030006885,0.0015769999,-0.015280003,0.013762103,-0.04716694,0.0070360666
CD52,-0.00960455,0.020572789,-0.02611181,-0.00055572373,-0.015068462,-0.015596953,0.0017206447,0.00017944901,0.01346085,0.004337198,-0.0057847523,0.028422939,0.0048819506,-0.025446963,0.0011715638,-0.010590568,-0.006009669,-0.008730486,0.037963364,0.02271304,-0.0013190608,-0.017273499,-0.007945216,0.004185529,-0.014628685,0.020037815,-0.02751242,0.009771279
HMGN2,0.0075722765,-0.013435593,0.018929632,0.002408185,0.007822116,0.0019208983,-0.007600663,0.021518763,-0.017384777,0.023422182,-0.013912451,0.019844264,-0.017866036,0.015452861,-0.0043758894,-0.0050573274,-0.0003226633,0.003714346,-0.029495986,0.009629233,-0.016234457,0.057520684,-0.011377452,-0.0104904305,0.023379212,0.0067783548,-0.002168456,-0.029466907
NUDC,-0.0032079963,-0.016352234,0.018880107,0.019819926,-0.0143427225,-0.0023644592,-0.029023273,0.027642086,-0.053110406,-0.014328221,0.019202774,0.007338066,0.0033994822,0.03131421,0.013480067,-0.024546701,0.0067970995,-0.0118795205,-0.023019928,0.0064652506,0.012151263,0.03811413,0.0036349264,-0.0040208288,-0.004711031,-0.0020569514,-0.013355451,-0.040787697
SYTL1,-0.006560271,0.012544632,-0.009611729,-0.0002616176,0.00353416,-0.0010848204,-0.003615746,0.0029365597,0.0030306783,0.0041701985,-9.420884e-05,0.0065865493,0.006767575,-0.011373938,-0.00616344,-0.0077695237,-0.0019251223,-0.0022902344,0.021487264,0.011375656,-0.009067484,-0.00011349602,-0.0029346535,-0.0010520156,-0.0016278104,-0.0058864183,0.0011286859,-0.012902627
IFI6,-0.002135978,0.004310733,-0.0041936045,0.0020653293,-0.0027214459,-0.0021174233,-0.0014756493,0.0016311404,0.0061559416,0.0011570103,0.001424901,0.003340504,0.0034177133,-0.0044695265,0.009152099,-0.005062224,-0.007477028,0.007135945,0.013831491,-0.005981404,0.0016759647,-0.0033095058,-0.003343248,0.006291047,-0.0013966223,0.0018050724,-0.001258271,-0.0021811493
THEMIS2,-0.0033621832,0.0017999191,-0.0072855805,-0.00576316,-0.0016614251,0.00769552,-0.004619656,-0.0035787916,0.00048839033,-0.0008110041,-0.004741506,0.00094305165,0.00261182,-0.012100095,0.006338043,-0.004307817,-0.0005058362,-0.008295499,0.025934491,0.0145155275,-0.03383822,4.1824856e-05,-0.004580059,-0.010206456,0.0016137223,0.007398199,0.004219788,-0.008997283
PTAFR,-0.00856401,0.0054942477,-0.0122260535,0.013348879,0.00017394358,0.002169827,-0.004281481,-0.00797447,-0.0071345395,-0.029468114,-0.0048726457,0.013834458,-0.007117791,-0.0053842,0.013571512,-0.0015616585,-0.0031540866,-0.011370031,0.03193675,0.016404781,-0.05199849,-0.00827534,0.0011515808,-0.022468414,0.00020241745,0.011347537,-0.0011132812,-0.0060764593
SESN2,-0.0025775975,-0.0067678913,-0.009167281,0.00033556085,-0.012375442,-0.0018071565,0.00430177,0.013015093,0.006037689,0.012830072,0.012666338,0.0034560466,-0.018526806,-0.015191498,0.010736543,-0.0062652905,-0.0015673767,-0.0100000575,0.00065817626,-0.00039503025,0.013060863,-0.010234509,0.015909912,-0.006796581,-0.012201966,-0.0027913612,0.005755897,-0.00069501385
LAPTM5,-0.0036614046,0.003032845,-0.019057708,-0.018642105,-0.014373188,-0.0049289484,-0.0115450155,0.011861155,0.005127565,0.011847091,-0.004049059,0.013606018,0.0072013973,-0.018801607,0.00074026524,-0.016918112,-0.00937009,-0.025689386,0.024598764,0.028192097,-0.027415683,0.007299624,-0.0002982647,0.0055026133,-0.016105223,0.011509307,-0.02217342,-0.009203995
FABP3,-0.0018112301,0.000622103,-0.004936658,0.005644835,-0.0052165096,-0.0046665473,0.0051355953,-0.0038696353,0.0044905203,-0.014517892,0.009252869,0.0058117895,-0.0027468854,-0.009659812,-0.004092102,-0.0026747726,-0.0021269452,0.0027995338,-0.0018354452,-0.01784588,0.0015674488,-0.0062080137,0.023053218,0.007952921,-0.009006859,0.0061997524,0.003737199,0.005385071
SPOCD1,0.0002489139,-0.0015603716,-0.0029454315,-0.0042188186,-0.0010294152,-0.0017451074,0.0032775553,-0.00435515,0.00553044,0.002460326,-0.00086044124,0.004562338,-0.0018185853,0.0035792722,0.002039409,0.016409148,-0.0016269583,0.0039485404,0.00068958354,0.00275286,0.0020928828,-0.0015675601,0.011191974,-0.0061947745,-0.0013836067,-0.010688741,0.0016125714,0.003963447
MARCKSL1,0.008345797,-0.013559716,0.020242363,0.008148583,0.010462742,0.013412855,-0.017533965,0.008113519,-0.026661484,-0.015373071,0.0057815476,-0.030763654,0.02862059,0.017212229,0.0067488314,-0.009063798,0.011156657,-0.028243208,0.018973973,0.010187665,-0.021389805,0.021442505,0.0036156606,-0.011956766,0.0033576342,-0.0013299932,0.019546472,-0.044266995
BSDC1,0.0027011647,0.003388826,-0.01201566,-0.008250616,-0.0020554531,-0.0024967503,0.011762295,-0.0027095233,0.0156517,0.010860281,0.0009618727,-0.007244214,-0.007033197,-0.017473973,-0.0022249185,0.005106977,-0.0018256817,-0.0032693094,-0.0012392444,0.003879104,-0.0009813259,-0.009215406,0.006923442,0.015065614,-0.0232616,-7.681064e-05,-0.0015294363,0.020218533
TMEM54,0.006337361,0.007001596,-0.002790742,0.0060528605,-0.006972962,0.015930267,0.025089795,-0.006081327,0.027408222,0.01993524,0.0006957472,-0.0023249467,-0.0008583148,-0.006426039,-0.0043501244,3.9833827e-05,0.04617373,0.024653917,-0.018139819,0.00025066614,0.012245514,0.013110119,-0.012712104,-0.01016971,-0.004756842,0.023071922,0.029709015,0.017200522
PSMB2,-0.0025864614,-0.00694725,0.018223263,0.02096668,-0.028826693,-0.015445384,-0.021778122,0.01607341,-0.04585312,-0.00881662,0.025219845,0.009339854,0.0023198733,0.037791148,-0.002545064,-0.036690593,-0.008872903,-0.006546287,-0.02167925,0.014302171,0.01891314,0.043201566,0.006059894,0.007278146,-0.0077977884,0.0017216197,-0.025592508,-0.03696641
CLSPN,0.00885859,-0.013881718,0.01425239,0.011167742,-0.0034197809,-0.0026219902,-0.009306907,0.017640032,-0.025293853,0.002153144,0.0064323028,-0.002388842,-0.0070205857,0.012445576,0.010446613,-0.006557728,-0.008693773,-0.006254287,-0.021895083,0.009826131,-0.0069316085,0.034279466,-0.006473407,0.0046708514,0.004422534,-0.0035921626,-0.0035670502,-0.01718863
MAP7D1,0.005081951,-0.0100080315,0.0035475881,-0.0006097373,0.00068628514,0.0017484914,-0.004573707,0.016942183,0.0047996175,0.018007535,0.0068128286,-0.001483362,-0.004833177,-0.007005362,0.009605751,0.00030307018,0.00016362708,-0.003976237,-0.006540219,0.009281946,0.0077232514,0.015239081,0.0064578108,0.0059607597,-0.008795671,-0.0048994315,0.0050642355,-0.01157557
CSF3R,-0.012630168,0.0132179065,-0.024993997,-0.0067229625,-0.008736148,0.010569743,-0.0052906354,-0.0010701201,0.0131179625,-0.0011073692,-0.008077086,0.010877025,0.008943331,-0.029923884,0.016847221,-0.009515645,-0.009266169,-0.022308595,0.06629368,0.03318989,-0.07205247,-0.015672171,-0.013071665,-0.017868223,-0.0033132322,0.019822886,0.0029229426,-0.006777785
CDCA8,-0.0020923216,-0.028462227,-0.017411131,0.0059146187,-0.0116704665,0.008826362,-0.0014248026,0.054230466,-0.009808487,0.026060347,0.008754161,-0.014225099,-0.016617669,-0.019423213,0.024257813,-0.007646225,0.01624798,-0.022953425,-0.012322604,-0.00028130293,-0.00081421196,0.015374914,-0.00726157,-0.008832283,-0.008725706,0.0071602296,0.012424228,-0.01297771
RHBDL2,0.0005785171,-2.2493286e-05,0.00066679216,-0.000100955265,0.0018999572,0.0010136542,0.0005528387,-0.0005773083,0.0013466553,0.0010306427,-0.00086948974,-0.0012178223,0.00052967336,0.0004002069,0.0010169153,0.000536156,0.0029445232,-0.0006754676,0.00011658971,-0.00033531315,-0.0005365711,-0.0007826898,0.0008251352,0.000576236,0.0022896056,-0.0011898482,-0.0012613112,0.00035973883
MACF1,0.0034941179,-0.004969416,-0.002826631,-0.009526727,0.005886959,0.00095513265,-0.0008075793,0.003938249,0.010565233,0.0111702345,-0.00015527736,0.008741963,0.002613213,-0.015187189,-0.0035532133,0.0085649965,-0.0026139852,-0.0077513386,0.010972994,-0.0042920117,0.01006259,-0.0012947574,0.0031586504,-0.0032758962,0.0015405585,-0.0005864806,0.0012699845,-0.0031494228
CAP1,-0.0019296077,-0.0016846099,-0.00968422,-0.0065402435,-0.007068108,-0.012391636,-0.009373088,0.014413788,-0.0034748581,0.019691836,0.0062098447,0.016639585,-0.0008470201,-0.013824925,-0.00010106532,-0.004131676,-0.0070076548,-0.011911429,0.016751798,0.004506062,0.014235462,0.00638591,0.011329457,-0.0021698512,-0.01284866,0.003264514,-0.017012315,-0.02412646
COL9A2,-0.0036355907,0.0051752017,-0.013661462,-0.006757293,-0.00424303,0.0021470897,0.0006801494,-0.0048080217,0.00816787,-0.001120275,0.0014481492,0.005365947,0.00044623108,-0.014960378,0.005331062,-0.0017792089,-0.00029069753,-0.0128573105,0.035125364,0.012635477,-0.028698977,-0.017305302,-0.001794504,-0.01159546,-0.0014864956,0.012495605,-0.00039297866,0.0019086523
SMAP2,-0.0007207402,0.0020965664,-0.0048008393,0.0027771315,0.0034187348,-0.0005371235,-0.0038371447,0.010973434,0.0012978463,0.004655006,0.0039430982,0.004170568,0.007084666,-0.00774996,0.004977349,-0.00021468356,0.0051467437,-0.010320868,0.00957996,0.008943456,1.6722412e-05,0.0038496084,-2.9478046e-05,-0.0026687137,-0.007949001,0.005366163,-0.007176213,-0.0028494208
CITED4,0.0008174194,-0.0012898281,0.0017342648,-0.0020629065,0.006600909,-0.0023157694,0.004674323,-0.0047690356,0.0041967733,0.0015312146,-0.004629306,0.006197019,-0.008567541,-0.007866974,-0.003985676,0.005870385,-0.0052533043,0.006548118,-0.0038349468,-0.002900162,0.005934782,-0.0033778741,0.012700961,-0.003742455,0.000835738,-0.004228591,0.004020766,0.0022000484
FOXO6,0.00083353627,-0.00062234246,-0.00051959767,-0.0013690763,0.00026099684,-0.0014331862,0.0018394492,-0.0026936792,0.0035298835,-0.001047355,-0.0010621229,-0.0027672637,-0.002702074,0.0009032644,0.00032601325,0.0014457161,-0.0014208377,-0.0022938233,-0.0018740987,7.540733e-05,-0.0037859506,-0.0018152251,-0.0049642944,0.0038141927,-0.002734163,0.0019457017,-0.005660895,0.010643889
PPCS,-0.0038171264,0.0057031387,-0.0044112303,-0.0019001552,-0.0076261843,-0.0062978934,-0.003929521,-0.0014513647,0.0065843295,0.0005055354,0.01241888,0.00037781816,0.0020154133,-0.0009819047,-0.00019516071,-0.0015851458,-0.0137594575,-0.007960783,0.016344626,-0.0014011527,0.0048726564,-0.0022736264,0.0036749565,-0.0058555957,0.0028687806,-0.0030886608,-0.0054584737,8.4679756e-05
YBX1,0.022571862,-0.022495886,0.050514784,0.0009932058,0.031012286,0.009119825,-0.0132856,0.0073446776,-0.04535105,0.008766124,-0.007823347,-0.0023288026,-0.0037902445,0.056788925,-0.021554338,-0.0022043753,9.829632e-05,0.022536455,-0.06290386,-0.0037193934,-0.006542006,0.09655845,0.00095176365,-0.0031640385,0.03899238,-0.008688244,0.012147438,-0.052201003
SLC2A1,-0.003644215,-0.0129256155,-0.0079874,0.013134547,0.00059310754,-0.002075039,0.005465169,0.018406713,-0.009733896,-0.0028377133,0.00038178364,0.004599237,-0.023801414,-0.0046585565,0.014579189,0.0070470176,0.0013682005,-0.00043530876,-0.020058453,-0.0009052707,-0.007106125,0.013167051,-0.007022334,0.002517959,-0.0034602936,0.0054483414,-0.015757028,0.016853193
SLC2A1-AS1,-0.0058094044,0.0064767003,-0.0121786,-0.0021003669,-0.001734567,-0.0072442135,0.009190734,-0.0073908833,0.013465544,0.0023871579,-0.005981521,0.0054908064,-0.008111882,-0.009069643,0.0009021788,0.012779335,-0.00095974584,0.0038052343,-0.0016136391,-0.0077079977,0.0049713785,-0.016352037,-0.004536535,0.00301399,-0.00082038186,0.006241812,-0.0107528595,0.028582184
EBNA1BP2,-0.0011236598,-0.012649527,0.025550272,0.02502045,-0.0076839915,-0.0033220917,-0.03070599,0.013829971,-0.053418107,-0.023807446,0.015395653,-0.0010537336,0.0105300015,0.03962366,0.009437687,-0.029340226,-0.00056648377,-0.0068499087,-0.024945201,0.0036300856,0.0063047004,0.033823293,-0.00062399637,7.8030826e-05,0.0022478898,-0.0035729818,-0.010341458,-0.03917306
CDC20,-0.00555962,-0.01147227,-0.0020496328,0.004879095,-0.02052158,-0.00058958813,-0.009216828,0.021442194,-0.020578198,0.0022558968,0.014177521,0.0010800277,-0.0019688024,0.0059237173,0.009349077,-0.020862157,0.00539669,-0.010386167,-0.010359421,0.011875741,0.0019939237,0.022649502,0.0010890032,-0.006616339,-0.0072861165,0.0025179817,-0.0044456925,-0.019923916
ATP6V0B,-0.007627019,-0.004767941,0.00066585356,0.009099716,-0.021556748,-0.016142186,-0.0201787,0.018532978,-0.02290598,0.004863365,0.020023728,0.016555425,0.0055924566,0.006802972,0.0038645905,-0.031718045,-0.013121,-0.02109915,0.017582724,0.011826894,0.023729946,0.0120169185,0.0074502123,-0.0036267387,-0.012489873,-0.0017529207,-0.016851498,-0.035157856
KIF2C,0.0026102317,-0.022007171,-0.01288633,0.0021458543,-0.01270869,0.0039039406,0.0025526832,0.04233492,-0.004870366,0.027768323,0.0072241067,-0.002589402,-0.014730896,-0.0205051,0.015432062,-0.005493516,0.006853936,-0.013721302,-0.012641218,0.0067590005,-0.0039607193,0.021173906,-0.007457437,-0.0039995117,-0.008480176,0.0043762308,0.005767106,-0.012409987
BTBD19,-0.0024672542,0.00019966293,-0.0045405,0.001639679,0.0036244444,-0.004185754,1.5761001e-05,4.7578007e-05,-0.0028059545,-0.0031973647,0.003427848,-0.0012680272,-0.0013017526,-0.0040422776,0.0038599365,-0.0018945171,0.0032869824,-0.0041038054,0.0035274024,-0.0075023626,0.0123394495,-0.00657779,0.0009246147,-0.0081719225,-9.7794065e-05,0.0038704583,-0.0021938821,-0.0005140435
PRDX1,0.0013568178,-0.0034733936,0.027348666,0.01492443,-0.036381572,-0.021296484,-0.027521838,0.0020108437,-0.052531876,-0.01573097,0.029714977,-0.0029865387,0.024290781,0.052787326,-0.013629974,-0.04261814,-0.009466083,-0.008621456,-0.02092136,0.015009901,0.040480375,0.043570217,0.010571061,0.015793504,-0.013906832,-0.009562165,-0.021899931,-0.04842608
LINC00853,-7.021085e-06,0.0029967055,-0.0022413079,-0.004346913,9.222213e-06,0.0007354482,0.0024913962,-0.002121888,0.008103291,0.007294876,0.00034704176,0.0043562837,-0.0020425578,-0.0078977635,-0.00041792568,0.004520233,-0.0032284106,0.005092385,0.002570902,0.0006379456,-0.0028044295,-0.0021284872,-0.0033725628,0.0036481745,0.0015461487,-0.0026101323,0.0022904945,0.0040734536
