gene_symbols,phi_0,phi_1,phi_2,phi_3,phi_4,phi_5,phi_6,phi_7,phi_8,phi_9,phi_10,phi_11,phi_12,phi_13,phi_14,phi_15,phi_16,phi_17,phi_18,phi_19,phi_20,phi_21,phi_22,phi_23,phi_24,phi_25,phi_26,phi_27
HES2,-0.0018179936,-0.0037616964,-0.00220452,0.0018230624,-0.00073947187,-0.0026388105,-0.004724243,-0.0031838203,0.00028812265,-0.0020336623,0.0036985055,0.00095304346,-3.5177833e-05,0.0016396448,-0.0017689102,0.0013648735,-0.004504065,-0.0073065585,-0.0019258735,0.0022726075,-0.0018496608,-0.0011645599,0.0070140986,0.004876699,0.0013425641,-0.00051821535,0.0053311503,-0.00092971366
ESPN,0.0006017237,0.00052256644,-0.0016485117,-0.002924736,0.00076586,-0.001899149,-0.0011403182,-0.0015613515,0.0028406538,-0.0020413995,-0.0017210451,-0.0051886737,-0.002814598,-0.00243409,-0.0036464508,0.0030791422,0.004800291,0.00047249734,-0.00062535284,0.002340453,-0.0029642829,0.0027214552,-0.00106545,0.003974287,-0.0022986624,0.0027624462,-0.0036958149,-0.00011371982
TNFRSF9,-0.0037831108,-0.0026082413,-0.007902568,-0.0058140503,0.008715104,0.0021339639,-0.004917167,4.760161e-05,0.0040232684,0.0049664304,-0.0026561383,0.0018739996,0.0049285986,0.0054421728,0.019403167,-0.0017598856,-0.009035759,0.0032506534,0.04003575,-0.009460141,-0.029011242,-0.002975132,-0.0055592167,-0.007816213,0.0026136015,-0.0029497202,-0.011025645,-0.0075462474
ENO1,-0.022678377,-0.040217474,0.0089779915,-0.0058153654,-0.022909135,0.040879704,-0.037185628,-0.047633804,-0.019224765,-0.0034111594,0.02953147,0.032355893,-0.068708,-0.0057164324,-0.030862125,-0.032897245,0.012148681,-0.0101779215,0.0031538391,0.036060512,-0.009647823,-0.013481686,0.108698905,-0.057750076,0.004742431,0.0013901193,0.058588877,-0.036884293
GPR157,0.00035333063,-0.0027441669,-0.0009536438,0.0003667692,0.00025218693,0.0009957139,-0.0030479636,-0.0014163707,-0.00076965534,0.008105193,-0.0012257198,-0.00044020638,-0.0033709416,0.0004287416,-0.004522972,-0.0027263924,0.005268288,-0.005373901,0.0026895455,-0.004812572,-0.0029217163,-0.00038095302,0.0006469381,-0.0015655336,0.0030328867,-0.0023465618,-0.00021639562,-0.0026152518
H6PD,0.00094896957,0.000117708376,-0.004161906,0.002209612,0.00039193258,-0.0043184143,-0.0051685474,0.009106375,-0.00047821156,-0.00052380527,0.00477998,0.005100663,0.010229616,-0.0030174463,0.004785042,0.004437966,-0.0020096276,-0.0030249774,-0.0034547327,-0.010213827,-0.0017990773,0.0015683812,7.070132e-05,0.007383255,0.0056893234,-0.0020123017,0.0005704234,-0.000293787
PGD,-0.0022847047,-0.005478748,0.0048518116,-0.006143157,0.0120571675,0.004062684,-0.00057217106,-0.018787796,0.013131348,0.00066706917,0.025968084,0.010608434,0.004547932,-0.00034715797,-0.013717856,-0.0036343713,0.003524839,0.019333538,0.0051278714,-0.004145138,-0.0066741793,-0.022409715,-0.006103544,-0.0038403065,0.013021774,-0.0046200734,0.013418897,0.03467204
MASP2,0.0010567155,-0.00045785453,-0.0024779146,0.0004719925,-0.002002183,-0.0005746782,0.0001137471,0.00029975479,-0.002128176,-0.00243446,0.00086407334,-4.522923e-05,-0.00018820094,-0.000347303,0.0023655968,0.00011644304,0.0012712034,-0.001604814,-0.0016445566,0.0023349733,0.00114046,-0.0007873868,0.0031985675,0.00021964975,-0.0027159983,0.0019794977,-0.0019298951,0.0019339988
SRM,0.008317249,-0.016842782,0.02359051,0.013874433,-0.034781616,0.0073905885,-0.015261412,-0.037618637,0.007602318,0.022532312,-0.008017373,0.00848371,-0.044441637,0.0058652116,-0.017738715,-0.042591393,0.0019214513,0.0013745857,-0.020446198,-0.010819618,0.0035582744,0.021530567,0.06052355,-0.019532861,0.0011409427,-0.004653518,0.0069451504,-0.03679018
DRAXIN,0.0008650732,0.0009963509,0.0009233055,-0.0006649184,-0.0002867397,-0.00044195913,0.00037235426,-0.0004091427,-0.00084516226,-0.0015008613,0.00072390237,-0.0017199217,-0.00042129378,0.0013598258,0.0031513858,-0.0003060529,0.0008057203,0.0006876363,-0.0008159409,0.0009195214,0.0010539433,0.0024962944,-0.002307094,0.0009331094,0.0020599996,0.0013519975,-0.000756807,-0.00082095456
MTHFR,0.0033581678,0.011087248,0.0053774724,-0.0008771889,0.002299638,-0.0064941184,0.0043451865,0.009432256,0.005409699,5.641918e-05,-0.00754365,-0.0047333566,0.010979607,0.0017091568,-0.004752412,-0.0019956324,-0.007895332,0.009536906,0.00017674413,0.00083895744,0.0024769297,0.0020633112,-0.019748231,0.013787519,0.0044780374,-0.0019183562,-0.008200312,0.0033768888
PDPN,0.0007294782,0.0019733023,-0.001093908,-0.0022577778,0.0012484876,-0.00021007833,-0.00030391398,-0.0009986379,-0.00070997863,-0.0018283221,-0.00151466,0.0014010854,-0.001096102,0.0005991298,0.0009634499,0.0035349277,-0.0011676437,-0.0015900633,-0.0014720784,0.0009775155,0.0007247368,0.00089174206,-0.002407553,-0.00018537957,0.00038503754,-0.00047629463,0.0011486136,-0.0002785169
CELA2A,-0.0036792061,-0.009140769,0.0070521804,0.0046421704,-0.0011922788,0.004503592,-0.0055209757,0.009310852,-0.0024393366,-0.015150492,-0.004712112,-0.0032491193,0.0036323855,-0.0030022354,-0.0026334964,0.004644528,0.0006583896,-0.00027637306,0.0007466445,0.0014427559,0.008604579,-0.009415454,-0.0053775273,0.0054102214,0.004765316,-0.0010149104,0.00042672458,-0.00615448
CELA2B,-0.001279621,-0.0047725444,-6.868692e-05,-0.0056310934,0.0067444798,-0.0010564555,-0.0003076816,0.005454375,-0.0044337385,0.0024951128,-0.0072823586,-0.003978678,-0.006890257,0.00043963388,-0.004770606,0.006124988,0.0057967436,0.005352322,0.005586668,-0.011718117,-0.00052534294,-0.012332579,0.0033635139,0.0039968425,0.0019643747,-0.00245366,3.1293075e-05,-0.007554601
PLA2G2C,-0.0020718712,0.00031438938,-0.0027353833,-0.0015033991,0.010689649,-9.945292e-05,0.0027236787,-0.0030343328,0.003369861,-0.0062328563,0.012869238,0.00053128507,0.0008581174,0.0004536501,-0.00287822,0.00053580577,0.0023391787,0.006619118,0.0023638913,-0.0025489784,-0.00014642607,-0.014333109,-0.0043190997,0.0017100149,0.008023591,-0.00049647596,0.0025949317,0.016482346
HP1BP3,0.0073669245,0.012066545,0.012293236,-0.0085727405,0.0007345461,-0.012192152,2.1959866e-06,0.0038984455,0.015528503,-0.009818123,-0.004693477,-0.0026340722,0.00284362,0.011225626,-0.012338119,-0.013478406,0.006378739,0.013700059,0.008026522,0.003027215,0.008782809,-0.005409443,-0.014839392,0.017486878,0.009635901,-0.0005329478,-0.007797512,-0.011735917
CDC42,-0.0019798367,-0.0047711264,0.0031454617,-0.0039798887,0.0006060849,0.0075343163,0.0024980016,4.7218236e-05,0.00085670874,-0.0005323494,0.008049889,0.008372136,-0.004597843,-0.0021882646,-0.006355483,0.002332294,0.0005625783,-0.00043381235,0.0056495713,0.009461593,-0.005464175,0.0004852126,0.00801742,-0.0062589576,0.003462408,0.0034474414,0.00629599,-0.0035724035
ZNF436-AS1,0.0018225636,0.009348043,-0.005952571,0.002606227,0.0004570088,-0.0021445754,0.005924598,0.020717273,-0.0032803742,-0.0016753117,-0.0010617102,-0.0039880127,0.0066476306,-0.009573652,0.0024732715,0.015329549,-0.00280177,-0.0006000497,-0.003417574,-0.0013194395,-8.6401655e-05,0.0076341922,-0.011337354,0.008018817,-0.008760918,0.000111436035,-0.0030607255,-0.0008665373
ID3,0.009733932,0.046452567,0.009606289,0.00044509838,0.015427735,0.04693804,0.011739181,0.06275822,0.011067181,-0.028837077,-0.002991302,0.06006348,0.036392797,0.025037704,-0.01732226,0.017961053,0.03975596,0.031171763,-0.00863025,-0.017110813,-0.0393762,0.0020933,-0.04950876,-0.030938724,0.020926418,0.043541774,0.06458488,-0.049305882
HMGCL,-0.0035660681,-0.00041684305,-0.006437751,-0.0060898303,0.007855661,-0.00079025293,-0.0074753435,0.011099599,0.0001995021,-0.012187547,0.004009933,0.00025608856,0.0055155056,-0.008999425,-0.010090074,0.003411597,-0.0027143161,0.00079091586,0.005136599,0.007656749,-0.003455384,-0.0014251537,-0.0026987204,0.0003768092,0.0021104957,-0.000576815,-0.00037514768,0.005093106
FUCA1,-0.0038995934,0.004142338,-0.0032022845,-0.001709078,0.00872262,-0.0016911805,-0.0047407444,0.012700491,0.0010074236,-0.011572911,0.006303632,0.0033302756,0.013342822,-0.0048906985,-0.011635982,0.0015668889,-0.0034698073,-0.0038386034,0.0013711135,0.0046405545,-0.0030730874,-0.002571779,-0.0018834394,0.005219199,0.014966488,-0.0023465885,-0.0008745751,0.0022263767
CNR2,0.00055036944,0.000627377,-0.0009767953,-0.0013735726,0.001234811,-0.00131928,0.001390005,-0.00049859716,0.0012290743,-0.0026268146,0.001267278,-0.00018432995,-0.0011945384,0.0007805581,0.0006222099,0.0014042545,3.31813e-06,0.0012338915,8.801914e-05,0.000928998,0.00037196968,-0.0036658696,-0.0017958649,8.9862435e-05,0.0019720597,-0.0013696234,-0.00014758906,0.0036928065
SYF2,-0.007890357,-0.010305205,-0.01572886,-0.010388624,0.010486289,0.006281547,-0.007082113,-0.0031192955,-0.005544981,-0.008726228,0.015085101,0.0066705816,-0.001097917,-0.00502232,0.011740798,0.007878793,-0.0047394396,-0.0019303942,0.015214008,0.013610816,-0.013328935,-0.0023502712,0.0042246995,-0.012015798,0.00038393826,0.005231425,0.0074166046,0.004782447
RSRP1,-0.0041845688,0.004180793,-0.009479643,0.0032104074,0.009397777,-0.0014889307,-0.0024290753,0.015332832,-0.0020616548,-0.0017118921,0.0022550032,-0.0031606902,0.01760059,-0.0044280794,0.002398304,0.010815266,0.0039190035,0.0006421588,0.0093875,0.0011829595,0.00040161994,0.0045317668,-0.0075701773,0.0052449857,0.004132309,-0.0006746428,3.302134e-05,0.005331915
MAN1C1,0.00041128567,-0.00067689875,0.0030254396,-0.00049098674,0.0006396141,0.0029172087,0.0019199306,-0.000805811,3.416694e-05,0.00225232,-0.00022793164,0.0020199132,0.0014648576,0.0002716281,-0.0014702398,-0.0006654892,0.0019474895,0.0023856931,-4.647401e-05,0.0004931902,-0.0012208977,0.0014158665,-0.003507196,-0.0020552266,-0.0003275816,0.0007664489,0.0022227343,0.00083672587
PAQR7,0.0008136471,-0.0003232282,-0.00022081197,-0.00062514126,-0.0013715613,0.0016504677,0.0028984172,0.0026278992,-0.002987035,0.00628075,-0.002917726,-0.0018936429,-0.0014419628,-0.0010634408,-0.0017963358,0.005564306,-0.0009884808,-0.0012371087,0.0027622934,-0.003043678,-0.0019360742,5.5163462e-05,-0.005229911,-0.0013153042,-0.0018739111,-0.002072408,0.0020878727,-0.0031068842
STMN1,0.0061164754,-0.00090102345,-0.008694866,-0.0031144484,-0.013895641,0.008145813,-0.006901658,-0.023816403,0.009187259,0.0023226729,-0.0031085052,0.011161167,-0.05217532,-0.009718877,-0.009818458,0.007945306,0.0035573137,0.010509086,-0.005239017,0.011569681,-0.016273975,-0.004621043,0.030177934,-0.020600755,-0.020338649,0.009988174,0.01099469,-0.02882388
EXTL1,-0.0017811699,0.0016843947,-0.0011997088,-0.0006672827,0.0047495742,0.002270649,-0.000300889,0.0025802043,-0.0012132959,0.000121045654,0.0002336703,0.0007656734,0.0038552815,0.0021738997,-0.0030787527,-0.0014201754,0.0050527244,-0.0025982114,1.7012258e-05,-0.0028713222,-0.004176656,-0.0024117047,-0.005105292,-0.00074049534,0.00349077,0.0011554668,-0.0014895954,0.0027566259
TRIM63,-0.0017153936,0.0022800744,-0.00020577502,-0.0033961826,0.0024090118,-5.2608277e-05,0.0004890246,-0.00036048386,0.0040246192,-0.0031792081,-0.002267362,-0.0013970806,-0.00030261918,0.004153527,-0.0057039224,0.0034644739,-0.0027839022,-0.0044798916,0.003960116,0.0057527167,0.0014097887,0.00092678826,-0.0037248582,-0.00045785017,-0.0010034405,-0.0014899432,-0.0002295726,-0.00020730615
SH3BGRL3,-0.017280197,-0.0020734794,0.00062989205,-0.026077727,0.032932274,0.002839484,0.0059639495,0.018672204,-0.0032046244,-0.033411056,-0.001358387,-0.011296233,0.016474457,0.004708834,-0.030854005,-0.0016620901,0.013764759,0.0025489144,0.03049171,0.052198164,0.019895852,-0.033895764,-0.03976751,0.0057559176,0.009701664,-0.0003400866,0.011498438,0.009770422
CD52,-0.015287433,-0.003365654,-0.012865958,-0.009408474,0.03055652,-0.001973776,0.0010188504,0.012608736,-0.0083283875,-0.031216074,0.013920506,0.004560342,0.023310758,0.0013835769,-0.01755776,0.015746022,0.008921967,-0.008039644,0.015306133,0.022406055,0.0061608576,-0.03290637,-0.024188235,0.013702047,0.012924332,0.0048446725,0.0025787922,0.019212868
LIN28A,-0.00038350903,2.5498024e-05,-0.00071033416,0.0016823909,-0.00031633614,-0.00038488331,-0.000102984195,-0.0019718974,0.00058868714,0.00031396083,0.0017921939,-0.003664218,0.0032653334,-0.001789499,-0.00026935077,0.0038702795,-0.00089042867,-0.00033139915,-0.0004023475,-0.004040201,0.0019508096,0.0017439738,0.0025809773,-0.0004613763,-7.505937e-05,-0.0017106466,0.004116219,-0.0029015266
HMGN2,0.010762353,0.0063252826,0.013820768,0.0019063613,-0.020584123,0.0035240625,-0.0009709147,-0.025023274,0.023000067,-0.0020802843,-0.0133983465,0.0019237811,-0.04959262,-0.006295317,-0.032163214,-0.010707832,0.006779598,0.027402464,-0.012209305,0.0040672407,0.007910979,-0.0048392285,0.0196751,-0.0028730393,-0.0063917474,0.0032036202,0.011908332,-0.021548953
NUDC,-0.008885881,-0.024512514,0.0072278366,0.0008164948,-0.015569537,0.021428108,-0.017983869,-0.023086822,-0.0070784353,0.005464032,0.01731221,0.0076811784,-0.032400467,-0.0014038899,-0.015434994,-0.025131742,0.0026545387,-0.0019943486,0.0011460299,0.016702143,-0.0040172753,0.00086390175,0.056377016,-0.03013639,0.0058398796,-0.0018892735,0.01945034,-0.026899174
SYTL1,-0.0019296695,0.0041196896,-0.0033898258,-0.001641846,0.011911223,0.0019000362,0.0065540876,-0.0023630436,-0.0026629043,-0.0012002059,0.010783701,0.0062681823,0.008761312,-0.0009065521,-0.011190109,8.662553e-05,0.0087028835,0.0039134864,0.003171413,-0.00030795805,-0.010855907,-0.007432218,-0.011223306,-0.0033193731,0.0053252396,0.0053201024,0.016057538,0.020490672
IFI6,-0.003908121,-0.0033238356,-0.0056006354,-0.002812067,0.009503733,0.0007493822,-0.00067651493,0.008289928,0.0025371665,-0.008893035,0.007197851,-0.004735389,0.010320318,-0.0052335444,-0.0017908792,0.007828256,-0.003835964,0.008380118,0.0008172956,0.0021346326,0.0018151149,-0.0071348306,-0.0009101076,-0.008822764,0.010798113,0.0038163664,-0.0025832742,0.0010219002
THEMIS2,-0.0024717127,-0.004959993,0.005499808,-0.0020999443,0.008536151,0.001169191,0.003659623,-0.012539083,0.006290542,0.0057102265,0.0186305,-0.005050062,0.004649554,-0.001698095,-0.011945324,-0.0019866398,0.004256504,0.010577184,0.0029508285,-0.0054244297,-0.0032095918,-0.013976494,-0.010376035,0.0015869051,0.009866723,-0.00021020824,0.009868066,0.032734293
PTAFR,-0.0056081754,-0.0019824982,-0.0024859526,8.3234554e-05,0.014957697,-0.006839008,-0.008366182,-0.013556116,0.010584829,-0.008558676,0.028350266,-0.0018534259,0.0079562515,-0.012443001,-0.0064198957,-0.00033008005,-0.007334523,0.0036645783,0.0067606093,-0.009060966,0.0060639405,-0.026227139,0.006327826,0.0070163454,0.023841577,-0.013563297,-0.0015474005,0.0464991
SESN2,-0.0017219246,0.0028994498,-0.0017318457,-0.010895885,0.006840056,-0.001938002,-0.01241697,0.007276107,0.0071981056,-0.01766788,-0.00030070113,0.007224152,0.0023290976,-0.0033953032,-0.0015130881,-0.0068261786,-0.0019927488,-0.0057939775,0.015467264,0.0065254886,-0.0075458093,0.0074781515,-0.008758099,0.0017520479,0.014835762,-0.00051076425,-0.00156701,-0.0062995674
OPRD1,0.0007896822,0.00019260836,0.0012151184,0.0006506061,-0.00015806331,0.00061832124,0.00048362164,0.0011745008,0.00051721616,0.004058005,0.00021409709,0.001289316,0.000624059,0.00080813526,-0.0027931845,-0.0018257584,-0.000465341,0.0010786173,0.0007467974,-0.0021249605,-0.00022165863,-0.00067443075,0.0029559408,0.0012086331,-8.962869e-05,6.5746586e-05,0.00063584436,-0.0028399203
LAPTM5,-0.007668591,-0.006495673,0.00022098522,-0.013332978,0.019294357,0.007847914,0.008772143,-0.0067825145,-0.0033963546,-0.006566537,0.017225694,-0.0089924615,-0.004723634,0.010411907,-0.01286145,-0.004097531,0.019860504,0.011462799,0.015393751,0.028382689,0.0057211393,-0.035052292,-0.022393558,-0.012106012,0.0016018368,0.004073038,0.013584321,0.026696062
FABP3,-0.0042604813,-9.1327434e-05,-0.010495734,-0.005277594,0.003375957,-0.0053580157,-0.008996997,0.00841152,-0.008029488,0.00076365814,-0.0022042464,-0.010155489,-0.0014701403,0.009914509,0.021034544,0.016732648,0.0049291747,0.014347586,0.008611329,0.017112823,0.0025834825,0.01956347,0.0006428246,0.00720901,0.0071441093,-0.0022804418,0.00090158853,0.005979751
SPOCD1,-0.00047435515,0.0033224095,-0.0009934792,-0.0040308093,0.0055775517,0.0016991013,0.00057183765,0.0039763786,-6.553075e-05,0.0065587414,-0.007565249,-0.0027735308,0.0012595935,0.00015467594,0.0043689273,-0.0005004116,-0.0018542021,0.00073603843,0.010347577,-0.012785039,0.0053158035,0.00035895823,-0.00284511,0.0028060537,0.0018041932,0.0042262133,0.008700258,0.0015732632
LCK,0.00013192627,0.005085584,-0.0024097231,-0.0024861833,0.0018277748,0.0014544703,0.0024799695,-0.00020670821,-0.0027021356,-0.0067848666,0.0028470722,-0.0011455993,-0.0030163263,0.0024537775,0.0068552135,-0.005276633,0.0070044673,0.0018627327,0.0029550025,-0.013865235,0.005029033,0.006688145,0.00039947924,0.0010344331,-0.004470511,0.004382797,-0.001252026,0.0023512344
MARCKSL1,0.0043890425,-0.011664372,0.010100458,0.010554908,-0.0045237173,0.012407334,-0.005781009,-0.031124458,0.007826126,0.023425521,0.040354297,0.020870196,-0.0077974335,0.006830497,0.0079759015,-0.019968024,0.006371228,0.017208489,-0.012584262,-0.04789321,-0.017627086,-0.0034642536,0.029029382,-0.02880766,0.018154759,-0.007976463,0.031877268,0.022504529
BSDC1,0.0040531075,0.0064171315,-0.006394159,-0.010636848,0.007467726,-0.009241424,0.0028773423,0.005432406,0.002406835,-0.0038234328,-0.0018575692,-0.0098512275,0.007115935,0.010136375,0.021385325,0.0029955474,0.003956363,0.0039176424,0.013283657,0.013331618,-0.00073692127,-0.009904982,-0.02476696,0.0051970007,-0.00487114,0.001047904,-0.007402295,-0.0021578844
TMEM54,0.002290083,-0.0011605695,-0.0068129725,0.004638217,0.0014680725,-0.025093691,0.0041645295,-0.007228106,0.005912993,-0.008513709,-0.0011140724,-0.0047033723,-0.005083801,-0.0017157362,-0.0054294756,0.017286485,0.03128791,0.00788185,-0.0065995627,-0.019567857,-0.02697222,0.008093507,-0.0008903697,0.043830432,-0.02611447,0.031395085,-0.021073988,-0.013187391
PSMB2,-0.011268851,-0.024895247,-0.011581216,-0.006950498,-0.009758798,0.022036916,-0.018762046,-0.017719597,-0.009547192,-0.001977352,0.011014653,0.015421784,-0.038857974,-0.008575743,-0.0015137715,-0.0026499862,-0.0031531954,-0.009556639,0.005341177,0.030769698,-0.004780359,-0.01015922,0.052768018,-0.035184015,-0.002455324,0.0023702004,0.025169494,-0.029271143
CLSPN,0.0033048834,-0.011487582,0.0075564953,-0.0039525647,-0.01202513,0.0059291697,-0.009349838,-0.020795086,0.002811418,0.0069801747,0.0006755605,0.00029257202,-0.031738073,0.0027105093,-0.017120007,-0.017935669,-0.003237835,0.0067969807,-0.0034168547,0.0078598475,0.0053895526,-0.0026677335,0.022930324,-0.014630961,-0.0037825226,-0.0031246438,0.007515849,-0.016782828
MAP7D1,0.004176844,-0.0015542997,0.00791698,-0.0033734164,-0.0030696753,0.0021099618,-0.0054894923,-0.009095149,0.011029445,-0.0022623574,-0.000932485,0.008557406,-0.0074687796,0.011861645,-0.0083150035,-0.00978389,-0.0012700111,0.011793924,0.010111359,-0.0015406613,-0.007748481,0.0008322669,0.00022750763,-0.0079438,0.0027075394,0.0025321383,-0.001288563,-0.0120473495
CSF3R,-0.012446418,-0.0071152295,0.000605828,-0.006740001,0.036066644,-5.259878e-05,0.009123652,-0.020096486,0.008729871,-0.013486187,0.037454132,0.0049488056,0.029998096,-0.003308764,-0.030182809,-0.0010495061,0.01532507,0.017510727,0.008310254,-0.008039251,4.4374196e-05,-0.03879892,-0.028896704,0.009252489,0.03312741,-0.0034665582,0.00911082,0.076800026
CDCA8,0.0023314296,-0.007985155,0.026413111,-0.012364585,-0.0028313447,-0.0053051393,-0.017133879,-0.016137179,0.018262343,-0.003037839,0.004157338,-0.0020642977,-0.012324963,0.020897886,-0.024729462,-0.037841838,0.013279673,0.013854103,0.0037538023,0.008206066,-0.0023376143,-0.004955234,0.0069636796,0.002549599,0.021960914,-0.0030071535,-0.004028506,-0.023303514
RHBDL2,0.001666335,0.0006859107,0.0012673906,0.0010281432,-0.0010346965,-0.0010512711,0.00036671534,-0.0009951809,0.0064677377,0.00042938298,0.0007173037,0.0016241651,-0.0032888176,0.00087101216,0.002038271,0.0003943856,0.006019138,-0.0036476296,0.00020184247,-0.0038296103,-0.0010896277,0.0012316705,0.00017294462,0.0010805639,0.0008626413,-0.0016614245,-0.00027827275,0.0016450154
MACF1,0.0047079804,0.007976332,0.0068862443,-0.0023314615,-5.8479414e-05,-0.0015482039,0.0019302734,0.008360409,0.003652912,-0.002279502,-0.0025590751,0.0042248946,0.010371388,0.0076190564,-0.005018141,-0.0034806165,0.0051536965,0.013796747,0.0021441667,-0.003977487,0.001244733,0.0032627564,-0.014604287,0.0047169686,0.010965519,-0.0009192021,0.009046108,-0.004201688
CAP1,-0.0041743745,0.00061030936,-0.0009423342,-0.011349261,0.012900348,0.008926619,-0.003999368,0.005799366,0.004462993,-0.01114717,0.011516556,0.0051322607,0.00095862267,0.0055379607,-0.007518168,-0.0031155825,0.008846723,0.016791966,0.0148822935,0.012893828,-0.007973276,-0.012537072,-0.009034842,-0.011289655,0.013478168,0.00067580806,0.017816503,-0.0067853034
COL9A2,-0.0048448313,-0.0010911041,-0.00351616,-0.0037515252,0.015059534,-0.0011323697,0.0042476393,-0.001803157,0.0038020068,-0.0099506285,0.019411031,0.0014136785,0.017276643,-0.0044404976,-0.007499898,0.005025023,0.0042679026,0.004595503,0.005288936,-0.0051086904,0.000523509,-0.021107012,-0.015644424,0.007879201,0.014761388,-0.004176413,0.0007158358,0.03511129
SMAP2,-0.0007279728,-0.00090448966,0.0026180334,0.00021264605,0.00739339,0.0022112192,-0.004844249,-0.000418235,0.0025435605,-0.0010567472,0.007973208,0.0049439827,0.0054976963,0.010266001,-0.006028332,-0.0048534265,0.007734702,0.0032127856,0.009203509,-0.008842634,-0.006977171,-0.008550497,-0.002647729,-0.00088577106,0.012886799,0.002867477,0.0045355484,-0.0006465924
