src,dst,K,hill
3,343,-3.0343607859636097,2.0
3,363,-4.680945947271443,2.0
3,368,2.874550784453577,2.0
3,426,3.6881346300266085,2.0
3,427,2.299192917031647,2.0
3,456,-4.76586689039825,2.0
3,464,2.42231137331364,2.0
3,517,-2.674690417191222,2.0
3,582,3.674402474384645,2.0
3,669,-4.292279000638945,2.0
3,679,3.858053917808897,2.0
3,710,2.6964017384004686,2.0
3,732,2.002829127582471,2.0
3,741,-4.271451740922318,2.0
3,756,4.955621977733282,2.0
3,845,4.429739360918271,2.0
3,850,-3.3806198544698463,2.0
3,876,4.711301784197319,2.0
3,927,3.22954301935505,2.0
3,928,3.574802252730403,2.0
3,930,3.43138930218705,2.0
3,985,3.342871617996575,2.0
3,1020,4.325572307881718,2.0
3,1055,3.580306721808476,2.0
3,1073,2.950151366075648,2.0
3,1081,2.774474502975435,2.0
4,94,-3.961489891483033,2.0
4,100,-4.043627773464646,2.0
4,124,-4.256464676772998,2.0
4,131,3.5107306890157743,2.0
4,151,-4.682163815611659,2.0
4,204,4.809028260194683,2.0
4,208,4.422112819377468,2.0
4,209,-3.9067804460245616,2.0
4,228,-2.9111628607735662,2.0
4,231,4.948834764860663,2.0
4,255,2.822408501575815,2.0
4,260,2.6079707659712934,2.0
4,325,3.3264623413597483,2.0
4,402,2.170521712137165,2.0
4,403,4.935483394015373,2.0
4,411,3.7653006692492745,2.0
4,430,3.6708562749925258,2.0
4,462,3.9673888396991597,2.0
4,486,-3.49107094333162,2.0
4,529,2.096190551283625,2.0
4,588,3.83693386652119,2.0
4,613,4.148521630869292,2.0
4,619,-3.2502471818721594,2.0
4,625,4.2718867162135785,2.0
4,640,-2.6810038980152617,2.0
4,669,-2.663829773198552,2.0
4,682,-2.484250963062722,2.0
4,722,3.1159842793674857,2.0
4,731,-4.541036106167251,2.0
4,741,4.483736186447193,2.0
4,756,-3.1484726238905116,2.0
4,775,3.7673562079407095,2.0
4,784,-4.162448949424746,2.0
4,804,-2.723620323884069,2.0
4,845,2.504423257684241,2.0
4,871,4.916287979636933,2.0
4,906,-3.8526719396288556,2.0
4,927,-4.944247165500991,2.0
4,956,-3.0132679613966875,2.0
4,994,4.109095099922395,2.0
4,1023,2.667810909623713,2.0
4,1026,2.783600513821739,2.0
4,1041,-3.535706363808872,2.0
4,1044,2.9588543765242137,2.0
4,1073,-2.5028646915217534,2.0
5,106,2.107245183397594,2.0
5,139,4.11327086443246,2.0
5,204,-3.476349971257585,2.0
5,208,2.282729199213577,2.0
5,218,2.5150819793854735,2.0
5,249,2.307603614337932,2.0
5,260,3.837778424827629,2.0
5,264,2.2826310908374814,2.0
5,274,4.262846999105648,2.0
5,288,2.0615327579611735,2.0
5,312,2.748127363987676,2.0
5,327,-4.672000027675722,2.0
5,341,4.155593954366738,2.0
5,364,-2.218904998777063,2.0
5,402,-4.463378313455539,2.0
5,403,3.4791053646206143,2.0
5,427,-4.540349081506488,2.0
5,446,3.80221932335118,2.0
5,491,4.045499096098576,2.0
5,529,4.980504681187124,2.0
5,546,-2.6970066377720547,2.0
5,556,-3.871836724284165,2.0
5,590,3.380964170172195,2.0
5,630,2.118355858768074,2.0
5,655,-2.043411924508595,2.0
5,691,-2.357685733453576,2.0
5,695,3.9472752216156444,2.0
5,721,-3.701489263740177,2.0
5,732,3.6602886834911823,2.0
5,746,2.0955702875847804,2.0
5,775,3.4079089890800214,2.0
5,845,4.7738684535275855,2.0
5,885,-3.1927756079319396,2.0
5,906,3.874767409365369,2.0
5,908,4.33945602686943,2.0
5,915,4.351775837425663,2.0
5,922,3.557840247185814,2.0
5,926,4.573855836207009,2.0
5,927,-3.174134280091241,2.0
5,976,4.6660796443543955,2.0
5,996,2.720681499186636,2.0
5,1012,2.840649220971713,2.0
5,1023,2.159361872597003,2.0
5,1073,4.386745509626849,2.0
5,1081,3.2511657086981165,2.0
6,120,-2.695370832849739,2.0
6,146,4.704199823687699,2.0
6,163,4.501749801383111,2.0
6,176,3.66059265607155,2.0
6,181,3.848332401247163,2.0
6,196,3.422976711650873,2.0
6,205,3.1749996286364266,2.0
6,209,4.746430643654994,2.0
6,249,-2.3768381105609064,2.0
6,251,-3.255340369148684,2.0
6,255,3.033685723963626,2.0
6,282,3.494452160753445,2.0
6,290,-3.372895623635525,2.0
6,346,-3.556668594953244,2.0
6,360,2.419756931680982,2.0
6,363,3.539424504539831,2.0
6,397,2.7272564416616327,2.0
6,427,-2.5529940469645735,2.0
6,430,2.1945026563585737,2.0
6,435,4.287957676268423,2.0
6,507,3.28232576256968,2.0
6,524,3.879931049935275,2.0
6,531,-4.18278002991423,2.0
6,542,4.037949995940661,2.0
6,545,-3.4115021572690467,2.0
6,577,-3.1636955868551895,2.0
6,583,3.1278797289219913,2.0
6,608,3.920146390790169,2.0
6,621,3.48438306482562,2.0
6,627,4.547396743965532,2.0
6,651,4.624105952980136,2.0
6,656,2.5116811340195553,2.0
6,662,-2.408700954637177,2.0
6,709,3.8912027781079983,2.0
6,717,-2.9036772441868384,2.0
6,732,2.0557121562952965,2.0
6,740,-4.665928008088866,2.0
6,747,2.680702301731425,2.0
6,752,4.787841955057427,2.0
6,757,4.15230335263476,2.0
6,775,4.287960469734453,2.0
6,792,2.6043844873794813,2.0
6,853,2.7025832768504388,2.0
6,897,3.5638032614721973,2.0
6,905,2.5162995579495866,2.0
6,922,-2.916295078049097,2.0
6,934,-2.9643874338434135,2.0
6,956,-2.478889799758292,2.0
6,974,-2.6155485001854824,2.0
6,1004,4.36565552602477,2.0
6,1014,-2.501587563641805,2.0
6,1040,-2.0853721755317673,2.0
6,1053,-3.888064827886815,2.0
6,1082,4.92794935817735,2.0
7,102,2.355967109588757,2.0
7,139,3.7111619761025922,2.0
7,142,-4.7190626332869385,2.0
7,163,4.352185339485437,2.0
7,172,3.867547605238148,2.0
7,249,-2.9451694898227982,2.0
7,291,3.62564051982866,2.0
7,303,2.273734523912766,2.0
7,427,4.0368362728420095,2.0
7,438,4.175288056692953,2.0
7,456,-4.895094868729757,2.0
7,464,-2.781192076235215,2.0
7,465,-2.055369257129068,2.0
7,480,-3.636825393281452,2.0
7,498,-4.1203715131904435,2.0
7,517,4.371222427648964,2.0
7,542,-2.581216799074432,2.0
7,546,2.785258607111071,2.0
7,577,3.537772775801889,2.0
7,595,2.9918024299100057,2.0
7,616,4.581534459762335,2.0
7,627,3.4212804612161607,2.0
7,630,4.398735932306009,2.0
7,683,3.741859281447061,2.0
7,701,4.319270424851336,2.0
7,722,2.9980189595909716,2.0
7,743,-4.494249865790934,2.0
7,788,2.8237169466530645,2.0
7,834,3.6382964240098725,2.0
7,844,2.6420213395216225,2.0
7,847,-3.42657956487858,2.0
7,878,2.9545256285261097,2.0
7,885,2.8001102919116425,2.0
7,888,-4.900955054084113,2.0
7,928,2.4802223164601918,2.0
7,934,4.361977512372186,2.0
7,1027,4.952494878449645,2.0
7,1040,2.0597044512202336,2.0
7,1044,4.097082242126286,2.0
7,1062,2.7587354166688614,2.0
7,1069,-2.1214634729849133,2.0
8,182,4.805653430512625,2.0
8,186,2.035295283100993,2.0
8,205,3.763657075789345,2.0
8,213,-3.504189435785973,2.0
8,231,4.620152493113142,2.0
8,266,2.252005143561877,2.0
8,288,-4.044578089659951,2.0
8,330,-4.040329095299832,2.0
8,340,-4.00724005058685,2.0
8,364,4.827003484805111,2.0
8,392,-4.4692625870206415,2.0
8,417,-2.125918178730518,2.0
8,447,3.4132485521135396,2.0
8,449,3.1938591686040003,2.0
8,456,-2.930441663272406,2.0
8,465,-3.354010175462292,2.0
8,489,-3.1525825547779323,2.0
8,507,-3.297001699635996,2.0
8,545,-4.937785596825927,2.0
8,618,2.2658989242487424,2.0
8,648,-4.7666926095161894,2.0
8,679,3.44071014041308,2.0
8,813,3.8712267364986235,2.0
8,909,4.490548899853081,2.0
8,964,3.0813890874477665,2.0
8,984,3.2912657242639005,2.0
8,996,3.228555440836142,2.0
8,1023,3.1241930676072798,2.0
8,1046,-4.776587964940685,2.0
8,1051,-4.486789673579036,2.0
8,1076,2.326999969588928,2.0
9,178,3.2836085445589736,2.0
9,196,2.295972130198427,2.0
9,197,3.857279285813359,2.0
9,204,2.431074821785202,2.0
9,215,3.567119791900403,2.0
9,230,2.0216598410111533,2.0
9,232,2.94978904523794,2.0
9,264,4.031572171017967,2.0
9,288,-3.4521168206835453,2.0
9,289,4.934808457996964,2.0
9,307,-4.622311388198632,2.0
9,322,-3.0772123371294535,2.0
9,330,2.136459624416824,2.0
9,343,-4.536878900345057,2.0
9,360,4.733702930944014,2.0
9,363,-4.46188218025711,2.0
9,379,2.3838498227592946,2.0
9,403,-4.993745403236863,2.0
9,406,2.7757526646583215,2.0
9,449,-4.172614738425111,2.0
9,462,4.724104629007165,2.0
9,463,2.7070613429921284,2.0
9,483,4.724775664031198,2.0
9,509,-2.9284447375846008,2.0
9,514,-4.929239667152169,2.0
9,527,-2.8437800611414237,2.0
9,532,4.8603074742735055,2.0
9,577,2.1606339526780247,2.0
9,583,4.127816035009439,2.0
9,586,-3.596333401511011,2.0
9,634,3.433631231368192,2.0
9,722,2.67048294276752,2.0
9,741,-4.116787369329476,2.0
9,759,2.5724284743389214,2.0
9,765,3.6585253879543047,2.0
9,788,-2.7597360891207523,2.0
9,792,-4.866864139344068,2.0
9,797,-2.0858935815069586,2.0
9,932,2.5991848403337094,2.0
9,934,-2.7269318191623433,2.0
9,951,-3.242203477303449,2.0
9,956,2.6981907256101607,2.0
9,980,-3.4740472708063557,2.0
9,1019,-4.617396569775617,2.0
9,1051,4.136190264227512,2.0
9,1064,-3.7398859416053334,2.0
9,1067,2.267009533948039,2.0
9,1079,4.081976325167827,2.0
10,120,4.3591021578850935,2.0
10,148,-2.7501702755304596,2.0
10,172,3.251146184962703,2.0
10,174,3.051410606953784,2.0
10,178,4.576441744024571,2.0
10,182,2.3796333761402244,2.0
10,184,3.696934647154366,2.0
10,313,2.4261848283291867,2.0
10,327,4.11438750839656,2.0
10,340,4.715234383383443,2.0
10,343,3.3038229616017603,2.0
10,360,3.4642767807949277,2.0
10,364,4.782268509448286,2.0
10,430,3.5629741659480714,2.0
10,458,3.462795314148683,2.0
10,524,3.7349873081129124,2.0
10,577,-4.067689209088856,2.0
10,594,2.320650125261094,2.0
10,618,-4.463331583224548,2.0
10,695,3.3065150823597778,2.0
10,730,2.2170455296924567,2.0
10,792,-4.3585480075946395,2.0
10,795,3.1308499150588163,2.0
10,811,2.3011024852851616,2.0
10,822,-3.9013371186297516,2.0
10,850,4.640394060300925,2.0
10,878,4.663260528241959,2.0
10,884,-4.87299042442692,2.0
10,897,4.603116379300064,2.0
10,915,2.006422758036426,2.0
10,922,-3.1407234992401705,2.0
10,928,-4.455627739716509,2.0
10,930,3.0987590179954227,2.0
10,932,3.804645519139118,2.0
10,936,-3.818950842123596,2.0
10,956,-3.095075912116469,2.0
10,966,4.713421781843863,2.0
10,993,3.509685036158353,2.0
10,996,3.3943526178125025,2.0
10,1006,4.992541236985687,2.0
11,89,3.539208268590314,2.0
11,90,4.44205020655979,2.0
11,100,4.330580980694844,2.0
11,122,4.365745295325413,2.0
11,142,4.124071351993735,2.0
11,148,2.7626534872000645,2.0
11,163,4.5862522575206945,2.0
11,170,-4.680330396128795,2.0
11,174,2.5824580898556473,2.0
11,208,2.391366909654182,2.0
11,303,-4.926814905767336,2.0
11,304,4.604971890951104,2.0
11,364,-4.67970844162984,2.0
11,403,4.659129153873185,2.0
11,426,-3.625060472101185,2.0
11,442,3.9392052099973993,2.0
11,458,3.636088556400925,2.0
11,461,-2.153619047570987,2.0
11,489,4.2365092560583175,2.0
11,514,-3.5159961000076407,2.0
11,517,3.943127224370689,2.0
11,545,3.5079194149266058,2.0
11,576,-3.4754339669673677,2.0
11,616,2.5153673284333005,2.0
11,624,-2.836141145423447,2.0
11,658,2.4765580758318673,2.0
11,660,2.586998886876027,2.0
11,698,4.918932141260915,2.0
11,753,2.459340337316595,2.0
11,788,2.807811272915623,2.0
11,792,3.771768973215755,2.0
11,813,3.8305357287099255,2.0
11,840,-2.4619223892314874,2.0
11,865,4.381152277355637,2.0
11,866,-4.3556086037384745,2.0
11,917,-2.711953112611673,2.0
11,924,2.8659989080263815,2.0
11,926,4.813963596378491,2.0
11,930,4.477014337938434,2.0
11,958,4.0933910991875715,2.0
11,980,2.2466996645318016,2.0
11,996,3.254792242707727,2.0
12,102,2.562233863951331,2.0
12,114,3.3446797463246734,2.0
12,124,3.80307763246607,2.0
12,151,2.9821300403461977,2.0
12,174,4.342834456851461,2.0
12,175,4.521348744916416,2.0
12,182,2.9708284083022125,2.0
12,189,4.5159714634773716,2.0
12,196,2.310729698309045,2.0
12,230,-4.513187295867969,2.0
12,235,-2.45825129500285,2.0
12,313,-2.2487814575291782,2.0
12,408,3.9253262133230336,2.0
12,427,3.415812097265883,2.0
12,433,4.723671801238498,2.0
12,442,-3.0895675882725477,2.0
12,491,2.861456790312886,2.0
12,498,3.502204718432595,2.0
12,514,3.367838557305984,2.0
12,529,3.033284138651565,2.0
12,546,4.081223896094986,2.0
12,569,-4.278685501741725,2.0
12,582,-4.55895190709041,2.0
12,588,-4.918569814131029,2.0
12,648,2.7999685763975135,2.0
12,649,-4.148280447469885,2.0
12,669,3.1827747064872356,2.0
12,741,4.031245915853324,2.0
12,743,3.427945071047661,2.0
12,795,4.981319308303795,2.0
12,813,-4.18670640737225,2.0
12,850,4.857473901302973,2.0
12,866,4.504908648443557,2.0
12,875,-4.708703033490114,2.0
12,936,4.443257591644025,2.0
12,937,3.377477391127734,2.0
12,939,2.755365360040653,2.0
12,958,3.1109605263515667,2.0
12,974,2.0607086979198512,2.0
12,1020,3.5719795023940017,2.0
12,1027,-3.515173400811226,2.0
12,1050,-3.5757513944914647,2.0
12,1055,-4.922093674916192,2.0
12,1076,4.734362010364518,2.0
13,95,3.0815987535549434,2.0
13,162,4.395487890811739,2.0
13,172,3.5721130096027607,2.0
13,228,-3.716299450914875,2.0
13,231,4.559040676963777,2.0
13,288,4.417784460246076,2.0
13,343,-2.396634568460899,2.0
13,371,4.141743752250903,2.0
13,379,3.3063083867061067,2.0
13,402,-2.8839467091875015,2.0
13,441,-2.150056462706559,2.0
13,533,-3.4617486810363527,2.0
13,572,3.066310042173594,2.0
13,586,2.7545391190292023,2.0
13,603,4.084015188790873,2.0
13,645,4.308456161946761,2.0
13,648,2.7343685570882745,2.0
13,649,2.148342310038042,2.0
13,666,4.546258101695705,2.0
13,668,2.0298792236129097,2.0
13,669,4.811337481764416,2.0
13,691,3.8828596219481177,2.0
13,701,2.965539905603961,2.0
13,730,2.7394337287302086,2.0
13,740,-2.027016992793426,2.0
13,756,-2.7064142510326317,2.0
13,772,2.4131849045514233,2.0
13,901,-3.836498662169437,2.0
13,930,2.499636765781404,2.0
13,950,3.585889512609858,2.0
13,956,-3.7703492670334127,2.0
13,976,-2.8941250950407436,2.0
13,1027,-2.105194847056156,2.0
13,1051,-2.1117616418425884,2.0
13,1053,2.079041996581753,2.0
13,1079,4.217374001409638,2.0
14,102,2.9540291144428945,2.0
14,201,4.388900557902991,2.0
14,228,3.2951984715285474,2.0
14,268,3.3589943024898914,2.0
14,276,3.5386478075287213,2.0
14,288,4.139094369125312,2.0
14,290,-2.820508597489121,2.0
14,307,-2.3647620486005807,2.0
14,310,-3.6681720055743847,2.0
14,313,-2.9809328697282176,2.0
14,325,3.3274739410041123,2.0
14,330,-3.940840125011916,2.0
14,364,3.482377223423812,2.0
14,402,3.8608364513025286,2.0
14,417,3.6326000063408834,2.0
14,486,4.219389115808298,2.0
14,532,-4.11780985313486,2.0
14,545,3.6025696754258574,2.0
14,563,-4.036709062579121,2.0
14,603,4.620678806817838,2.0
14,630,3.296813863364506,2.0
14,651,3.238289218246381,2.0
14,669,4.29273686255714,2.0
14,679,3.7476615111259823,2.0
14,703,-2.2130203406677658,2.0
14,759,-4.676336047073244,2.0
14,775,2.0923493067129204,2.0
14,786,4.245189068629229,2.0
14,794,4.276382428112939,2.0
14,901,-4.859333255845791,2.0
14,902,2.1624032252069623,2.0
14,915,3.7905705823534728,2.0
14,958,3.283521711881159,2.0
14,1028,2.991898864578626,2.0
14,1067,2.2709556808972193,2.0
14,1082,-3.6879623590139277,2.0
15,90,3.437122177023841,2.0
15,137,-2.313663374453073,2.0
15,148,-3.83746852129125,2.0
15,151,4.213859360758816,2.0
15,160,4.301834903160945,2.0
15,174,4.716119564787283,2.0
15,186,3.2284122256663315,2.0
15,204,4.859218305866411,2.0
15,222,-4.596288215248058,2.0
15,229,2.889504713071817,2.0
15,236,-2.4778491120483754,2.0
15,266,3.3061681883840404,2.0
15,268,3.2056961238678996,2.0
15,287,3.727157915993613,2.0
15,290,3.750158696983244,2.0
15,310,-4.249960953139926,2.0
15,346,3.5296698446168304,2.0
15,364,-2.3144679228222964,2.0
15,368,-4.574874006659318,2.0
15,379,-2.929293749555561,2.0
15,402,4.913892380919776,2.0
15,415,2.3535803260393102,2.0
15,449,4.87475351669751,2.0
15,465,2.2730354206475507,2.0
15,491,2.6931084138411783,2.0
15,498,2.1397398262596248,2.0
15,513,4.115339439916985,2.0
15,515,4.550896209715376,2.0
15,529,3.302213245447941,2.0
15,550,-4.785566225127289,2.0
15,563,3.7708972152667988,2.0
15,577,3.8900214063395695,2.0
15,586,-4.53625760510231,2.0
15,599,2.890400615155517,2.0
15,640,-3.0627971639828773,2.0
15,648,-4.7178557575839335,2.0
15,669,-4.702890488116291,2.0
15,710,4.9294483286026125,2.0
15,722,4.705514949325013,2.0
15,743,2.3821161081000826,2.0
15,753,-4.471172858410962,2.0
15,779,3.229515434328782,2.0
15,813,4.972404067837814,2.0
15,843,-3.416842892986403,2.0
15,859,3.661508247506662,2.0
15,885,-3.5893247457703956,2.0
15,897,-2.9652110895748334,2.0
15,909,2.2250662666787546,2.0
15,916,4.686953691205756,2.0
15,1014,-4.408027437578861,2.0
15,1024,-2.4185803416790077,2.0
15,1040,-4.330304814050219,2.0
15,1046,-3.87753999815183,2.0
16,90,-3.227431363752867,2.0
16,94,2.762063447286688,2.0
16,100,4.579186350506697,2.0
16,131,4.100564777882159,2.0
16,139,3.6432197284074106,2.0
16,148,3.8287056016953924,2.0
16,186,-2.273198546246543,2.0
16,205,-3.421759282733576,2.0
16,255,2.581100878357106,2.0
16,260,-2.625151037026476,2.0
16,307,-3.9839118868606,2.0
16,327,-4.733768455502864,2.0
16,340,3.2112698314350396,2.0
16,346,2.623247819036571,2.0
16,363,3.9462408117099628,2.0
16,411,4.613561139050953,2.0
16,425,4.244956403367473,2.0
16,427,4.606271691609761,2.0
16,435,-3.609664013032398,2.0
16,519,-4.255628733107573,2.0
16,531,-2.420193678076809,2.0
16,551,-3.0448238460895745,2.0
16,571,-3.1686474934445674,2.0
16,595,-3.533887238738104,2.0
16,621,4.787229080770471,2.0
16,632,4.622889680666523,2.0
16,658,2.4035764768675536,2.0
16,691,2.5183689556473894,2.0
16,743,3.072921648766734,2.0
16,875,2.872231597672022,2.0
16,878,3.8443128594687868,2.0
16,918,-4.708328143293635,2.0
16,922,-4.886874625017761,2.0
16,923,3.9608088576056795,2.0
16,932,4.51447760420326,2.0
16,936,-3.5756066006923914,2.0
16,997,-2.624980840580119,2.0
16,1025,3.574065236280432,2.0
16,1046,-3.665247804312953,2.0
16,1050,4.227372692640669,2.0
16,1064,-2.6596489691220473,2.0
16,1081,3.104931146260195,2.0
17,102,-3.092082407643699,2.0
17,228,4.8783187872234945,2.0
17,231,-3.331834880980157,2.0
17,260,4.26528190189444,2.0
17,266,4.252434144123317,2.0
17,288,2.796632554409724,2.0
17,346,3.7156090681151963,2.0
17,377,4.682908679955944,2.0
17,507,3.425593158370848,2.0
17,514,4.835352522027638,2.0
17,532,2.643374687972485,2.0
17,544,2.222477317322092,2.0
17,563,-4.674361619434248,2.0
17,613,4.54304359388665,2.0
17,632,4.977769627801534,2.0
17,649,4.0381804643372785,2.0
17,651,4.810063780001449,2.0
17,655,4.480847075252333,2.0
17,661,4.5332789993602605,2.0
17,676,3.7074247113628047,2.0
17,679,3.1470937937501327,2.0
17,695,4.803674217629846,2.0
17,753,3.2963515268476833,2.0
17,844,3.616458101749007,2.0
17,884,3.3383429213755633,2.0
17,1035,3.694454941880591,2.0
17,1037,3.4115152369769817,2.0
17,1050,-2.1439026757384276,2.0
17,1082,4.646144558023096,2.0
18,100,3.3331814567473095,2.0
18,103,-3.766830945522046,2.0
18,114,-2.417563408273961,2.0
18,120,2.0101635439479173,2.0
18,160,2.735870280930929,2.0
18,170,4.113758096400051,2.0
18,178,2.2975835903386357,2.0
18,213,4.726662321159404,2.0
18,231,2.6450677080685536,2.0
18,232,-2.6137808428753275,2.0
18,343,2.5445238848644864,2.0
18,363,-2.041945138914094,2.0
18,435,4.3154164054347035,2.0
18,498,4.625103593735775,2.0
18,563,3.8424881078485966,2.0
18,613,2.564599945039587,2.0
18,626,-2.855833990822639,2.0
18,640,3.4277800920948898,2.0
18,730,-4.863037854869902,2.0
18,768,-2.7420541154532283,2.0
18,775,4.194937711759664,2.0
18,811,-3.318344669878761,2.0
18,823,2.8935420450800655,2.0
18,848,3.3677478110663412,2.0
18,885,-2.2136201526236974,2.0
18,901,-4.396062112791087,2.0
18,932,2.7299057839489014,2.0
18,934,4.176236369578911,2.0
18,962,2.205045114344584,2.0
18,967,4.865295668497058,2.0
18,976,2.579044956217096,2.0
18,984,4.648226228621241,2.0
18,996,-4.428419628846303,2.0
18,1020,4.903579772244248,2.0
18,1023,3.433671982837249,2.0
19,94,4.182191881537855,2.0
19,100,3.112131971113352,2.0
19,105,2.5531047140590815,2.0
19,119,-3.3292277988003462,2.0
19,145,2.4972470461653646,2.0
19,148,4.946133868359151,2.0
19,163,2.288739473422149,2.0
19,172,-3.7676351703578614,2.0
19,176,3.879391565762168,2.0
19,204,3.6142386286221626,2.0
19,228,3.9865576571355006,2.0
19,232,-2.3485423250356727,2.0
19,275,3.665055572615873,2.0
19,276,-2.8616377133820845,2.0
19,287,4.82052818990317,2.0
19,313,4.286214960319177,2.0
19,346,-4.917543446479228,2.0
19,362,2.1126682092205686,2.0
19,390,2.855399525542126,2.0
19,397,2.5862677599150468,2.0
19,411,2.0334637619354914,2.0
19,417,2.7269771907389644,2.0
19,430,4.036327950561287,2.0
19,463,2.6932667664037058,2.0
19,486,3.5270103364478547,2.0
19,507,4.663454344894996,2.0
19,517,-4.081273761047226,2.0
19,553,3.1838872097180957,2.0
19,577,3.1174068167363247,2.0
19,582,3.367207442025454,2.0
19,591,2.531124323179719,2.0
19,618,3.9020023022479644,2.0
19,640,3.0924584573138167,2.0
19,717,4.557096047786131,2.0
19,756,4.269657980173449,2.0
19,868,-3.8315394922764803,2.0
19,904,3.092606667948548,2.0
19,905,2.629795495020453,2.0
19,923,4.328455592316868,2.0
19,928,3.4592272969732596,2.0
19,933,-2.6742501145320725,2.0
19,976,-2.5855238451200186,2.0
19,1026,2.496202713504077,2.0
19,1027,4.331483588616785,2.0
19,1029,2.686961555900935,2.0
19,1055,3.5799267905755925,2.0
19,1081,-3.3546390829191695,2.0
19,1082,-3.7388326976848516,2.0
20,90,2.547954856231317,2.0
20,112,4.251571942090247,2.0
20,125,3.01726283978804,2.0
20,132,4.1296863001443604,2.0
20,152,-2.143596796718321,2.0
20,156,-3.2235800767727403,2.0
20,185,-4.1151035667899984,2.0
20,194,2.6806115489944826,2.0
20,200,-4.385861134391668,2.0
20,226,3.892339199314796,2.0
20,237,-3.762685316449395,2.0
20,246,3.0606465626130115,2.0
