gene_symbols,phi_0,phi_1,phi_2,phi_3,phi_4,phi_5,phi_6,phi_7,phi_8,phi_9,phi_10,phi_11,phi_12,phi_13,phi_14,phi_15,phi_16,phi_17,phi_18,phi_19,phi_20,phi_21,phi_22,phi_23,phi_24,phi_25,phi_26,phi_27,phi_28,phi_29,phi_30,phi_31,phi_32,phi_33,phi_34,phi_35
HES2,0.0033699353,-0.00015064019,0.013673965,0.0021246576,0.012975375,-0.00097598275,0.0062463135,0.0026143582,-0.00041469318,0.004033485,0.004714267,-0.004857074,-0.0003802882,-0.0038726032,0.0038782046,-0.0031439865,0.0019989186,-0.002279568,0.0018700978,0.0024741276,0.0034175823,0.0020741797,0.0052708955,-8.441286e-05,-0.002352338,0.0010258835,0.0004335524,-0.00059078005,0.00011776088,-0.0012689835,-0.0032021014,0.0013746072,-4.011276e-05,0.0003396528,-0.0019520767,-0.0004761426
ESPN,0.0012910878,-0.0018998629,0.0026571422,0.004469866,0.00081783277,0.00060088834,0.010066151,-6.0182625e-05,-0.0025406147,0.00246542,-0.0018300116,0.00080534385,-0.0015547465,-0.0009171827,-0.0034878934,0.006501541,0.0062320977,-0.0017834872,-0.002437153,0.009500392,0.005158372,0.0067464807,0.003558741,-0.00042316644,0.006485162,0.0013676455,-0.00015638019,-0.0023771552,0.00089860085,0.0018491655,-0.0034680406,-0.0032064929,-0.001998453,-0.0010096953,0.0031439953,0.00054548355
TNFRSF9,-0.009798662,-0.012801625,-0.00652291,-0.0028898318,0.0038025584,-0.012236422,-0.01374418,-0.004587962,0.0024716316,-0.0032105607,0.005731627,0.02047658,0.006070943,0.0175435,0.0017516643,0.004621072,-0.0051286686,-0.02617825,-0.0037976105,-0.013791204,0.014084226,-0.0015700416,0.023939736,0.0034671074,0.016690057,-0.009781772,0.027886692,0.0050987345,0.04080993,0.010062019,0.007633833,0.017486855,0.014021885,0.0053714393,-0.00969769,-0.016369002
ENO1,0.03470925,0.10248204,0.06294557,0.07842918,-0.023929931,0.03568402,-0.018182047,-0.07318512,0.0029685276,-0.008695952,0.017804123,0.015209195,0.0527094,0.03827717,0.04242967,-0.0127707645,-0.0175257,0.0049045044,0.013118709,0.006615107,0.050506007,0.011478903,0.025642747,0.03616967,0.03168886,0.024967346,-7.0788774e-06,-0.010084014,-0.005817106,0.00046026194,0.017886302,-0.003434449,-0.005773819,-0.021179771,-0.0663321,-0.047825277
GPR157,0.00094505725,0.0015504815,-0.0018334163,0.0031265987,0.00040160728,0.00031005742,-0.0016504708,0.00066311826,0.0013434966,-0.001376628,0.0020850776,0.0028719122,0.002664037,-0.0018336491,0.0018819262,0.0014974409,-0.0018980795,-0.0017521492,-0.0012072527,0.0025625739,0.0028668486,-0.0007698261,0.0018231648,0.002281539,-0.002181478,-0.0012174167,-0.0005945891,0.002118198,-0.0030763329,-0.00035168484,0.00043851422,-0.00035279134,-0.0021441723,0.0018441017,0.00078452757,-0.0014181754
H6PD,0.00041842856,0.0075156423,0.0020438004,-0.0030587772,0.002014734,-0.0056038997,0.003903455,0.006454611,-0.002523469,0.0025197938,-0.002605261,-0.008412808,-0.012260393,-0.0077053895,-0.011909907,-0.0008709166,0.0045520347,-0.00587971,-0.0027704185,0.0034376604,0.0029762823,0.0016573415,-0.0038614569,-0.0018048395,-0.0008012785,0.002409922,0.005267451,0.009468099,-0.005327554,0.0051327436,-0.0021031862,-0.001617547,0.0007222221,0.0030198514,0.006077094,0.005757232
PGD,-0.01052491,-0.004097867,-0.00019307945,0.0015514495,0.0005901079,0.0043159546,-0.006078007,-0.014351137,0.014373556,0.0085817855,0.0074523925,0.0008585943,-0.018106043,-0.006191789,0.00047767468,-0.0022999179,-0.0004971378,0.0017313564,-0.0076001897,-0.005921013,-0.004281593,0.0023343125,0.0032122098,-0.0006189777,0.0067352066,0.0039095334,0.0017346361,0.001284257,0.0019693729,-0.0069806264,0.011144304,-9.9215795e-06,-0.00014474646,-0.0015285887,-0.011726749,-0.012426239
MASP2,0.00016139314,0.0026738066,0.00067841215,0.00025156318,0.0006652109,0.00012415157,0.0007540939,-0.002622259,0.0009130013,-0.00073548005,-0.0010627324,0.00025278883,0.0014289041,0.0012467696,-0.0016510132,-0.00041973678,0.00067379064,-8.763367e-05,-0.0006754504,0.00016889526,-0.00096298684,0.00036876046,-0.0013095918,0.00010236986,-0.002612668,0.002356857,-0.0006018612,-0.000113456525,0.0026004286,-0.0014012161,-0.000180342,0.00029041583,-0.0010652498,0.0012950847,-0.00351242,0.00029322554
SRM,0.028007513,0.068078876,0.05048125,0.03596279,-0.03764926,0.007156789,-0.012027345,-0.018739248,-0.008009244,-0.008243605,-0.002889527,0.009996434,0.03934132,0.023864394,0.03312319,-0.01831267,-0.011543224,0.016985437,0.031778097,0.017112717,0.037261426,0.008501209,0.017513394,0.03558668,0.020375889,0.026195254,-0.016975662,-0.013731619,-0.023183389,-0.0149212275,0.0025718366,-0.015472791,-0.0166377,-0.011449161,-0.0494983,-0.027208164
DRAXIN,-0.00031579583,-0.00027139662,0.00023414602,0.0005960727,0.003834371,-0.0025835868,0.000941547,0.0017937534,-0.0012899985,-0.0015897208,0.0018579769,0.00059027685,0.00053253875,-0.0006095186,0.00057689246,0.0013156952,0.00017728718,0.002915892,-0.002407174,-0.00087398,0.0019970564,0.0015315813,-0.00086120574,-0.0005203966,-0.0013152208,0.0007096932,0.0010180523,-0.00012697885,0.0006442837,0.0008311345,0.0017828668,-0.0010550038,-0.0013940877,-0.00023029665,-0.0021885594,-0.0010723944
MTHFR,-0.0010760066,-0.011392525,-0.01398225,-0.013187896,0.0015700198,0.00069039525,0.002734807,0.014628847,0.0013969665,-0.000114679744,-0.0048205843,-0.0013440055,-0.0013481356,-0.0037618289,-0.0050664977,0.0034651007,-5.9666167e-05,-0.0011818061,0.0026289024,-0.0044124764,-0.00887662,-0.0028225062,-0.0026690797,-0.0086779585,-0.0021571643,-0.0011691347,-0.003472859,-0.0013602725,-0.005409158,0.0018874307,-0.0026088532,9.6619e-05,0.001454736,0.0018097002,0.015096882,0.01071606
PDPN,-0.00013582956,-0.0024862434,0.00069283496,0.0019180493,0.002221312,0.00020336278,0.0022365516,0.0014082207,-0.0008340346,-0.00074773375,-0.0012530405,-0.00092425395,-0.0001695463,-0.0012837953,0.00064777944,1.6254266e-05,0.00047160249,0.0013497903,-2.2870472e-05,-0.00015960391,-0.00037356588,-7.113519e-05,0.001161958,-0.00075221906,0.0005412399,-0.00029266087,4.5111465e-05,-0.0009379148,-0.00028286732,-0.00067700126,0.0003854405,-0.00071696896,-0.0018673805,0.00067277206,-0.0010268728,0.0014165425
CELA2A,-0.0065492797,0.004380048,0.006422738,-0.0049997754,-0.0026340955,-0.007854406,-0.0073405993,-0.01610594,-0.005631219,-0.0010558835,-0.0022773512,-0.0045680883,-0.003646873,-0.00095076143,-0.0011872526,0.007051743,0.0018518104,0.00094496075,-0.009532913,-0.0053246156,-0.01658681,-0.0051386817,-0.0031860257,-0.0077454937,-0.0028865898,0.0033005278,-0.0048103733,0.003008431,0.0020557328,0.0045740353,-0.00445252,0.0012688558,0.001960132,0.0047932747,0.025285307,0.018093877
CELA2B,-0.0031549307,-0.002755237,0.0014835952,-0.0034817173,0.0029358026,-0.00132455,-0.00317146,-0.0023035198,0.0011206649,-0.0007225111,-0.0020192887,0.0025011085,3.5638062e-05,0.0020944264,-0.0017686501,-0.0005787583,-6.2904626e-05,-0.001602294,-0.0011985331,-0.00011250731,-0.0014764005,0.0012555392,-0.00032271785,0.000725062,-0.002545702,0.003095874,0.0027764498,-0.0002753113,0.0041640294,0.0018877127,-0.0021922826,0.0017908472,-0.0018545791,0.0005475416,-0.0022094522,-3.4571916e-05
PLA2G2C,-0.012066577,0.029408855,0.016680269,0.010381601,0.0033947404,-0.02570931,-0.0018163971,0.003944392,0.0176165,-0.006348464,-0.028783051,0.039311495,-0.07399277,-0.039666817,0.009643638,0.0055336184,-0.006064574,0.010389747,-0.014145021,-0.028749544,-0.021084774,0.0020882252,-0.03647383,0.0022723572,0.0008566804,-0.0069746356,0.014422941,-0.03622448,-0.019991752,0.011252415,0.026612962,0.019950787,-0.028904185,-0.0076900586,0.016510691,-0.00637125
HP1BP3,-0.0022173298,-0.0042158035,-0.013249987,-0.011260736,0.0024864369,0.00610764,-0.007342412,0.005174326,0.00012615463,0.0012070333,-0.0031930602,0.00070471154,0.004217061,0.0012782045,0.010147147,0.0012583632,-0.004085797,-0.00028048648,-0.00396453,-0.0008796262,-0.0053993682,-9.054478e-05,-0.0024503411,0.0012763846,0.0004016726,0.0035832596,-0.00075962266,0.0016130196,-0.0021839954,0.00048738543,-0.0020396924,0.00071183767,-0.0008561323,-0.0037799692,-0.0022240845,0.003346551
CDC42,-0.0012098191,0.0059896056,0.0030819383,0.012133611,-0.002553732,0.005055834,-0.007083619,-0.010407928,0.003328084,-0.0033686622,-0.0013342161,0.0061359634,0.004914838,0.0037310908,0.0014095008,0.00071468623,-0.0037901257,-0.002555045,-0.0037402892,-0.0022649602,-0.00076781237,-0.0007968365,0.000846367,0.00073035486,0.0058989776,-0.002583882,0.0036585052,0.0042066695,-0.002492663,0.00048166924,0.0051845256,0.0015602983,0.0024952455,-0.003966881,-0.0042706947,-0.005805156
ZNF436-AS1,-0.00095725496,-0.013845017,-0.005559077,-0.0112796975,0.0041664024,-0.0008310869,0.009643968,0.0054768967,-0.0022504292,0.004956941,-0.00826568,0.0008571962,-0.0046266057,0.00265303,-0.008052293,0.0042173597,-0.0011543791,-0.00095629634,-0.0035693408,-0.005839906,-0.009797044,-0.0017235131,-0.005793005,-0.006085842,-0.0047157765,-0.0052645956,-0.0019697384,0.00075494,-0.008675609,0.0008657078,-0.0037893946,-0.00090456003,0.0019411184,0.004502855,0.012545587,0.00767398
ID3,-0.03634032,-0.0010506576,-0.038616117,-0.0023048855,-0.009853943,0.051529177,-0.05347103,0.0044682836,-0.034443468,-0.026828209,0.011305563,-0.027593503,0.034164418,0.015931735,0.008838205,0.043102976,-0.0006293806,0.020572254,-0.118674465,-0.014476114,-0.048571322,-0.009703227,-0.037723444,-0.014851348,-0.028098788,-0.03117043,-0.008886123,-0.017748673,0.022207413,0.004293988,0.08103618,-0.014502481,0.056029513,-0.009022175,-0.02901408,0.025280349
HMGCL,-0.0041145044,-0.0012532129,-0.0080948705,0.00056356157,0.008588098,0.001995474,0.0048261494,-0.0032321825,0.0036763947,0.0033273464,0.004634807,0.00012571154,-0.0049965526,-0.00029879442,-0.0017358761,0.0051866653,0.0029384485,-0.0064584566,-0.007979037,-0.013868851,-0.0059849033,-0.0016435243,-0.0045519564,-0.0055250567,-0.00057248597,-0.004627274,0.0007014015,0.0011217198,-0.002950644,0.0010748028,0.0013379216,0.004461612,0.0069828914,-0.0021036814,0.007652761,0.0063030063
FUCA1,-0.0010641441,0.008380442,0.0005050335,0.0017723371,0.00593579,0.0012462359,7.0441936e-05,0.0015278829,0.007839448,0.0018102899,-0.0033151417,0.00041952846,-0.003304161,-0.008471835,-0.007987145,0.00075981766,-0.0038706602,-0.0010138716,0.0006276616,-0.0034086127,-0.0065033664,0.0022634089,-0.0024270723,0.0007492706,0.003924798,-0.0063553704,-0.0021568334,0.008436651,-0.0059533706,0.00034303038,0.0008957867,0.011018445,0.00828718,-0.004223944,0.00429673,0.005583378
CNR2,-0.0023624445,-0.0018994309,0.0019504724,0.000447881,-0.00047809212,-0.0009857069,-1.277917e-05,-0.0005210169,0.0012106909,0.0001837426,0.0013969545,-0.0019684697,0.0036002335,0.0012286992,0.0015179702,-0.00077279075,0.00029876042,0.00038865278,0.0018960669,0.000712794,-0.0007656344,0.0023127575,-0.0010630257,-0.00048770092,-0.0018650935,0.0010930499,0.0020046874,0.0014366333,-0.0006176475,-0.001755551,-0.003240353,-0.0007158136,0.0014969412,0.0013061935,0.00035968094,0.000807835
SYF2,-0.008508731,-0.00030173856,-0.004421502,0.01062814,0.009586581,8.207618e-05,0.0004121051,-0.015196375,0.0014797949,0.00024314348,0.0038171895,0.005254103,-0.0033010067,-0.0019848861,-0.00075224065,0.0046648947,-0.0018873407,-0.010456647,-0.00573669,-0.010490965,-0.00019644025,0.00079399993,0.0068880827,0.00040121912,0.0039477544,-0.0032426382,0.0091742175,0.0003406081,0.011122875,0.004196549,0.0028577854,0.004817365,0.0022896123,-0.003085996,-0.008570875,-0.010121754
RSRP1,-0.0047463635,-0.0027284988,-0.003823415,-0.00590033,0.006453197,-0.0034443804,0.0038766996,0.007093251,0.002084461,0.0014377855,0.002431793,0.00079912343,-0.009742105,-0.0005630571,-0.0064510605,0.006457538,0.0006871397,-0.0036978144,-0.0017552907,-0.0073093968,-0.003280087,0.00010229342,-0.0030295947,-0.007082716,-0.005422038,-0.0082423845,0.0029868074,0.0014210014,0.0067305923,0.0042156973,-0.0018469284,-0.0005602368,0.011408765,0.0006351904,0.0066065197,0.0034493592
MAN1C1,-0.00067201,-0.00059540686,6.02392e-05,-0.0011370244,-0.0005947985,0.0031587575,-0.00044106916,0.0010000264,-0.0004684247,-0.0010199681,0.0007174629,-0.0019498165,-0.0028263298,-0.00037141054,0.0010417368,0.00076885975,0.0023660315,0.00085574837,0.00057373097,-0.0021525663,0.000948735,-0.0005847418,0.0020350716,-0.0006834588,-0.0009776648,-0.0012926961,-0.00013259078,0.0033562456,-0.0003051542,-0.002037927,0.0038765692,0.001559995,-0.0016410041,-0.0011458468,0.00020597583,-0.0017974159
PAQR7,-0.0016826049,-0.008164434,-0.0031147865,-0.004438319,0.0005719343,0.000114318624,0.000118653195,-0.0015018337,-0.0009234232,0.0010160159,0.00017330813,0.0011514635,0.002214817,0.003139581,5.8706664e-05,-0.0003766253,0.0015351138,-2.5712967e-05,0.001909163,0.004283022,-0.0020040118,-0.0037552738,-0.0021032114,0.00094849424,-0.0008876031,0.0008455305,0.0020163674,0.00038943702,-0.00604122,0.005857475,0.0016225652,0.0011895339,0.001673369,0.0030876189,0.0006021409,0.0017823199
STMN1,0.005714194,0.0102514,0.004075636,0.0048911576,0.01117324,-0.001681019,0.008355083,-0.020192597,-0.0053065238,-0.014715728,-0.0065475483,0.01735983,0.03296251,0.027805626,0.03023841,-0.009662386,-0.010650369,0.010249738,0.011764938,0.006225242,0.029980473,0.00613729,0.015946204,0.011686169,0.019536618,0.015084798,-0.005868733,-0.008057196,-0.0122350855,-0.0015923892,0.007084031,-0.011005038,-0.006632818,-0.018027905,-0.03596758,-0.017856594
EXTL1,0.00022018321,-0.0053979773,-0.0053532813,0.00078233174,-0.0017618461,-0.0011963664,0.000488631,0.0027942993,-0.0009063439,-0.0012848702,0.004712306,-0.00954301,-0.0017265605,-0.0080565,0.0010301225,-0.007465509,0.0016848727,0.0019730502,-0.0006364948,0.008292951,-0.006225193,0.0011922845,-0.0006136539,0.0037812493,-0.0037713554,0.004422877,0.0015800993,0.004898392,0.0046949163,0.0006105997,0.000468043,0.0002093201,0.007726011,0.0056391,0.00030494144,0.0029429093
TRIM63,-0.0017538432,0.0022228144,-0.0038274392,-0.0002184124,0.0025578467,0.003475327,0.0043805554,0.0025693171,0.002616429,-0.0023718372,0.0013307348,0.00309601,0.0052023884,0.0025752191,0.005358064,-0.0007102821,0.0032325638,0.002568352,-0.0015917178,-0.00058735436,-0.0052256025,-0.0020644856,0.0014045251,0.0026819087,0.00064333336,-0.0017522946,0.00062815065,0.0009345336,0.005758192,0.0002598162,0.003620663,0.005333705,9.1827314e-05,-0.0008049637,0.004485957,-0.0019583816
SH3BGRL3,-0.009073791,-0.008488802,-0.047112055,0.002730939,0.004685553,0.031426914,-0.008708676,0.0085374275,0.017613273,-5.225913e-05,0.010778534,0.0055162394,0.010006483,-0.0024226985,0.014266466,0.010326441,0.00081689656,0.0023728227,-0.021948496,-0.008017112,-0.023682982,-0.0018636619,-0.010421013,0.0025836488,0.00027991328,-0.013793893,0.006218395,0.0077404347,0.024772264,0.009549097,0.017293239,0.023214502,0.01900556,-0.005948543,0.025595546,0.009182505
CD52,-0.00882734,-0.009656841,-0.023061749,-0.0029808276,0.005632351,0.017336667,0.0034996376,-0.007953937,0.018656293,0.008672075,0.014212837,-0.0059544444,-0.019350171,-0.011934844,-0.0030586177,0.012024601,-0.005434694,0.007846837,-0.025524788,-0.012806424,-0.025134197,0.002205992,-0.013678279,-0.005966223,-0.0076717036,-0.009316963,-0.00330481,0.009529132,0.016281197,0.013636282,0.010560102,0.031982504,0.028191244,0.01782541,0.030431202,0.009978459
LIN28A,0.0023835555,0.0007637321,0.0044922475,-0.0020371443,0.0013474929,0.00090683077,-0.0014736253,0.0031164496,-0.00026566387,0.00029542387,-0.0013416694,0.0017275023,6.5887696e-05,0.0011248813,-0.000119919525,-0.0016214084,0.0014168628,0.0012149346,0.0028185225,0.0014317381,0.0006589582,-0.0008598152,-0.00017421694,-0.00091178494,0.0010096414,0.0011385942,0.00055895606,0.0009546657,-0.0005846529,0.0018407324,0.002269996,-0.001798226,-0.000770688,-0.0012047744,0.0010789784,0.00056203845
HMGN2,0.015176065,0.020385085,0.0124094775,0.009149339,-0.0048891567,0.0023457648,-0.0065043205,0.0064048558,0.0017697982,-0.01610578,-0.0016636151,0.022619655,0.031589244,0.035248153,0.039214198,-0.007371612,-0.0096557215,0.019647418,0.011733829,0.0070182574,0.02502912,0.00107627,0.013734055,0.011192854,0.023833394,0.02114393,-0.021260142,-0.009846916,-0.028956173,-0.013071755,0.010395848,-0.015607562,-0.01302501,-0.00844469,-0.030284526,-0.0124016935
NUDC,0.005860149,0.048881553,0.031175911,0.03885229,-0.012918846,0.007962236,-0.012667221,-0.046407282,0.0007780449,-0.0044634594,0.0063743317,0.0034449454,0.028548114,0.01944573,0.019070657,-0.007858623,-0.0072739227,0.004345592,0.008177493,0.0011839187,0.018492425,0.0062074224,0.012516284,0.020344477,0.016551085,0.008440102,-0.0014778645,-0.00022255504,0.000909197,-0.0017969677,0.006160876,-0.00097432133,-0.004891672,-0.015981233,-0.03102707,-0.020213682
SYTL1,-0.0031484396,-0.007175616,-0.005759338,-0.004987751,0.004733682,-0.003777942,0.0030624266,0.009682108,0.0072311945,0.0073231463,0.002319719,0.0055478904,-0.018188283,-0.008470456,-0.0079324115,0.002944405,-0.01121287,0.008767929,-0.0122423535,-0.0066096685,0.0013953969,0.0043820627,-0.0038737888,0.0046807546,0.008034599,-0.002251524,-0.0032190136,0.0009828521,0.0015292711,-0.0008051976,0.016403368,0.0149238,0.0016364438,-0.0024464428,-0.0008453192,-0.010262578
IFI6,-0.009798988,-0.00080193725,-0.003365066,0.0018462575,0.0031646856,-0.0031903281,-0.0037091572,-0.004878562,0.003599485,-0.0009132856,0.0008483517,-0.007104098,-0.011489098,-0.004153857,-0.0029031385,0.0023915712,-0.00072643196,-0.0070177005,0.006116504,-0.003886651,-0.011875291,-0.00055471563,-0.0038721825,0.0019037897,-0.004697914,-0.0009351987,-0.0022024764,0.005435595,-0.005360914,0.006038723,0.0022998024,0.0012247487,-0.0010586014,0.00076351536,0.0011922097,0.003211642
THEMIS2,-0.0032373613,-0.009330084,-0.005158561,-0.002106684,-0.002316497,0.001578545,-0.0012111854,-0.0038310953,0.009168337,0.00923315,0.007691368,0.0033919995,-0.021212615,-0.0032095346,-0.003465426,0.001054664,0.00049411657,0.0014844058,-0.0064451615,-0.0006195558,-0.0036422592,-0.0016351651,-0.005081494,-0.0056497036,0.0017857979,0.0075490507,-0.00014345485,-0.0072830557,-0.0023257518,-0.006032701,0.0056065856,0.0008859016,-0.0037113803,-0.002148654,-0.00068919075,-0.00029714996
PTAFR,-0.013933356,0.0018473956,0.019626334,0.00025460357,-0.0075920313,-0.019936046,-0.0013197134,-0.00093691424,0.08185793,0.021671861,0.0334536,0.03579132,-0.033682905,-0.049522597,0.013289359,-0.007474497,0.009444545,0.015503221,0.014354496,-0.012169075,-0.028997809,0.007456086,0.0075582233,0.001664567,-0.004822159,-0.006223566,0.0025370175,-0.010360741,0.009528107,-0.009109021,-0.01168498,0.03112784,0.030270971,0.0047743246,-0.034105476,-0.008842921
SESN2,-0.003998699,0.0057031936,-0.0060897744,0.0036980791,0.009568124,-0.0037558132,-0.0014746368,-0.0024962472,-0.003150533,-0.008463799,0.0027623384,-0.001875224,0.0049225907,0.0019786127,0.0023075345,0.006910805,-0.0024001095,-0.018165423,-0.0071973656,-0.012873754,-0.0013955792,-2.0370919e-05,-0.00042375785,-0.002816861,0.0061525493,-0.0042397166,0.008030211,0.0037114895,0.0006514162,0.0012201563,-0.00021143361,0.002203744,0.0026762825,-0.0033334927,-0.002090394,-0.0027663002
OPRD1,0.0005863161,0.0033364075,-0.0066237263,0.0027413007,-0.0041370946,0.0048308037,0.0037301078,-0.0027974118,0.00031249726,-0.001331944,-0.0045508347,-0.004877579,0.0010373959,0.0011063019,-0.0013410889,0.0023206468,-8.278928e-05,0.0004722362,0.0001663289,0.0018347026,0.0055706277,-0.000376015,0.0025010237,0.0014358059,-0.00026404395,0.0030091947,0.00012126431,0.0011802359,0.0027382649,-0.0026678795,-0.0029516853,0.0017639943,-8.968016e-05,-0.0011335004,0.0004304939,0.00069150084
LAPTM5,-0.004542316,-0.023187552,-0.02078711,0.0061807428,0.003736526,0.028148204,-0.00893309,-0.010627038,0.0089767575,0.0045883902,0.015854703,0.007225132,-0.0029359637,-0.00083221274,0.0053040194,0.0038887667,-0.0002489369,0.0062052826,-0.011823982,-0.0030523743,-0.0025250053,0.0022387665,-0.0052116527,-0.0011455421,0.0030237145,0.0007140723,0.0060022506,-0.0042708814,0.019036258,0.0013110266,0.016038625,0.0146770505,-0.0036582989,-0.004337401,0.0018776135,-0.0044049034
