cluster_id,go_term,k,K,n,N,pval,overlap_genes,pval_adj,significant
0,actomyosin structure organization (GO:0031032),12,76,1375,12875,0.10747964175621848,CAPN3;CASQ1;LMOD1;LMOD3;MYH9;MYOM2;MYOZ1;PHACTR1;TMOD2;TNNT1;TPM1;ZYX,0.41046612729203,False
0,acute inflammatory response (GO:0002526),4,27,1375,12875,0.32486980232278445,CEBPB;HP;IL6R;ITIH4,0.6635032128376692,False
0,acyl-CoA biosynthetic process (GO:0071616),2,17,1375,12875,0.5555396919354071,FASN;PPCS,0.7825505168260725,False
0,acyl-CoA metabolic process (GO:0006637),2,37,1375,12875,0.9172239884593001,ACSM3;DBI,0.9618880079776495,False
0,acylglycerol homeostasis (GO:0055090),5,25,1375,12875,0.12104625206410484,ANGPTL4;APOE;HNF4A;IL18;PNPLA8,0.4316761853445692,False
0,adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains (GO:0002460),6,20,1375,12875,0.015233830607857757,CD55;CD70;EBI3;IL18;MYO1G;PHB,0.15154034352292786,False
0,adenylate cyclase-activating adrenergic receptor signaling pathway (GO:0071880),1,17,1375,12875,0.8535763453394019,AKAP13,0.9301622250464322,False
0,adenylate cyclase-activating G protein-coupled receptor signaling pathway (GO:0007189),13,118,1375,12875,0.4966356937924257,ABCA1;ADCY2;ADCY4;ADGRD1;ADGRE2;ADGRE5;ADGRG5;ADM;GPER1;GPR65;IAPP;PTGIR;S1PR1,0.7617268460590142,False
0,adenylate cyclase-inhibiting G protein-coupled acetylcholine receptor signaling pathway (GO:0007197),1,8,1375,12875,0.594965658579258,CHRM5,0.7982551450045406,False
0,adenylate cyclase-inhibiting G protein-coupled receptor signaling pathway (GO:0007193),8,60,1375,12875,0.3083988821195789,ADCY2;ADCY4;AKAP12;CHRM5;FLNA;GNAI2;OPRL1;PSAP,0.653524641666524,False
0,adenylate cyclase-modulating G protein-coupled receptor signaling pathway (GO:0007188),20,165,1375,12875,0.3080298715645804,ABCA1;ADCY2;ADCY4;ADGRD1;ADGRE2;ADGRE5;ADGRG5;ADM;AKAP12;CACNA1D;GIPR;GNAI2;GPER1;GPR65;IAPP;OPRL1;PSAP;PTGIR;PTH2R;S1PR1,0.653524641666524,False
0,adipose tissue development (GO:0060612),1,12,1375,12875,0.7422842996009014,ARID5B,0.8665749201989765,False
0,adrenal gland development (GO:0030325),2,10,1375,12875,0.29030266699280677,DKK3;MDK,0.6317106993208056,False
0,adrenergic receptor signaling pathway (GO:0071875),1,20,1375,12875,0.8957094548448084,AKAP13,0.9474111651497745,False
0,aggrephagy (GO:0035973),6,29,1375,12875,0.08208631096054382,DYNC1I1;DYNLL1;SQSTM1;UBB;UBC;VIM,0.3706716207822814,False
0,alcohol catabolic process (GO:0046164),2,11,1375,12875,0.3315927976077198,APOE;CYP27A1,0.6635032128376692,False
0,aldehyde biosynthetic process (GO:0046184),1,7,1375,12875,0.5465081436176709,TKT,0.7782246162353882,False
0,aldehyde catabolic process (GO:0046185),1,7,1375,12875,0.5465081436176709,ALDH3B1,0.7782246162353882,False
0,alditol phosphate metabolic process (GO:0052646),1,5,1375,12875,0.4315232962196622,GPAT2,0.7281519917632264,False
0,alpha-amino acid biosynthetic process (GO:1901607),1,9,1375,12875,0.6382486475785212,SDSL,0.8144785734829143,False
0,alpha-amino acid metabolic process (GO:1901605),4,46,1375,12875,0.7386279667337754,DDAH2;GLUL;HNF4A;MTHFR,0.8665749201989765,False
0,alpha-beta T cell activation (GO:0046631),5,8,1375,12875,0.0005854106623037997,ANXA1;CLEC4A;HLA-A;HLA-E;RSAD2,0.02251087672883825,True
0,alpha-linolenic acid metabolic process (GO:0036109),3,13,1375,12875,0.15471910724107646,ACSL1;FADS1;HSD17B4,0.4798284694102779,False
0,ameboidal-type cell migration (GO:0001667),3,52,1375,12875,0.9267289964515838,ITGB7;SEMA6B;SEMA7A,0.9660363640655483,False
0,amide biosynthetic process (GO:0043604),3,52,1375,12875,0.9267289964515838,ASAH1;PNPLA1;SMPD1,0.9660363640655483,False
0,amide transport (GO:0042886),5,28,1375,12875,0.17290389246190024,ABCG2;FOLR1;PDPN;TAP1;UPK3A,0.48942578774106993,False
0,amino acid import (GO:0043090),1,22,1375,12875,0.9168273564954006,SLC7A8,0.9618880079776495,False
0,amino acid import across plasma membrane (GO:0089718),2,24,1375,12875,0.7429562862979258,SLC3A2;SLC7A8,0.8665749201989765,False
0,amino acid transport (GO:0006865),7,50,1375,12875,0.28265563458724907,PDPN;SLC25A45;SLC3A1;SLC3A2;SLC6A19;SLC7A11;SLC7A8,0.6317106993208056,False
0,amino sugar biosynthetic process (GO:0046349),1,12,1375,12875,0.7422842996009014,NAGK,0.8665749201989765,False
0,amino sugar catabolic process (GO:0046348),2,7,1375,12875,0.16675704585536705,ALDH1A1;NAGK,0.4798284694102779,False
0,amino sugar metabolic process (GO:0006040),1,10,1375,12875,0.676909312088045,B4GALNT2,0.834238307702991,False
0,aminoglycan biosynthetic process (GO:0006023),4,49,1375,12875,0.7826468509333265,B3GNT8;GCNT2;HAS1;SDC2,0.8939033743027442,False
0,aminoglycan catabolic process (GO:0006026),5,31,1375,12875,0.23164158013463004,CHI3L2;FUCA1;HPSE2;IDS;SDC2,0.5814128879762799,False
0,aminophospholipid transport (GO:0015917),1,6,1375,12875,0.49225798679448474,ATP8A2,0.7564168211837425,False
0,amylin receptor signaling pathway (GO:0097647),2,6,1375,12875,0.12784984334554994,ADM;IAPP,0.4316761853445692,False
0,amyloid fibril formation (GO:1990000),11,63,1375,12875,0.0683526658591668,B2M;CST3;GSN;IAPP;ITM2B;LYZ;MFGE8;SNCA;UBB;UBC;UBE2L6,0.33439981025714155,False
0,amyloid precursor protein metabolic process (GO:0042982),3,18,1375,12875,0.30075520801747924,ADAM17;ADAM19;APOE,0.6410996219882797,False
0,amyloid-beta metabolic process (GO:0050435),1,17,1375,12875,0.8535763453394019,ACE,0.9301622250464322,False
0,androgen metabolic process (GO:0008209),2,21,1375,12875,0.6726063827508548,DHRS9;HSD17B4,0.834238307702991,False
0,angiogenesis involved in wound healing (GO:0060055),2,11,1375,12875,0.3315927976077198,CD34;GATA2,0.6635032128376692,False
0,angiotensin maturation (GO:0002003),3,12,1375,12875,0.12873545153124166,ACE;CTSZ;ENPEP,0.4316761853445692,False
0,angiotensin-activated signaling pathway (GO:0038166),1,7,1375,12875,0.5465081436176709,CAMK2A,0.7782246162353882,False
0,anion homeostasis (GO:0055081),2,5,1375,12875,0.0915548429759405,CYBRD1;KCTD7,0.3787288454984945,False
0,anion transmembrane transport (GO:0098656),4,67,1375,12875,0.9371144147235047,ARL6IP5;SLC3A2;SLC44A4;SLC7A8,0.9706881145691416,False
0,anion transport (GO:0006820),4,43,1375,12875,0.6881730909778592,ABCG2;SLC4A1;SLCO1A2;SLCO2B1,0.8451461417123738,False
0,anoikis (GO:0043276),2,9,1375,12875,0.24870174658515173,BMF;DAPK2,0.5870865809947592,False
0,anterior/posterior axis specification (GO:0009948),3,21,1375,12875,0.3922555403939639,DDIT3;LHX1;TBX3,0.7281519917632264,False
0,"anterior/posterior axis specification, embryo (GO:0008595)",1,6,1375,12875,0.49225798679448474,TBX3,0.7564168211837425,False
0,anterior/posterior pattern specification (GO:0009952),14,63,1375,12875,0.005799236930193625,BHLHE40;DDIT3;HES1;HES2;HES4;HES6;HES7;HEY1;HHEX;HOXB4;HOXB5;HOXB6;HOXB9;LHX1,0.09464535896230065,False
0,antibacterial humoral response (GO:0019731),5,44,1375,12875,0.5127222681102946,HLA-A;HLA-E;JCHAIN;RNASE6;TF,0.7782246162353882,False
0,antifungal innate immune response (GO:0061760),2,13,1375,12875,0.411699750383368,CLEC4D;PLCG2,0.7281519917632264,False
0,antigen processing and presentation of endogenous peptide antigen (GO:0002483),5,14,1375,12875,0.012096540903021672,B2M;ERAP2;HLA-A;HLA-E;TAP1,0.12877966564833065,False
0,antigen processing and presentation of endogenous peptide antigen via MHC class I (GO:0019885),4,8,1375,12875,0.00636562091971126,B2M;ERAP2;HLA-A;TAP1,0.09998332406975054,False
0,antigen processing and presentation of exogenous peptide antigen (GO:0002478),19,103,1375,12875,0.012141675682850128,AP1S2;CAPZA1;CD74;CENPE;CLEC4A;CLTA;CTSL;CTSS;DYNC1I1;DYNLL1;FCER1G;HLA-A;HLA-DMA;HLA-DPA1;HLA-DPB1;HLA-E;IFI30;KIF2C;SEC24D,0.12877966564833065,False
0,antigen processing and presentation of exogenous peptide antigen via MHC class I (GO:0042590),25,78,1375,12875,2.6175316795183334e-07,B2M;CALR;CLEC4A;CYBA;CYBB;FCER1G;FCGR1A;HLA-A;HLA-B;HLA-C;HLA-E;IFI30;NCF1;NCF2;PSMA4;PSMB1;PSMB2;PSMB3;PSMB6;PSMB8;PSMB9;PSME1;TAP1;TAPBP;VAMP8,5.4680236785137984e-05,True
0,antigen processing and presentation of exogenous peptide antigen via MHC class II (GO:0019886),16,98,1375,12875,0.05533221130596904,AP1S2;CAPZA1;CD74;CENPE;CLTA;CTSL;CTSS;DYNC1I1;DYNLL1;FCER1G;HLA-DMA;HLA-DPA1;HLA-DPB1;IFI30;KIF2C;SEC24D,0.3017989279847763,False
0,antigen processing and presentation of peptide antigen via MHC class I (GO:0002474),14,33,1375,12875,2.708741272254371e-06,ACE;B2M;CALR;CLEC4A;ERAP2;FCER1G;HLA-A;HLA-B;HLA-C;HLA-E;IFI30;SEC24D;TAP1;TAPBP,0.00028292802588696905,True
0,antigen processing and presentation of peptide antigen via MHC class II (GO:0002495),16,100,1375,12875,0.06439303602533285,AP1S2;CAPZA1;CD74;CENPE;CLTA;CTSL;CTSS;DYNC1I1;DYNLL1;FCER1G;HLA-DMA;HLA-DPA1;HLA-DPB1;IFI30;KIF2C;SEC24D,0.32847273905077884,False
0,antigen receptor-mediated signaling pathway (GO:0050851),27,185,1375,12875,0.05755656884311575,BTK;BTNL9;CD3D;CD3G;CD4;GRAP2;HLA-A;HLA-DPA1;HLA-DPB1;LCP2;MEF2C;NCKAP1L;PAK3;PIK3R1;PLCG2;PRAM1;PRKCB;PSMA4;PSMB1;PSMB2;PSMB3;PSMB6;PSMB8;PSMB9;PSME1;PTPRC;THEMIS2,0.3098857533847134,False
0,antimicrobial humoral immune response mediated by antimicrobial peptide (GO:0061844),6,64,1375,12875,0.6922290705611761,CXCL5;CXCL8;GAPDH;HMGN2;PGLYRP4;RNASE6,0.8491289068715777,False
0,antiviral innate immune response (GO:0140374),2,14,1375,12875,0.4499578052356693,DDX58;PHB,0.7489115711008046,False
0,aorta development (GO:0035904),3,14,1375,12875,0.18215142126956088,LRP1;TBX2;TFAP2B,0.5006767355685693,False
0,aortic valve development (GO:0003176),2,36,1375,12875,0.9093469577631871,HEY1;TGFB1,0.9574726788141622,False
0,aortic valve morphogenesis (GO:0003180),2,32,1375,12875,0.87029994136722,HEY1;TGFB1,0.9366597514251017,False
0,apical protein localization (GO:0045176),1,10,1375,12875,0.676909312088045,ACTB,0.834238307702991,False
0,apoptotic cell clearance (GO:0043277),8,33,1375,12875,0.020196624052304678,ANXA1;HMGB1;LRP1;RAC2;RHOH;THBS1;TYROBP;XKR4,0.17012398244058255,False
0,apoptotic process (GO:0006915),47,231,1375,12875,9.532840168778265e-06,AHR;ARHGEF6;ATCAY;BBC3;BCL2L1;BCL2L11;BIK;BMF;CAPN3;CASP4;CD2;CIDEC;CSRNP1;DAPK2;DDIT4;ERBB3;GADD45A;GAPDH;IAPP;IER3;IFI27;IFI27L2;IFI6;IFIT2;IRF1;ITGB2;JADE1;LTA;MYC;NFKBIA;NOX5;PAK6;PDE1B;PHLDA2;PMAIP1;PPP1R15A;PRF1;PTK2B;PYCARD;RFK;RHOB;RTN4;SFRP5;TGFBR2;TNFRSF19;TNFSF14;ZBTB16,0.000865830570112078,True
0,arachidonic acid metabolic process (GO:0019369),9,57,1375,12875,0.14966164328251336,ALOX5;CYP1B1;CYP4F3;MGLL;PLA2G4C;PNPLA8;PTGDS;PTGES;PTGS1,0.4798284694102779,False
0,aromatic amino acid family metabolic process (GO:0009072),1,10,1375,12875,0.676909312088045,ASRGL1,0.834238307702991,False
0,aromatic amino acid transport (GO:0015801),2,6,1375,12875,0.12784984334554994,SLC3A2;SLC7A8,0.4316761853445692,False
0,artery development (GO:0060840),3,23,1375,12875,0.4516252350277193,ACVRL1;ENG;HES1,0.7499563719975403,False
0,artery morphogenesis (GO:0048844),8,30,1375,12875,0.011341630439828724,ENG;FOLR1;FOXF1;HES1;HPGD;LRP1;TBX2;TFAP2B,0.12877966564833065,False
0,associative learning (GO:0008306),1,9,1375,12875,0.6382486475785212,MAP1A,0.8144785734829143,False
0,ATF6-mediated unfolded protein response (GO:0036500),4,9,1375,12875,0.010497076402366495,ATF6B;CALR;DDIT3;HSPA5,0.12317238437229831,False
0,ATP transport (GO:0015867),2,12,1375,12875,0.37216426682301557,CD47;CR1,0.7087066120266905,False
0,ATP-dependent chromatin remodeling (GO:0043044),2,42,1375,12875,0.947825209415256,ACTB;ANP32E,0.9744128260179478,False
0,atrial cardiac muscle cell to AV node cell signaling (GO:0086026),1,8,1375,12875,0.594965658579258,KCNQ1,0.7982551450045406,False
0,atrial septum development (GO:0003283),1,14,1375,12875,0.7944387971741591,MDM4,0.895136271465382,False
0,atrial septum morphogenesis (GO:0060413),1,11,1375,12875,0.7114409635360774,SOX4,0.8546291965651902,False
0,atrioventricular valve development (GO:0003171),2,14,1375,12875,0.4499578052356693,MDM4;TGFBR2,0.7489115711008046,False
0,atrioventricular valve formation (GO:0003190),1,7,1375,12875,0.5465081436176709,HEY1,0.7782246162353882,False
0,atrioventricular valve morphogenesis (GO:0003181),4,19,1375,12875,0.13750448245818153,HEY1;MDM4;SOX4;TGFBR2,0.451646012350851,False
0,attachment of mitotic spindle microtubules to kinetochore (GO:0051315),3,12,1375,12875,0.12873545153124166,CDT1;CENPE;KIF2C,0.4316761853445692,False
0,autonomic nervous system development (GO:0048483),6,21,1375,12875,0.019445089200802658,ARX;FN1;NTRK1;RHOXF1;SOX4;TFAP2B,0.16445664510314476,False
0,autophagosome membrane docking (GO:0016240),2,7,1375,12875,0.16675704585536705,VAMP8;VMP1,0.4798284694102779,False
0,autophagy of mitochondrion (GO:0000422),5,40,1375,12875,0.42703021582294126,ATG2A;GABARAPL1;MAP1LC3B;SQSTM1;WIPI1,0.7281519917632264,False
0,autophagy of nucleus (GO:0044804),2,16,1375,12875,0.5219816608030684,ATG2A;WIPI1,0.7782246162353882,False
0,autophagy of peroxisome (GO:0030242),3,12,1375,12875,0.12873545153124166,MAP1LC3B;NBR1;SQSTM1,0.4316761853445692,False
0,AV node cell to bundle of His cell communication (GO:0086067),1,7,1375,12875,0.5465081436176709,CACNA1G,0.7782246162353882,False
0,axo-dendritic transport (GO:0008088),1,6,1375,12875,0.49225798679448474,HSPA8,0.7564168211837425,False
0,axon extension (GO:0048675),4,24,1375,12875,0.2501230526976236,ALCAM;HSP90AA1;HSP90AB1;MAP1B,0.5870865809947592,False
0,axon regeneration (GO:0031103),2,9,1375,12875,0.24870174658515173,DHFR;FOLR1,0.5870865809947592,False
0,axonal fasciculation (GO:0007413),1,12,1375,12875,0.7422842996009014,RTN4,0.8665749201989765,False
0,B cell activation (GO:0042113),12,85,1375,12875,0.1928787066896045,ADAM17;BTK;CD70;HHEX;KIT;KLF6;LYL1;MEF2C;PHB;PLCG2;PRKCB;PTPRC,0.5260099455281773,False
0,B cell activation involved in immune response (GO:0002312),2,16,1375,12875,0.5219816608030684,MSH6;RNF168,0.7782246162353882,False
0,B cell chemotaxis (GO:0035754),1,6,1375,12875,0.49225798679448474,HSD3B7,0.7564168211837425,False
0,B cell differentiation (GO:0030183),8,61,1375,12875,0.32486125061753934,ADAM17;HHEX;IRF2BP2;KIT;KLF6;LYL1;PLCG2;PTPRC,0.6635032128376692,False
0,B cell homeostasis (GO:0001782),3,10,1375,12875,0.08229806495453161,MEF2C;NCKAP1L;TNFAIP3,0.3706716207822814,False
0,B cell mediated immunity (GO:0019724),3,11,1375,12875,0.10449707922569768,CD70;CD74;FCER1G,0.4081591902037511,False
0,B cell proliferation (GO:0042100),3,32,1375,12875,0.6792717229100798,CD70;MEF2C;PTPRC,0.8356882386096329,False
0,basic amino acid transport (GO:0015802),1,8,1375,12875,0.594965658579258,SLC3A1,0.7982551450045406,False
0,bicarbonate transport (GO:0015701),4,35,1375,12875,0.5225628437230181,AQP1;HBA1;HBB;SLC4A1,0.7782246162353882,False
0,bile acid and bile salt transport (GO:0015721),4,28,1375,12875,0.35019745396626517,ABCC3;CEACAM1;SLCO1A2;SLCO2B1,0.6895028099298096,False
0,blood circulation (GO:0008015),7,51,1375,12875,0.300174581721629,ACE;ACVRL1;C3AR1;HOXB2;SCPEP1;SERPING1;TNNI3,0.6410996219882797,False
0,blood vessel diameter maintenance (GO:0097746),4,35,1375,12875,0.5225628437230181,ACE;GPER1;KLF2;SCPEP1,0.7782246162353882,False
0,blood vessel endothelial cell migration (GO:0043534),6,23,1375,12875,0.030094087825512168,ADTRP;EFNB2;EGR3;ID1;MYH9;NR4A1,0.20877600536383695,False
0,blood vessel endothelial cell proliferation involved in sprouting angiogenesis (GO:0002043),1,6,1375,12875,0.49225798679448474,ACVRL1,0.7564168211837425,False
0,blood vessel morphogenesis (GO:0048514),10,56,1375,12875,0.07057039017817891,ADM;CYP1B1;EFNB2;ENG;FLT1;HES1;ID1;TGFB1;TGFBR2;TNNI3,0.34363996522661017,False
0,bone cell development (GO:0098751),2,9,1375,12875,0.24870174658515173,ANXA2;KIT,0.5870865809947592,False
0,bone development (GO:0060348),7,40,1375,12875,0.1287382783483325,AKAP13;FGFR2;LRRC17;OSR2;PPIB;PTPRC;TFAP2A,0.4316761853445692,False
0,bone marrow development (GO:0048539),2,5,1375,12875,0.0915548429759405,LRRC17;PTPRC,0.3787288454984945,False
0,bone morphogenesis (GO:0060349),3,14,1375,12875,0.18215142126956088,FGFR2;OSR2;TFAP2A,0.5006767355685693,False
0,bone resorption (GO:0045453),4,9,1375,12875,0.010497076402366495,ACP5;PTK2B;RAB3D;TPP1,0.12317238437229831,False
0,brain development (GO:0007420),19,150,1375,12875,0.24859299222173248,BPTF;CENPF;CLN5;CTNNA2;DDIT4;DLX2;EGR2;HAP1;MDGA1;MEIS1;MEIS3;NDRG4;PBX1;PHGDH;RELN;ROGDI;TGFBR2;UGP2;ZFHX3,0.5870865809947592,False
0,brain morphogenesis (GO:0048854),1,12,1375,12875,0.7422842996009014,CTNNA2,0.8665749201989765,False
0,branching involved in blood vessel morphogenesis (GO:0001569),3,14,1375,12875,0.18215142126956088,CTNNB1;ENG;TGFBR2,0.5006767355685693,False
0,branching involved in ureteric bud morphogenesis (GO:0001658),3,19,1375,12875,0.3313647190598476,CITED1;MYC;TCF21,0.6635032128376692,False
0,branching morphogenesis of an epithelial tube (GO:0048754),6,44,1375,12875,0.3280281674443344,CITED1;CTNNB1;ENG;MYC;TCF21;TGFBR2,0.6635032128376692,False
0,bundle of His cell to Purkinje myocyte communication (GO:0086069),1,9,1375,12875,0.6382486475785212,DSC2,0.8144785734829143,False
0,bundle of His cell-Purkinje myocyte adhesion involved in cell communication (GO:0086073),1,6,1375,12875,0.49225798679448474,DSC2,0.7564168211837425,False
0,C21-steroid hormone metabolic process (GO:0008207),1,24,1375,12875,0.9336715447948669,DHRS9,0.9698855579694068,False
0,calcitonin family receptor signaling pathway (GO:0097646),2,7,1375,12875,0.16675704585536705,ADM;IAPP,0.4798284694102779,False
0,calcium ion homeostasis (GO:0055074),11,97,1375,12875,0.4643987909680972,ATP1B1;ATP2B4;ATP6V1B1;CALR;CCL5;SLC24A3;SNCA;STIM2;TFAP2B;TMTC2;TNNI3,0.7564168211837425,False
0,calcium ion transmembrane transport (GO:0070588),10,87,1375,12875,0.45307766216682716,ATP2B4;CACNA1D;CACNA1G;CACNA2D4;P2RX4;P2RX7;PHB;SLC24A3;TRPM4;TRPM6,0.751770640402305,False
0,calcium ion transport into cytosol (GO:0060402),1,21,1375,12875,0.906864608449506,ATP2B4,0.9558224858985963,False
0,calcium ion-regulated exocytosis of neurotransmitter (GO:0048791),1,12,1375,12875,0.7422842996009014,SYT1,0.8665749201989765,False
0,calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules (GO:0016339),1,36,1375,12875,0.9829519047118008,PCDHB5,0.9961626087214076,False
0,calcium-independent cell-cell adhesion via plasma membrane cell-adhesion molecules (GO:0016338),3,20,1375,12875,0.36192437017903456,CLDN6;CLDN7;CLDN9,0.7046225622590896,False
0,calcium-ion regulated exocytosis (GO:0017156),3,27,1375,12875,0.5620488608617352,SYT1;SYT11;VAMP2,0.7901211778870558,False
0,calcium-mediated signaling (GO:0019722),17,102,1375,12875,0.04171595591590627,ATP1B1;AZU1;BTK;CCR10;CCR7;CCRL2;CXCL8;DMTN;MCTP1;P2RX4;P2RX7;PLCG2;PPP3CA;PTGDR2;PTPRC;TNNI3;TRPM4,0.25630774090684766,False
0,canonical Wnt signaling pathway (GO:0060070),4,68,1375,12875,0.9416251314966542,CTNNB1;FZD7;NR4A2;SFRP5,0.9733077188008464,False
0,carbohydrate biosynthetic process (GO:0016051),4,24,1375,12875,0.2501230526976236,B3GALT4;B4GALNT2;B4GALT1;FUT1,0.5870865809947592,False
0,carbohydrate catabolic process (GO:0016052),8,41,1375,12875,0.06526709882702927,ENO1;ENO4;GAPDH;LDHA;MANBA;NEU1;PGAM2;PKM,0.32847273905077884,False
0,carbohydrate derivative biosynthetic process (GO:1901137),3,28,1375,12875,0.5874710296891913,G6PD;RRM2;TKT,0.7982551450045406,False
0,carbohydrate derivative catabolic process (GO:1901136),3,19,1375,12875,0.3313647190598476,BPGM;FUCA1;MANBA,0.6635032128376692,False
0,carbohydrate derivative transport (GO:1901264),3,18,1375,12875,0.30075520801747924,NPC2;SLC15A2;SLC15A3,0.6410996219882797,False
0,carbohydrate phosphorylation (GO:0046835),1,8,1375,12875,0.594965658579258,TKFC,0.7982551450045406,False
0,carbohydrate transport (GO:0008643),1,14,1375,12875,0.7944387971741591,AQP1,0.895136271465382,False
0,carbon dioxide transport (GO:0015670),2,5,1375,12875,0.0915548429759405,AQP1;AQP6,0.3787288454984945,False
0,carboxylic acid transport (GO:0046942),5,57,1375,12875,0.7423547176965775,PSAP;SLC16A3;SLC16A9;SLC3A2;SLC7A8,0.8665749201989765,False
0,cardiac atrium development (GO:0003230),2,8,1375,12875,0.20730553888656114,ENG;MDM4,0.5433642041832198,False
0,cardiac atrium morphogenesis (GO:0003209),1,19,1375,12875,0.8832192972288873,ENG,0.9418300724406051,False
0,cardiac cell development (GO:0055006),2,13,1375,12875,0.411699750383368,ALPK3;MYH11,0.7281519917632264,False
0,cardiac left ventricle morphogenesis (GO:0003214),3,14,1375,12875,0.18215142126956088,FOXF1;HAND1;TGFBR2,0.5006767355685693,False
0,cardiac muscle cell action potential (GO:0086001),5,30,1375,12875,0.2114311387468256,ATP1B1;CACNA1D;CACNA1G;KCNH2;KCNQ1,0.5452835170890354,False
0,cardiac muscle cell contraction (GO:0086003),3,19,1375,12875,0.3313647190598476,CACNA1D;CACNA1G;GSN,0.6635032128376692,False
0,cardiac muscle cell development (GO:0055013),2,24,1375,12875,0.7429562862979258,ALPK3;MYH11,0.8665749201989765,False
0,cardiac muscle cell differentiation (GO:0055007),4,24,1375,12875,0.2501230526976236,AKAP13;ALPK3;MEF2C;MYH11,0.5870865809947592,False
0,cardiac muscle cell membrane repolarization (GO:0099622),3,11,1375,12875,0.10449707922569768,ATP1B1;KCNH2;KCNQ1,0.4081591902037511,False
0,cardiac muscle cell myoblast differentiation (GO:0060379),1,5,1375,12875,0.4315232962196622,TBX2,0.7281519917632264,False
0,cardiac muscle cell proliferation (GO:0060038),1,5,1375,12875,0.4315232962196622,NDRG4,0.7281519917632264,False
0,cardiac muscle cell-cardiac muscle cell adhesion (GO:0086042),1,7,1375,12875,0.5465081436176709,DSC2,0.7782246162353882,False
0,cardiac muscle tissue morphogenesis (GO:0055008),7,32,1375,12875,0.04841933707004803,ENG;FGFR2;HAND1;S1PR1;TGFB1;TNNI3;TPM1,0.2756076161834614,False
0,cardiac myofibril assembly (GO:0055003),1,15,1375,12875,0.8164158326990432,NEB,0.9057316380819443,False
0,cardiac right ventricle morphogenesis (GO:0003215),2,13,1375,12875,0.411699750383368,HAND1;SOX4,0.7281519917632264,False
0,cardiac ventricle development (GO:0003231),4,20,1375,12875,0.15819336271778672,ENG;HES1;HEY1;MDM4,0.4798284694102779,False
0,cardiac ventricle formation (GO:0003211),3,6,1375,12875,0.018964842236721652,HAND1;MEF2C;SOX4,0.1630352075411997,False
0,cardiac ventricle morphogenesis (GO:0003208),11,44,1375,12875,0.005467842216178935,ENG;FGFR2;FOXF1;HAND1;HEY1;MEF2C;SOX4;TGFB1;TGFBR2;TNNI3;TPM1,0.0943993585917173,False
0,cardiocyte differentiation (GO:0035051),1,12,1375,12875,0.7422842996009014,AKAP13,0.8665749201989765,False
0,carnitine transport (GO:0015879),1,6,1375,12875,0.49225798679448474,PDZK1,0.7564168211837425,False
0,cartilage development (GO:0051216),9,52,1375,12875,0.09764971371957097,COL2A1;GHRL;MEF2C;OSR2;RUNX1;RUNX2;SOX5;TGFB1;ZBTB16,0.3953299456592708,False
0,catechol-containing compound biosynthetic process (GO:0009713),2,5,1375,12875,0.0915548429759405,DDC;PNMT,0.3787288454984945,False
0,catecholamine metabolic process (GO:0006584),3,15,1375,12875,0.21074159039991355,COMT;DDC;PNMT,0.5448504731997764,False
