cluster_id,go_term,k,K,n,N,pval,overlap_genes,pval_adj,significant
0,acylglycerol homeostasis (GO:0055090),5,5,1375,1490,0.6688640573582811,ANGPTL4;APOE;HNF4A;IL18;PNPLA8,0.9996626926295505,False
0,adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains (GO:0002460),6,6,1375,1490,0.6170665040948453,CD55;CD70;EBI3;IL18;MYO1G;PHB,0.9996626926295505,False
0,adenylate cyclase-activating adrenergic receptor signaling pathway (GO:0071880),1,1,1375,1490,0.9228187919463087,AKAP13,0.9996626926295505,False
0,adenylate cyclase-activating G protein-coupled receptor signaling pathway (GO:0007189),13,16,1375,1490,0.9703563005660173,ABCA1;ADCY2;ADCY4;ADGRD1;ADGRE2;ADGRE5;ADGRG5;ADM;GPER1;GPR65;IAPP;PTGIR;S1PR1,0.9996626926295505,False
0,adenylate cyclase-inhibiting G protein-coupled acetylcholine receptor signaling pathway (GO:0007197),1,1,1375,1490,0.9228187919463087,CHRM5,0.9996626926295505,False
0,adenylate cyclase-inhibiting G protein-coupled receptor signaling pathway (GO:0007193),8,10,1375,1490,0.9639958825134981,ADCY2;ADCY4;AKAP12;CHRM5;FLNA;GNAI2;OPRL1;PSAP,0.9996626926295505,False
0,adenylate cyclase-modulating G protein-coupled receptor signaling pathway (GO:0007188),20,24,1375,1490,0.9674810492596777,ABCA1;ADCY2;ADCY4;ADGRD1;ADGRE2;ADGRE5;ADGRG5;ADM;AKAP12;CACNA1D;GIPR;GNAI2;GPER1;GPR65;IAPP;OPRL1;PSAP;PTGIR;PTH2R;S1PR1,0.9996626926295505,False
0,adipose tissue development (GO:0060612),1,1,1375,1490,0.9228187919463087,ARID5B,0.9996626926295505,False
0,adrenal gland development (GO:0030325),2,2,1375,1490,0.8515466891432022,DKK3;MDK,0.9996626926295505,False
0,adrenergic receptor signaling pathway (GO:0071875),1,1,1375,1490,0.9228187919463087,AKAP13,0.9996626926295505,False
0,aggrephagy (GO:0035973),6,6,1375,1490,0.6170665040948453,DYNC1I1;DYNLL1;SQSTM1;UBB;UBC;VIM,0.9996626926295505,False
0,alcohol catabolic process (GO:0046164),2,2,1375,1490,0.8515466891432022,APOE;CYP27A1,0.9996626926295505,False
0,aldehyde biosynthetic process (GO:0046184),1,1,1375,1490,0.9228187919463087,TKT,0.9996626926295505,False
0,aldehyde catabolic process (GO:0046185),1,1,1375,1490,0.9228187919463087,ALDH3B1,0.9996626926295505,False
0,alditol phosphate metabolic process (GO:0052646),1,1,1375,1490,0.9228187919463087,GPAT2,0.9996626926295505,False
0,alpha-amino acid biosynthetic process (GO:1901607),1,1,1375,1490,0.9228187919463087,SDSL,0.9996626926295505,False
0,alpha-amino acid metabolic process (GO:1901605),4,4,1375,1490,0.7249686281797271,DDAH2;GLUL;HNF4A;MTHFR,0.9996626926295505,False
0,alpha-beta T cell activation (GO:0046631),5,5,1375,1490,0.6688640573582811,ANXA1;CLEC4A;HLA-A;HLA-E;RSAD2,0.9996626926295505,False
0,alpha-linolenic acid metabolic process (GO:0036109),3,3,1375,1490,0.78573494905485,ACSL1;FADS1;HSD17B4,0.9996626926295505,False
0,ameboidal-type cell migration (GO:0001667),3,5,1375,1490,0.9960044120022806,ITGB7;SEMA6B;SEMA7A,0.9996626926295505,False
0,amide biosynthetic process (GO:0043604),3,3,1375,1490,0.78573494905485,ASAH1;PNPLA1;SMPD1,0.9996626926295505,False
0,amide transport (GO:0042886),5,6,1375,1490,0.9278518236754607,ABCG2;FOLR1;PDPN;TAP1;UPK3A,0.9996626926295505,False
0,amino acid import (GO:0043090),1,2,1375,1490,0.9940908947494151,SLC7A8,0.9996626926295505,False
0,amino acid import across plasma membrane (GO:0089718),2,3,1375,1490,0.983170169319907,SLC3A2;SLC7A8,0.9996626926295505,False
0,amino acid transport (GO:0006865),7,7,1375,1490,0.5692480081575764,PDPN;SLC25A45;SLC3A1;SLC3A2;SLC6A19;SLC7A11;SLC7A8,0.9996626926295505,False
0,amino sugar biosynthetic process (GO:0046349),1,1,1375,1490,0.9228187919463087,NAGK,0.9996626926295505,False
0,amino sugar catabolic process (GO:0046348),2,2,1375,1490,0.8515466891432022,ALDH1A1;NAGK,0.9996626926295505,False
0,amino sugar metabolic process (GO:0006040),1,2,1375,1490,0.9940908947494151,B4GALNT2,0.9996626926295505,False
0,aminoglycan biosynthetic process (GO:0006023),4,5,1375,1490,0.9493869114655107,B3GNT8;GCNT2;HAS1;SDC2,0.9996626926295505,False
0,aminoglycan catabolic process (GO:0006026),5,6,1375,1490,0.9278518236754607,CHI3L2;FUCA1;HPSE2;IDS;SDC2,0.9996626926295505,False
0,aminophospholipid transport (GO:0015917),1,1,1375,1490,0.9228187919463087,ATP8A2,0.9996626926295505,False
0,amylin receptor signaling pathway (GO:0097647),2,2,1375,1490,0.8515466891432022,ADM;IAPP,0.9996626926295505,False
0,amyloid fibril formation (GO:1990000),11,12,1375,1490,0.7644503551925809,B2M;CST3;GSN;IAPP;ITM2B;LYZ;MFGE8;SNCA;UBB;UBC;UBE2L6,0.9996626926295505,False
0,amyloid precursor protein metabolic process (GO:0042982),3,3,1375,1490,0.78573494905485,ADAM17;ADAM19;APOE,0.9996626926295505,False
0,amyloid-beta metabolic process (GO:0050435),1,1,1375,1490,0.9228187919463087,ACE,0.9996626926295505,False
0,androgen metabolic process (GO:0008209),2,2,1375,1490,0.8515466891432022,DHRS9;HSD17B4,0.9996626926295505,False
0,angiogenesis involved in wound healing (GO:0060055),2,3,1375,1490,0.983170169319907,CD34;GATA2,0.9996626926295505,False
0,angiotensin maturation (GO:0002003),3,3,1375,1490,0.78573494905485,ACE;CTSZ;ENPEP,0.9996626926295505,False
0,angiotensin-activated signaling pathway (GO:0038166),1,1,1375,1490,0.9228187919463087,CAMK2A,0.9996626926295505,False
0,anion homeostasis (GO:0055081),2,2,1375,1490,0.8515466891432022,CYBRD1;KCTD7,0.9996626926295505,False
0,anion transmembrane transport (GO:0098656),4,5,1375,1490,0.9493869114655107,ARL6IP5;SLC3A2;SLC44A4;SLC7A8,0.9996626926295505,False
0,anion transport (GO:0006820),4,4,1375,1490,0.7249686281797271,ABCG2;SLC4A1;SLCO1A2;SLCO2B1,0.9996626926295505,False
0,anoikis (GO:0043276),2,2,1375,1490,0.8515466891432022,BMF;DAPK2,0.9996626926295505,False
0,anterior/posterior axis specification (GO:0009948),3,4,1375,1490,0.9680339116802187,DDIT3;LHX1;TBX3,0.9996626926295505,False
0,"anterior/posterior axis specification, embryo (GO:0008595)",1,2,1375,1490,0.9940908947494151,TBX3,0.9996626926295505,False
0,anterior/posterior pattern specification (GO:0009952),14,15,1375,1490,0.6756272356048717,BHLHE40;DDIT3;HES1;HES2;HES4;HES6;HES7;HEY1;HHEX;HOXB4;HOXB5;HOXB6;HOXB9;LHX1,0.9996626926295505,False
0,antibacterial humoral response (GO:0019731),5,6,1375,1490,0.9278518236754607,HLA-A;HLA-E;JCHAIN;RNASE6;TF,0.9996626926295505,False
0,antifungal innate immune response (GO:0061760),2,2,1375,1490,0.8515466891432022,CLEC4D;PLCG2,0.9996626926295505,False
0,antigen processing and presentation of endogenous peptide antigen (GO:0002483),5,5,1375,1490,0.6688640573582811,B2M;ERAP2;HLA-A;HLA-E;TAP1,0.9996626926295505,False
0,antigen processing and presentation of endogenous peptide antigen via MHC class I (GO:0019885),4,4,1375,1490,0.7249686281797271,B2M;ERAP2;HLA-A;TAP1,0.9996626926295505,False
0,antigen processing and presentation of exogenous peptide antigen (GO:0002478),19,19,1375,1490,0.21528177912458293,AP1S2;CAPZA1;CD74;CENPE;CLEC4A;CLTA;CTSL;CTSS;DYNC1I1;DYNLL1;FCER1G;HLA-A;HLA-DMA;HLA-DPA1;HLA-DPB1;HLA-E;IFI30;KIF2C;SEC24D,0.9996626926295505,False
0,antigen processing and presentation of exogenous peptide antigen via MHC class I (GO:0042590),25,25,1375,1490,0.13198142623277298,B2M;CALR;CLEC4A;CYBA;CYBB;FCER1G;FCGR1A;HLA-A;HLA-B;HLA-C;HLA-E;IFI30;NCF1;NCF2;PSMA4;PSMB1;PSMB2;PSMB3;PSMB6;PSMB8;PSMB9;PSME1;TAP1;TAPBP;VAMP8,0.9996626926295505,False
0,antigen processing and presentation of exogenous peptide antigen via MHC class II (GO:0019886),16,16,1375,1490,0.2747364232158777,AP1S2;CAPZA1;CD74;CENPE;CLTA;CTSL;CTSS;DYNC1I1;DYNLL1;FCER1G;HLA-DMA;HLA-DPA1;HLA-DPB1;IFI30;KIF2C;SEC24D,0.9996626926295505,False
0,antigen processing and presentation of peptide antigen via MHC class I (GO:0002474),14,14,1375,1490,0.32314510685443637,ACE;B2M;CALR;CLEC4A;ERAP2;FCER1G;HLA-A;HLA-B;HLA-C;HLA-E;IFI30;SEC24D;TAP1;TAPBP,0.9996626926295505,False
0,antigen processing and presentation of peptide antigen via MHC class II (GO:0002495),16,16,1375,1490,0.2747364232158777,AP1S2;CAPZA1;CD74;CENPE;CLTA;CTSL;CTSS;DYNC1I1;DYNLL1;FCER1G;HLA-DMA;HLA-DPA1;HLA-DPB1;IFI30;KIF2C;SEC24D,0.9996626926295505,False
0,antigen receptor-mediated signaling pathway (GO:0050851),27,30,1375,1490,0.8036885604860875,BTK;BTNL9;CD3D;CD3G;CD4;GRAP2;HLA-A;HLA-DPA1;HLA-DPB1;LCP2;MEF2C;NCKAP1L;PAK3;PIK3R1;PLCG2;PRAM1;PRKCB;PSMA4;PSMB1;PSMB2;PSMB3;PSMB6;PSMB8;PSMB9;PSME1;PTPRC;THEMIS2,0.9996626926295505,False
0,antimicrobial humoral immune response mediated by antimicrobial peptide (GO:0061844),6,7,1375,1490,0.9039774797184592,CXCL5;CXCL8;GAPDH;HMGN2;PGLYRP4;RNASE6,0.9996626926295505,False
0,antiviral innate immune response (GO:0140374),2,2,1375,1490,0.8515466891432022,DDX58;PHB,0.9996626926295505,False
0,aorta development (GO:0035904),3,4,1375,1490,0.9680339116802187,LRP1;TBX2;TFAP2B,0.9996626926295505,False
0,aortic valve development (GO:0003176),2,3,1375,1490,0.983170169319907,HEY1;TGFB1,0.9996626926295505,False
0,aortic valve morphogenesis (GO:0003180),2,3,1375,1490,0.983170169319907,HEY1;TGFB1,0.9996626926295505,False
0,apical protein localization (GO:0045176),1,1,1375,1490,0.9228187919463087,ACTB,0.9996626926295505,False
0,apoptotic cell clearance (GO:0043277),8,9,1375,1490,0.8510817255632541,ANXA1;HMGB1;LRP1;RAC2;RHOH;THBS1;TYROBP;XKR4,0.9996626926295505,False
0,apoptotic process (GO:0006915),47,50,1375,1490,0.45167627926970644,AHR;ARHGEF6;ATCAY;BBC3;BCL2L1;BCL2L11;BIK;BMF;CAPN3;CASP4;CD2;CIDEC;CSRNP1;DAPK2;DDIT4;ERBB3;GADD45A;GAPDH;IAPP;IER3;IFI27;IFI27L2;IFI6;IFIT2;IRF1;ITGB2;JADE1;LTA;MYC;NFKBIA;NOX5;PAK6;PDE1B;PHLDA2;PMAIP1;PPP1R15A;PRF1;PTK2B;PYCARD;RFK;RHOB;RTN4;SFRP5;TGFBR2;TNFRSF19;TNFSF14;ZBTB16,0.9996626926295505,False
0,arachidonic acid metabolic process (GO:0019369),9,12,1375,1490,0.9897408041329501,ALOX5;CYP1B1;CYP4F3;MGLL;PLA2G4C;PNPLA8;PTGDS;PTGES;PTGS1,0.9996626926295505,False
0,aromatic amino acid family metabolic process (GO:0009072),1,1,1375,1490,0.9228187919463087,ASRGL1,0.9996626926295505,False
0,aromatic amino acid transport (GO:0015801),2,2,1375,1490,0.8515466891432022,SLC3A2;SLC7A8,0.9996626926295505,False
0,artery development (GO:0060840),3,4,1375,1490,0.9680339116802187,ACVRL1;ENG;HES1,0.9996626926295505,False
0,artery morphogenesis (GO:0048844),8,8,1375,1490,0.5251053777205423,ENG;FOLR1;FOXF1;HES1;HPGD;LRP1;TBX2;TFAP2B,0.9996626926295505,False
0,associative learning (GO:0008306),1,1,1375,1490,0.9228187919463087,MAP1A,0.9996626926295505,False
0,ATF6-mediated unfolded protein response (GO:0036500),4,4,1375,1490,0.7249686281797271,ATF6B;CALR;DDIT3;HSPA5,0.9996626926295505,False
0,ATP transport (GO:0015867),2,2,1375,1490,0.8515466891432022,CD47;CR1,0.9996626926295505,False
0,ATP-dependent chromatin remodeling (GO:0043044),2,2,1375,1490,0.8515466891432022,ACTB;ANP32E,0.9996626926295505,False
0,atrial cardiac muscle cell to AV node cell signaling (GO:0086026),1,2,1375,1490,0.9940908947494151,KCNQ1,0.9996626926295505,False
0,atrial septum development (GO:0003283),1,1,1375,1490,0.9228187919463087,MDM4,0.9996626926295505,False
0,atrial septum morphogenesis (GO:0060413),1,1,1375,1490,0.9228187919463087,SOX4,0.9996626926295505,False
0,atrioventricular valve development (GO:0003171),2,2,1375,1490,0.8515466891432022,MDM4;TGFBR2,0.9996626926295505,False
0,atrioventricular valve formation (GO:0003190),1,1,1375,1490,0.9228187919463087,HEY1,0.9996626926295505,False
0,atrioventricular valve morphogenesis (GO:0003181),4,4,1375,1490,0.7249686281797271,HEY1;MDM4;SOX4;TGFBR2,0.9996626926295505,False
0,attachment of mitotic spindle microtubules to kinetochore (GO:0051315),3,3,1375,1490,0.78573494905485,CDT1;CENPE;KIF2C,0.9996626926295505,False
0,autonomic nervous system development (GO:0048483),6,7,1375,1490,0.9039774797184592,ARX;FN1;NTRK1;RHOXF1;SOX4;TFAP2B,0.9996626926295505,False
0,autophagosome membrane docking (GO:0016240),2,2,1375,1490,0.8515466891432022,VAMP8;VMP1,0.9996626926295505,False
0,autophagy of mitochondrion (GO:0000422),5,5,1375,1490,0.6688640573582811,ATG2A;GABARAPL1;MAP1LC3B;SQSTM1;WIPI1,0.9996626926295505,False
0,autophagy of nucleus (GO:0044804),2,2,1375,1490,0.8515466891432022,ATG2A;WIPI1,0.9996626926295505,False
0,autophagy of peroxisome (GO:0030242),3,3,1375,1490,0.78573494905485,MAP1LC3B;NBR1;SQSTM1,0.9996626926295505,False
0,AV node cell to bundle of His cell communication (GO:0086067),1,1,1375,1490,0.9228187919463087,CACNA1G,0.9996626926295505,False
0,axo-dendritic transport (GO:0008088),1,1,1375,1490,0.9228187919463087,HSPA8,0.9996626926295505,False
0,axon extension (GO:0048675),4,5,1375,1490,0.9493869114655107,ALCAM;HSP90AA1;HSP90AB1;MAP1B,0.9996626926295505,False
0,axon regeneration (GO:0031103),2,2,1375,1490,0.8515466891432022,DHFR;FOLR1,0.9996626926295505,False
0,axonal fasciculation (GO:0007413),1,1,1375,1490,0.9228187919463087,RTN4,0.9996626926295505,False
0,B cell activation (GO:0042113),12,14,1375,1490,0.9127977263584628,ADAM17;BTK;CD70;HHEX;KIT;KLF6;LYL1;MEF2C;PHB;PLCG2;PRKCB;PTPRC,0.9996626926295505,False
0,B cell activation involved in immune response (GO:0002312),2,2,1375,1490,0.8515466891432022,MSH6;RNF168,0.9996626926295505,False
0,B cell chemotaxis (GO:0035754),1,1,1375,1490,0.9228187919463087,HSD3B7,0.9996626926295505,False
0,B cell differentiation (GO:0030183),8,10,1375,1490,0.9639958825134981,ADAM17;HHEX;IRF2BP2;KIT;KLF6;LYL1;PLCG2;PTPRC,0.9996626926295505,False
0,B cell homeostasis (GO:0001782),3,3,1375,1490,0.78573494905485,MEF2C;NCKAP1L;TNFAIP3,0.9996626926295505,False
0,B cell mediated immunity (GO:0019724),3,3,1375,1490,0.78573494905485,CD70;CD74;FCER1G,0.9996626926295505,False
0,B cell proliferation (GO:0042100),3,3,1375,1490,0.78573494905485,CD70;MEF2C;PTPRC,0.9996626926295505,False
0,basic amino acid transport (GO:0015802),1,1,1375,1490,0.9228187919463087,SLC3A1,0.9996626926295505,False
0,bicarbonate transport (GO:0015701),4,4,1375,1490,0.7249686281797271,AQP1;HBA1;HBB;SLC4A1,0.9996626926295505,False
0,bile acid and bile salt transport (GO:0015721),4,4,1375,1490,0.7249686281797271,ABCC3;CEACAM1;SLCO1A2;SLCO2B1,0.9996626926295505,False
0,blood circulation (GO:0008015),7,7,1375,1490,0.5692480081575764,ACE;ACVRL1;C3AR1;HOXB2;SCPEP1;SERPING1;TNNI3,0.9996626926295505,False
0,blood vessel diameter maintenance (GO:0097746),4,4,1375,1490,0.7249686281797271,ACE;GPER1;KLF2;SCPEP1,0.9996626926295505,False
0,blood vessel endothelial cell migration (GO:0043534),6,7,1375,1490,0.9039774797184592,ADTRP;EFNB2;EGR3;ID1;MYH9;NR4A1,0.9996626926295505,False
0,blood vessel endothelial cell proliferation involved in sprouting angiogenesis (GO:0002043),1,1,1375,1490,0.9228187919463087,ACVRL1,0.9996626926295505,False
0,blood vessel morphogenesis (GO:0048514),10,11,1375,1490,0.7938829061922503,ADM;CYP1B1;EFNB2;ENG;FLT1;HES1;ID1;TGFB1;TGFBR2;TNNI3,0.9996626926295505,False
0,bone cell development (GO:0098751),2,2,1375,1490,0.8515466891432022,ANXA2;KIT,0.9996626926295505,False
0,bone development (GO:0060348),7,7,1375,1490,0.5692480081575764,AKAP13;FGFR2;LRRC17;OSR2;PPIB;PTPRC;TFAP2A,0.9996626926295505,False
0,bone marrow development (GO:0048539),2,2,1375,1490,0.8515466891432022,LRRC17;PTPRC,0.9996626926295505,False
0,bone morphogenesis (GO:0060349),3,3,1375,1490,0.78573494905485,FGFR2;OSR2;TFAP2A,0.9996626926295505,False
0,bone resorption (GO:0045453),4,4,1375,1490,0.7249686281797271,ACP5;PTK2B;RAB3D;TPP1,0.9996626926295505,False
0,brain development (GO:0007420),19,20,1375,1490,0.5350579092314582,BPTF;CENPF;CLN5;CTNNA2;DDIT4;DLX2;EGR2;HAP1;MDGA1;MEIS1;MEIS3;NDRG4;PBX1;PHGDH;RELN;ROGDI;TGFBR2;UGP2;ZFHX3,0.9996626926295505,False
0,brain morphogenesis (GO:0048854),1,1,1375,1490,0.9228187919463087,CTNNA2,0.9996626926295505,False
0,branching involved in blood vessel morphogenesis (GO:0001569),3,3,1375,1490,0.78573494905485,CTNNB1;ENG;TGFBR2,0.9996626926295505,False
0,branching involved in ureteric bud morphogenesis (GO:0001658),3,3,1375,1490,0.78573494905485,CITED1;MYC;TCF21,0.9996626926295505,False
0,branching morphogenesis of an epithelial tube (GO:0048754),6,7,1375,1490,0.9039774797184592,CITED1;CTNNB1;ENG;MYC;TCF21;TGFBR2,0.9996626926295505,False
0,bundle of His cell to Purkinje myocyte communication (GO:0086069),1,1,1375,1490,0.9228187919463087,DSC2,0.9996626926295505,False
0,bundle of His cell-Purkinje myocyte adhesion involved in cell communication (GO:0086073),1,1,1375,1490,0.9228187919463087,DSC2,0.9996626926295505,False
0,C21-steroid hormone metabolic process (GO:0008207),1,2,1375,1490,0.9940908947494151,DHRS9,0.9996626926295505,False
0,calcitonin family receptor signaling pathway (GO:0097646),2,2,1375,1490,0.8515466891432022,ADM;IAPP,0.9996626926295505,False
0,calcium ion homeostasis (GO:0055074),11,13,1375,1490,0.9275441256170012,ATP1B1;ATP2B4;ATP6V1B1;CALR;CCL5;SLC24A3;SNCA;STIM2;TFAP2B;TMTC2;TNNI3,0.9996626926295505,False
0,calcium ion transmembrane transport (GO:0070588),10,10,1375,1490,0.4467477951195934,ATP2B4;CACNA1D;CACNA1G;CACNA2D4;P2RX4;P2RX7;PHB;SLC24A3;TRPM4;TRPM6,0.9996626926295505,False
0,calcium ion transport into cytosol (GO:0060402),1,1,1375,1490,0.9228187919463087,ATP2B4,0.9996626926295505,False
0,calcium ion-regulated exocytosis of neurotransmitter (GO:0048791),1,1,1375,1490,0.9228187919463087,SYT1,0.9996626926295505,False
0,calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules (GO:0016339),1,2,1375,1490,0.9940908947494151,PCDHB5,0.9996626926295505,False
0,calcium-independent cell-cell adhesion via plasma membrane cell-adhesion molecules (GO:0016338),3,4,1375,1490,0.9680339116802187,CLDN6;CLDN7;CLDN9,0.9996626926295505,False
0,calcium-ion regulated exocytosis (GO:0017156),3,5,1375,1490,0.9960044120022806,SYT1;SYT11;VAMP2,0.9996626926295505,False
0,calcium-mediated signaling (GO:0019722),17,20,1375,1490,0.9378204295527847,ATP1B1;AZU1;BTK;CCR10;CCR7;CCRL2;CXCL8;DMTN;MCTP1;P2RX4;P2RX7;PLCG2;PPP3CA;PTGDR2;PTPRC;TNNI3;TRPM4,0.9996626926295505,False
0,canonical Wnt signaling pathway (GO:0060070),4,5,1375,1490,0.9493869114655107,CTNNB1;FZD7;NR4A2;SFRP5,0.9996626926295505,False
0,carbohydrate biosynthetic process (GO:0016051),4,5,1375,1490,0.9493869114655107,B3GALT4;B4GALNT2;B4GALT1;FUT1,0.9996626926295505,False
0,carbohydrate catabolic process (GO:0016052),8,8,1375,1490,0.5251053777205423,ENO1;ENO4;GAPDH;LDHA;MANBA;NEU1;PGAM2;PKM,0.9996626926295505,False
0,carbohydrate derivative biosynthetic process (GO:1901137),3,3,1375,1490,0.78573494905485,G6PD;RRM2;TKT,0.9996626926295505,False
0,carbohydrate derivative catabolic process (GO:1901136),3,3,1375,1490,0.78573494905485,BPGM;FUCA1;MANBA,0.9996626926295505,False
0,carbohydrate derivative transport (GO:1901264),3,3,1375,1490,0.78573494905485,NPC2;SLC15A2;SLC15A3,0.9996626926295505,False
0,carbohydrate phosphorylation (GO:0046835),1,1,1375,1490,0.9228187919463087,TKFC,0.9996626926295505,False
0,carbohydrate transport (GO:0008643),1,2,1375,1490,0.9940908947494151,AQP1,0.9996626926295505,False
0,carbon dioxide transport (GO:0015670),2,2,1375,1490,0.8515466891432022,AQP1;AQP6,0.9996626926295505,False
0,carboxylic acid transport (GO:0046942),5,6,1375,1490,0.9278518236754607,PSAP;SLC16A3;SLC16A9;SLC3A2;SLC7A8,0.9996626926295505,False
0,cardiac atrium development (GO:0003230),2,2,1375,1490,0.8515466891432022,ENG;MDM4,0.9996626926295505,False
0,cardiac atrium morphogenesis (GO:0003209),1,2,1375,1490,0.9940908947494151,ENG,0.9996626926295505,False
0,cardiac cell development (GO:0055006),2,2,1375,1490,0.8515466891432022,ALPK3;MYH11,0.9996626926295505,False
0,cardiac left ventricle morphogenesis (GO:0003214),3,3,1375,1490,0.78573494905485,FOXF1;HAND1;TGFBR2,0.9996626926295505,False
0,cardiac muscle cell action potential (GO:0086001),5,6,1375,1490,0.9278518236754607,ATP1B1;CACNA1D;CACNA1G;KCNH2;KCNQ1,0.9996626926295505,False
0,cardiac muscle cell contraction (GO:0086003),3,4,1375,1490,0.9680339116802187,CACNA1D;CACNA1G;GSN,0.9996626926295505,False
0,cardiac muscle cell development (GO:0055013),2,2,1375,1490,0.8515466891432022,ALPK3;MYH11,0.9996626926295505,False
0,cardiac muscle cell differentiation (GO:0055007),4,5,1375,1490,0.9493869114655107,AKAP13;ALPK3;MEF2C;MYH11,0.9996626926295505,False
0,cardiac muscle cell membrane repolarization (GO:0099622),3,3,1375,1490,0.78573494905485,ATP1B1;KCNH2;KCNQ1,0.9996626926295505,False
0,cardiac muscle cell myoblast differentiation (GO:0060379),1,1,1375,1490,0.9228187919463087,TBX2,0.9996626926295505,False
0,cardiac muscle cell proliferation (GO:0060038),1,1,1375,1490,0.9228187919463087,NDRG4,0.9996626926295505,False
0,cardiac muscle cell-cardiac muscle cell adhesion (GO:0086042),1,1,1375,1490,0.9228187919463087,DSC2,0.9996626926295505,False
0,cardiac muscle tissue morphogenesis (GO:0055008),7,8,1375,1490,0.8782464212168135,ENG;FGFR2;HAND1;S1PR1;TGFB1;TNNI3;TPM1,0.9996626926295505,False
0,cardiac myofibril assembly (GO:0055003),1,2,1375,1490,0.9940908947494151,NEB,0.9996626926295505,False
0,cardiac right ventricle morphogenesis (GO:0003215),2,2,1375,1490,0.8515466891432022,HAND1;SOX4,0.9996626926295505,False
0,cardiac ventricle development (GO:0003231),4,5,1375,1490,0.9493869114655107,ENG;HES1;HEY1;MDM4,0.9996626926295505,False
0,cardiac ventricle formation (GO:0003211),3,3,1375,1490,0.78573494905485,HAND1;MEF2C;SOX4,0.9996626926295505,False
0,cardiac ventricle morphogenesis (GO:0003208),11,12,1375,1490,0.7644503551925809,ENG;FGFR2;FOXF1;HAND1;HEY1;MEF2C;SOX4;TGFB1;TGFBR2;TNNI3;TPM1,0.9996626926295505,False
0,cardiocyte differentiation (GO:0035051),1,1,1375,1490,0.9228187919463087,AKAP13,0.9996626926295505,False
0,carnitine transport (GO:0015879),1,1,1375,1490,0.9228187919463087,PDZK1,0.9996626926295505,False
0,cartilage development (GO:0051216),9,9,1375,1490,0.48435833424020347,COL2A1;GHRL;MEF2C;OSR2;RUNX1;RUNX2;SOX5;TGFB1;ZBTB16,0.9996626926295505,False
0,catechol-containing compound biosynthetic process (GO:0009713),2,2,1375,1490,0.8515466891432022,DDC;PNMT,0.9996626926295505,False
0,catecholamine metabolic process (GO:0006584),3,3,1375,1490,0.78573494905485,COMT;DDC;PNMT,0.9996626926295505,False
0,cation homeostasis (GO:0055080),1,1,1375,1490,0.9228187919463087,SLC7A8,0.9996626926295505,False
