gene_symbols,phi_0,phi_1,phi_2,phi_3,phi_4,phi_5,phi_6,phi_7,phi_8,phi_9,phi_10,phi_11,phi_12,phi_13,phi_14,phi_15,phi_16,phi_17,phi_18,phi_19,phi_20,phi_21,phi_22,phi_23,phi_24,phi_25,phi_26,phi_27,phi_28,phi_29,phi_30,phi_31,phi_32,phi_33,phi_34,phi_35,phi_36,phi_37,phi_38,phi_39,phi_40,phi_41,phi_42,phi_43,phi_44,phi_45,phi_46,phi_47,phi_48,phi_49,phi_50,phi_51,phi_52,phi_53,phi_54
ENO1,-0.02553922,-0.014544604,-0.00675534,0.026108675,-0.016651252,-0.013223791,-0.05179108,0.049898546,0.013656933,-0.004489368,0.048438344,-0.0055593806,-0.081749454,0.067001365,-0.0034906568,0.00666639,-0.004467306,0.019490367,0.008373843,0.004754041,0.0112572815,0.013844225,-0.012596049,-0.009742154,0.012400115,0.005697017,-0.0067055207,0.06358292,-0.07960602,-0.001692253,0.0034595923,-0.008752091,-0.0075394125,-0.0023155056,0.02648508,-0.020106383,-0.026021998,0.013156373,0.014925493,-0.011879688,-0.02313829,-0.030304737,0.01806889,-0.0017546898,-0.005151685,-0.06590842,0.067088515,0.014845291,-0.004410982,-0.04095509,-0.029461022,0.018763589,0.0020473558,-0.00082500407,-0.0043234397
GPR157,0.0028778971,0.000730197,-0.000568787,0.00022725329,-0.003919506,-0.00044496485,0.0025317695,0.0013837926,-0.00010404815,-0.001490899,-0.00073394435,-0.0012955235,0.003738678,0.000851158,-0.0054072854,0.0038497206,-0.0049966387,0.0024138915,-0.0017491833,4.6013018e-05,-0.0013493999,0.00040166784,0.0027102262,-0.0029821682,0.00052475557,-0.004810604,0.0013544073,0.00021035319,-0.004268528,0.0031802624,-0.0031190887,0.00047854366,0.0005819878,0.003924579,-0.00010231746,-0.0005203165,-0.0023691808,-0.0026625537,-0.0014685269,-0.002286857,-0.00041683074,-0.0024072833,0.000872338,0.00024017232,0.00038738726,-0.0019055586,0.0018223019,0.001560747,-0.0027986786,-0.00016123125,0.00029265785,0.0015220726,0.0022920566,-0.0012451444,-4.0531617e-05
H6PD,-0.0012791374,0.0051928796,0.006257057,0.0009073603,-0.0006989546,0.0011302901,0.0016339081,0.003465371,-0.00083081453,0.00287335,-0.008252293,0.0046193693,0.0065565947,-0.003278599,0.0049469383,0.006014811,-0.0041179783,-0.0046798643,0.003038202,-0.005871383,0.0006639224,-0.0049737687,0.0013348617,0.008381627,-0.0043961583,-0.0034636334,0.0008854627,-0.005295671,-0.00302357,0.012144729,-0.0021753001,0.00093111995,-0.005725906,-0.0013741681,0.0025694044,-0.00754788,-0.0036227913,0.0015692104,0.003941931,0.0009164788,0.0015137849,-0.00719903,-7.4827425e-05,0.00080027897,0.0022586999,0.004462296,-0.007298371,-0.0027788263,0.011765631,0.007487305,-0.001358256,0.00594334,-0.004222005,0.005136251,0.005305589
PGD,0.0029596682,-0.0007794394,-0.0022032245,-0.007744145,-0.007865541,-0.00137218,0.00086037046,-0.0057577575,0.005359615,0.0020508557,0.0050982586,0.009950263,0.004240019,0.010613929,-0.0027910152,0.007618153,0.017613212,-0.011310782,0.011268589,-0.0032754494,0.000931434,0.0075571113,-0.013826452,-0.0015739221,0.023033239,0.007827246,0.00047044593,-0.00082971464,-0.002118638,-0.00930051,-0.009823818,0.019841287,0.003067845,0.00044024832,0.00448375,0.0004026692,-0.0010901557,0.012032197,-0.006316429,-0.0036348545,-0.004571244,0.010197845,-0.016883891,0.002796416,0.004380815,-0.007842416,0.016113892,0.0047779162,-0.0061855135,0.024878908,-0.014665584,-0.007492237,-0.004917886,0.00232464,-0.003617931
MASP2,0.00055620586,-0.0008330786,0.0011800262,0.0024466224,-0.0012748323,0.00026848805,-0.0013515705,0.0003392359,0.0011369603,-0.0015175696,0.000114470524,-0.0010561179,-0.0035828613,-0.001066364,0.0012793384,0.00088335056,0.0018119597,0.0002761902,-0.0006771292,-0.0007369476,0.0011966953,0.00041907452,-8.1376966e-05,-0.0012727146,-0.0013104298,-0.0006006278,-0.002719143,0.0021868208,-0.0013900145,0.001893962,0.0012426784,-0.00093122723,0.0013682838,-0.0015966165,-0.0006636459,-0.0017407722,0.00068494334,-0.0013027563,0.0021808865,-0.0009040235,0.0006644012,0.0011517183,0.0017386439,-0.001500811,-0.0013661657,-0.0021489202,0.00050921174,-0.0020072784,0.00028893922,0.0004933097,0.00012497365,-0.0014291393,0.001924606,0.00086254283,0.0009275639
SRM,0.011131345,-0.013857156,-3.6685196e-05,0.02225112,-0.006187607,0.023370512,0.0066980245,0.034787323,0.0006209887,-0.0029318081,0.014731969,-0.0015746136,-0.02270356,0.011719763,-0.024587471,-0.00062653614,-0.014998039,0.0026016042,0.012548696,-0.0052210526,-0.0021982596,0.0007243623,0.0066944165,-0.002356921,0.004856371,0.0021197323,-0.006363848,0.026917597,-0.017168181,0.025346296,0.020264516,0.011316324,-0.00887156,0.0046803816,-0.004859493,-0.028423302,-0.0014210456,-0.02894998,0.0041286424,-0.005789382,0.00047944527,0.019532844,0.0035116342,-0.021375485,-0.00167253,-0.014357714,0.051834352,0.020396717,-0.001411092,-0.051958248,-0.021594197,0.014686916,-0.0012791872,0.006063656,-0.003168847
MTHFR,-0.0014384051,-2.4534454e-05,-0.0016483077,-0.013771781,0.0018532181,-0.0014545668,0.005043892,-0.0055848816,0.002462439,0.0029478015,7.2502503e-06,0.0018374905,0.01723605,0.0008687828,0.007856347,-0.0043642092,0.008312975,-0.006397356,-0.0030702185,0.00083365437,0.0006881962,-0.002056701,0.0029703546,0.0031149173,-0.006897593,-0.0045372155,0.0008088691,-0.004961822,0.012301376,-0.0031310278,-0.015283494,0.007590753,0.0062975623,0.00040876455,-0.0019734036,0.0025431185,-0.0029700412,-0.0019326273,-0.0037967337,-0.0040611485,-0.0026201017,0.0049283374,-0.0044116215,0.0021499752,-0.0039239004,0.015274842,-0.011972712,-0.0011833545,0.0031548354,0.0002028479,0.0013578282,-0.0072456975,-0.0017101899,0.002631206,-0.0010222663
HP1BP3,0.0013988473,0.0005159877,0.0009687047,-0.008322323,-0.0030479832,-0.0024156768,0.010369953,-0.00047197734,0.009028561,-7.6400625e-05,0.0031348877,-0.009007725,0.018048532,0.0043730275,0.0012778186,-0.018986057,0.0067616557,-0.013675154,0.0030765226,0.0009634341,-0.0042590015,0.0016423739,0.0047545712,0.009271656,-0.002098244,-0.0076277363,-0.0026768802,-0.011039787,-0.0024304038,-0.010744518,-0.007558281,0.008405914,0.015354815,0.0050112684,0.0032379972,-0.00039424188,-0.011979128,-0.0009082172,-0.009132191,-0.0010574243,-0.00017061106,-0.004154923,0.0016141586,0.005416955,-0.0032810129,0.02126367,0.00043655606,0.019940315,0.0011790997,-0.0071781585,-0.009765334,0.008273883,-0.010028712,0.0042982865,0.0013192812
CDC42,-0.004723028,-0.00087064155,-0.0032316302,0.0031885877,0.005366074,-0.0021237198,-0.006491786,0.0025529813,0.0054866504,-0.0030306254,0.0046493155,0.000518334,-0.0077880793,0.0038690066,0.0026653004,0.001880735,0.007739783,0.0028357094,0.0035983957,0.0016685133,0.0030273267,0.0005177769,-0.004195242,-0.0045095296,-0.0009061049,-0.001767933,-0.0020712928,0.005165665,-0.007824597,0.0015174196,0.0013783106,0.00190689,0.008310557,-0.002346602,0.005292339,0.008527921,0.0056087016,-0.00012989026,-0.0024173579,0.0046100197,-0.00067439117,-0.0024115972,-0.0040645795,-0.00076750875,0.005366585,-0.004487292,0.0062268353,-0.0022705188,-0.0030466472,-0.003247693,-0.0009515365,0.008584067,-0.0015359182,0.001498424,0.0018598794
ZNF436-AS1,-0.0006132654,0.00455128,0.0016493512,0.0010464783,0.0022976808,0.0051800753,-0.0020090933,-0.0049779634,-0.0032663262,0.00102474,-0.009006878,-0.0006664025,0.012320312,-0.00590188,0.0030046548,0.00043179386,0.0027895318,0.0041205753,0.004242637,0.0045387805,-0.0010786568,-0.006616816,0.0012244075,-0.0013448177,-0.0036247175,-0.0011431443,0.0065745655,0.002135535,0.006424194,-0.0033092482,-0.0029365153,-0.0031674523,-0.0034673477,0.00046750763,-0.0062009124,-0.00074283296,-0.0011961347,-0.0021280595,0.00384259,0.00066941546,-0.0016767113,0.0057706945,-0.005684408,-0.0062255934,-2.5844945e-05,0.0024793854,-0.021813814,-0.008352432,0.0020181576,-0.0016312014,0.010092851,0.00023704392,-8.018452e-06,0.0022425356,7.3536896e-05
ID3,-0.038884535,0.026991429,-0.054653004,-0.037854813,-0.00080594566,-0.0076768007,-0.013479727,0.0106909685,-0.01571698,-0.021609105,-0.03596959,0.10685395,0.025125403,0.020257376,0.0030840274,-0.020258727,0.0051333117,0.032428123,0.016931202,0.021125557,-0.0738529,0.062900655,-0.048636075,-0.098173395,0.07551639,0.041589133,0.022454038,-0.040446624,-0.0070798504,0.012539606,0.012635634,0.023231374,-0.017684624,-0.0370136,0.043365035,-0.03290037,-0.063927665,0.050911423,0.028917244,0.028646939,-0.01823524,0.015178965,0.0068404623,-0.016948696,-0.025097357,0.044938695,-0.044198412,-0.047040936,-0.04734952,-0.029528156,0.041242868,0.030806178,0.035538062,0.025653927,-0.0020908015
HMGCL,-0.0024132289,0.001234579,-0.0003298561,-0.0047058547,-0.001779265,-0.004082687,-0.0030550647,-0.0045165503,-0.0029931208,-0.001971779,-0.0070204306,-0.0080154035,0.0065367026,0.005580372,0.008514563,0.003493412,-0.0002754905,0.00030521024,-0.0023657288,0.008352553,-0.00411113,-0.0067691435,-0.00478546,0.005668087,-0.0028674847,-0.001113841,-0.0010202306,-0.005098389,0.005122118,-0.0040539717,-0.005108352,0.009299579,-0.0032875452,-0.0023458493,0.01091261,0.0047656144,-0.010614806,0.0140716415,0.007962537,0.005114656,-0.017554313,-0.0075934413,-0.006488508,-0.002005955,-0.0032131583,-0.00073157396,-0.0060515194,-0.005747923,0.0013636312,0.0063008005,0.0015896176,-1.3555627e-05,0.00096515036,-0.003186226,-0.0065862266
FUCA1,-0.0026745836,0.0029267462,0.0022533555,-0.0060013696,-0.000468594,-0.0035182876,-0.00014596284,0.0040988075,-0.0011790424,-0.0011718689,0.002314671,-0.0059853536,0.0033364384,0.0029513333,0.008805886,-0.0010081743,-0.0003611178,1.8015115e-05,0.00032238133,-0.002086624,-0.0045563476,-0.008525722,0.00079117325,-0.00161052,-0.002576608,0.004314654,0.0016751401,-0.003057915,-0.00012576807,-0.0027227139,-0.00709517,0.015150698,-0.0041166525,0.0033282824,0.0036662268,0.0042485246,-0.0033662196,0.00085250684,0.0046861316,0.00677425,-0.012068228,-0.011653936,0.0004096501,-0.006567906,0.00090022257,0.0028583196,-0.007100201,0.0012301832,-0.0028009561,0.009343616,0.00035008483,0.008797608,0.00086085533,0.0031180067,0.0056479597
SYF2,0.0005715403,-0.0018876303,0.003550307,0.0033243536,-0.007199947,-0.010900904,-0.007530578,-0.0111872,0.0014524783,0.0001485106,0.0024524499,-0.0018353963,-0.008048294,0.0071481154,0.013427628,0.011635914,0.003625048,0.00434532,-0.00536667,0.0013522141,0.008879234,-0.002853911,-0.008148843,0.00080046995,-0.0007204881,0.0015513971,-0.006912768,0.008140011,-0.00752234,-0.012111061,-0.008065875,-0.0058190203,0.00018113315,-0.008519656,0.018585913,0.016213173,0.0013045366,0.020156238,-0.0017919863,0.002146038,-0.0029034459,-0.015107817,-0.002113495,0.004080394,0.0038598361,-0.012336559,-0.000719277,0.0023955887,0.0016983412,0.0022641749,0.003874269,-0.0027113487,-0.004466702,-0.0011221061,-0.004271658
RSRP1,-0.00088941026,0.0015644953,0.00028915668,-0.0018602407,0.00093487086,-0.0004785977,-0.0016629284,-0.0031604418,-0.0035146265,-0.0026281534,-0.007593398,-0.0040699667,0.008265575,-0.009451515,0.0049309004,-0.0025453295,-0.0014212588,0.0055572554,0.0017790771,-0.0027361654,0.0028525828,-0.00055814674,-0.0011388536,-0.0060018627,-0.0022363097,-0.001806925,0.0034296191,-0.0081481915,0.0042998805,-0.00017032263,-0.0017225402,0.005239324,0.0029019054,-0.004998591,-0.0014153194,0.012654255,0.0036854807,0.004247567,0.006133772,-0.0010100494,0.0046730447,0.00019686559,-0.0042133303,-0.0006934538,0.0012572082,0.0047729705,-0.014924934,-0.0079279505,-0.004053898,0.011247764,0.0034372855,-0.0022488912,0.0046547875,-0.0022374177,0.0005712762
PAQR7,0.00030996127,0.0015177679,0.0015668899,-0.0007112982,0.0014371361,0.00037097294,0.0005544996,-0.0021982861,0.000495553,-0.0009715829,-0.0026911853,0.0008420472,-0.0015200109,-0.0049622,0.000346399,-4.3063646e-05,0.004019065,0.0020018185,0.003741675,-3.3424203e-05,0.0043829074,-0.0014461618,0.00061653584,0.0023624983,0.0007893898,-0.0032824425,-0.0016634149,0.0027977251,0.0057738037,-0.003574641,-0.0013195609,-0.0043032556,-0.0003899225,-0.003518263,0.0017089217,-0.0010902683,-0.0023666692,0.0047985823,-0.006128764,0.00020649862,0.0016287434,-0.001187294,-0.005133533,-0.0014861181,-0.0014195999,0.00094550103,-0.00191691,7.147769e-05,-0.001345817,-0.0051541263,0.0041160746,0.0012690885,-5.691755e-05,0.0040751365,-0.0035319675
STMN1,0.008954516,-0.0064429566,0.0006650359,0.021603508,-0.006736598,-0.0076186415,0.00086835085,0.00042579373,-0.00020401173,-0.005548702,0.014168367,-0.00076943485,-0.024682483,0.009916876,0.008940483,0.011838627,0.019367367,0.0034104679,0.008678015,0.015040796,0.014632165,1.3109568e-05,6.963159e-05,0.0006813055,0.009439054,0.0005004016,1.1307351e-05,0.02796757,-0.023763927,-0.00338093,0.015095412,-0.026109513,-0.0016503901,-0.00056451414,0.010496049,-0.0031037366,-0.00069395144,0.016337253,-0.009425617,0.005491859,-0.015927538,-0.018135192,-0.0039780526,-0.0031707985,-0.0055154637,-0.01717007,0.034092825,0.008956722,-0.009014474,-0.048955202,-0.016946057,0.009819298,-0.011676808,0.010129672,-0.011258945
EXTL1,0.00084821566,0.0020185036,-0.00061182777,-0.004684125,-0.0036018405,0.0014039188,-0.00074135105,-0.00043483038,-0.0010227999,0.0028233705,0.0028061117,-0.006651969,0.0027206147,-0.005304939,0.0012319989,0.0045412187,-0.0061772317,-0.009919644,0.0039711995,-0.0029353364,-0.005081299,-0.0056040096,-0.002696362,-0.0018555535,0.0004997457,-0.0022779168,-0.0051287264,0.0016540567,0.0038544629,-0.0069760983,-0.0034167673,-0.0007575169,0.0033028326,0.0014672267,-3.5316745e-05,-0.00061942206,-0.00727401,0.00026762672,0.0049464013,0.0036239042,-0.0034379305,0.0021277345,-0.0008661662,-0.00055848184,0.0036514746,0.0016484354,-0.007886583,-0.0051906863,-0.0016843607,0.003238122,0.0006764047,0.0020072842,-0.0012894294,0.003047437,-0.00077074324
TRIM63,-0.0025532527,0.0004777076,-0.0031526107,-0.0036317345,0.00064703415,-0.0014839297,-0.0011791063,-0.0009810426,-0.002129415,6.332148e-05,0.0078095547,-0.006348944,0.0040630056,-0.004009868,0.00877228,-0.0051885564,0.0123980995,0.0010901588,0.00024033312,0.006870137,0.0060229474,0.004591626,-0.010513089,8.254544e-05,0.002060082,0.0073465905,0.00014409403,-0.010666352,0.001213858,-0.0014276715,-0.002852578,-0.0016428144,-0.0034899074,-0.0014905445,0.0007010963,-0.0065469802,-0.002242174,-0.008671439,0.008184905,0.0043939305,0.00513037,0.0010994389,0.007776827,0.0012914824,0.000105140556,-0.004297191,-0.0056856694,-0.004403094,0.0018037907,0.00041390254,-0.0043834727,0.0009071521,0.0025742538,-0.002446298,-0.00045352435
SH3BGRL3,-0.005529904,-0.01419089,-0.01200006,-0.02637531,0.004096682,-0.018463857,-0.008161283,-0.014005647,-0.008386128,-0.003793345,0.039201844,-0.001703619,7.729122e-05,0.007350994,0.020457149,-0.03567727,0.016392056,0.03386476,0.0020770351,-0.013611475,-0.008514448,-0.0011957191,-0.0027275945,-0.018552687,0.019057846,0.008768218,0.00013188524,-0.041176494,0.017200721,-0.020777903,-0.0314993,0.008682079,0.0010701211,-0.007181534,-0.003934656,0.019034406,0.018310543,0.0016998716,0.002427368,0.007233711,0.0017152858,-0.032855302,0.010424672,0.017253824,0.009570669,0.0021457379,-0.009030531,-0.01579839,-0.0040349895,0.025925465,0.0065114847,0.0037883092,0.010513921,-0.0072941934,0.010071501
CD52,-0.0056943456,0.00022404442,-0.010605828,-0.01897333,0.0014040652,-0.016446607,-0.0023558473,-0.009476028,-0.006687032,-0.0030016853,0.015668137,-0.0067864573,0.008337559,0.0063124644,0.007821795,-0.0074810646,0.014597474,0.019525444,-0.0016264629,-0.01012737,-0.007546605,-0.004630398,0.011492867,-0.018699823,0.012970009,0.002254901,0.0001526154,-0.01933226,0.012836556,-0.00780881,-0.022118228,0.013719218,-0.00020219707,-0.0020280143,-0.005014027,0.0056484025,-0.00023758215,0.010599295,0.013110218,0.0053078975,-0.0023769594,-0.018772565,0.0100426795,-0.00047105388,0.0017810441,-0.0018036321,-0.0117627615,-0.015399003,-0.01214326,0.035199005,0.0128036495,0.0022703067,0.009884057,-0.0026607523,0.001974472
HMGN2,-0.00027839048,-0.0015616565,0.0048649763,0.011133821,0.009529563,0.010740559,0.0029058359,0.010937733,0.010728644,-0.0087841945,0.015140439,-0.008881351,-0.0008163175,0.0015957775,-0.015976582,-0.009513527,0.020099796,-0.005917695,0.016688397,0.019653128,0.013558106,0.0016839957,0.0053228904,0.023531632,0.008072859,-0.013545501,-0.0010246068,0.019555798,-0.0022369153,0.0073652887,0.0209595,-0.0076662865,-0.0018304577,-0.009091597,-0.003013019,-0.01714806,-0.002239804,0.004169216,-0.009726596,0.004879579,-0.011671233,-0.0041729393,-0.020536615,-0.007908756,-0.009484446,0.0076073636,0.045136616,0.01094108,-0.011829905,-0.043508306,-0.024231156,0.016328378,-0.010199391,0.011206239,-0.018562663
NUDC,-0.006184106,-0.012084527,-0.0043252693,0.020280957,-0.008656622,0.0010979491,-0.017515272,0.026615484,0.009642917,-0.0034249802,0.024184665,-0.007517371,-0.04436296,0.027525917,0.0004064333,-0.0026364245,-0.007993592,0.0060780575,0.0072301845,-0.0057323733,0.008398784,0.0047826828,-0.0063405833,-0.004065765,0.0048245154,0.008688776,-0.0059286105,0.03180606,-0.033376873,0.0009080455,0.0035730794,0.0054748505,-0.0014003854,-0.00093716505,0.011739944,-0.0036756143,-0.00405805,-0.002868543,0.0015944907,-0.009367363,-0.007373651,-0.0036677804,0.0031252122,-0.003437887,0.004655433,-0.024831183,0.024517851,0.014763691,-0.007483952,-0.029486844,-0.011922473,0.008975481,-0.005097899,-0.0026510041,-0.0012589515
SYTL1,-0.001693526,0.0013571994,-0.0028394803,-0.0076329266,0.0021233035,-0.0036663408,0.00071329373,-0.003850815,0.0007316056,-0.0016616326,0.002290535,-0.0026044594,-0.0016532418,-0.0007422901,0.0006839771,0.0022775417,0.0047657713,0.0015587875,-0.0016255405,0.0057277135,0.0031488922,0.0036942337,-0.0016098028,-0.015623232,0.016097784,0.0027555828,0.0010704385,-0.007469179,0.002474388,-0.0015334825,-0.012495022,0.004516645,0.0022470993,0.00016239619,0.002605385,0.0031087233,0.0038427727,0.006726711,0.00083661446,0.00056499324,-0.004775765,-0.00018140701,-0.012708007,-0.0071379044,0.0008016678,-0.0007114841,-0.0072202664,0.0076257796,-0.0054485947,0.01548917,-0.0001211979,0.0026897334,-0.0026301565,-0.0002477952,0.0027605577
