gene_symbols,phi_0,phi_1,phi_2,phi_3,phi_4,phi_5,phi_6,phi_7,phi_8,phi_9,phi_10,phi_11,phi_12,phi_13,phi_14,phi_15,phi_16,phi_17,phi_18,phi_19,phi_20,phi_21,phi_22,phi_23,phi_24,phi_25,phi_26,phi_27,phi_28,phi_29,phi_30,phi_31,phi_32,phi_33,phi_34,phi_35,phi_36,phi_37,phi_38,phi_39,phi_40,phi_41,phi_42,phi_43,phi_44,phi_45,phi_46,phi_47,phi_48,phi_49,phi_50,phi_51,phi_52,phi_53,phi_54,phi_55,phi_56,phi_57,phi_58,phi_59,phi_60,phi_61,phi_62,phi_63,phi_64,phi_65,phi_66,phi_67,phi_68,phi_69,phi_70,phi_71,phi_72,phi_73,phi_74,phi_75,phi_76,phi_77,phi_78,phi_79,phi_80,phi_81,phi_82,phi_83,phi_84,phi_85,phi_86,phi_87,phi_88,phi_89,phi_90
EIF1B,0.0021491288,0.007074465,0.0012329179,-0.0012065838,-0.006278287,0.0067608403,-0.0024288243,-0.0047781053,0.011520001,-0.0065610893,0.005137859,0.013889086,-0.0013139949,0.006957829,0.0047791023,0.0064219767,-0.0075882943,0.015958918,-0.0022595346,-0.0021908768,0.011380658,-0.009731811,0.001455427,0.011609952,0.00066009036,0.002374284,0.0031893055,0.0055827065,-0.0011764906,-0.001823368,0.0034003218,-0.006006507,0.0035330513,-0.012589379,-0.010934246,-0.0071270545,-0.0011324219,-0.00013876129,0.0036746045,0.008671112,0.002179572,-0.008046961,0.0024629107,0.0032888732,-0.0071321055,0.001754996,-0.004250468,0.0052336245,0.0036180224,-0.004042329,-0.004790625,-0.0009915093,0.0038246654,-0.0015170977,-0.0018922037,0.00072915613,0.0027102688,0.00076067745,-0.000860767,-0.0046749697,-0.005521321,-0.0030092185,0.00016009541,0.0005571845,0.0048555704,-0.014934764,0.004691497,0.0010290983,-0.012286629,0.0007931468,-0.00022748286,-0.008741565,0.00092659466,0.005728285,0.005512176,-0.0076320698,0.008114192,-0.0038604997,-0.0077838395,0.0035248192,0.0075527793,0.0038132167,0.0045405324,-0.002129936,0.0030085181,-0.0035631177,-0.012090697,0.003267885,-0.0075014974,0.0027409166,-0.0018317169
RPL14,0.008792004,0.0053939945,-0.0013704598,0.0020341247,-0.0015843731,0.019812442,0.0069293664,0.002622866,-0.0042960164,-0.0050240173,0.00023706736,-0.00036534126,0.013089323,-0.013683874,0.012082384,0.017786194,-0.0069163833,0.02096208,0.012018159,0.011219497,0.0042491923,0.0020890643,-0.0014193302,0.004314303,0.016219491,-0.00045337714,-0.02009366,-0.0024668905,-0.018455548,-0.0115692895,-0.001183332,0.017591039,0.0037689388,-0.008730742,0.004079437,-0.010064667,-0.025547853,0.020522945,-0.023694713,-0.017009428,-0.029279927,-0.0016713805,-0.0028865207,-0.031367656,0.01931396,-0.02367069,-0.016817415,0.027379392,0.028344233,0.00790702,0.0084561,0.009504259,-0.0017456546,-0.015306979,0.008911573,0.0015154878,-0.010911367,-0.030734662,0.002899794,-0.00060116494,-0.020572409,0.027635211,0.017024297,-0.02522815,-0.007485714,0.0059217834,0.0025463223,-0.02400166,-0.01641251,-0.011509256,-0.012498425,-0.011505959,0.00013743113,-0.010106672,0.0066071018,-0.0024530257,0.0062685157,-0.0027439361,-0.0032034838,0.00051749486,-0.0028470657,-0.0022665274,0.02517152,0.008673429,0.0063041025,-0.0064055086,0.00759382,-0.024758792,-0.00836897,-0.0028990156,-0.000793674
ZNF620,0.0006049698,-0.00026976003,0.000594658,0.0015830334,-0.0006591122,-0.002558036,-0.0015667985,-0.0023924732,-0.00036762794,-0.001963584,-0.0006559563,-0.0010484869,0.0008526328,0.0005574669,-0.00014148663,-0.0006873749,-0.0023857527,-0.0011858343,-0.0035117783,0.00187897,0.00020541117,0.0013811225,0.002818436,-0.002699682,-0.0014746909,-0.0017761264,-0.0016803567,-0.0023797583,-0.0016449715,0.0022679605,-0.0026376,-0.0015103748,0.0026119626,0.006546474,0.002881969,0.004572029,-0.004138098,-0.0018780677,-0.0028523451,-0.0029390743,0.0029711768,-0.0011285479,-0.0028559673,0.00392261,0.0021265987,-1.6284574e-05,-0.004491761,-0.0031172629,0.0010442288,0.0059671425,0.0057132104,-0.0025088878,0.0011662262,-4.096619e-05,-0.004923096,-0.0014200645,0.0013281383,0.00412928,-0.0024173995,0.00027695388,-0.0043500885,-0.0012980623,0.0026273592,0.0035946632,-0.0018973326,-0.0061003277,-0.0006522075,0.0014667677,0.000652445,0.004986209,-0.0004497633,0.0042867074,-0.0008336063,0.0003849185,0.0031804524,-0.0037191224,0.0038606457,0.0023887386,0.00014186816,0.0005554815,-0.005367838,-3.0400686e-05,0.0022336934,0.0023917644,-0.00026653512,-0.0012744906,-0.0022544502,-0.0013365652,-0.0010264934,0.0014200717,0.0028485097
CTNNB1,-0.0034186733,-0.0009866144,0.0035870809,-0.00036560858,0.0045621437,-0.008582437,-0.0001318122,0.003198202,-0.003477392,0.009065866,0.0029743982,-0.006286116,0.00537295,-0.001960975,-0.0016000193,-0.004299182,0.0045046695,-0.0060184146,-0.00068681623,0.0029167177,0.0017178074,0.00540896,-0.0017546889,-0.0040837,0.0019541883,-0.00070657517,-0.0042342013,-0.00573793,-0.0003915703,-0.0011448689,0.0011764586,0.0066714985,-0.007997788,-0.002000756,0.0013636956,0.0018794473,-0.0022667157,0.0011269345,0.0013782358,0.0023618639,-0.0033601737,-0.00067098957,0.0031128675,-0.0062113144,0.0026084636,-0.00518639,-0.001711012,0.0009420427,-0.0017352401,0.006418785,-0.0023471913,-0.00017507935,-0.0018439052,-0.006075495,0.00033145564,-0.0040290738,0.0029220444,-0.0017385515,-0.00063235336,0.00847286,0.00071619404,0.00017245673,0.0003219728,-0.0010230668,-0.0025175232,0.0042506247,-0.0047328374,0.0005643297,0.0042373505,-0.002948285,-0.0031334856,-0.0062953783,-0.0022527303,-0.005844459,-0.004171243,0.0022185289,0.0022753177,-0.0014635674,-0.00062742253,0.0031181925,-0.008911839,-0.00040869895,-0.0014480309,-0.0010965973,0.0006740307,-0.0028349424,0.005372302,-0.0037045586,0.007701232,-0.008914108,0.003442709
CDCP1,-0.00027063844,-0.00086977956,-0.0031637135,8.06623e-05,-0.0018720463,-0.003326756,-0.00512371,-0.0015732219,-0.001259079,0.0025845657,-0.0023813096,0.0016448,0.0028810706,-0.0013748641,-0.014431709,-0.005861246,0.016001187,-0.0059051695,-0.0012305246,-0.0027791543,-0.0024785004,-0.0051404345,0.0015209623,0.007130676,-0.0036453812,0.0038154016,0.0047338638,-0.010187056,-0.0064752023,0.0028262653,-0.010492836,-0.0010252091,0.0023363451,0.011841647,-0.00816462,-0.013737144,0.0028293137,-0.007428353,0.010600677,0.0012320578,0.0031471262,-0.0025018617,0.015775796,0.0049227076,-0.0070378864,-0.001463519,-0.0005554141,-0.0046923426,0.00036721866,0.012285517,0.008094848,-0.012875723,0.008571199,0.011784881,-0.006284895,0.01293817,0.01346785,0.014018158,-0.0144775165,0.0012268501,0.002106569,-0.00045335773,0.0019960413,-0.001813874,-0.00010730665,0.0023995873,0.0021026027,0.007519194,0.00811499,-0.00077475025,0.0025128864,0.003658015,-0.0011067665,0.001951349,6.65422e-05,-0.006069839,0.008784734,-0.0045413775,-0.009619798,0.0049286103,-0.0029930647,0.0032566024,-0.007110973,-0.007819943,0.0006577221,-0.009984991,0.0029465507,7.664955e-05,0.003655383,0.0021958204,0.0030977975
TMEM158,0.0059494167,-0.0030027723,-0.012011877,-0.0072832764,0.0046587465,-0.010480787,-0.010564307,0.0010795444,0.0050899503,-0.004806686,-0.005026278,0.00993339,0.0009079445,0.010909208,-0.009029799,-0.0348007,0.010704429,-0.029479856,-0.006425336,-0.014410543,0.0037954003,-0.011667217,0.010651,0.018794835,0.0032995127,-0.00475496,0.00077381375,-0.0017571467,0.013737542,0.007710532,-0.01797551,-0.013208368,0.013918874,0.014770997,0.0010072921,-0.009021399,0.015648162,-0.015054275,0.0318986,0.0100723095,-0.0033404368,-0.013908878,0.028327681,0.0021904872,-0.014976404,-0.012037314,0.009682257,-0.013901819,-0.007694807,0.00013654801,0.003457102,-0.020146057,-0.0024798529,0.0036938754,-0.0055948114,0.0117675485,0.021305772,0.012306578,-0.022157693,0.018066665,0.003112076,-0.016407833,-0.014050543,0.00045624885,-0.006308664,-0.012527807,0.009273728,0.005283903,-0.010408419,-0.0014767292,0.0072800713,-0.0012801029,-0.007841043,0.007002743,-0.00044885572,-0.00057069527,0.0036009988,-0.010379303,0.0041666403,-0.005822757,-0.0046926527,-0.00033471145,-0.00096035906,-0.020724487,-0.0029842674,-0.006371054,0.0058030933,-0.0033080147,0.0004555969,-0.0031856822,0.002533453
CCRL2,0.001096413,-0.00059938355,-0.0052075125,-0.0059772553,-0.0001975129,-0.002496425,-0.0014303125,-0.0010958991,-0.004456842,0.00078795623,-0.00019797283,0.0057735997,-0.0015224682,-0.0018408118,-0.0015164646,-0.010105564,0.009793165,-8.19542e-05,-0.007765851,0.0022200395,0.0046525286,-0.0013063197,0.00071563123,0.01104469,-0.0026938336,0.0056483983,0.008006162,0.007727839,-0.0015807536,-0.0003728783,0.0021064857,-0.007479342,0.0017730306,0.00056379306,-0.004220627,-0.0014891379,0.0074022673,-0.0009182914,0.0074532335,0.015150508,-0.005084562,-0.007402523,0.010219367,-0.0049407547,-0.0128031215,0.0020290883,0.0018823871,-0.004882784,-0.002016434,0.0019845723,-0.0036172785,-0.0055211135,0.0052625313,0.0023288499,-0.0035411362,-0.0017943889,0.00030120718,0.00025703636,-0.0027192705,-0.0013361707,0.003729597,-0.0050182473,-0.007054447,0.000884537,-0.0027417096,-0.00074638636,0.0058723316,-0.0038708276,-0.009638959,0.003648949,-0.0024578895,0.0049854284,-0.003549707,0.0056784977,-0.001222322,-0.0061696274,-0.004785813,-0.0042745583,0.0063052163,0.0056645893,0.0034088192,-0.0017527413,3.085458e-05,-0.0120912045,-0.0056431964,0.005452003,0.005642154,0.0003350848,0.008249678,0.0003525459,-0.0023794952
RTP3,-0.0017056593,-0.00040990653,-0.0019208422,0.0004426286,0.0014333269,-0.0012697892,-0.00064989337,-0.0033969914,-0.00086704845,-0.0018419366,-0.0007155883,0.0057978253,-0.0020630837,-0.0009516375,0.0024911673,-0.0016383561,0.005975107,0.00077296887,-0.002910242,0.0016993106,-0.0013493245,-0.008576407,0.00070679956,-0.002393197,-0.0013040096,-0.0022298722,-0.0012315882,0.0069609294,0.005509694,-0.0002551136,0.0009695961,-0.0025595336,-0.00019734955,0.00047484774,-0.00061982364,-0.0016520555,0.0050841756,-0.009866916,-0.0051039476,0.01421924,-0.0067515383,0.0009647968,0.0023366946,0.0008018618,0.004266118,-0.0013119689,0.003988526,-0.0014382649,-0.015146804,0.010883828,0.0007608188,-0.0012194834,-0.0073433006,0.0013503283,0.0016634272,-0.0012613744,-0.0052346354,0.00057789864,0.003040608,0.0027516037,-0.001598715,0.0061563067,-0.0021277554,0.004410179,-0.0070054163,-0.002218861,-0.0009364803,0.0063106064,0.0021576863,0.0032950828,-0.0004802344,0.004010844,0.0019848119,-0.0031465942,0.010081912,0.0028400868,-0.0059298286,0.0014368081,-0.003243633,0.0032865994,0.007335311,0.0011641643,-0.0019875944,0.004327085,0.012512752,0.0038349463,-0.008837369,-0.0041102525,-0.0004948662,0.0043603024,-0.0014308606
LRRC2-AS1,-0.00211094,0.0008793806,0.00036058592,0.0001916881,0.00027746937,-0.0032728757,0.0018164904,-0.0022852714,0.0008949371,-0.001793326,0.0013527533,0.00042250942,0.0015121134,0.007540037,-0.00030960425,-0.008824484,-0.0053760544,-0.00696646,0.0024450992,-0.0071932753,-0.0059574675,0.002911428,0.008433904,-0.0036899967,-0.004832048,-0.0029503633,0.0058737034,0.0037975323,0.0095267305,0.0021527002,-0.005514179,-0.006012292,-0.0022043511,0.004493979,-0.0034580724,-0.00069126417,0.003506703,-0.0043987543,0.005166779,0.0005272168,-0.0050972,0.00027599387,0.004197457,0.0002331744,-0.0012234022,-0.0020620273,0.008521236,-0.0005118145,-0.012008551,0.0021221947,-0.002550519,-0.008260821,-0.009750245,0.0041136,-0.0033304207,0.0026262645,-0.0018248162,-0.0011508703,-0.005762215,0.0035697182,0.005493504,-4.4416945e-05,-0.0065662265,-0.0006088078,-0.00049261365,0.004601968,0.0051314277,0.0023882,-0.0044821245,0.002547114,-0.00043859426,-0.0018984523,-0.003429492,-0.007358732,0.004580488,0.012554304,-0.0019629612,-0.005904038,-0.0015719177,-0.0017552152,0.006581367,-0.0049296785,0.0051887934,0.0017545383,0.004313149,0.0065732896,-0.002273304,-0.005655672,-0.0016143495,-0.003009397,-0.003524615
ARIH2OS,-0.0018077851,-0.0011859606,0.0013549096,0.001025761,0.0010222518,0.0017174081,0.0007316818,-0.00093328726,-0.0013672346,-0.0031603705,0.0004359061,-0.0008688513,-0.0016613835,-0.0005596456,-0.0022853853,0.0015810984,0.0018857387,-0.0058310735,0.004823202,-0.002418068,0.0019602184,-0.0014770934,-0.0032251086,0.0014315128,0.0011211791,0.0006301393,-0.00017535487,0.0016595122,-0.00042119328,0.0031172521,0.0008797243,-0.0053518345,-0.0014732814,-0.0008416245,-0.0018085428,-0.0016244054,-0.00041346022,-0.00037213808,-0.0043276837,-0.0002534323,0.0013598104,-0.0035021733,0.00072411454,0.0014091785,9.951158e-05,-0.0006385038,-0.0022024417,-0.00020028026,-0.0033882884,-0.0033062503,-0.005850416,0.0005389451,-0.0029736613,0.0016178504,-0.0039183474,-0.0008879646,-0.002415297,-0.002646874,0.0020325603,0.001995571,-0.00048651782,0.0016568326,0.0066808057,0.0022418117,0.003790332,3.5699635e-05,0.0015087974,0.002565752,-0.0013964914,-0.0025823265,-0.0024480615,0.00047598482,0.0010309125,0.0013651035,0.00013904426,0.0014251927,0.0005946921,0.000978565,0.0014438924,0.0008808028,0.007554396,0.0007207822,0.0059301984,0.0024033948,0.002451318,-0.0015328848,-0.0015226895,0.0016366822,-0.000996862,0.0039795353,0.0036487198
CDHR4,0.00023503465,-0.0009533617,-0.00018629665,-0.002260215,-0.0021790494,0.002073685,0.0023046606,-0.0014875081,0.0017734129,0.00043295056,-0.0006466602,-0.0022477608,0.001351376,0.00035993455,-0.0037146525,-0.0027021102,0.0037771447,-0.00084690267,0.004489823,0.0036915205,0.0030167224,-0.006166493,0.00058073713,0.008642965,-0.0028398945,-0.00019382976,0.0043207114,-0.005930235,-0.0012861739,0.0037276717,-0.003777659,-0.006123829,0.0012614193,0.00038235582,-0.00079054444,0.0035543444,0.0016191896,-0.007645061,-0.004087425,-0.0032379136,-0.0011166075,-0.0015714088,0.0035752298,-0.00042345203,-0.00039726667,-0.0004543978,0.0010764793,-0.0028045876,-0.0016092932,0.008107918,0.005694547,-0.004105503,0.004822766,0.003910595,-0.00338298,-0.0018459664,-0.001725084,0.0007228319,0.0012994381,-3.8895552e-05,0.00096418714,0.0035168603,-0.0024350504,-0.004796321,-0.0051230122,0.002236307,0.0044563976,-0.0008117151,0.006760634,0.0014067099,-0.00042996605,0.0016094864,-0.005060675,0.0048602284,-0.0017639182,-0.005418341,-0.0018296874,0.002111641,-0.0023519115,-0.0031278394,-0.0011748928,0.0031375813,-0.004166077,-0.0050628157,0.0033514823,-0.0006583461,0.00065053714,-0.0031678667,-5.4828113e-05,-0.0027614904,0.0016072696
UBA7,-0.003847398,-0.00087660196,0.0020162542,0.0032579163,0.0049198377,-0.005014688,-0.0052593974,0.0013905735,0.0023420285,0.0043967697,0.0049487487,-0.00020887291,-0.0035052567,-0.001003008,0.002132935,0.0008218148,0.0015505757,0.004641139,0.0031395652,-0.00042978677,-0.006053428,0.0051770452,0.001866643,0.0014788121,-0.010116005,0.0024211814,0.007823902,0.0052270354,0.009309018,0.004034364,-0.008603119,0.0067804535,-0.009503246,0.010477095,-0.008596134,0.0007639304,0.0011611498,-0.00047461156,-0.005341648,0.007881865,-6.4254964e-05,0.005417182,-0.01113914,0.0077298484,0.0012468748,-0.00014422099,0.0015846565,-0.0012511027,-0.0030949106,-0.0060395347,0.0009375579,-0.0021171512,-0.004286252,-0.004838538,-0.0026148066,-0.0009947488,0.005577591,0.0053676805,-0.0025366775,0.0051029166,0.009765908,0.0022430806,0.0012030804,0.0071593495,0.0027485278,0.0046103247,-0.0014575247,0.0059198947,0.0007784511,0.0029609555,2.7994984e-05,-0.004908345,0.0044210698,0.004240583,0.003995137,-0.006874373,-0.0022669968,-0.010195441,0.0018307022,0.0033294742,-0.0042820266,0.0025973227,-0.00547912,0.0014309522,0.002897897,0.0064200303,0.0010534375,0.0043713953,-0.0033150346,0.007721258,-0.005339173
RBM5-AS1,-0.0023440972,-0.0017906518,0.0002446424,-0.0025874833,0.0006385592,-0.001209503,0.0017563535,-0.00046232503,-0.0018628603,0.00085260894,0.0035053163,0.00016331451,-0.00015050366,-0.0026375884,-0.0003509279,-0.0020463509,-0.002924051,0.0030329926,-0.0008905425,-0.00090211886,0.0014424353,0.0013724185,0.0012686775,-0.0053138486,0.00045009458,-0.0037419035,-0.0012402133,0.001324892,-0.0053893784,2.609944e-05,0.0030000815,0.0029445144,-0.0031914562,-0.00070769695,0.0025113488,0.0011361664,0.002958353,-0.0031254129,0.004593745,0.0009332444,-0.0016446803,0.0007922515,0.0059607457,-0.0007558926,-0.0018336016,0.0016108468,-0.0035578941,-0.006764625,0.0018624723,0.005756022,0.0012853158,-0.0064209956,-0.002436198,0.004665879,-0.00047027587,0.008660152,-0.0011431441,-0.0071944683,0.003598904,0.008345396,0.0035069017,-0.009999379,0.004676099,-0.0014077004,0.0019526692,-0.0013794496,-0.0026090597,-0.002892161,0.0016992873,-0.0011258186,0.00089290435,-0.0025594148,-0.009345526,-0.007139315,0.0023869115,6.7425295e-05,-0.006475017,0.00035572663,0.00030380886,-0.0046100025,-0.000259976,-0.00075866526,0.004299956,-0.0068612536,5.886609e-05,0.0007554531,-0.0043636593,0.0007714517,0.00029475807,-0.0025276295,0.0016241313
SEMA3F-AS1,0.00013454964,0.0014697671,-0.0029117332,0.0013848067,0.001868081,8.863366e-05,2.5168158e-05,-0.0026524786,-0.001647041,-0.002621655,0.0020096006,0.0009662398,0.0026845345,-0.0023648988,-0.0021972414,-0.00010153448,8.708805e-05,-0.00086897356,0.00033745717,-0.0026721067,-0.001064107,-0.003751752,-0.0012412925,-0.0007764477,0.00540817,0.00035418576,-0.0009116876,-0.0038062213,-0.00058602705,0.0026708732,0.0029366938,0.002943731,0.003126763,0.0039120545,0.00014782602,-0.0025414876,-0.0013883916,0.0006520728,0.00042399054,0.0005466944,0.0022201373,-0.0014985106,-0.0028222958,0.0024406284,-0.000101192454,0.00049161736,0.0018829782,0.0019111881,-0.0043562283,-0.0012052073,-0.00041926448,-0.0006225046,-0.0042055114,-0.0015958232,0.0021315785,-0.0017428829,-0.0020227637,0.00060826587,0.002953286,0.0014092246,-0.004122607,0.0006563429,0.0009464845,0.0037744897,0.0016334107,-0.00041215098,-0.0017459927,0.005604152,0.0040088054,-0.0015967604,3.3452565e-05,0.0021145504,0.00063331553,0.00064283086,0.0012401344,-0.00054807495,0.0013451949,0.0037444055,-0.0007192062,0.0005344594,-0.0032978605,-0.0009960772,-0.0021007378,-0.0007104094,-0.00027457654,0.00076137274,0.0012085687,0.0002707349,0.0011705117,0.0014749465,-0.00068625854
GNAI2,0.007143828,-0.00044869815,-0.0011484389,-0.0063630915,-0.0028374018,-3.203161e-05,-0.0045094877,0.001431933,0.002917719,-0.0024490408,-0.015157871,0.002658549,-0.00807437,-0.0029657776,0.0040189093,0.0016745642,-0.0034631393,0.0071435724,0.0075617013,0.00352656,-0.0040126005,0.0034152158,-0.0011355382,0.0014813998,-0.009059558,0.0012389937,0.004218017,0.010317954,-0.0016998322,0.00014600666,-0.001909985,-0.003355095,-0.0018223866,0.0031801641,-0.0043412875,0.0074648974,-0.0015485613,0.005913121,-0.0012545991,-0.0012191073,0.0005505363,-0.0043708137,-0.00059860776,0.010731576,0.0066589215,-0.00019254941,0.0011937881,-0.00038758005,-0.0009613833,0.0016881777,0.007586395,0.0031244366,-0.0017828713,0.0048959046,-0.0033667425,-0.0007266134,-0.0026360706,0.0051232483,0.002225878,0.000626589,-0.001476478,-0.0014723276,-0.00065661507,0.0013897512,-0.0017502597,-0.0046661086,-0.003272538,0.0053813234,-0.0002532479,-0.00080023124,0.0018410438,0.0047225025,0.0030036883,-0.0012788005,0.004045772,-0.00050094933,0.0008827623,-0.0026850717,0.0041935467,0.0016686333,0.006803514,0.006736549,-0.00075026724,-0.004380629,-0.006398057,0.014797599,-0.0031814647,0.008518917,-0.005637203,0.010713183,-0.002133508
HEMK1,0.005087593,-0.00172366,-0.005321558,0.0034600003,-0.0070225946,0.0022903366,-0.0066715227,-0.001817102,0.00045247332,-0.0011562157,-0.006467201,0.0011478827,-0.0021882146,0.00023672248,-0.0018891086,0.008555276,-0.0061132503,-0.0009427918,0.00023011553,0.003018902,0.002010681,0.0018066673,0.004502684,-0.0013243998,0.0025606724,0.00018810834,0.0028246052,0.0036672696,-0.0020743546,0.0068913633,0.0003702161,-0.0020467332,0.0093312375,0.0001495625,-0.00252392,-0.0010634082,-0.0043931124,0.0014880776,-0.0028066204,-0.0017150743,-0.0011562443,-0.00015831964,-0.0054494618,-0.0017957024,-0.003971468,0.0029647807,0.0005157495,0.00018185697,0.00080880267,7.8566176e-05,-0.00029213648,-0.0003205789,0.008905571,0.006480439,0.0007846053,-0.00015699129,-0.004249544,0.00370049,-0.0013451227,-0.0002810482,-0.0002540764,0.0010704133,-0.00011266227,0.000929713,0.00062960316,-0.01010644,0.002727539,0.0008633101,0.002765746,0.0016570198,0.0010568539,-0.0010930644,0.004611243,0.0062560746,0.004090459,-0.0044186884,0.0017699428,0.001774657,0.0015761544,-0.0047020516,0.0031322704,0.0059785405,-0.0055455836,0.0054052933,0.00085442234,-0.002798838,-0.0049774493,0.0042182305,-0.003848699,0.0038787622,-0.004094357
CISH,0.0015697863,0.0010154246,-0.0026366825,0.006089782,-0.0063190046,0.0010364411,-0.004954664,-0.0054429197,0.0061229514,0.0018306746,-0.00057555136,-0.0010288047,-0.0004587999,0.00046500837,-0.00031491753,0.003839345,-0.0091021815,-0.0011777472,0.00087801414,-0.002682217,0.0042767567,0.0084427465,-0.002915768,-0.0005122938,-0.0026124567,-0.0042877514,0.0016456299,0.0065670493,0.0031494151,0.009323174,0.0014099118,-0.010173474,-0.003557718,0.004838137,-0.0021866187,-0.0028380372,-0.003471074,0.0052963165,-1.1204251e-05,0.0024147846,0.0014398883,-0.01039978,-0.0033858293,0.00135671,-0.005357764,0.0014920312,0.0008209372,0.0049785143,-0.0020408824,0.0016397705,-0.0016130419,0.00013730778,0.0041832724,-0.000454534,-0.003071567,-0.004449612,-0.0018874905,0.0031401454,0.00065226253,-0.0017964658,0.005564544,-0.0006949356,0.0027216675,0.011106468,0.0044285124,-0.011984859,-0.004045491,0.00924072,-0.00074505777,0.0013341923,0.0021347238,-0.0023014809,0.009027919,-0.0013080552,0.0038169187,0.0005740746,0.003179123,0.0026636259,-0.0051012035,-0.0009958704,0.009693661,0.0032337965,-0.009840724,0.0054750214,0.0010574044,-0.003347061,-0.013461955,-4.8326492e-05,-0.006954256,0.009328058,-0.003948822
MANF,3.6978865e-05,0.01154028,0.0030614422,-0.002858898,-0.0065492624,0.0113450745,0.003267579,-0.0010410696,0.008731809,-0.007280273,0.0024732857,0.0126661835,-0.0009063632,0.012993448,-0.00020248086,-0.00610051,-0.005676067,0.00787588,0.0016186164,-0.006304111,0.002289505,-0.010971904,-0.010174979,-0.0043592025,0.00070666,-0.0035650423,-0.0017930942,0.012343747,-0.00466117,-0.006792882,0.0012408434,-0.013126869,-0.0011842015,-0.0038802025,-0.0021577731,-0.0075362003,-0.0029310323,0.0033171356,0.0019381425,0.0040711653,-0.0009085765,-0.009700727,0.0036210825,-0.0023776686,-0.006262833,0.00067597226,-0.00036532877,-0.001547952,0.002084739,0.0019413921,0.0027812524,-0.0034668776,0.0010292616,0.0016946997,-0.0013280235,0.004288592,-0.00082637806,0.0028587214,-0.0040959865,-0.0031144524,-0.011665232,-0.0012250487,0.0014985123,-0.0039658286,-0.0019838172,-0.0072775674,0.0065948633,-0.0011966773,-0.006831656,0.0024019463,-0.0048887827,0.0016310546,0.0053557423,0.00067160645,-0.0068630916,0.0010387831,-0.0016046558,-0.0072568553,-0.009388985,-0.0058462406,0.0020137525,-4.4367976e-06,0.00760344,-0.004285435,-0.007628522,-0.0011884393,-0.017602608,-0.001674313,-0.007986679,0.00074798445,-0.0043649194
IQCF3,-0.0006885138,-0.0001718776,0.0002719854,0.0015594498,-0.00083803735,0.00033686447,0.0022950706,-0.00016562447,-0.00032402892,-2.320044e-05,0.0020382616,0.0026995344,0.0014064133,0.0002648521,-0.0013921298,-0.0007752281,0.00010536847,0.00076608127,0.0012274089,0.00015591108,0.00010342583,0.0019893842,-0.0017128213,0.0015522115,0.0013128349,-0.00069587305,0.0020050616,0.0017251685,0.00011544528,0.0017507382,-0.0015661404,0.0013771876,0.00097238756,-0.0011621275,-0.0025909194,-0.0019348665,-0.0010264257,-0.0027362618,-0.0010854183,-0.00022530222,0.00025059693,0.002926585,-0.00039368565,0.0033205415,0.0016103657,-0.0026823373,0.001161297,0.0012451165,-0.0017455177,-0.0010568978,-0.0026790982,0.0010696746,-0.0012783858,0.00092170533,0.0009468255,0.0007158102,0.00079873303,-0.00049030234,-0.00039113485,0.001629104,-0.000914142,0.00049904163,0.0018299401,0.00026279566,-0.00079891906,0.0007649662,-0.0026290955,0.00012133411,-0.001957901,0.00077827106,0.0009340545,-0.0014975005,-0.0013459809,0.0013928441,0.0010309245,-0.00018883201,0.00063733663,-0.003660191,0.003872558,-0.0014798552,-0.00056151603,-0.00028361575,-0.0019024417,-0.0004116717,0.0040812967,-0.00048951595,0.0015346273,-0.0018589197,-0.00080679724,-0.00040288692,-0.00016949305
ALAS1,-0.00041309884,0.0025852977,0.0032352076,-0.0031227302,-0.00068712025,-0.005132924,6.225317e-06,-0.00030485872,0.006673871,-0.002624778,0.00025727157,-0.0017321486,-0.0015329353,6.271929e-05,-0.0020233514,0.004994765,-0.0029301338,-0.00082118664,-0.0018568919,-0.0010244315,0.0066862274,0.0015650963,-0.00041832533,0.0033058214,-0.001200641,0.00032029088,0.00209389,0.0029849003,0.004529087,-0.004077198,0.0031136284,-0.0029305029,-0.0020619258,0.0033844577,0.0012944505,0.0057929778,0.013992303,0.012300559,0.0017806174,-0.009271418,-0.0011621619,0.002767318,0.0060476186,0.024719536,0.01122843,0.022067877,-0.00030522642,0.0058094487,-0.0036718904,0.008493395,0.0034844556,0.0009802574,0.016343871,0.0078041023,0.008118385,0.0040761125,-0.009022046,-0.0026524141,0.0041379575,0.0013401891,0.0061991275,0.0041945833,0.0066166236,-0.00015623381,-0.006613454,-0.009917749,0.00598853,-0.0028641552,-0.0049380674,-0.0018252139,-0.0020211393,-0.0030504286,0.0016378285,-0.0022007173,-0.003960113,8.419949e-05,-0.0033748052,-0.0008984755,0.0038449527,0.010504547,0.00061270123,-0.0025232497,0.0015044155,-0.0050158934,0.003923179,0.0073330104,0.0062576104,0.017098133,-0.00671091,0.0060687694,0.0107362615
