gene_symbols,phi_0,phi_1,phi_2,phi_3,phi_4,phi_5,phi_6,phi_7,phi_8,phi_9,phi_10,phi_11,phi_12,phi_13,phi_14,phi_15,phi_16,phi_17,phi_18,phi_19,phi_20,phi_21,phi_22,phi_23,phi_24,phi_25,phi_26,phi_27,phi_28,phi_29,phi_30,phi_31,phi_32,phi_33,phi_34,phi_35,phi_36,phi_37,phi_38,phi_39,phi_40,phi_41,phi_42,phi_43,phi_44,phi_45,phi_46,phi_47,phi_48,phi_49,phi_50,phi_51,phi_52,phi_53,phi_54,phi_55,phi_56,phi_57,phi_58,phi_59,phi_60,phi_61,phi_62,phi_63,phi_64,phi_65,phi_66,phi_67,phi_68,phi_69,phi_70,phi_71,phi_72,phi_73,phi_74,phi_75,phi_76,phi_77,phi_78,phi_79,phi_80,phi_81,phi_82,phi_83,phi_84,phi_85,phi_86,phi_87,phi_88,phi_89,phi_90,phi_91,phi_92,phi_93,phi_94,phi_95,phi_96,phi_97,phi_98,phi_99,phi_100,phi_101,phi_102,phi_103,phi_104
KIAA1107,-0.001131585,-0.0040117363,0.0020614557,0.0017549361,0.00025954994,-0.0021237053,-0.0015116947,-0.003506669,0.0010020296,-0.0046886047,0.002942359,-0.00028201097,-0.0017782615,-0.0022929125,7.646144e-05,-0.002545537,-0.0036723858,0.00024492724,0.0010401529,0.0013584136,0.00411996,0.0014917818,-0.0045097657,0.0036968421,0.0059030405,0.006349885,0.006488125,0.0015354565,-0.0014441764,0.001186597,-0.00047703914,0.0011849378,0.0031631773,0.0006216388,-0.00059400423,0.006323363,-0.00083674653,0.007264561,-0.0010028016,0.00040698855,0.002989262,-0.0025735046,0.0017540549,-0.00054884306,-0.0032421467,0.0022375556,-0.0007761007,-0.001082515,0.002934133,0.0022423272,0.0017944665,0.005744815,-0.0013010968,0.002923186,-0.0033341395,0.0011191425,0.0013409118,-0.002325133,-0.0023981335,0.005291208,0.0030750753,0.0016478474,0.004560082,-0.0021884034,0.0006791593,0.003360732,0.008788557,0.006350683,0.0022027784,-0.0032275785,0.0042023035,0.002555519,-0.0004641087,0.0017885634,0.0023256794,0.009648162,-0.0013646588,-0.0009173081,0.0013042339,0.005019642,-0.0004796327,-0.0019283942,0.0058285296,0.0009195723,0.0008511633,0.00063877355,-0.0072789765,-0.004851977,-0.001460675,-0.0003494757,0.0021441386,0.0005660233,0.003556002,7.200864e-05,-0.0013875972,0.001474085,0.0002616139,0.004380964,-0.0031271316,-0.00026710934,0.0015592924,0.002490567,0.0011796886,-0.0022934368,0.00013862886
FRRS1,0.0018875217,0.00033835878,-0.0014458876,-0.0005892549,0.0024572578,-0.000277989,0.0020985096,-0.0018105223,0.0017090094,0.0009874323,-0.0022113852,-0.0036705737,0.00039222807,-0.0018559044,0.0008989378,-0.0060600005,-6.0001086e-05,-0.00027084004,-0.00061226304,-0.00020166823,0.0064302785,-0.0037471633,-0.0076258024,0.0008216617,-0.00025095983,0.0034419775,0.0046610497,-0.0018588317,0.0022782767,-0.001720698,0.0028700486,-0.002671415,0.0023476079,-0.004224338,0.0034539395,0.0009359634,0.0038500517,0.0033016568,-0.0020842073,0.00031030932,-0.002112063,0.0049644266,-0.0020044527,0.0026461424,0.0022036158,0.00030892127,0.0021275738,-0.0013873704,0.0010377979,-0.0010600681,0.0013893968,-0.00058544654,0.0007179083,0.0021098382,0.008072933,-0.0027155345,0.001633422,-0.0035724707,-0.004858999,-0.00070705457,-0.0022968182,-0.0014213878,0.005058391,-0.0026868568,-0.004335905,0.0082260035,-0.005077108,-0.003775782,-0.0030801904,0.0011376652,-0.006605127,0.0049143895,-0.0026066578,-0.0025895084,0.0009689732,-0.00029778376,-0.0018495099,0.0019941132,-0.0039922134,-0.0023437615,0.0056917532,-0.0017931462,0.001317789,0.0027410055,0.00517902,-0.0051220427,-0.0016085312,-0.009715339,-0.0059179105,0.00045850876,0.0014190812,-0.0011322184,0.0023881546,0.001255547,-0.006607395,0.004163282,-0.007646613,-0.005209922,-0.0014656187,-0.0001637283,0.001802973,0.0011902709,0.0009783908,-0.002451167,0.00075252185
LRRC39,-0.0023398479,-0.0007466482,-0.0023899344,-0.00032861377,-0.00034723568,-0.002830402,0.000665385,0.0033288717,-0.00012237112,-0.00028827833,0.0020854815,0.005139171,4.172587e-05,0.003090186,-0.00052672403,-0.0020467448,-0.0017747513,0.0022840605,0.0016251641,-0.005466626,0.003521869,-0.00898541,-0.009524888,0.00092457375,0.004990694,-0.0027274254,0.0034286766,-0.0019652261,-0.0012242848,0.0028996994,-0.0030326527,0.0024689639,-0.0017351492,0.00043707812,-1.9255516e-05,-0.0020090982,0.00213953,-0.0035312371,0.00040725086,0.0011559367,0.00511946,-0.0038741836,0.00014054087,-0.0033316694,0.0012687425,-0.003932461,-0.0017014624,0.0009537951,-0.0028404768,0.0005533025,-0.000103558945,-0.0077428203,0.0028794736,0.0020817302,0.0014946235,-0.0007304031,-0.0005131281,0.0016073522,-0.003501567,0.0013186458,0.012005682,-0.004573621,-0.008334498,0.002566046,-0.007390528,0.0028914872,-0.004432696,-0.005568448,0.0013788413,0.0017515317,0.0030279486,0.0025967525,0.0006503856,-0.0013052942,-2.7452797e-05,0.0028660344,-0.0010900538,-0.0013424649,-0.0019476125,0.0019675542,-0.0016975253,-0.00032085163,0.0026718879,-0.0005416198,5.0700764e-05,-0.0015341628,-0.0023822126,0.00029644978,-0.0041370224,-0.0021086785,0.003494492,-0.00031778883,0.0019047773,0.003765839,-0.00049880036,0.0011012373,0.0012357138,0.0010888415,-0.0022040617,0.00030905084,0.0022768297,-0.0015645139,0.0031461301,-0.0010205687,-0.004061423
S1PR1,0.00084712944,-0.00033691496,-0.0009729519,-0.0049125585,0.00084827683,-0.0047384924,0.007384044,0.004728477,-0.00087600574,-0.0049230424,0.0006282227,0.0006174873,-0.0030608668,-0.004057229,0.011153675,0.0098282285,0.0071755354,0.010012081,0.017015489,-0.016213752,0.009456465,0.003090356,0.00036793566,0.0021928886,-0.001099912,0.0013566392,0.0030853753,-0.005547326,0.0063308785,-0.010270848,0.0012533703,-0.008534176,0.0019613216,-0.005722392,-0.006541419,-0.0043932283,-0.0009788226,0.0009789651,0.0007319998,0.004061625,0.004136993,0.007240679,-0.006906158,0.010090593,-0.005564616,-0.005425071,0.0033352112,0.00015985548,-0.006991801,0.00273911,-0.0048384555,0.0006503988,-0.00014145342,0.0019812267,0.0009608395,0.0026939395,0.0034306382,-0.01629834,-0.009763735,0.011032683,-0.0009470745,-0.020160977,0.0052118483,-0.0031106004,0.0046592588,0.00034345663,-0.005049027,-0.00053418736,0.0056164814,-0.0029688682,0.0012354665,-0.0041859313,-0.00082345353,-0.0002155218,-0.00024652333,-0.006968758,-0.0036442738,0.003074747,-0.0059644855,0.0015061988,-0.0053459853,-0.0071870643,-0.0068811905,0.0002371219,-0.0041969316,0.0017362542,-0.00036846002,0.0073122894,0.00088431506,-0.007561319,0.004408505,-0.0029605902,0.0052075163,0.0069014584,-0.0011673234,0.0014880296,-0.0026639572,0.0008639071,0.0046380716,0.008523424,0.017835917,-0.012639021,-0.0033087002,-0.014517886,0.0073177274
AMY2B,-0.0005597199,-0.000915092,-0.0005680469,-0.0012336309,0.0002846255,-0.0011274687,-0.0025742275,0.0008202121,-0.00032152393,-0.0008508647,0.00065783557,0.0009021232,0.0008011073,3.697285e-05,0.002210174,0.0026480271,0.0014595798,-0.0032195246,0.0010930568,-0.000881919,0.0043988493,0.0015846569,0.0031644509,0.0006743693,-0.00046656045,0.0013420209,0.002479694,-0.00039926387,-0.0004292234,-0.00030141033,0.0010293255,0.0011058263,-0.0004875049,0.0025372414,0.0035630183,0.0015271945,0.006531617,0.00037341687,-0.0004372492,-0.00012454602,-0.00039960817,0.0015064077,0.002011799,-0.0011635053,-0.0004426494,0.0007582351,0.00053704536,0.0007544686,-0.0006857604,-0.0013655116,-0.0001191621,-0.002463923,0.00095485896,0.0007655096,-0.00056715345,-0.0012312146,-0.0018784716,0.0008247812,-0.001013646,-0.00015226728,-0.0028894108,-0.00145566,-0.00018867818,0.0019953402,0.0052600666,-0.001828702,0.0027844333,0.00081873813,-0.0005716878,-0.00086733536,0.0012614937,-0.0043918747,-0.00059532805,0.0008243045,0.001260798,0.003722931,-1.8864073e-05,0.00038108494,0.00040533114,0.00079384755,0.00032228546,0.00086843,-0.004354295,-2.861834e-05,-0.0013467586,0.0003624609,0.00062844076,-0.0034622937,0.0024964716,-0.0020422775,-0.0013823465,0.0013730512,0.0010709146,0.0022697519,0.0030548156,0.00022025045,-0.0004944373,0.0020807234,-0.00018697498,-0.0037668548,0.0012525666,0.00096082024,-0.000331995,-0.0013888573,0.00066363
SCARNA2,-0.0016928896,0.0007786646,0.0018096827,0.004512784,0.004761508,-0.0016009704,8.5760665e-05,0.0011289606,0.0010238241,-5.885943e-07,-0.001453563,-0.002137707,0.0009612425,0.0001064655,-0.0042812186,0.00039510103,0.000994942,-0.0023356734,-0.0011080101,0.003940309,0.00359751,-0.0015473472,0.007813537,-0.00015492261,0.004081881,-0.00019826321,0.006304586,0.0008391759,-0.0033760162,0.0067387824,0.0070094923,0.002127207,0.00042865914,-0.0010923564,-0.002340343,0.011215252,-0.00012965649,-0.012238601,-0.0016937086,0.0011307364,-0.005822892,-0.0053927223,-0.0016074457,-0.003115209,-0.0067104143,-0.003789758,-0.0031279493,-0.0012568849,0.0024624194,0.001627377,0.00043596528,0.0055626677,-0.005187344,-0.0017187212,0.0043997164,0.002553169,0.0048923586,0.0008559187,-0.003140785,0.0024968206,0.0028783132,-0.00013582167,-0.00046820845,0.004115078,-0.0008583427,0.0064833625,0.00750567,-0.0051410994,-0.000410475,0.002240698,0.005066589,0.0071859346,-0.00059258525,0.0045556403,-0.005628267,0.0007238423,-0.0047915587,0.0033026394,0.0004725267,0.0049555185,0.0095719015,-0.0011922078,-0.0067663984,0.00021099403,0.0027507327,0.0023112476,0.002427152,0.00018020804,-0.0011987729,-0.005735331,-0.00399034,0.0002080648,0.0023851658,-0.0036147358,0.0037860852,0.008868705,0.003403492,-0.007528159,0.00081120874,0.0010245563,-0.0021487817,-0.00043429836,-0.0015692969,-0.0012213552,-0.0025352784
SARS,0.0041666236,-0.008762806,0.0050099115,0.0019630329,-0.010645966,0.00061737845,-0.0051463363,0.00781582,-0.0016045878,0.0036444343,0.0055289064,-0.0005203147,0.0035878115,0.0040088035,0.0023532386,-0.008775273,0.003963204,0.017035112,0.0044074315,0.0015747342,-0.0062252996,-0.010858681,-0.004264966,0.0045768935,-0.0023633253,-0.0027184803,0.003642889,0.005829127,-0.0073870434,-0.010318961,-0.0056956154,0.003355422,-0.0023532761,0.012304281,0.010292687,-0.0016909296,-0.008706697,0.0018204467,-0.0011400331,-0.0016822761,0.0050603976,0.0054577733,0.0057941303,-0.0035566674,-0.00096897245,-0.007465878,0.0005541538,-0.0070745987,0.0010022231,0.0010542623,0.0072711445,-0.0012459594,0.0017257982,-0.012193965,-0.008909005,-0.011468754,-0.0035282897,8.4423744e-05,-0.0016433321,0.0037488225,-0.0026666846,0.004999943,-0.0061441353,0.004426464,0.00069974124,-0.0028772266,-0.004739025,0.00895579,-0.0023395678,-0.0021081457,0.000115937815,-0.012636122,-0.0015981257,-0.0013706296,0.0019539304,-0.00019685838,0.007924826,0.0026566589,0.004698045,0.0036260819,0.0014135741,-0.0060680523,0.0023521988,-0.0028648393,-0.0010689183,0.0028065147,0.00297661,0.00966398,0.0070991665,0.004681002,0.004567541,0.007944345,-0.0041668164,0.0027049677,-0.0015126069,-0.007856814,-0.003718813,-0.0004788349,-0.0025493242,-0.014415296,-0.0039360872,-0.010868435,0.0016754849,-0.009710301,-0.009350966
PSRC1,0.009555652,-0.0054884786,0.0028010323,-0.0047891093,-0.010752223,0.0017038705,0.0020668544,0.0020720006,0.0028772135,0.0066583217,-0.0010238861,-0.0013256866,0.00080681965,0.002991128,-0.0050356747,-0.0064084223,-0.0012380271,0.0036906635,0.003366691,0.003829819,-0.0032189908,0.00020756392,-0.00071893027,-0.0010210448,0.0063629346,-0.0022994375,3.2030188e-05,0.00089425506,-0.003223477,-0.0027222699,-0.0026606023,0.0012209811,-0.0048552887,0.0083232615,0.005637706,-0.01073741,-0.0071389675,-0.0010654408,-2.2935743e-05,-0.0033327406,0.0044709877,-0.0023625009,0.004971032,0.0034162835,0.006138125,-0.0016862755,-0.0019344991,0.004107178,0.0014739435,-0.0039304695,0.0062137307,-0.003014551,-0.0015843023,-0.0032273177,-0.0031251453,-0.006731851,0.0038418046,-0.006086559,0.0050035613,-0.0032537628,0.0013512141,0.004708257,-0.0012231099,-0.0008520903,-0.00068921526,0.001095152,-0.0041930117,0.002785545,-0.0012415561,-0.0031468328,0.00251129,-0.009657134,-0.0019065336,0.0011166722,0.0061534634,-0.0014939115,0.0047205775,-0.0008935609,0.006152687,-0.00211364,-0.0012015018,-0.000156252,0.0011510076,0.0014558648,-0.0020990572,0.0035879118,-0.00044984155,0.005835623,0.002810084,0.008776116,0.0012105686,-0.00043118614,-0.0054374128,-0.0001738521,-0.0011870884,-0.0011565724,3.2503278e-05,0.001572192,-0.0037834833,-0.015531256,-0.0068510743,-0.012936978,0.003130945,-0.0044600023,-0.0047174073
MYBPHL,-0.0019698776,-0.0037012252,-0.0043411176,-0.006060572,0.0014769288,0.0024805698,0.0027565055,-0.002293539,-0.0036809556,0.0014622367,-0.0007672118,0.0036048202,-0.0025076396,-0.0030320361,0.0065909936,-0.0059735626,0.011791462,0.0037053092,0.01379786,-0.013270758,0.002196216,-0.018049564,-0.0027020723,-0.0014834275,0.0009489963,0.0056681237,0.0045022913,0.006558919,-0.00084770937,0.00678703,-0.005552163,0.0036736124,0.0044345036,0.0009967628,0.010349963,0.009048583,-0.009017464,0.0035794592,0.006152416,0.004821239,0.008509398,-0.00017113444,-0.0089869695,-0.003555989,-0.006102915,0.0013085778,0.011585923,0.001861729,0.0018890764,0.007890594,-4.9640916e-05,0.004090663,-0.006375254,-0.00015513354,0.004868306,-0.010694437,0.00415274,-0.00043259797,-0.0022248696,-0.006245436,-0.0040469086,-0.00084705977,-0.0068614488,0.0045572715,-0.0061889403,0.0014960737,-0.0046606623,-0.0034179282,0.0010078013,0.0053695412,0.000971468,-0.00022727183,0.0008075881,0.0010338292,-0.0051445407,-0.008378884,-0.0053517194,-0.0063810777,0.0034862692,-0.003141228,0.0022324228,-0.00079207495,0.0024197113,-0.0073097795,0.0039131064,-0.010135191,-0.0014868682,-0.00016151901,-0.011904096,-0.008393545,0.012101247,0.003857562,-0.0015215751,0.023643894,0.0056548403,-0.0030198472,-0.00693008,0.00031134425,0.0024771872,-0.0012238545,-0.0056466367,-0.00479287,0.0066326577,0.0089254435,0.0056628454
GSTM2,0.0027488377,0.0010490464,-0.0011351415,-0.0032147872,0.00051426026,-0.0030499247,0.0024104954,0.00055851485,0.0008927587,0.0034812195,-0.0013165674,-0.0042341426,0.001356571,-0.0015619164,-0.0042184074,-0.0033291033,0.0008374233,0.00020421839,-0.00068229024,0.0042721443,-0.0008801775,0.0024131385,0.001298151,0.001150037,0.0040894384,0.00126171,0.0016000416,0.0025093986,0.0010268766,-0.0037391253,0.002627537,-0.0015247139,-0.0041852794,-0.001144603,0.0020381534,0.0019506561,0.000369353,-0.0028615315,0.0032935892,0.0030196696,0.0011321242,0.0009964891,-0.003956388,0.0019738371,0.00089818425,-0.00089258107,-9.921289e-06,0.00019370865,-0.0023620108,0.0030237008,0.0012498761,0.0049290336,-0.00045566898,0.006231427,0.00325726,0.0014291058,0.00861204,-0.0030638385,0.0028775143,0.00031020932,0.0024166927,0.00096576,0.005319301,-0.0015869987,-0.00070896157,0.00440727,0.0056170933,0.00089383044,-0.0036306423,-5.7950252e-05,0.0032382873,0.0024594862,-0.0011374821,-0.0017584112,0.002272831,-0.0027012415,-0.0039870013,0.0007634293,0.00037782209,0.0003239454,-0.00072536466,-0.000106170584,0.0027876499,-0.0032848762,0.0035242233,-0.0012562181,-0.0045920988,0.005350916,-0.0014355958,-0.00082417886,-0.0022213112,0.00045003538,-0.0045804624,-0.0013467273,-0.00066498696,-0.0018539625,0.00061956595,-0.0041664606,-0.0025828565,0.0013928162,0.00038742906,-0.004034321,-0.0047577647,-0.0003415764,-0.00070736726
GSTM3,-0.0025350233,-0.0030908382,0.00010918311,-0.0041096224,0.0023374273,0.002574332,0.00053360756,0.0038956841,-0.0010433848,0.0042145555,-0.000566325,0.0046472093,-0.00036042585,0.005238809,0.0016749053,0.00028798357,0.0087095415,-0.0014185595,0.0031336714,-0.0075559467,0.0020814529,-0.005677862,-0.008211275,0.00854646,0.0074521755,-0.001975778,0.0069647133,-0.003449284,-0.0032606805,-0.00555942,0.0009122105,0.00366978,0.00057907565,0.00039870842,-0.002447473,0.001385197,0.0062372503,-0.0027907542,-0.0019273428,-0.000275322,0.007243831,-0.00019733234,-0.0023784377,-0.0031759632,-0.0036767991,0.0016406073,0.0069398354,0.008694756,-0.00044976515,0.0017280302,-0.0001545513,-0.0052135335,0.003274276,0.0017729915,0.0011990035,-0.0009648321,0.0022814558,-0.0047917,0.004856534,-0.0023735736,0.0039511467,-0.0058197198,0.0016750286,-0.00027555096,-0.004318044,0.004850425,0.0050678905,-0.0019403901,0.0046430887,0.0013470358,0.00050744106,0.0016822167,0.00042886476,0.0015454607,-0.0028987147,-0.006017344,0.0007517523,-0.0010723907,-0.0024837253,-0.003559924,0.0032640144,-0.0005625057,-0.0014020008,-0.0041827895,-0.0053041303,0.004146405,-0.0078580715,-0.0076792752,-0.005386975,0.0036446033,0.0030056138,-0.0046747774,-0.0046791215,5.8032852e-05,0.006872413,-0.0020589237,-0.00017131686,-0.0002870606,-0.0010449023,-0.008002478,0.0024419352,-0.0030546193,0.0038255926,-0.0040064454,-0.0062729786
PROK1,0.0013611343,-0.00011856611,-0.0027087016,-0.00041890584,-0.004725294,0.0011022788,0.004291091,-0.0026591052,0.0032299124,0.0075256894,-0.003298624,0.0027119352,-0.0021388303,0.0013716832,0.0077285315,0.009994118,0.007198261,-0.0025667609,0.009667676,-0.010715386,0.00065883563,0.006915715,-0.0064705373,0.013431894,0.0063378992,-0.008195699,0.0028016618,3.8073504e-05,-0.0008526703,-0.011585082,0.0069120876,-0.0027945978,-0.0011352783,0.005273543,-0.0037724003,0.00460435,0.011183363,-0.0046832026,0.009584033,-0.00049714214,0.009718536,-0.0020885118,0.0024867048,0.0017319304,0.0020778985,0.005425616,0.00518911,0.0071988674,-0.0042512277,-0.007705358,-0.007832761,5.5219087e-05,0.0031576026,0.012235931,0.0002125161,0.0013904877,0.00369203,-0.006254622,-0.0037262954,0.002896081,0.00017696057,-0.017742163,-0.006293023,-0.0018234561,-0.0062813335,0.0062428834,0.010432335,-0.0028924365,-0.0019159458,0.0032556942,-0.004034697,0.00669657,0.0025147463,-0.00044729738,-0.0045543234,-0.0025774278,-0.010858362,0.0038547586,-0.0031503288,7.50138e-05,0.01014044,-0.0038871074,-0.00056846795,-0.0044383747,0.0021917867,0.0052224933,0.0062001157,0.0047617536,-0.011532651,-0.0046479963,-0.00036718976,-0.0056190896,-0.007569202,0.007434904,0.0009676215,0.004309871,-0.00041050825,-0.0060699442,-0.0007651608,0.0046972455,-0.0027575304,0.0027025929,-0.003327759,0.0071322075,-0.0008781101
CD53,0.0044506835,0.003505696,-0.006610928,-0.01791706,-0.006255603,0.000833017,0.0049933936,0.008856105,-0.00034188357,0.0042790202,-0.004744213,0.0039867517,0.0045185415,0.001429733,0.0072790193,0.008506218,0.0037945725,0.0020265854,0.0025725875,-0.0014200629,-0.002937073,-0.00037789802,-0.002274,0.004717619,-0.005673895,-0.0033638165,0.004352776,0.0033728061,0.0038581036,-0.003076865,-0.0038684665,-0.004489551,-0.0012485582,-0.0026937395,0.0064382795,0.00060494314,0.00867686,0.006989011,0.005462893,0.009356172,0.005867374,0.0016892034,-0.0060543595,-0.005174251,-0.015378149,-0.0051831524,0.0012053429,0.011548019,-0.0031280029,0.0090831285,0.0046911812,-0.0014879252,0.00015509634,-0.00908288,-0.0037435824,-0.0073314877,0.0045374674,-6.928405e-05,-0.011826157,0.0028623904,-0.0033710627,-0.003667529,0.0033118087,-0.0008086821,-0.002655366,0.0020570774,-0.0058748787,-0.0027360392,0.0054181865,-0.0028138342,-0.0022362901,-6.0435872e-05,0.00013638916,-0.004300218,0.0071412986,0.0015674245,-0.008614808,0.0023959756,0.0061974563,-0.0034746905,-0.0029493235,-0.0063023833,0.0021656468,-0.0061766477,-0.0025151966,0.00063462765,0.0007191085,0.011070656,0.00032727685,0.00083443086,0.005191125,-0.0017690427,0.0025064289,-0.0015297622,0.0050729783,0.00789086,-0.00026149646,-0.004838542,-0.0033523291,-0.013152711,-0.008213676,-0.007019884,-0.0077604176,-0.0068038222,0.0059020594
CHI3L2,-0.0035400076,-0.007116565,0.0046708686,0.006660461,-0.0031041154,-0.0020898979,-0.0016589952,0.009325562,-0.0020965557,-0.003699504,0.0031199409,-0.0019193221,0.0039381078,0.0022302081,0.005290049,0.0004762257,-0.004078613,-0.001656227,0.0034638532,-0.004904693,-0.0011275567,-0.010333403,0.005284144,0.0016107722,0.009535062,0.0026975556,0.0015158386,-0.00027120343,-0.00048036207,-0.013655426,-0.0046107597,-0.0023451012,-0.0012677279,-0.0020335417,0.006031883,0.00204585,-0.009368157,0.00095121656,0.0009988598,-0.00437592,-0.004542904,0.0025748352,0.0010499916,0.0027602913,0.0076446394,-0.003454793,-0.0022984503,-0.009539516,0.003845883,0.0014533079,0.007895219,-0.0060269595,0.0054752985,-0.018561054,-0.0046139597,-0.005288842,-0.007388033,0.0092713935,-0.0011212933,0.008076344,-0.0012997342,0.002288695,0.003487264,0.0011213298,-0.002205534,0.005753692,0.0050396263,0.0016080007,0.002665466,0.0012003715,0.004809743,-0.0024031894,-0.007641529,-0.004670657,0.0034088995,-0.0065852837,0.0054223062,0.0010389319,0.004406798,-0.0077058203,0.003938306,-0.0074858186,0.0033440988,-0.004815958,-0.0032714803,0.0011644858,-0.0034755522,-0.004304677,0.0027402828,0.0020137117,0.0015062867,0.0022661753,-0.005283152,0.001735243,0.0046208138,0.0005731753,-0.00089914555,-0.00025623888,-0.0032969092,0.006378101,-0.009702702,-0.0021293978,-0.0012005058,-0.0011713818,-0.003165349
ADORA3,-0.0041788425,-0.002444902,0.0014881872,0.014310682,0.0017945454,-0.004829669,-0.0035017496,0.0030278002,0.008191138,0.0034693358,0.010302975,0.0036824232,-0.0013293446,0.0041617374,-0.0013320214,-0.0126203615,0.0003686866,0.008660713,0.017089825,0.005010331,0.010550428,0.01010086,0.009335251,0.0003768108,-0.011113252,-0.0066901417,0.002436291,0.011145531,0.013479624,0.006135245,-0.006765327,-0.013820364,0.00048908754,-0.006177356,-0.0029977784,0.020536805,0.006718973,-0.009770196,-0.013970402,0.011223062,-0.011947131,0.008390463,-0.0021533421,-0.007048748,-0.007156242,-0.012028936,0.011974019,0.012479892,0.017671606,0.001897871,-0.0040129772,-0.00090735086,0.017662479,0.01665775,-0.006691606,0.015698034,-0.0044430755,0.0066679926,-0.006435363,0.01600942,-0.003227212,0.004928229,-0.0041468195,0.002508283,0.007701246,0.002326554,0.007658146,-0.0010361138,-0.006109038,0.0004295881,0.0015128712,-0.0032503952,0.014642178,-0.012078063,-0.018254042,0.00855685,-0.0063885176,0.002931946,0.0053144842,0.0022499452,0.0013799506,0.0037540426,-0.027689395,0.010018722,-0.013252007,-0.0010341246,-0.011577763,-0.013932498,-0.0018452186,-0.004191035,0.008598958,-0.010601273,0.00014355821,0.0073204725,0.0039409874,0.009457775,0.0145885525,-0.0032776322,0.0028667783,-0.0080776345,-0.0065635685,-0.0041560503,0.002124063,-0.011331611,-0.00076864805
CAPZA1,-0.00018135806,0.0006486563,-6.635993e-05,0.0017307819,-0.0007722697,-0.0054307682,0.0027691757,0.00089669414,-0.0021846509,-7.097054e-05,-0.006031818,0.0021819104,-0.0037440802,-0.0046690893,0.0006114742,-0.0055109803,-0.005629462,0.00035873882,0.0020247488,-0.0023268205,-0.0047164406,0.002556309,0.0012223093,0.00047823632,-0.0070439368,-0.0027846722,0.00043159205,0.004299346,-0.001657222,0.0047053774,-0.0029973814,-0.0013439689,-0.0015691658,0.0018869549,-0.0001634443,-0.0013582006,0.0021386696,-0.001508302,-0.0031331854,-0.0027450141,0.0050480813,0.0022063372,-0.00047979344,-0.0037672,-0.0008881231,-0.005725489,0.0022716892,-0.0007045562,-0.0007805069,-0.0011420392,-0.0014348977,0.0017312994,-0.0008368769,0.00034379947,-0.0006683737,-0.0022877427,-0.00021476553,-0.0045150337,0.0019923167,0.0017033191,0.0001506078,0.00011467387,-0.001302595,-0.009556224,-0.0018334788,-0.0037791443,0.0020863945,-0.002268191,0.0013184691,-0.0059372843,-0.0011179015,-0.0033183163,-0.001153174,0.0005765884,-0.0010382669,0.00088165206,0.0016459384,0.0010755496,0.0012871575,-0.0018382485,0.0002201938,0.006362846,0.0022947516,0.0005872957,0.00085896865,0.0014379441,-0.0036909385,0.002380877,-0.006412121,-0.002236432,0.0023079545,0.0020951582,-0.003962066,0.0001723251,0.011693003,-0.0013911801,-0.0005739432,0.006081826,0.007833187,-0.0034929595,0.0007760563,0.0056166635,0.000886663,0.000691968,-0.0015721631
RHOC,-0.00085689913,-0.00977845,-0.0059182057,-0.014793989,-0.0005534143,-0.003871412,-0.0008470742,0.006741564,0.0014261678,0.0030464185,0.0027485199,0.007624416,-0.002701235,0.0033164846,0.0077158343,0.0011291895,0.012746059,0.011762375,0.009330732,-0.00326936,-0.004827037,-0.017665232,-0.00631883,0.00034808612,0.0024604446,-0.0023886003,0.0052909283,0.0012225648,0.001543823,-0.00433484,0.0016934032,0.001742327,-0.0022058955,0.00054571184,0.0014459838,0.007403767,0.005534935,-0.00013473128,0.007196143,0.00620093,0.009971454,0.00651392,0.007320075,-0.007669692,-0.014074133,-0.010713104,0.0038386749,0.0070553976,0.008653343,0.009145772,-0.0012298718,-0.0057297857,0.0010740609,-0.009743335,-0.0032038752,-0.0071814973,-0.006027355,-0.009608355,0.0067152944,-0.0029743363,-0.0044857003,-0.009289349,0.0048971567,-0.0051809815,-0.007851368,0.004402705,-0.0038609453,-0.0029144264,-0.0032159279,0.0005301886,-0.003695063,-0.0021878965,0.0014925965,-0.001148529,-0.00028998288,0.0034854282,-0.00036843235,0.0013917836,0.005166408,0.004751523,0.0041596587,-0.0017808533,-0.00033294313,-0.0025265648,0.00019054173,0.003704862,-0.005632798,0.0047293636,-0.0065996866,-0.0012577788,0.0077499044,0.007627129,-0.0069939555,-0.0036665204,-0.0008694117,-0.0018460432,-0.010015147,0.006596326,0.0035190242,-0.00894246,0.0068561113,-0.0051784767,0.014798106,-0.005263915,-0.0038887179
