gene_symbols,phi_0,phi_1,phi_2,phi_3,phi_4,phi_5,phi_6,phi_7,phi_8,phi_9,phi_10,phi_11,phi_12,phi_13,phi_14,phi_15,phi_16,phi_17,phi_18,phi_19,phi_20,phi_21,phi_22,phi_23,phi_24,phi_25,phi_26,phi_27,phi_28,phi_29,phi_30,phi_31,phi_32,phi_33,phi_34,phi_35,phi_36,phi_37,phi_38,phi_39,phi_40,phi_41,phi_42,phi_43,phi_44,phi_45,phi_46,phi_47,phi_48,phi_49,phi_50,phi_51,phi_52,phi_53,phi_54
ESPN,-0.000680343,-0.0026743475,0.00047644065,0.00077130005,0.00071430614,-0.0002962029,0.0009871272,0.0002644188,-0.0018198463,0.0016090043,0.009406986,0.01213347,0.0024926073,-0.0007980415,-0.015265881,-0.012487461,-0.01369296,0.008512971,0.004870298,-0.005215029,0.0013166814,-0.0076241232,-0.00716152,-0.0057353596,-0.0015261937,-0.0028947461,0.011584463,-0.002907909,0.0028799828,0.0038707547,0.00032419214,-0.006741072,0.002219491,-0.004312466,-0.0007736492,-8.141574e-06,0.00042391362,0.0062136655,-0.0060696085,0.0011829176,-0.0040257582,0.0044717425,0.0053464314,-0.0024755755,-0.0017007232,0.0041304794,0.006324642,-0.005925118,-0.001472034,0.0042796247,-0.0042132507,0.001559946,0.0008733001,0.0020650225,0.0020813905
TNFRSF9,-0.0008439363,-0.0024041578,0.0029128352,0.0040343083,-0.00051260425,-0.005826111,-0.0031051037,0.0031169662,-0.0005901567,-0.0052073873,-0.009339589,0.0094935,-0.0049725655,-0.004718126,-0.0005698111,2.180635e-05,-0.0050018076,-0.003428795,-0.003628096,-0.003884964,0.01814766,-0.0035786703,-0.022535708,0.0062335534,0.002329072,-0.005675974,-0.011714166,0.0262876,-0.014630315,-0.024089083,0.010164225,0.01759147,0.0007450026,-0.027773235,0.0074058725,0.025754176,-0.010050611,-0.012475444,-0.015587947,0.020566504,0.0109323105,-0.006282979,-0.004901711,0.0027737569,0.013072415,-0.006034111,0.000182576,0.0023094015,0.0023027943,-0.0053937947,0.0033115325,0.0139476685,-0.0021206348,0.0062701446,-0.0015566165
ENO1,-0.018003618,0.008082249,-0.026453435,-0.03607694,-0.016266922,-0.014623876,0.020654622,0.03925592,0.017674105,-0.0051032566,0.02536583,-0.03775917,-0.008563339,-0.022129754,0.014098782,0.07348869,0.017433843,0.0002826805,0.0065042116,0.008641688,-0.029833507,-0.007367478,-0.035335746,-0.048499923,0.01662869,0.03648424,0.0014819534,-0.04335868,-0.021903405,-0.022703633,0.020818457,0.075166054,0.013927081,0.005784158,0.004156275,-0.01944176,-0.029518714,0.00012102113,0.020443145,-0.0077272668,0.00039579778,0.034474883,0.049186513,0.008485462,-0.018737799,0.094366804,0.013017785,-0.013549829,-0.010869018,-0.053018298,-0.034562238,0.0029786758,-0.014883001,-0.009858112,0.009959087
GPR157,-0.000107772925,-0.0008929545,0.00096768583,0.00028873875,-0.0016337932,0.0007885652,-0.00086430117,0.00052842713,0.00069079926,-0.0020764067,-0.0020791765,0.0010606468,-0.00042201843,0.0013828785,0.00086502003,-0.0029528474,0.004059945,-0.0019976795,-0.0030340024,0.0032188147,0.0022436883,0.004253759,-2.1986381e-05,0.0032603308,-0.0006373131,-8.4989566e-05,4.9569506e-05,-0.0012069534,-0.0021550595,0.002235209,-0.00223761,0.0016825045,-0.0011549031,-0.0027634262,0.001971462,-0.0014912233,-0.0025402936,-0.0010626533,0.00077409216,-0.003380593,-0.0010796238,0.00296597,0.00010468625,0.0032123935,0.00022525762,0.0017138069,0.0009537092,-0.00039156093,-0.0025145917,0.0008456577,-0.0005943201,0.001654548,-0.0012398995,0.0019272256,-5.3528875e-05
H6PD,0.0010072518,0.0012447435,-0.0013686593,-9.667431e-06,0.0001883306,-0.0018189823,-0.0002547628,-0.004758972,0.0029156583,-0.0006338434,-0.0015729655,-0.0015727384,0.0004498116,0.006583333,-0.000847841,-0.007359709,-0.0044881147,0.0014551694,-0.00060397026,-0.0056524626,0.003165508,-0.002995442,-0.00079557166,-0.008030767,-0.00012071072,0.0037343407,9.228606e-05,0.008069235,0.0063189543,-0.0052556572,-0.0029859643,-0.008071893,0.008518053,0.004884936,0.001484996,-0.0028044628,0.004304199,0.0019109535,-0.008349968,-0.00077012304,-0.0011472149,-0.001219143,0.0019355827,0.0017514563,-0.006527316,-0.0008645983,-0.0034548785,0.0071678236,-0.0052486216,0.0065661296,-0.0039165188,-0.0012508904,-0.0062411013,0.0023259954,-0.00010621743
PGD,0.0022318552,-0.0045091184,0.0010125691,0.005652407,-0.00814505,-0.0021770012,0.0006900389,-0.0019857062,0.0007618534,0.0070836027,-0.0096576065,-0.0008916475,-0.011125561,-0.0101463925,-0.010095699,-0.0014318656,0.0031508638,0.0038950548,-0.0054676873,-0.0009495692,0.011131363,-0.0021501186,0.0025300628,-0.0039976053,-0.005495889,0.0045665684,0.0030895611,0.0108169895,-0.037298787,0.0067144777,-0.008607646,-0.00016917204,0.007360275,0.020531375,0.017448485,-0.0003046013,0.0029783796,0.014775866,0.0022791685,-0.013323592,-0.012931441,-0.0012656653,0.00042235982,0.008940296,0.0098823495,0.0035995492,0.005585496,-0.006357192,-0.0035078512,-0.009418796,-0.0065159732,-0.011918621,-0.006715709,-0.002291099,0.007507432
MASP2,-0.0007419426,0.00073542644,0.00040265828,-0.0003755856,-0.00026861604,-0.0012587487,-0.00045492302,0.0019148928,6.8928246e-05,-0.00033741852,0.0009309203,0.0012254249,-0.0009967606,2.807597e-05,-0.0005912587,0.003582042,-0.0010246877,-0.0012321235,0.00086059753,0.00012514293,-0.00020362462,-8.881424e-05,0.00070978823,-0.001203079,0.000366336,-0.002961523,0.0023302906,0.00106787,-0.00024477325,-0.0015982265,5.050672e-06,0.0022131247,0.0014173688,-0.0015609042,7.255144e-05,8.325415e-05,-0.0006865975,-0.0009111598,-0.00024470533,0.0013741473,-0.0009779935,-0.0017042683,-0.0022459445,0.001131105,0.0014095842,-0.00020323483,0.0034363298,0.001960605,-0.0010520959,-0.0007517323,0.00017110648,-1.692375e-05,0.0019976683,0.0009954016,-0.0008889039
SRM,0.007564536,0.011581288,0.012911669,-0.019003913,0.0033473764,0.022823963,0.019336963,0.010630787,6.562709e-05,-0.012571033,0.014705367,0.0057776677,-0.010303922,0.0014372532,0.028706599,0.020913878,0.0029988994,-0.0005339955,6.95363e-05,0.005453344,0.009879868,0.0068802815,0.0138159795,0.011812713,-0.008578616,-0.0038371787,0.0022853236,-0.048777003,0.0062719616,0.005257337,-0.014245805,0.0469047,0.013978094,-0.010493343,-0.01431055,0.00042200103,-0.0077011804,-0.0060562636,0.0015595526,0.0032298656,0.016798396,0.04568789,-0.0023292357,-0.0023735776,-0.020520601,0.03528654,0.007547574,-0.0029600093,-0.020210985,-0.018990632,-0.013961713,0.0067918524,-0.0060072765,-0.0025094023,-0.006360351
DRAXIN,0.0007204904,-0.00065761665,-0.0004465584,0.0018462057,-0.0010857423,-0.0005459564,0.00074156624,-0.0011203283,0.00076059357,0.0021769968,-0.0028108554,-0.0003235079,0.00038198318,0.00039352803,-0.002267188,-0.0007998107,0.00048957387,0.0019692897,0.0017965394,0.0019188564,-0.0010017308,-0.0011701076,0.0008405595,-0.00089123484,0.0003585521,-0.0034655111,0.0014404899,0.0015334357,-0.0011502476,0.0012791496,0.0005509533,0.0003652532,0.0011315075,0.0018797362,0.000113310016,-0.0012326946,-0.0007360663,-0.00014786165,-0.0027916532,-0.0008515617,-0.00010915165,-0.00021168684,-0.0022968932,0.0013763973,0.0044909855,0.0019388483,-0.0014335543,0.0027173248,0.0009933749,0.0017005979,0.0002859427,-0.0017118079,0.0017743115,-0.0021785493,0.0012256701
MTHFR,0.0028526734,-0.00430261,-0.0036013625,0.0048722047,0.0018227226,-0.0012570929,-0.00075800705,-0.009457537,-9.142412e-05,0.006083853,-0.008323509,-0.0004302565,-0.0036492643,0.0047793547,-0.011284543,-0.013207659,-0.0021701504,0.006758526,0.005525447,0.0033466236,-0.0032108848,-6.660929e-05,-0.0028936628,0.00023378183,0.0004964764,0.0001614911,-0.0035164414,-0.0014503143,0.0037792432,0.0018900093,0.0005489829,-0.011403723,-0.006867187,0.0064029302,0.0046982416,0.0004998309,0.011596815,0.0059147193,-0.0007878649,0.0008050884,-0.0070353756,-0.006215992,-0.0066642347,0.00075047486,0.005980158,-0.003265694,-0.007378609,9.590442e-06,0.0076150624,0.012842495,0.0052005285,-0.004037313,0.0013019958,-0.004246452,0.00054481556
PDPN,0.0012793588,0.0009739962,0.0007530044,0.0014383579,-0.0002937082,-0.0008214591,0.0015895661,-0.00071516295,-0.0011747587,-0.0008230083,0.00072537863,0.0007712742,0.0014757484,0.0035307298,0.0007980583,-0.00080008357,0.00026505682,-0.00039000972,0.003905551,0.000760424,0.001200815,0.0010762418,0.00022224268,-0.0010751855,0.0007013897,0.0013435361,-0.00019809895,-5.5825626e-07,-0.0026341116,-0.0010700821,0.0003359277,0.00051096285,-0.0010229351,-0.0032981704,0.0017759941,-0.00019044765,0.0007661252,0.00026642115,-0.0016135086,-0.0005867331,0.00045652193,-0.0037041106,0.00045442113,0.001452153,-0.00083838485,0.00076277455,0.0008799549,-0.00066775206,0.002442734,0.0020300872,0.000682578,0.00031325524,-0.0023910352,0.002624831,-0.00016822996
CELA2A,0.0006003951,0.0007776358,0.002648141,-0.0024406502,-0.001644243,-0.00086275203,0.0014222859,-0.0003069314,0.00096877996,-1.5907042e-05,0.003853548,0.013403677,-0.012883249,-0.003682684,-0.0045577884,0.0026697682,0.0032045285,0.012878236,-0.0021617594,-0.0028265978,-0.010771932,-0.0058743,0.00011092039,-0.0046637016,0.0020146596,0.009121871,-0.00043824152,0.005591761,0.0069177556,-0.0024706228,0.0017513257,-0.0014914997,-0.016394882,0.004587512,-0.0039520324,0.00240208,-0.0033619332,-2.4242236e-05,-0.009890091,0.0011680346,-0.0012854693,0.0003946506,0.00033005513,0.0019521945,-0.0013530238,-0.0038816575,-0.0025141796,0.008895311,-0.0016578555,0.0032372966,0.0024536934,-0.0028705653,0.0069688982,-0.0049350304,-0.00028451017
CELA2B,-0.00035010977,-0.0024850345,-0.0012404129,0.001552483,-0.0010388602,-0.00064852607,0.00404406,0.0077727283,-0.0022361525,-0.00031929868,0.0016083037,0.0072652856,-0.015661677,0.0076428438,-0.0032179225,0.004935407,-0.01942598,-0.0055710925,0.003322909,-0.0063284673,-0.0068046683,0.008401319,0.0012376485,-0.007880048,-0.017652413,-0.00055789313,0.0050107,0.01271795,-0.0076369075,-0.0006295575,0.00019469905,0.026537117,0.004348413,-0.007360099,0.0016736297,-0.007399626,-0.0031289114,-0.015256884,-0.017620718,0.0050713657,-0.012450626,0.0083093755,0.013198996,-0.0049046404,0.0003536076,-0.004809232,-0.0039494247,0.002678843,0.0035745031,0.009354704,0.016155493,0.004110379,-0.005570354,-0.00090659346,-0.002885273
PLA2G2C,-0.0018502643,-0.002189902,0.0018413384,0.00093128585,-0.0023285812,-0.0010917104,-0.005506505,-6.654213e-05,-0.0004556606,0.00012310702,-0.005199871,0.000599019,-0.0077771987,0.0006831928,-0.004241408,0.0074654478,-0.0028924763,-0.0016912771,-0.002824699,-0.0045974134,0.0032940437,-0.0020307985,0.0013344635,0.0014529227,-0.0041203424,0.00023377815,0.003058042,0.009729918,-0.014906788,0.007404526,-0.012623403,-0.00086711015,0.0016360722,0.001624472,0.009565578,-0.00066493714,0.006022883,0.0048104273,-0.001476488,-0.007474567,-0.00018913312,-0.011496961,-0.0026189133,-0.0045353104,0.0027449334,0.0049006976,0.0010643379,0.0006812521,-0.00046601237,-0.0044432604,-0.0011877926,0.00069227663,-0.0017738868,0.0043280236,-0.0028102691
HP1BP3,0.003648352,-0.0042971824,0.0025848362,0.0033563566,0.0026998376,-0.0042871395,0.0043031643,-0.009302275,-0.000998082,0.0048606517,-0.012630432,0.0045589916,-0.0068828412,0.0012664516,-0.017564876,-0.009761899,-0.0015686667,0.0061628935,0.001973123,0.00032513257,0.006052915,-0.0004466943,0.0024840354,0.006145571,-0.011359393,-0.005255598,0.006365233,-0.005024483,0.0046871793,-0.0062241736,0.0017755021,-0.0023010052,-0.006484786,0.0017253355,0.0036757668,-0.00029232062,0.010612613,0.0010815936,-0.001574562,-0.010584928,-0.009790236,-0.003252531,-0.002851875,0.0031580671,0.009303483,0.014562623,-0.019426135,-0.009742221,0.011641838,0.0076007294,-0.00044895374,-0.0043428345,0.0039384277,-0.009258545,-0.002087524
CDC42,-0.005116943,-0.0018182994,-0.0014759918,-0.004389699,-0.0032710822,-0.0027560561,0.0005459452,0.009187693,0.0009732643,0.0024680893,0.0018453466,0.0001583515,7.096364e-05,-0.0049174163,0.0024961112,0.0073183086,0.003733304,-0.003397147,-0.005196716,-0.0006373096,-0.00076081237,0.0021234208,6.886431e-05,-0.0043520667,-0.006833279,-0.00048142285,0.001000204,0.0023260112,0.0020239053,-0.0013318398,0.010524308,0.006841891,0.0040936726,0.008651329,-3.21104e-05,-0.0027097324,-0.0077652037,0.0009893196,0.002274154,0.0012474267,0.00347937,-0.0036265,0.008642635,-0.005984539,0.0030355095,0.0045896475,0.002727648,-0.0073884525,-0.000182213,-0.0061682495,-0.009194433,0.00018376338,0.002406643,0.0011957678,0.0022849848
ZNF436-AS1,-0.0009574311,0.0014940726,-0.0034395726,0.0022449226,0.00038124548,0.00016236547,-0.004676865,-0.0027167273,0.0023109235,0.0032704605,0.0036667844,-0.005403243,0.003931687,0.005332003,0.00401463,-0.005573016,-0.004605441,0.0071448064,0.0045679086,-0.0011964982,-0.0017575426,-0.001204201,-0.008573227,-0.00040396495,0.006571524,0.0032014118,0.002520649,0.0008966915,0.013150827,0.006895416,0.006102108,-0.010790833,-0.0046791644,0.0093873665,0.002597829,-0.0019640177,0.004716885,-0.0017494597,0.0011378756,0.009929783,-0.0031091084,-0.012307361,-0.0037732273,-0.00050484564,-0.0012723546,-0.014793892,-0.0024205977,0.002718051,0.001829732,0.0031596057,0.0020171048,-0.0013829902,-0.0035111993,-0.002954686,0.0022247504
ID3,-0.0076788054,-0.024141764,-0.013694997,0.02442816,0.024849368,0.0063832416,-0.0029501629,0.01805426,0.030425211,0.011801938,-0.039943863,-0.040200274,0.008964513,0.026718963,-0.015607908,-0.046428267,0.037308477,0.058607433,0.0018142838,0.006731851,-0.01754008,-0.009859416,-0.021184707,-0.05246454,0.008479108,0.012499991,0.0013573092,0.051572435,0.04656538,0.052661538,0.07603693,0.014383608,0.019264758,0.03182583,-0.0076481593,0.020397872,0.015595538,-0.045531377,-0.019171184,-0.0011428802,0.02816861,0.03740712,0.0030388988,0.02059051,0.02001673,0.020813882,-5.5712462e-05,0.026420416,0.045904674,-0.03601412,-0.05482401,0.0031825195,-0.048568934,-0.017296406,0.0115664005
HMGCL,-0.0013072437,-0.0021980947,-0.0036659231,0.0037755643,0.0009807771,-0.0055429465,0.00050454825,0.00054769765,0.0016354716,0.0012193127,-0.0037294908,-0.000513536,-0.0038807844,0.0038342972,-0.0038409221,-0.0030786346,-0.0011843757,0.0003124567,0.0077925352,-0.0018122967,-0.0024516669,-0.002482518,-0.011961405,-0.002549348,0.0011347462,0.005696619,-0.004875016,0.009444752,0.0026432252,-0.0021626595,0.012720305,-0.010241078,0.0022076722,0.001789476,0.0077899615,-0.0075709303,0.0076469714,0.0012162714,-0.0024170163,-0.005637487,-0.0040448615,-0.021153329,0.010174695,-0.004312002,-0.007900246,0.0066272626,-0.006708249,0.003704903,-0.0054120068,0.0022841778,-0.00038350408,-0.0028487137,-0.0020550094,-0.0015816876,-0.0029860388
FUCA1,-0.00068791315,-0.002444506,-0.001605879,0.0015825606,0.0044554705,-0.0038718348,-0.0006840452,-0.0010343413,0.0001816934,0.00016591632,-0.0030630094,-0.0038981384,-0.004602309,0.0025159563,-0.0023402104,-0.0017363402,0.004007281,0.008256417,0.0004645539,4.1865806e-05,-0.0018595734,-0.004971848,-0.0054102936,-0.005650569,0.0029511193,0.004273106,-0.0020790747,0.010586573,0.004833316,-0.0046014115,0.003509603,-0.0095934775,0.002295383,0.006780047,-0.0009107639,0.002486798,0.0032598046,0.0026925895,-0.0018839181,0.00028060266,-0.010426109,-0.0054765325,0.002992968,-0.008224937,-0.005655192,0.004942063,-0.0027712544,-0.0123932045,-0.007915392,0.0016099035,-0.005677382,-0.008777736,-0.00052194373,-0.0040175915,-8.8876055e-05
CNR2,-0.00061328086,0.00024237092,0.0029561024,-0.0006913453,-0.0007739934,-6.507185e-05,-0.00011185154,0.0013134589,0.0002686099,-0.0020871987,0.0022717519,0.0055406173,0.0015676201,-0.000940679,-0.0003419066,0.00042994824,0.00012304312,0.0006768956,-0.00083252945,0.00041450845,0.0034705459,-0.00071237306,0.001997191,-0.0010109122,-0.0011374345,-0.0049014026,-9.238616e-05,-0.0013463497,-0.0022499328,-0.00084680016,-0.0002747239,0.00075098267,0.0009505498,-0.0034391321,0.0037505308,0.0031120677,-0.0032061557,0.0021603534,0.0012444834,-0.0010969203,-0.003169842,-0.004306045,-0.0005149772,-0.00082756707,-0.0015011856,-3.952223e-05,-0.001363807,-0.0015754631,0.000371182,-4.817011e-05,-0.003588855,0.0015279704,0.0015417904,-8.5951506e-05,-0.0004541466
SYF2,-0.0030473701,-5.535495e-05,-0.009040822,0.00290224,-0.0061042393,-0.013593331,0.0013326443,0.0054863472,0.00057385844,-0.0012064127,0.0030946778,-0.0012800355,0.0043414445,-0.0074050603,-0.014837124,0.012194882,0.004245071,0.00039739136,0.0022881895,-9.7503915e-05,-0.009155944,0.003109889,-0.0052984506,-0.011418913,0.0025372677,0.00342432,-0.0016953693,0.008849331,-0.010770528,-0.017355558,0.012850719,-0.0013297843,0.0049745217,-0.0009516707,-0.0006913753,-0.0027960779,-0.007426697,0.006840427,0.009293497,0.0039553717,-0.0020768247,-0.019862901,0.01750617,-0.0016458377,0.0033478313,0.0044444846,0.0017993331,-0.004537289,-0.004725597,-0.009079217,-0.007467189,0.0029968317,0.00035439144,0.002494834,0.008665969
