gene_symbols,phi_0,phi_1,phi_2,phi_3,phi_4,phi_5,phi_6,phi_7,phi_8,phi_9,phi_10,phi_11,phi_12,phi_13,phi_14,phi_15,phi_16,phi_17,phi_18,phi_19,phi_20,phi_21,phi_22,phi_23,phi_24,phi_25,phi_26,phi_27,phi_28,phi_29,phi_30,phi_31,phi_32,phi_33,phi_34,phi_35,phi_36,phi_37,phi_38,phi_39,phi_40,phi_41,phi_42,phi_43,phi_44,phi_45,phi_46,phi_47,phi_48,phi_49,phi_50,phi_51,phi_52,phi_53,phi_54,phi_55,phi_56,phi_57,phi_58,phi_59,phi_60,phi_61,phi_62,phi_63,phi_64,phi_65,phi_66,phi_67,phi_68,phi_69,phi_70,phi_71,phi_72,phi_73,phi_74,phi_75,phi_76,phi_77
HES2,0.0020710628,0.004455873,0.010371561,0.0020410272,0.008443778,0.01747802,0.0040089493,-0.002539261,0.0064976574,-0.0073588663,0.003910552,0.0002951562,-0.0023166765,-0.006306084,0.0004785618,0.0030958343,0.0025570928,0.007236004,-0.0012822293,0.0027518277,-0.003837285,0.003908804,-0.004680582,0.0013267094,-0.0113953855,-0.001181755,0.009509542,-0.0010887468,0.004698106,0.00358932,0.009894522,0.00207933,0.012627087,-0.0016014327,-0.010121725,-0.0016227515,0.0019385987,-0.00018337797,-0.0042374716,0.008963101,-0.001074275,0.0017996413,0.01153504,0.016421752,0.015052251,-0.0075178826,0.00093056407,-0.00809638,0.009274535,0.0057457574,0.009819339,0.012742559,0.002854289,0.006912733,-0.004909331,0.011822566,0.002901504,0.0065064034,-0.0076178163,0.008216429,0.004759208,0.012153956,0.005794426,-0.006387394,-0.0017795281,-0.0060562477,-0.0065002483,0.0057165907,-0.0034883772,-0.0064944397,-0.0022489268,0.0058752783,-0.0036713365,0.0017861524,-0.003071332,-0.0025384154,-0.008301847,-0.0014411996
ESPN,-0.0013989547,0.0035051347,0.006201924,-0.0016540968,0.0026725286,0.0029694343,2.838659e-06,0.00046915695,-0.0036272914,0.0005932953,0.0023484488,0.0040302454,-0.00022844232,0.005934414,-0.0027807488,0.0003983203,0.0041513713,-0.0012071347,-0.0037599162,-0.005662835,-0.0013067933,-0.0023485627,-0.0073449793,0.00045287062,-0.0030755308,0.0044864975,0.0013795197,0.00089856854,-0.0014216956,0.00011732033,0.00011581394,0.0021358759,-0.0024162985,0.0016805979,0.0017367781,-0.004899064,0.00059820444,0.0014886563,0.0012855328,0.00034154765,0.0006115584,0.0024451711,0.00057557906,-0.0016021912,0.0011646625,-0.00062616717,-0.002084446,-0.0038796985,-0.0013958088,-0.00023041377,0.0062451568,-0.008395808,-0.003176796,-0.0098626055,-0.0034868203,-0.002330744,0.0038727315,-0.0015025674,0.001173455,0.0027590047,0.0018689432,-0.0014192265,-0.00041945727,-0.0029033318,0.0049079745,-0.0022645441,-0.0056557944,0.0045528677,0.001038178,-0.0012304856,0.000105809646,0.0038300757,0.00030549392,-0.0026335395,-0.0023398933,-0.0013033935,0.00109712,0.00063699577
TNFRSF9,-0.0075286394,0.00978549,0.014076382,0.008730886,-0.009557311,5.1106854e-06,-0.0015229342,0.001565855,-0.0018678156,-0.0011799375,-0.0033890624,0.008487824,0.04636459,0.07100153,0.0135763,0.0010649154,5.5655364e-05,0.014455998,-0.01829142,0.014110366,0.030585889,-0.026155928,0.037211586,0.02361633,0.008323689,0.0072484724,0.021543352,0.013952219,-0.028204355,0.010481195,0.032832723,-0.036766663,0.026912592,-0.000278811,-0.0075882883,0.0038223292,0.007237081,-0.00847001,-0.00633096,0.0052694404,0.008295823,0.015582755,0.008918263,0.0020424337,-0.005066971,-0.016342653,-0.0033267047,-0.002280891,-0.020562928,-0.00057394675,-0.004527027,0.01621953,0.0066342275,-0.0019702795,0.0032176247,-0.011134911,0.007587339,-0.009747684,0.011074476,0.013268344,0.006878824,-0.00018743658,0.013813178,-0.003600851,-0.0139435325,0.0017819151,0.0058631543,0.007842929,-0.016473018,0.015366027,-0.025964448,0.019330857,-0.005783502,0.0023782118,0.0048497417,0.0076948134,0.00443459,0.008335526
ENO1,0.02011765,0.027123854,-0.0053351237,0.051166978,0.026616896,0.04818748,0.0055214064,0.017714767,-0.023616785,0.0729818,-0.008505128,-0.016265245,-0.016811417,-0.023973353,-0.050586995,0.0085893525,-0.0061503225,0.011467652,-0.007525378,0.019863393,0.011240395,0.021858392,0.008640399,0.007921944,-0.02374577,-0.017177213,-0.0006350002,0.0045201173,-0.01727534,-0.00349844,-0.03433284,-0.003528271,-0.00041331784,-0.059928842,0.03682465,-0.042940017,0.04790724,-0.025699973,0.052167144,0.0071515543,0.0445241,0.039443057,0.014475091,0.034973778,0.004377719,0.018312417,-0.010874529,0.031434413,-0.013018218,0.012402952,-0.020765793,0.037626438,0.0014037206,0.0059693833,0.035946783,0.021961205,0.02019252,0.0025871368,0.012077925,-0.012863142,0.03398978,0.00038825374,-0.02079051,-0.0028333424,0.020686273,0.021681061,0.0002551222,0.01587827,-0.014310901,-0.0060032285,-0.004229098,-0.02533204,0.038703877,0.00039672392,0.0071333842,0.0034275868,-0.017051645,-0.0067313015
GPR157,0.00081277353,-0.0014283577,0.0006065393,-7.713876e-05,0.0031417122,0.00012982007,0.0010180682,-8.630949e-05,-0.00057006394,0.0010643298,-0.0008437681,0.00031421884,7.020604e-05,-0.002250562,0.0013558883,-0.0013152456,-0.00011471856,-0.00033607378,0.0020185167,0.0012769229,0.0028696896,-0.00047270025,-0.00017601604,-0.0010677871,-0.0006327161,0.0020103133,-0.0018851622,-0.00027928248,-0.0013919724,-0.0027403154,-0.0011388679,0.0024545665,0.0015436924,-0.001316462,-0.00020436177,-0.0011844824,0.0002280066,0.0010973659,0.0011498893,0.00096148235,0.0016334911,-0.0015409049,0.0016680971,0.0043732654,0.0011765457,-0.002200052,-8.684307e-06,0.0030102932,0.0028346844,0.0008061684,0.00071427436,-0.00019460604,0.0009181292,0.00028908602,0.0006744427,0.00011728331,0.0013101868,0.00030221173,-0.0006649349,-0.0004223115,0.00023842597,0.0026708108,-0.001203876,-0.0012327216,-0.0012190322,0.0006167371,-0.0011169007,-0.00044760853,-0.00088114326,0.0016972899,0.00069906237,-0.0030557087,0.00038265536,0.00032502995,0.0011078821,0.00034994204,-0.003252071,0.0005662169
H6PD,-0.0011283881,-0.00484122,0.0026035213,0.0010862463,-0.004964819,-0.0049705273,-0.004520065,-0.0059766606,0.0040549273,0.004038309,-4.312666e-05,0.0014650036,0.00024422308,0.0007701593,-0.0028362446,-0.005628434,0.007115844,-0.0015545043,-0.0005554732,-0.0049892217,-0.010274005,-0.0075851223,0.0029672536,-0.0025802092,-0.0041423645,0.00016388966,-0.00055809057,-0.00085101184,6.0795726e-05,-0.004459379,0.002297097,0.00047462014,0.0015904107,-0.0034091105,0.0027392982,0.0041537224,-0.0016355122,-0.0023389196,-0.006849794,0.005486535,0.0048818733,-0.0034534573,-0.007160335,-2.109476e-05,0.009229347,7.9503996e-05,0.0040842197,-0.00036924754,0.004102178,-0.0005048681,-4.2474134e-05,-0.002493436,-0.0038622068,-0.0070560956,-0.0026495496,0.0054148925,-0.0025259925,0.0002117695,0.0038436714,0.00038332277,-0.00060889806,0.0042508873,-0.00022404353,0.001076575,-0.0051575317,-0.0023359575,-0.002996631,-0.0034710942,0.005965785,0.00020631484,-0.00060053874,0.0066611995,-0.0010317876,-0.0033868395,-0.0032310963,0.0027001433,0.0026804677,-0.0018814071
PGD,-0.0046677627,0.005506114,0.000971044,0.0033965122,0.000805301,0.0022652477,0.0011345149,0.0044349693,0.00032339033,-0.0054929154,-0.012021239,-0.0027742293,-0.001953744,-0.002537851,-0.0069291457,0.00064242684,0.0017060529,0.0013777016,0.00049561536,0.007981275,0.004460879,0.003840186,0.0041803527,-0.002093866,0.0046414775,-0.004826175,0.0036169535,-0.004975523,0.0006532567,-0.0062266947,0.00087470305,0.005928042,0.00046844198,0.010568037,-0.0029704974,-0.0018665266,-0.014938109,-0.0023915982,0.004470952,0.022785475,0.020061772,-0.0033768904,0.0033361467,0.0011099493,0.0029763496,0.001831794,0.008898192,-0.010771912,-0.007289517,-0.00021580898,0.0025237133,-0.0053987307,-0.002959292,0.010088502,-0.00041173605,0.011781804,-0.0023248838,0.008142276,-0.00014980433,0.0048468923,-0.0061670505,-0.0095232045,0.008709122,-0.0033768397,0.0058408896,0.006889266,-0.00538564,0.0049226726,-0.0058533754,0.004504419,-0.0029294607,-0.007818546,0.007960665,0.010616055,-0.009480784,-0.002914121,-0.0067884526,-0.0020986276
MASP2,-0.0008447531,0.002523134,6.0872403e-06,0.001662698,-0.001749674,-0.002315628,-0.00016400793,-0.0021351886,-0.0015298283,0.0017415129,-0.00049584475,-0.0010825853,-0.0011085265,0.0021763854,-0.003136007,-0.0014237623,-0.0026444288,0.00086142775,-0.0025437963,0.00034219134,0.004023685,0.0032433416,0.0015914447,0.0007732902,0.00086259056,0.00025595416,0.0018379772,0.00022595454,0.0028778631,0.000531654,-0.0022643579,-0.0038748821,-0.002667276,4.3113767e-05,0.0032719322,0.0009837662,-0.0007145236,0.0013722079,0.0012829565,0.00037836222,-0.0010053864,-0.0017306291,-0.00064434914,0.0010761049,-0.0021340698,-0.0010345334,-0.0030464046,-0.001091117,-0.0022012915,-0.0042890073,0.0009872405,-0.0011591068,0.0011700249,-0.0014581832,-0.0023379154,-0.0011901215,-0.00033053022,0.0009882421,-0.0008779322,0.0011564011,0.0013311517,0.0014075951,-7.429661e-05,0.0014390058,-0.0018374599,-0.001684866,-0.0025206823,-0.0021989995,2.022793e-05,2.8694216e-05,0.00063577655,-9.17912e-05,0.0010016767,0.0032803589,0.00093803543,0.0009054189,0.0004356416,-3.8433856e-05
SRM,0.010819553,-0.012096719,-0.0130011095,0.02486498,0.011780508,0.020334236,0.005282203,-0.006920682,-0.030883307,0.040548183,0.0051947213,-0.02993763,-0.0015771263,-0.008091553,-0.010430281,-0.012866241,0.0028706945,-0.00916743,-0.0010141104,0.0023003404,-0.009535651,0.0045571667,-0.008456032,-0.006653264,-0.012344087,-0.012461597,-0.0024566161,-0.004580371,-0.0078013046,-0.0008166378,-0.028817883,-0.00025973612,0.007037636,-0.039268438,0.02556176,-0.015008055,0.03105808,0.0068887547,0.044310592,-0.0144060105,0.010589137,0.04716997,0.007604031,0.012669839,-0.0012312778,-0.0019459814,-0.024253707,0.023556678,-0.002613174,-0.024600113,0.007117196,0.00837237,-0.007102231,0.0141258575,0.022135336,0.0147148855,0.010957525,-0.004062772,0.0027812344,-0.0144640105,0.032346226,0.01088801,-0.01923086,0.00063387724,0.0015821836,-0.0064017307,-0.0016148828,-0.0047200047,-0.03896313,-0.0074973516,-0.003007883,-0.04290218,0.019487888,0.0004299311,-0.009426642,-0.0024478866,-0.015040189,-0.023880932
DRAXIN,-0.0015044409,-0.000687115,0.0054339357,0.0009964234,-0.001184331,-0.0001895402,-0.00033924554,-7.146303e-07,0.0011583087,0.00046162953,2.2485114e-05,-0.00062591466,-0.0010672805,0.0023365535,0.00071857206,-0.0022534546,0.00071310316,-0.0028205262,0.000103502156,-6.470438e-05,0.0011050589,0.0012081036,-0.0010795551,0.0033136765,0.00032975088,-0.0014658354,0.0016726397,-0.00207598,-0.00022240623,-0.0009943636,-0.0015247217,0.0016046212,0.001958215,-0.0003546067,-0.00053329184,-0.00051461975,-0.0018480308,-0.001765522,-0.002024781,0.0006343723,0.0028896322,0.00033453558,-0.0019156823,-0.0017506828,1.8296532e-05,0.00048021704,0.001974453,-0.0008735254,-0.0015016122,-0.00045999658,-0.00066789304,-0.0014563472,0.001365588,0.00080789847,0.0007080768,-0.00015705917,0.00041108663,-0.00029172498,-0.0019804272,0.00063662656,0.0007520843,-0.0008061071,0.00035264227,-0.0024578008,6.7661116e-05,0.00079733744,-0.00070933916,-0.00023136188,1.4494515e-05,0.0017730277,-0.0011337977,0.00033837097,-0.0017415007,-0.0018875095,0.00065074797,-0.0005842252,0.001440763,-0.0018018702
MTHFR,-0.0047020153,-0.0017739007,-0.0023049514,-0.0021361534,-0.0027771583,-0.0017642184,-0.0016861684,-0.0014785379,0.0074565182,-0.01008373,-0.0012914987,0.004169737,-0.0016104146,0.00048782505,0.010435708,0.0003262722,0.0015922997,-0.0026756003,-0.0012989035,-0.005460627,-0.004166637,-0.0035322772,-0.006190005,-0.0020402628,-0.0036489412,-0.0009098791,0.0018516069,-0.0050149555,-0.0033517291,-0.00501602,0.0020389545,-0.0022419032,-0.0004762795,0.0051479344,-0.0024353096,-0.0008052659,-0.0019237732,0.0063124257,-0.0066264817,-0.0008784537,-0.0072575966,-0.007451228,-0.0031903582,-0.007892491,-0.0009987459,0.0002530809,0.007887112,0.00225453,0.0048738564,-0.00020119037,0.0030350767,-0.00023694182,-0.00046100002,0.0014488369,-0.0068913456,-0.0034646397,0.0037606587,0.0009746667,0.00046485136,0.0009816585,-0.0039065783,0.0036203468,0.0021665678,0.0048564663,0.0019181716,-0.0029693753,-0.004284888,-0.002762224,0.00058098434,0.0042729173,-0.0014994735,0.0054584118,-0.0058747707,0.001294875,0.00031540386,-0.0028228872,0.0030486824,0.0031379946
PDPN,0.0018330822,-0.0011251234,0.0012110485,-0.0019063107,0.0006244251,-0.0002538569,7.729807e-05,-0.0002659961,0.0031201667,0.0006863379,2.8538454e-05,0.00394307,1.3745905e-05,-0.0011829289,0.0013081094,-0.0022901706,-0.00057217217,-0.0021586204,-0.00129379,-0.00080938084,-0.0039936537,-0.0014788994,-8.7518936e-05,0.000728663,-0.0011708098,-0.0004983034,0.0006628605,0.00086963014,-0.0012116783,0.0008093299,0.0007343668,-0.00056114636,0.00052834774,-7.832502e-05,0.0001855614,0.00049790443,-0.00053086306,0.00012461087,0.00095654454,-0.0026378839,-0.0008691139,-0.00076226477,0.00040572832,0.00059694605,0.000407401,0.0008348301,0.00041334625,0.002127154,0.00027701905,0.0014066474,-0.00028660893,0.00012075528,0.00056977454,0.0014582586,-0.00059177016,-0.0016637392,-0.00083725294,0.00030915442,0.00048140137,-0.0005123827,0.0020278613,0.0003339008,0.00030963778,-0.00027137483,0.0017572101,-0.0008756416,-0.0009900662,-0.0015920606,0.0006250302,0.00079775933,-0.00021983324,0.00039824058,-9.600791e-05,0.00020942332,0.0012082518,-0.0003326198,-0.000400997,0.0011460767
CELA2A,-0.0025246597,-0.0042073657,-0.0034021968,0.0059765647,-0.0032646146,-0.0014355989,0.0024039533,-0.0032222918,-0.008172896,0.0032548711,0.00033953192,-0.009427493,-0.003434153,-0.00035327452,-0.0028874066,0.0038827166,0.0047692102,-0.009238752,-0.007211884,0.0013505939,-0.0054453597,0.003113311,0.010504963,-0.0012718821,-0.0034129226,-0.0039662328,0.016958602,-0.0033252053,-0.0018250652,-0.011907737,0.00876158,0.0023720153,0.0017652093,-0.00035017423,-0.0067330375,-0.0014312657,0.008116646,0.00520209,-0.012015805,0.0018201269,-0.007764785,-0.017283954,-0.005549867,-0.0044795945,0.0041800416,0.0005404002,-0.0026043884,-0.0049627204,0.015850615,0.013316486,-0.010634311,0.010017129,0.0078064236,0.0015924396,-0.0012047491,0.001600757,-0.0003378867,0.0009360803,0.0043480378,-0.0072159856,0.0020601798,-0.017173652,-0.014274517,0.0022351637,0.00069691107,-0.0012783246,-0.008632946,-0.008610059,0.015107378,-0.00042896369,0.017682968,0.02512855,-0.004043392,-0.00088819355,0.0017998454,-0.0008478595,0.008886493,0.010849637
