gene_symbols,phi_0,phi_1,phi_2,phi_3,phi_4,phi_5,phi_6,phi_7,phi_8,phi_9,phi_10,phi_11,phi_12,phi_13,phi_14,phi_15,phi_16,phi_17,phi_18,phi_19,phi_20,phi_21,phi_22,phi_23,phi_24,phi_25,phi_26,phi_27,phi_28,phi_29,phi_30,phi_31,phi_32,phi_33,phi_34,phi_35,phi_36,phi_37,phi_38,phi_39,phi_40,phi_41,phi_42,phi_43,phi_44,phi_45,phi_46,phi_47,phi_48,phi_49,phi_50,phi_51,phi_52,phi_53,phi_54,phi_55,phi_56,phi_57,phi_58,phi_59,phi_60,phi_61,phi_62,phi_63,phi_64,phi_65,phi_66,phi_67,phi_68,phi_69,phi_70,phi_71,phi_72,phi_73,phi_74,phi_75,phi_76,phi_77,phi_78,phi_79,phi_80,phi_81,phi_82,phi_83,phi_84,phi_85,phi_86,phi_87,phi_88,phi_89,phi_90,phi_91,phi_92,phi_93,phi_94,phi_95,phi_96,phi_97,phi_98,phi_99,phi_100,phi_101,phi_102,phi_103,phi_104,phi_105,phi_106,phi_107,phi_108,phi_109,phi_110,phi_111,phi_112,phi_113,phi_114,phi_115,phi_116,phi_117,phi_118,phi_119
CPEB4,-0.0013503117,-0.009014069,-0.004360821,0.0027162277,0.0041268896,0.0061006066,-0.0033064662,-0.0010331622,0.008909541,0.0027390507,-0.0051241107,0.0034427634,0.002208816,-0.008337738,0.0051993853,0.0025313317,0.0075713717,-0.004543804,-0.00063050544,-0.00022094736,0.006203899,-0.008396991,-0.0104370825,-0.010842383,-0.006883917,0.0032882902,0.012437243,0.0035398935,-0.0025644111,-0.00026966233,-0.0020233705,0.005710373,0.0017742541,0.0073728138,0.00394074,-0.0034888696,0.0011570904,-0.00294097,0.004671655,0.0066166907,-0.001520131,0.0012579613,0.0020562971,-0.0018964896,-0.012644843,-0.005973817,0.002889152,0.011503237,0.005292519,0.0074526174,0.005049623,0.0017826952,-0.0024026607,0.0029421223,-0.007868643,-0.0070145694,0.00486998,0.003974322,-0.00033173736,0.0070767235,-0.0005217012,0.0027235008,0.0019112852,-0.0016244658,-0.0068910383,-0.0038270801,-0.012399228,0.002225607,-0.0076354486,0.0030896026,-0.0033677472,-0.0054795346,-0.007884726,0.0016565534,-0.0036973527,0.007555741,0.002926244,-0.006550163,0.00079245126,-0.0036657273,-0.0032659885,0.012099787,0.002091235,-0.006415333,-0.0006330009,-0.00133423,0.0015442529,0.0034332564,-0.0029392021,-0.0053502815,-0.0055623404,0.0020312702,0.005651404,0.004829725,0.010599791,0.0035274145,-0.0052191718,0.00061229744,0.011930426,2.387254e-06,0.0021678281,-0.0006741616,0.008662154,-0.006254011,-0.004473099,-0.0024110212,0.000787471,-0.0017634172,-0.024911165,0.00072418526,0.0018761085,-0.00080285966,0.0018646516,-0.0029757132,0.0011311362,0.003528556,-0.002766756,-0.00068212446,-0.0010573942,-0.0014612043
FAM153B,0.00088143366,0.0007522005,-0.0007294969,0.00044420586,0.00019911885,-0.00037290365,0.0007601768,-0.0012677405,0.003349276,-0.0011705236,0.0013227921,-0.0010590863,-1.3425582e-05,0.00047950642,9.748578e-05,-0.0010553487,-0.000733961,0.0005988544,0.0010256359,0.00015981984,-0.00045814557,-0.00042576058,-0.0016988175,-0.0026945209,0.00021192794,-0.00035558135,0.0005684656,0.0012278474,-0.0033699733,-0.0007065233,-0.00054027577,-0.0021604896,5.8416816e-05,-0.0035777863,0.0018491497,0.0009547767,2.1011765e-05,-0.0018909203,0.0017999263,0.00016101087,-0.0010179166,-0.003938283,0.0017493921,-0.0008286036,0.00017352092,-0.00010311811,0.002895839,-0.0025719535,-0.00090092927,0.0020074141,-0.0013025362,0.0026377728,-0.0020088742,0.004820938,0.00066196104,3.8831313e-05,-0.00057571306,-0.00015001778,0.0012381708,-0.0009135593,-0.0022374513,0.0006102354,0.0017435825,0.003518299,0.0007385515,-0.003551843,-0.0020226762,0.0008790857,-0.00037162163,-0.0023202782,0.0013452575,0.000433983,-0.0011582406,-7.317509e-05,-0.0015289437,-0.0011745315,0.0024446417,5.6412562e-05,0.0020927275,0.003676767,-0.00022621799,0.00045901927,-0.0013845635,0.0042603603,0.00036492347,0.00067730155,0.0004610034,-0.0021066735,0.002512476,-0.0012882308,-0.0026260824,-0.001171082,0.0016143557,-0.0013674063,0.00027161677,-0.00076952274,-0.0013850209,-0.0014067619,0.0013439395,-0.0003591933,-0.00061633316,0.0001032883,-0.00116876,-0.004644944,-0.000725156,-0.0009964389,-0.0020782019,0.00026471878,-0.0009406062,-0.000434983,-5.482801e-05,-0.0014216851,0.0007270331,-0.00015344519,-0.0016585278,0.0012456385,0.0018079396,-5.3937485e-05,-4.9014834e-05,-0.0013143052
DOK3,0.00071456534,-0.003889316,0.0068870867,-0.0006821463,0.0044852565,0.0020620907,-0.0061805407,0.0010817568,0.0027284368,0.009159548,-0.0017904164,-0.0030232514,7.260645e-05,-0.0003928252,0.0071424767,-0.00010114654,0.0059047677,-0.004167239,-0.000996606,-0.00025532194,0.0050115283,-0.0017231912,-0.0036058533,-0.010615033,-0.0058311513,-0.000722539,0.0052091205,0.006341123,-0.004578259,0.0040307804,0.009964281,0.0011328937,-0.010436943,-0.005527557,0.0057964865,0.00082093,0.0031981715,-0.0036067409,0.0034823404,0.0026057016,0.00021207645,0.00417268,0.0015448829,0.0020152868,-0.00068356167,0.0007701744,0.0047440543,0.010590095,-0.0034125072,-0.0014126193,0.0031765706,0.003957556,-0.0053117718,-0.001287048,0.003416298,-0.0047105006,-0.006097497,-0.00013861556,0.0014371155,0.010405801,-0.001993682,-0.0007697239,-0.008652761,-0.0011031782,0.008060745,0.0031506624,-0.002726256,0.0039877277,-0.005454864,-0.008197353,0.0023129883,0.004229358,0.0019565644,0.003107573,-0.013058358,0.0030488765,-0.0001017373,0.0029731197,-0.00996252,0.003594275,0.00096242444,0.0046355864,0.0049978686,0.001124855,0.0028669657,0.0005871066,0.0048974166,0.006034044,-0.005416073,-0.0044645034,0.0046789316,0.0016015172,-0.00047501753,0.007961658,0.0043777674,-0.004492863,-0.0095465565,-0.0011933753,0.0065728105,-0.0013275294,-0.0020382546,0.0047211368,-0.0018692154,0.0034797909,0.0060358485,-0.0061149797,-0.0033042666,0.0003173137,0.0016451165,0.0061808135,-0.0011830244,0.00544697,-0.0013797795,0.0025111858,0.007949238,-0.0048969607,-0.0069541954,-0.00060514675,0.00092965364,0.00016294757
HNRNPH1,0.00080836663,0.002214739,-0.0010370747,0.003521786,0.0028310493,-0.004148033,0.009277674,-0.0049145394,0.00050305907,0.0040448145,-0.0018175812,-0.0032002889,-0.0066955984,-0.00014206312,-0.007789905,0.0013253741,-0.0047594793,-0.007311409,0.0010888389,0.002373123,-0.0030719067,0.004008077,0.005742771,-0.0043799845,4.8685273e-05,0.00523553,-0.0023379035,-0.0034126595,0.007844833,-0.00022251699,-0.005060255,0.0015038103,6.574998e-06,0.0018065436,-0.0029377667,0.00021431288,0.0056590596,-0.004817757,0.0019592182,-0.0013932941,-0.0011766562,-0.00037307313,0.006248655,0.0070988247,-0.005927859,0.0082037,-0.00405719,-0.001915429,0.001016597,0.0023970185,-0.0040244157,-0.00643431,0.00049197156,-0.0025058612,-0.0014055829,-0.0041639553,0.011963215,-0.007816315,-0.003646062,-0.0038055037,0.0047590774,-0.005046,-0.006613424,0.0059177764,-0.009935558,-0.0004044781,-0.0115403095,0.0013514424,0.006433965,-0.00043637358,-0.000992849,0.0052894433,-0.00012328265,-2.5698646e-06,0.005725843,-0.012199239,-0.002018601,0.006289387,0.006687768,0.0023639272,-0.0017068946,-0.005678765,-0.00865442,0.0014011437,0.0012495479,0.0029305818,-0.0016783958,-0.0068323645,0.009045094,0.006046778,-0.0020578653,0.003876901,-0.004522423,-0.0021671564,0.0038630902,-0.0012810194,0.0013008944,0.006243775,-0.010055346,0.003818584,0.009687418,-0.00071177294,-0.0018722869,0.003549855,-0.009250446,-0.005529326,-0.0010190685,-0.00037605732,0.00019454495,-0.009072138,0.0027873912,0.00014488507,0.0016407728,-0.005193088,0.0035640136,0.00578253,0.011043578,-0.0075638653,0.011367639,-0.0024059971
SQSTM1,-0.0024741932,-0.001686254,-0.0007514546,-0.0006967155,-0.0023629675,0.003034709,-0.0049175518,0.001274031,0.0032026113,-0.006686014,-0.003944024,0.002417542,-0.0019407375,-0.0018653537,0.0012419124,-0.0004508202,0.0024608576,0.0025717213,0.008545754,-0.00034450434,0.017633134,-0.0063657514,-0.0066575482,0.004562646,0.0004300895,-0.006912453,0.011776995,0.0017866673,-0.008561323,-0.0019064065,0.0048877536,0.008723378,-0.0035128251,0.009214156,-0.0026005022,0.0021237931,0.009786659,0.002010485,-0.0009739517,-0.00033725202,0.0020005053,8.164016e-05,-0.00021996888,-0.004824353,-0.0015805155,-0.0004717669,0.0026046364,0.00791046,0.0012109232,0.0025908246,0.005294918,0.009815121,-0.0002359016,0.0017902446,-0.0014612909,0.0023536966,-0.00045766614,0.0047037983,-0.0044869026,0.0001415923,-0.0039824373,0.0006546799,0.0031257353,0.00049781793,0.0006283984,-0.0041425573,-0.0023971524,-0.0006576226,0.00086436706,-2.0347302e-06,0.0042315344,0.0051162024,0.0015286446,0.0050824815,0.00057263253,0.017797688,-0.0030771082,-0.003414764,0.010593594,-0.0038843488,-0.0023322133,0.019440139,-0.0060855523,-0.012892865,0.00030008785,-0.0010179683,-0.0001936307,-0.0008145267,-0.0030218943,-0.0046566115,-0.0016335337,0.003517611,0.00017877313,0.0012494489,0.0063969893,0.005420033,-0.0005085905,0.0018028548,0.0024843856,-0.0013107759,-0.0070420005,-0.0034371365,0.0016043975,-0.0004720767,-0.0008488026,-0.0058479803,0.0046166447,-0.00056640024,-0.0045246845,-0.00010477067,0.0072439127,0.0016031768,0.0011892947,0.004277357,0.0019949577,-0.0029775214,-0.007127895,-0.00093526446,0.0029507875,0.0059445696
RNF130,0.0015427079,0.0049707335,0.0061998167,-0.0005068257,0.0030529336,0.003703756,0.0012911796,-0.00040071557,-0.0014839112,0.003231423,0.0055160797,-0.002541898,-0.002191226,-0.004041188,-0.0031027372,-0.0062091644,-0.001500974,0.0019968562,0.0028191903,-0.006053417,-0.0076913848,-0.0013109263,0.003964305,0.0032475754,0.001598144,-0.0002599208,-0.0024136943,0.0005705295,0.0020031154,-0.0037166448,0.0028652484,0.008503299,-0.006360619,-0.003203885,-0.00024031437,-0.0013476106,-0.0014393062,0.005002041,-0.004753775,-0.0071224975,-0.0046844264,0.0019491116,0.0036406622,-0.0053491034,0.00023701393,-6.830525e-05,-0.0018746132,-0.007421936,-0.0033178907,0.0006916461,0.0005100837,0.00075541274,0.0014274966,-0.0084733125,0.006929125,-0.0053307754,-0.008412478,0.004886425,-0.0070459647,-0.0037238032,-0.0029394818,-0.0048861345,-0.0026857436,-0.0062015266,0.0067811664,-0.006643489,-0.0078618135,0.00036392632,0.0057185064,0.00046905523,0.0076984395,-0.0012857979,-0.0072357077,-0.0035803714,0.0051978393,0.0007548408,-0.0003451052,0.0066523324,-0.0079382295,0.001251529,2.2835779e-05,-0.0038934792,0.0045357305,-0.0028537589,-0.002212551,0.0026933297,0.0027931682,0.0027569383,-0.0025429053,0.0017909765,0.0017624078,-3.713914e-06,0.00042372113,-0.0042027123,-0.0059049083,0.003011647,0.0065407627,-0.0037736164,-0.0025225505,0.0014133783,-0.0021883254,-0.0032623212,0.0048622824,-0.00032951412,-0.0015528259,0.00983737,-0.003010726,-0.0058893403,0.005721755,-0.0022556698,0.0016124549,0.0012636806,-0.0035768033,0.0005841172,-0.0032830425,0.0029588186,0.009297063,0.0056819418,-0.0082397815,0.0012289963
BTNL9,-0.0027237535,-0.00047698442,0.0022967085,-0.0009925952,-0.0021638975,-0.0009938863,0.0005876499,0.00032546523,-0.0012001204,-0.0014686369,-5.925619e-07,0.0011670119,0.00060752785,-0.0033887587,-0.0008592863,0.0004893836,-0.0005644044,0.0017397567,-0.0014815462,0.004344319,0.0026498546,-0.001222963,0.0005768647,0.007086755,0.0021537428,0.0026184414,0.0023673587,-0.0027475534,-0.002999602,-0.0032507565,-0.0015085083,-0.0015419972,-0.0008884809,0.0037417933,-0.00025878884,0.0043158326,-0.0022476276,0.00036039753,0.0012680803,-0.0053110467,0.0060087126,-0.0025574581,-0.00058127585,-0.0002517979,0.0018927805,-0.0022587292,0.00025101381,-0.0026063037,-0.0014300179,0.004756034,-0.0009717567,-0.00014710388,-0.004339717,0.00089347287,-7.855668e-05,0.00461561,-0.0014127735,-0.00011455248,-0.00053671544,-0.00072576315,-0.0035540801,-0.0046167434,-0.0017953678,0.0016529581,-0.0007484512,0.0026672028,0.0011660997,0.004514513,0.0038112693,-0.0063330783,-0.0042200875,-0.0020199888,0.0008075068,-0.0036025362,0.0018482737,-0.0019450907,-0.0002684366,0.0017047923,0.0022294475,-0.0013827123,0.00010303099,0.0003000734,0.002969339,-0.0013293618,-6.819761e-05,0.001043581,-0.0021783751,-0.006348601,-0.003669787,-0.00036074183,-0.003904999,0.0051035034,-0.00060636195,0.00047179824,0.0011414948,0.0011158764,0.002747896,0.0011158945,0.00042320497,0.0015339613,-0.0025721772,0.0017944884,0.004349343,-0.0008973869,-0.0022593865,0.004806582,0.0034121522,0.0023391922,-0.00032754955,-0.002673736,-0.0013296484,0.00200743,0.002078856,-0.003985586,0.0004899241,0.0023095647,-0.0011534423,-0.0023412283,0.0002071741,-0.002897076
SERPINB1,0.00155056,-0.0049028955,0.0013912622,-0.0031889589,0.002409908,0.0014749146,-0.0065926006,0.0023514347,0.0016146544,0.0025319082,0.00075383147,0.0018158784,0.0024087406,-0.00040901502,0.004342406,-0.0010387236,0.0012136521,-0.0021739788,0.005899171,-0.0047355876,0.0020094754,-0.00438413,-0.0068881908,-0.005785936,-0.005050902,-0.00055684143,0.0017730595,0.0008648346,-0.0029429302,-0.007016722,-0.0028285529,-0.0020950935,-0.004169601,-0.0063171154,0.0026018429,-0.0006354501,-0.0022502856,-0.004294873,-0.0015161824,0.0021003094,-0.004928477,-0.000121039484,0.0026442027,-0.014646147,0.009441299,-0.004994991,0.006083581,0.006482392,-0.008002884,0.0034707882,0.0058548367,0.002238216,0.0012623608,0.0006367232,0.015252255,0.001678093,-0.018845359,0.0043842155,-0.008046366,0.009859089,-0.0110820895,-0.004130055,-0.00016769231,-0.007684304,0.016617931,-0.0037536847,0.002939699,-0.0037111733,0.002830455,-0.006422849,0.00035568004,-0.001194073,0.0015373729,0.00037872975,0.00072869577,0.008235296,-0.0072533847,-0.0040354594,-0.010957484,-0.006414243,0.0013626327,0.0012005818,0.0071899276,-0.012715406,0.00062528136,-0.0055146953,0.0025665876,0.0022282375,-0.0030538235,-0.002040397,-0.0021795523,0.0027021163,-0.00052504224,-0.0015053579,0.009802379,0.0027796708,0.0036167968,-0.0011575739,0.0033296465,5.6790912e-05,-0.012394656,0.003673736,0.003309773,-0.0042053927,0.007492059,0.0038359314,0.0093766665,-0.0026074487,-0.0040739737,0.003325624,-0.00043947037,0.0003660834,-0.00267716,-0.0027473008,0.0033781694,-0.009409764,-0.0052720536,0.004923919,-0.0057285037,0.00252335
SERPINB9,0.0017170318,-0.0023187902,-0.0037020163,-0.0022967667,-0.00072799664,0.0035632274,-0.0063405153,-0.0051360796,0.00532959,0.0020768594,-0.0035823856,-0.001313503,-0.0024543598,-0.0011896061,-0.00029864267,0.0003107074,0.0019094234,0.002232987,-0.001366069,-0.0076719625,0.0029009506,0.0037667449,-0.0010710906,-0.0042323833,0.001524296,-0.0028362295,0.0060590827,0.006297439,-0.0011530535,-0.00097142404,-0.0015822279,0.0022272428,-0.00085390767,0.0024976267,0.007905069,-0.0008792735,-0.009298996,-0.0011097565,0.0023805965,0.0034114993,-0.0006987022,-0.0013018149,-0.0010505444,0.0022605897,0.003781104,-0.0035055748,-0.004202866,0.002181906,-0.0048260405,0.0014170449,0.004595912,0.0019748223,-0.0068264096,-0.0007699504,-0.0029786862,0.0024116,0.003258375,0.0010474656,0.0013489992,-0.008234695,-0.0014067085,0.0020915861,0.0012449675,0.0004737999,-0.000349589,-0.0039907075,-0.004306278,0.00086963136,0.003338816,-0.003159992,0.0071081715,-0.0009460493,-7.223405e-05,0.001007357,-0.0020942993,0.0031565279,0.009216934,-0.004908877,0.0020069082,-0.0037656622,0.0009602245,0.0053397245,-0.004177639,0.0012122914,0.002646866,-0.005037745,-0.0021021657,0.00097318453,-0.003378215,0.00362572,-0.0033471982,-0.00026539958,0.00029055952,0.0031059654,0.0048892517,0.0023628578,-0.0023725936,0.004677125,-0.00042378303,-9.1579044e-05,-0.0061170356,0.0025659795,-0.0006398438,0.008590835,-0.00097367313,-0.0050778417,-0.0014226657,-0.0017509601,-0.008450669,-0.00066721253,0.0011566647,-0.0045216233,0.005727935,-0.000987222,-4.0102816e-05,0.002020418,-0.0007726576,0.00048523236,-0.0019025718,-0.0023881074
TUBB2A,-0.0022616421,-0.001863175,-0.0013710174,-0.0015658479,-0.00567116,0.006519846,-0.006385569,1.785839e-05,-0.0073606595,-0.007906712,-0.0007887193,0.009927704,0.00048066053,0.0043702614,-0.0014660774,0.0047192294,0.009601306,0.0063458257,0.0061507924,0.00022910372,0.018286685,-0.0052190586,-6.472594e-05,0.008177781,0.0018208968,-0.0076415446,0.0035176692,0.003705059,-0.0074185138,-0.0036804278,0.00028207203,0.009384403,-0.0043038167,0.015181233,-0.00075559906,0.004112366,0.0061424435,0.0048125666,9.942758e-05,0.008591547,0.0042455285,-0.0020618306,-0.0040657935,-0.0010544306,0.0020528215,0.0014676148,0.00040879034,0.00048788986,0.0030278736,0.001128169,0.0007617878,0.0037757554,0.0017595517,0.0007078905,0.001391507,-0.0015252474,0.0059261783,0.0009640609,0.0037604412,-0.0058424207,0.003826141,-0.001462785,0.003401246,0.0017060796,-0.0065179016,0.00017877584,-0.004818766,-0.0007582904,0.0029569734,-0.0006829159,-0.0045974464,0.010465683,-0.007374567,-0.013803656,0.009405305,0.019108664,-0.0062688882,0.0040346202,0.022248948,-0.005477684,-0.0055115707,0.01612972,-0.0027451527,-0.010208176,1.4505782e-05,0.0016678823,-0.0015950677,-0.0022501845,0.004151714,-0.0036833184,0.000487617,0.0006299668,-0.0010303926,-0.0014247744,-0.0013813109,0.0007143326,0.00042891563,-0.002652558,-0.0004190931,0.0017325969,-0.0039801337,-0.0023631584,0.005372999,0.0008257167,0.0011498142,0.0029423423,0.007167797,0.008545369,-0.00084013055,-0.004012018,-0.0025406706,-0.0061794044,-0.0013387152,0.008567858,-0.0030432404,0.0007041466,0.0012979745,-0.0020952187,-0.00061639195,0.0060341614
TUBB2B,-0.008304732,-0.0025527035,-0.0021619562,-0.0019119176,-0.010151127,0.0040827948,-0.003585696,0.0050283875,-0.008217294,-0.006352655,-0.0018323994,0.0022787584,0.0066883364,0.0014814542,-0.0029566428,0.0034662932,0.008252501,-0.0017941534,0.0041650026,-0.001541616,0.016147256,-0.0018007157,0.0034551572,0.0034859255,-0.006049828,-0.0036646924,0.004921145,0.0036958596,-0.0031427399,-0.0033884854,0.0024222138,0.00923865,-0.0005883204,0.0062600668,-0.0028104528,0.0054644505,-0.0028614523,-0.005443347,-0.0021338721,-0.00060874363,0.0019810256,-0.0053203073,-0.00022024575,-0.009797036,-0.0059964284,-0.008958666,0.007855419,0.001437438,0.0023585344,0.010152587,-0.00014080384,-0.0041315136,0.0037998627,-0.0006967681,-0.007842277,0.007126688,0.0010275234,0.0036784082,0.0037235396,-0.0066570737,-0.0070664487,0.0011614813,0.0016460762,0.006691278,-0.0029522204,-0.0026297823,-0.0021169325,-0.0059152693,0.0069716764,0.003760933,-0.006103732,0.0028630167,-0.005030656,-0.005136093,0.0036601874,0.009154334,-0.011184719,0.007855744,0.007976878,-0.024440743,0.0005886754,0.006419007,0.005248912,-0.003655456,0.006446067,-0.0010626034,-0.00038640667,0.005723288,0.00012321427,-0.009145732,-0.0018957801,-0.001056073,-0.0027629498,0.003883309,-0.009628809,-0.0014730784,0.0036066333,0.00244434,0.0048525548,-0.0021807991,-0.012525809,0.0053653754,0.007985784,-4.4939326e-05,0.003225684,0.007507525,0.007767078,0.00395574,0.0095381485,-0.0049440716,9.143867e-05,0.0026989253,-0.0015389589,-0.0005598384,-0.0034960324,-0.00037753728,0.0015432972,-0.001647098,-0.00017317744,-0.004223201
TFAP2A,-0.0109135425,-0.011801404,-0.00890932,-0.0012139992,0.009884741,0.010751053,-0.0053106374,0.008139597,-0.020412114,0.010605948,-0.017061364,0.0053548627,0.010060006,0.0076291347,0.001306744,-0.0033452483,0.0059943157,-0.010479896,-0.016924141,-0.0048304168,0.016281217,-0.0031285982,0.003971196,-0.023160992,-0.0026263895,0.010580967,0.011527177,0.0035383506,-0.001907166,-0.0010953698,-0.0023189685,-0.0033473251,0.013644738,0.015162373,0.012327444,0.009575476,-0.018109063,9.4483e-05,0.0014914947,0.00510183,-0.0016403451,0.006902847,-0.005480464,0.016461268,-0.003223484,-0.0066359383,-0.0038971745,-0.0020506284,0.0052802484,0.0023614124,-0.009606405,0.0025076321,-0.008213378,0.0045799506,0.0077222856,-0.007934559,-0.018602232,0.00227621,-0.022610039,0.010526913,0.013546433,-0.004700136,-0.015468183,0.013016818,-0.0027360748,0.000159123,-0.001108227,-0.00013154732,0.0076927883,0.006925387,0.007796045,0.004042528,-0.00070617517,-0.005915999,-0.00012421564,0.009944544,-0.0038050748,0.0048200665,-0.01015155,-7.356981e-06,-0.00017932523,0.008222762,-0.0025112305,-0.011735757,-0.0035459672,0.010086001,0.012786836,0.013374817,0.0030803597,-0.005114033,-0.0040621455,0.012033052,-0.004960905,-0.0070063937,-0.028655896,0.00030377108,0.015053903,-0.001881225,-0.007992728,0.011244308,0.008491913,-0.009512077,-0.01659279,-0.005264509,0.0015817301,0.0010499752,0.003912173,-0.0058786417,0.00085898367,0.0003308216,0.009233595,0.005996871,-0.010042869,-0.012978144,0.005928818,-0.008857643,-0.014720151,-4.6671532e-05,0.0064990274,-0.008564881
TFAP2A-AS1,-0.0017538095,0.0020139453,-0.0018597718,-0.0027736581,0.006253963,0.0037620943,-0.0025971017,0.0010944325,0.0018954276,0.004276398,-0.0029698152,-2.0777756e-05,0.0017855144,-0.0006588632,0.0052921535,0.001890237,-0.0009695017,0.0048875236,0.0019051159,-0.004398244,-0.0038200566,-0.00343704,-0.00044955654,-0.00022649851,-0.0048203156,0.0017579406,0.0002584692,-0.009484725,0.010367128,0.0025225396,0.0045474577,-0.003473883,0.0015039805,0.0035915284,0.0048836283,0.0012523611,-0.0005802527,0.00014670391,-0.0062160636,-0.0004687077,-0.00037745023,0.0004565805,-0.0032818087,0.0029438813,-0.0015284015,-0.0031004627,0.00070049166,0.008314662,-0.008201815,0.00091281714,0.0040589655,0.0013904028,-0.006214823,0.003624706,0.0019602308,-0.0048205806,-0.010682332,0.0061254767,-0.0017119779,0.0046630343,0.003523499,0.0005628529,-0.0065925005,0.0014741785,0.002014386,0.004525091,-0.003556276,0.001191026,0.0035231356,-0.00503384,0.0065506957,0.0050476254,-0.0012372013,0.0070911227,-0.006371849,0.0052762073,-0.002483577,0.0010578382,-0.007619266,-0.0003134579,-0.001960639,0.009023574,-0.0029854747,-0.0031528883,0.002836972,-0.007596766,0.0006191211,-0.0020368951,-0.0007536125,0.0029142026,0.0038282124,0.007484655,-0.00557232,0.0017816792,0.00667532,-0.0014634004,-0.0008939777,-0.0015699783,0.00054665765,0.0012287532,0.0008396559,0.002400054,0.00029330092,-0.0027755708,0.0022935492,-0.0063179675,-0.0007602142,-0.0067640813,-0.006844994,-0.00451256,-0.000636401,-0.0013681686,-0.0048584095,0.0010140373,0.0006401366,0.0053510875,0.001826503,0.0022651667,0.00016901865,-0.0026785447
GCNT2,-0.0016080083,-0.0031382411,0.005221612,-0.003518201,0.0005591483,0.0023238214,-0.0034981852,0.00027013654,0.0028580911,0.00075488247,-0.0008046217,-0.000108593566,0.0024580243,-0.0038585025,0.0019421047,-0.00088307424,0.002877614,0.0024465965,-0.0036661332,-0.002191948,0.0024819598,-0.003167437,-0.002794504,-0.0018635123,-0.0012683016,0.0035222322,0.0021979485,0.004328859,-0.0026129438,0.0073476546,0.005721543,0.0031543262,-0.002318742,0.0007917252,-0.0047519035,-0.00062575395,0.0007575229,-0.0014776179,0.00012284864,-0.0076416996,0.006074582,0.0021972444,-0.0012578468,-0.0006342639,-0.0012011331,0.001580734,-0.0049130414,0.0030168255,0.0046258722,-0.0015887439,0.006944994,0.0042163334,-0.012187141,-0.0013754258,-0.0018208937,0.004611683,-0.0006934586,-0.004791621,-0.0012003994,0.0015375364,0.0005081822,-0.0021239165,-0.00425006,-0.003952042,0.008779335,-0.0064124344,0.0028097113,-0.0034659293,-0.008634309,-0.003713178,0.008687762,0.0011549102,0.004615571,0.003006209,0.0080165565,0.004049481,0.003431742,-0.0041354275,-8.977249e-05,-0.0045651426,-0.0059913085,0.0057712765,0.00070936605,0.0029820502,0.0019481479,-0.0038078506,0.0029327527,0.002464145,-0.0034025048,0.0007005191,0.010422765,-0.0018228907,0.0011545458,0.009742975,0.004183113,0.012236534,-0.0039295005,-0.0072784116,-0.002886188,0.0010470604,0.0062582167,0.0062872125,0.002126714,-0.009788324,0.0059960107,0.00051632145,-0.010512257,0.0022108355,-0.0100164255,0.0060854084,0.005630589,-0.0055415453,-0.0011593908,0.004352477,0.002763535,-0.00039174967,-0.001055556,0.0026601183,-0.0065733227,0.00030039772
ADTRP,-0.0003344167,-0.0013442024,-0.002469611,0.0006128435,0.0030398879,-0.0003527909,-0.00043034082,-0.0012549864,0.00010423989,-0.002029656,0.0014756947,0.0038253989,0.0011318639,-0.0015603006,-0.0006552879,-0.002708869,0.0018532565,-0.0022971504,-0.002470747,-1.1576699e-05,0.00063669187,-0.0008560115,-0.003268773,-0.00369133,-0.0020534927,0.00023432066,-0.0023176735,0.004013431,0.00023611468,-0.0021649369,0.0019578303,0.0064409687,-0.00019774874,0.00736114,0.0069637643,-0.00097103824,0.0007112281,-0.0072211986,0.0023594904,0.0011599918,0.005088115,0.0043235556,-0.0020272292,0.00348153,0.0036320845,0.0011669325,0.002397709,0.0043264525,-0.0011954546,-0.0021364936,0.001960377,-0.003956219,-0.00013720168,0.0010591445,0.0054583126,-0.003830967,-0.0013508953,0.0067566712,0.0028269289,0.005554615,0.0021967408,0.0035673052,-0.004111871,-0.004038736,0.01427425,5.7564743e-05,0.004109879,0.0067344615,-0.0050173816,-0.0045861225,0.0077166907,-9.420574e-05,0.0032005212,-0.0014134352,0.0035214478,0.0023571833,-0.0013686483,0.0039196475,-0.0006606401,-0.0017406403,0.002962698,0.0040736953,0.0020855002,-0.0024344411,-0.0008832579,-0.0035388255,0.0021900672,-0.00017614778,-0.001364083,0.0023646548,-0.0013889073,0.0013149036,0.00023138463,-0.001079682,-0.0016387473,0.00022855055,-0.0013774368,0.0039346446,-0.00027675094,0.0015545154,-0.007388728,0.0029218802,-0.0010467839,0.002121482,0.0058438424,-0.00067971885,0.0064744228,0.001971249,0.0013853749,-0.0015443559,0.0004596898,-0.0024573463,-0.0017950602,0.0013406194,0.003850321,-0.00025966458,-0.0040669637,0.006639696,0.0029757326,0.005443755
