gene_symbols,phi_0,phi_1,phi_2,phi_3,phi_4,phi_5,phi_6,phi_7,phi_8,phi_9,phi_10,phi_11,phi_12,phi_13,phi_14,phi_15,phi_16,phi_17,phi_18,phi_19,phi_20,phi_21,phi_22,phi_23,phi_24,phi_25,phi_26,phi_27,phi_28,phi_29,phi_30,phi_31,phi_32,phi_33,phi_34,phi_35,phi_36,phi_37,phi_38,phi_39,phi_40,phi_41,phi_42,phi_43,phi_44,phi_45,phi_46,phi_47,phi_48,phi_49,phi_50,phi_51,phi_52,phi_53,phi_54,phi_55,phi_56,phi_57,phi_58,phi_59,phi_60,phi_61,phi_62,phi_63,phi_64,phi_65,phi_66,phi_67,phi_68,phi_69,phi_70,phi_71,phi_72,phi_73,phi_74,phi_75,phi_76,phi_77,phi_78,phi_79,phi_80,phi_81,phi_82,phi_83,phi_84,phi_85,phi_86,phi_87,phi_88,phi_89,phi_90
TIMP4,-5.130798e-06,2.2821595e-14,-1.2720408e-05,-1.5154055e-28,-1.3475488e-27,-1.6597731e-14,4.80128e-11,7.640879e-23,4.13117e-08,2.6795797e-19,5.31e-42,3.0066386e-30,-5.6345272e-11,-1.4592214e-27,-6.991876e-18,-4.032868e-36,-9.654404e-37,-2.8007977e-27,1.5099896e-24,1.31923e-33,-3.3703784e-20,4.4176214e-29,5.154e-42,2.0754713e-36,-6.740448e-23,-5.3562444e-06,2.2786224e-27,-1.2843544e-29,-7.154547e-15,9.295602e-11,1.2055745e-23,3.847214e-08,-4.9296e-19,-5.199e-42,1.2946185e-30,-5.583893e-10,2.713898e-39,-3.128525e-39,1.11363785e-36,-1.0624528e-30,-6.671009e-38,1.7735727e-30,5.2088014e-35,-4.926e-42,2.1555e-41,3.2929732e-32,-3.914e-42,8.7853607e-35,-1.2743243e-34,-2.301774e-39,7.741956e-32,-2.0560163e-37,-5.238e-42,-1.4376e-41,1.3025787e-32,-2.5708391e-27,1.0814275e-21,9.6619266e-33,1.8940013e-20,4.5136814e-27,5.32e-42,-1.8298512e-35,1.890267e-21,8.911944e-18,2.1074151e-29,-1.5237118e-14,4.8047107e-22,3.757e-42,1.3382086e-34,4.753569e-17,-1.4690786e-36,-1.26988926e-26,-5.08526e-34,-6.07e-42,-1.112066e-39,5.619369e-28,-3.1571664e-12,1.5473252e-22,4.916e-42,-2.5842288e-30,1.3201044e-12,8.946977e-31,-5.289e-42,1.625795e-36,4.523607e-24,4.98e-42,-5.769e-42,-4.458e-42,3.256e-41,-4.581259e-33,-3.1645424e-16
FBLN2,3.72319e-05,2.4909746e-15,0.00015813715,-2.7527357e-26,2.1566547e-28,8.645316e-16,2.098674e-09,-4.9742297e-22,9.299345e-08,1.8581901e-17,-5.045e-42,-7.313013e-29,-8.490126e-10,2.0586806e-27,2.965754e-15,2.4956758e-35,-3.827325e-36,7.9745326e-26,-2.8739673e-20,2.1830852e-30,-1.5828263e-17,-9.981116e-28,4.966e-42,7.033761e-36,3.6679913e-19,0.00023824246,1.922971e-27,-9.667761e-28,-3.2843976e-15,1.3724746e-09,-8.459694e-22,1.5440943e-07,8.3932746e-17,-6.037e-42,1.8153648e-26,-3.7577497e-09,-2.71118e-40,2.754863e-39,1.4618493e-35,1.8240183e-30,-5.109038e-35,4.878268e-30,8.31239e-36,6.185e-42,-1.9185798e-37,1.01302395e-29,4.06657e-39,3.860444e-36,-1.8969372e-30,1.1731685e-37,-2.716676e-31,-4.429932e-37,-5.925e-42,2.70218e-40,2.0088859e-32,-2.140607e-25,6.918317e-20,-5.009711e-32,5.49926e-18,7.635705e-28,-1.1393e-41,2.4913691e-34,-1.2737238e-20,-7.0196517e-15,2.1562657e-25,-1.9647823e-12,-3.111249e-21,4.984e-42,1.1466456e-31,2.7117924e-14,2.4883063e-33,2.0066162e-24,3.5801179e-35,6.097e-42,-6.8028444e-37,-9.740939e-27,-3.346623e-11,-2.959863e-20,-4.704e-42,-4.040063e-31,3.0531992e-12,-2.0367473e-30,-5.47e-42,-2.377336e-36,-1.2395329e-21,5.329e-42,-5.558e-42,-2.323e-42,-1.93547e-40,-4.5571712e-33,-4.9822624e-14
ANKRD28,0.0039376663,-2.180817e-14,0.007063834,-1.6075164e-26,3.798766e-27,7.175895e-14,-3.0152844e-08,1.2060484e-20,-2.7082551e-06,-2.8523803e-16,5.913e-42,-3.4820605e-27,4.2771443e-08,-1.3370835e-25,-1.6283046e-14,1.3316453e-32,-1.9432726e-34,-2.6449733e-24,2.467832e-19,-2.677055e-31,1.9380465e-18,2.3556317e-27,5.521e-42,3.457177e-33,-3.4406813e-19,0.011851977,1.2543137e-25,-2.9805775e-26,2.8571465e-14,-4.891395e-08,5.608689e-21,-4.787066e-06,-7.5802953e-16,-5.033e-42,-6.4460432e-27,6.984653e-08,-1.4387576e-38,-9.547125e-39,1.5523907e-33,-1.627122e-30,-1.1200667e-34,4.460596e-29,-1.7544412e-35,-5.815e-42,-1.230476e-39,-1.7939633e-30,2.60354e-40,2.6851482e-34,-1.4644045e-30,-6.526482e-38,1.0928128e-29,-2.6467089e-36,-6.082e-42,-1.6974536e-38,1.3034633e-31,6.43334e-24,-1.06509915e-19,4.8314045e-31,-4.5882934e-17,8.937912e-27,5.318e-42,1.3365542e-34,6.854805e-19,2.1891008e-13,-8.915676e-26,1.970621e-11,1.8838174e-22,-5.188e-42,-8.596781e-31,-3.0853103e-13,-1.6216897e-35,-8.017362e-24,8.823421e-32,5.16e-42,-5.4050136e-37,1.4560424e-25,1.9752018e-09,3.4424013e-19,5.112e-42,-5.940285e-29,-2.6460837e-11,1.5826853e-28,-5.392e-42,-8.573815e-35,-5.624797e-21,-5.751e-42,5.958e-42,4.989e-42,1.626707e-39,-3.2390124e-31,3.3801228e-13
ZNF385D,6.2584018e-06,-6.98015e-17,4.4712604e-05,9.958276e-28,-1.7475857e-29,2.553732e-16,-1.332175e-10,-3.257357e-21,-1.1281523e-08,-2.1613905e-18,5e-42,1.0498221e-28,2.1605555e-09,3.3223285e-27,-7.164163e-16,-6.702232e-35,1.6677716e-34,6.815194e-25,3.0029851e-21,3.2634195e-30,6.575023e-19,5.9890776e-29,4.969e-42,9.827166e-37,-4.0369086e-20,0.00014678,-4.6811157e-30,1.0763773e-28,1.5514643e-14,-7.8824597e-10,2.1850054e-22,-1.0611433e-07,-1.4195986e-17,-5.186e-42,-4.120612e-28,3.8164427e-09,-5.238599e-37,-1.150026e-39,-6.183974e-35,-6.761697e-32,-6.060804e-38,-6.1381392e-30,1.1895214e-36,5.431e-42,-5.11035e-40,-4.071537e-33,4.016e-42,-1.2129844e-36,-1.6205608e-31,-1.4176176e-38,1.7469427e-32,-4.7904247e-37,-5.022e-42,1.984e-42,-3.7817807e-31,1.3074725e-26,-4.2730757e-21,-2.072399e-32,-6.5972136e-19,-1.5712029e-28,-9.155e-42,-1.6055063e-35,3.0792548e-20,1.7613305e-14,-2.7103371e-27,1.9690121e-13,9.182124e-23,4.994e-42,6.361347e-33,-3.57647e-15,2.3131952e-35,1.994099e-24,-7.346742e-32,5.102e-42,1.0577537e-37,-1.8866693e-27,1.6177658e-11,4.3556088e-21,-3.66e-43,-4.722301e-31,-2.9982912e-13,-6.416415e-28,-5.835e-42,-5.6459705e-37,-6.0479523e-23,-5.206e-42,5.035e-42,-5.269e-42,1.18782e-40,-5.0539333e-32,5.0026422e-15
RARB,1.19940005e-05,-2.1389677e-16,6.066988e-06,6.2153866e-28,3.7045733e-30,-1.4698931e-16,-3.050482e-10,-7.4674394e-23,-1.9732024e-08,-9.177613e-20,5.228e-42,9.644728e-29,3.6556308e-10,2.9341587e-27,-1.8736013e-16,-8.948919e-36,3.507391e-36,3.3655975e-28,1.6606931e-21,6.402046e-32,6.4128547e-19,5.555514e-31,-9.05e-42,1.6397476e-35,-2.1904476e-22,6.002344e-05,2.3385828e-28,2.1123663e-29,6.556572e-16,-1.2527961e-09,1.624814e-22,-3.1083246e-08,-5.4154836e-18,3.736e-42,5.8723644e-29,1.279826e-09,-1.224932e-39,-1.674829e-39,3.5072085e-35,-1.3617294e-31,2.3625732e-38,-1.7025664e-31,2.048535e-36,5.485e-42,6.74e-42,-1.4439332e-32,-4.7529e-41,-6.623402e-36,-2.822664e-32,1.7438358e-38,1.1675966e-31,-2.7916453e-37,2.5771e-41,3.724e-41,9.0532415e-34,-3.0201278e-27,-1.6783502e-21,8.8686986e-33,-1.2538289e-19,2.5328083e-30,-6.253e-42,-1.5937326e-35,2.622636e-21,9.040889e-16,-1.0706493e-27,7.6769246e-14,-9.841575e-25,-2.3627e-41,5.8211053e-33,-1.0505977e-15,1.938449e-35,-1.179142e-27,4.8398328e-33,5.109e-42,5.74059e-40,2.3129482e-28,2.1097475e-12,5.850799e-21,5.126e-42,-9.317235e-31,-9.9231584e-14,3.283445e-30,-6.139e-42,2.1557643e-37,-5.750224e-23,5.025e-42,-4.95e-42,1.4407e-41,-4.5915e-41,-7.1868226e-33,8.881424e-17
TGFBR2,0.00064387795,-4.8890195e-15,0.0008737314,-1.08499565e-27,-2.0664364e-27,1.037268e-14,-4.8937085e-09,5.516966e-22,-3.8189762e-07,-1.9166038e-16,-5.727e-42,-7.673987e-28,6.2986536e-09,8.857686e-26,-1.8852976e-14,4.8253777e-34,4.095567e-36,-5.9835106e-26,2.8367115e-20,-1.722426e-32,6.113861e-18,3.3924197e-28,-2.4954e-41,-1.8437194e-35,-4.6639868e-20,0.0004038722,6.7701084e-28,3.928727e-27,3.8009106e-14,-4.955582e-09,1.5036273e-21,-3.9049823e-07,-8.169712e-17,-4.982e-42,-3.1349967e-28,6.5100956e-09,-1.796319e-39,9.34e-41,3.2252213e-35,-1.1259817e-31,-2.873342e-37,-3.2387427e-30,5.711497e-36,-5.171e-42,-1.672524e-37,2.4409185e-30,-2.4286e-41,-8.0921185e-36,1.6077686e-33,-1.7651876e-36,2.751256e-29,-6.085208e-36,-5.722e-42,4.749718e-38,3.3393013e-31,1.3079946e-25,-3.023116e-19,-1.7447886e-29,-5.270961e-18,-5.0330407e-26,-4.91e-42,-4.3806967e-36,8.720793e-20,2.3835997e-14,-4.8367223e-27,2.22809e-12,1.212478e-21,8.397e-42,4.809651e-32,-3.7828857e-14,2.4870595e-33,-6.735865e-25,-7.011148e-31,-5.162e-42,2.9719007e-36,-2.613174e-25,1.9568444e-10,6.6911635e-20,-5.808e-42,-4.369308e-30,-3.2692557e-12,1.1536283e-29,-5.144e-42,-2.3128474e-35,-1.263584e-21,-5.301e-42,-4.909e-42,-5.748e-42,-1.69266e-40,-6.315539e-34,5.5403378e-14
OSBPL10,3.8345363e-05,-3.354945e-16,4.0877483e-05,1.6932851e-27,-1.8412846e-28,7.085258e-16,-2.7440578e-10,-2.7405063e-21,-1.9757424e-08,-1.5213108e-18,5.629e-42,1.3116939e-27,4.0269107e-10,8.210465e-28,4.1547445e-15,3.535003e-35,-3.7994773e-36,-7.848219e-27,1.3394148e-21,-1.9686816e-30,-8.036012e-19,1.0238903e-28,5.11e-42,-1.5707546e-35,7.95007e-21,6.958104e-07,-1.1006598e-27,4.4923023e-30,-3.6141295e-15,2.0582562e-09,1.8726041e-22,7.7997314e-10,-4.3223955e-18,-4.933e-42,8.760613e-28,-1.9085622e-09,-9.65352e-40,-8.9211e-41,1.8872602e-35,-9.326163e-32,-2.0714713e-38,-4.5723555e-30,2.1825145e-36,-5.422e-42,-2.8824e-40,-7.459295e-32,4.828009e-39,-1.2018508e-34,1.0990145e-32,-7.82675e-39,-1.7582655e-32,2.048322e-37,-5.593e-42,2.2001e-40,3.0795763e-32,1.201752e-26,-4.3402195e-21,-1.880717e-32,3.4814517e-19,-1.8046562e-28,-3.975e-42,4.7285184e-35,-4.424392e-20,1.079147e-15,7.036813e-27,7.364719e-14,-1.4339574e-22,5.202e-42,-1.5147562e-33,1.4319973e-14,-2.3924478e-34,1.3429359e-24,3.742705e-33,-5.057e-42,2.4467834e-38,-4.4896696e-28,-1.6418146e-11,-8.2577886e-20,-5.235e-42,1.5892556e-30,-1.5286788e-13,-9.561095e-30,5.188e-42,3.921867e-37,-6.036279e-23,-5.054e-42,5.185e-42,-5.154e-42,2.3426e-41,6.3325086e-32,2.7979696e-15
CMTM6,0.0092969155,-8.941265e-14,0.018892048,-1.5124488e-26,7.2834934e-27,1.7687372e-13,-8.196912e-08,2.980529e-20,-7.33117e-06,-1.2321717e-15,5.356e-42,7.032502e-27,1.0663633e-07,-1.3605404e-24,-1.6521586e-13,-2.274623e-34,-3.1435704e-35,-1.3284723e-24,7.5097396e-19,-4.5129207e-30,6.899833e-17,-2.90187e-26,-5.151e-42,3.6172243e-35,-7.8180567e-19,0.037539747,-6.057088e-26,1.3120712e-26,3.6828965e-13,-1.6068623e-07,2.3285986e-20,-1.4789059e-05,-2.7077776e-15,3.77e-43,-1.2471069e-26,2.1714025e-07,-4.0646935e-38,-5.303578e-39,-1.2978598e-32,-4.5138162e-29,9.997063e-35,-2.430404e-28,-9.444162e-34,-5.929e-42,-2.58762e-38,1.3445308e-30,2.646865e-39,-6.4673477e-34,-2.742084e-30,-1.2914057e-37,3.121904e-29,-1.480862e-35,-4.921e-42,1.458896e-39,1.5320665e-31,-6.2650505e-24,-3.292758e-19,-1.7294518e-31,-1.4656849e-16,-3.0668345e-26,5.042e-42,1.2026677e-34,2.1493345e-18,6.8160365e-13,-1.9881595e-25,6.036087e-11,7.6782055e-21,-5.137e-42,-4.5150853e-32,-9.383905e-13,1.3534895e-32,-1.467746e-23,-7.4764526e-32,5.353e-42,-4.1493622e-35,4.955759e-25,5.6182956e-09,1.181358e-18,-5.864e-42,-6.0193725e-29,-8.192766e-11,2.9593401e-28,-6.005e-42,-1.4550462e-34,-1.6340202e-20,5.066e-42,-5.78e-42,1.1052e-41,4.2065509e-38,5.6493314e-30,1.245942e-12
CCR4,5.5934557e-05,-1.2263606e-15,7.4477924e-05,-8.4945405e-27,4.3999028e-29,-6.5929263e-15,-3.6023884e-10,1.6877271e-22,-2.8666316e-08,-5.5835275e-18,-5.183e-42,-8.410655e-29,6.1971844e-10,3.887401e-27,-4.70175e-16,1.5038492e-34,-1.7612459e-36,-2.5090388e-26,1.5839285e-21,-1.9867075e-30,1.1882654e-18,1.6987222e-28,5e-42,-1.8283802e-35,-1.1013193e-20,6.141719e-05,-3.810264e-28,-5.6153425e-28,8.0432454e-16,-5.607472e-10,3.3182377e-21,-3.5817273e-08,-5.3142115e-18,-4.919e-42,-9.187479e-28,6.0505543e-09,-3.59296e-40,-8.2284e-41,9.0751964e-35,-2.5621254e-31,6.93172e-40,-1.05796e-30,2.898643e-36,-4.991e-42,1.22699e-40,-4.132356e-31,-3.0508e-41,1.7817085e-33,-1.9864198e-30,-3.732349e-39,1.4882067e-32,2.8310688e-37,6.042e-42,2.7789e-41,-8.144967e-32,5.117975e-24,-2.805069e-20,-1.5109127e-31,-3.9563705e-19,4.6957208e-29,-5.021e-42,-6.070086e-36,9.344924e-21,3.1131688e-15,-3.5168162e-26,1.0816056e-12,4.8177947e-23,-4.94e-42,-1.2355714e-33,-2.4032442e-15,-5.013372e-35,-2.827072e-25,-6.130376e-34,-5.436e-42,-1.35811e-39,2.3834007e-26,4.8160375e-11,-2.7079578e-20,-3.439e-42,7.759837e-31,-2.2345755e-13,1.8479452e-30,-4.94e-42,-3.3923663e-36,-8.095477e-23,5.396e-42,5.317e-42,4.959e-42,-2.03222e-40,2.4774335e-33,3.427402e-15
TRANK1,0.0024263894,-3.1271206e-14,0.003878448,-7.991055e-27,2.6815135e-27,6.976845e-14,-2.0263176e-08,7.989773e-22,-1.7600432e-06,-5.530003e-16,5.092e-42,-3.8630276e-27,3.741605e-08,4.8155896e-25,-5.850387e-14,4.602481e-34,-2.670785e-34,-9.75457e-25,2.9331258e-19,5.565009e-29,1.7341413e-17,6.391984e-27,-4.955e-42,2.873478e-35,-2.5185207e-19,0.004262888,-1.2123071e-26,3.6834635e-27,1.2657514e-13,-3.288578e-08,2.749968e-20,-2.4684318e-06,-9.377034e-16,5.232e-42,-2.6793566e-27,4.9877137e-08,-1.865669e-39,-1.574011e-39,2.029936e-34,-1.4951786e-29,-3.609283e-36,7.25096e-29,3.1482083e-35,-5.127e-42,1.305077e-39,-3.1085262e-29,1.83387e-40,-2.2238274e-33,4.2630625e-30,2.0212582e-37,7.398316e-30,-5.0951973e-34,5.342e-42,-1.47293e-38,2.0842575e-31,8.824498e-25,-5.700051e-19,-1.2019162e-29,-3.5594085e-17,-1.2444253e-26,5.496e-42,1.9109521e-32,6.007899e-19,2.0506463e-13,-3.3972043e-25,1.5097588e-11,4.414531e-21,-5.223e-42,4.18787e-31,-3.2248217e-13,-1.0963894e-34,1.8048891e-23,-5.163744e-31,6.055e-42,1.9004177e-37,1.3835088e-25,1.1196208e-09,4.3704817e-19,1.1139e-41,-3.513854e-29,-2.4478324e-11,1.5102276e-28,-5.357e-42,3.4218746e-34,-4.0721055e-21,-4.96e-42,5.076e-42,-5.76e-42,2.075173e-39,2.2256662e-32,4.6000665e-13
EXOG,0.0018273279,-1.4804093e-14,0.0040492783,-8.274452e-27,7.5398203e-28,2.0573136e-14,-1.6347995e-08,-2.065818e-21,-1.4959522e-06,-3.0719294e-16,-5.291e-42,-2.2720949e-27,2.1590049e-08,2.0653972e-25,-1.390761e-14,4.1660777e-35,-1.6484263e-35,4.4759595e-26,1.7467817e-20,-4.4735233e-29,1.1032195e-18,-1.8567512e-26,-5.38e-42,7.379697e-33,-1.1231387e-19,0.008809777,-1.0584335e-26,-5.252315e-26,8.114288e-14,-3.7579024e-08,8.3813184e-20,-3.3953984e-06,-6.7247613e-16,5.155e-42,-1.0502595e-25,5.0705253e-08,1.0164984e-36,4.755257e-38,-1.3538219e-34,-8.459348e-30,9.243806e-36,2.4867774e-28,2.6854308e-34,5.855e-42,3.1504826e-37,-5.915007e-30,-2.0966494e-38,-4.1043258e-35,-7.755429e-30,-1.0111454e-36,1.5679534e-29,-4.565477e-35,5.071e-42,-2.48445e-40,2.0211021e-30,3.4148625e-24,-3.7489676e-19,3.7342194e-30,-3.031339e-17,-6.670158e-26,5.796e-42,1.7205983e-32,4.703429e-19,1.5261735e-13,-7.354746e-26,1.3862286e-11,2.6563898e-21,-6.009e-42,1.8440862e-30,-1.9482132e-13,-1.6952754e-33,-3.3840113e-24,-6.3501774e-32,-4.917e-42,-5.5585923e-37,-6.0277518e-25,1.250282e-09,2.5041125e-19,-5.693e-42,2.8153492e-30,-1.8203564e-11,-1.595918e-29,5.052e-42,8.466418e-36,6.7760476e-22,-5.556e-42,5.109e-42,5.196e-42,1.34333e-40,-1.250234e-30,2.1882668e-13
SCN11A,-1.4159517e-06,1.3012479e-16,-9.717496e-06,1.9913026e-27,5.478979e-29,-2.9190722e-16,4.6755844e-10,4.3105247e-23,1.0001805e-08,4.9041517e-17,5.092e-42,3.2140942e-28,-7.5794405e-11,-3.3416568e-27,1.3566052e-14,-1.527481e-35,-4.2627607e-37,5.910806e-26,-1.12639e-21,3.9254917e-31,2.422726e-21,2.2806188e-29,5.211e-42,-9.281161e-36,1.0825829e-21,-1.88896e-05,-1.110207e-28,-2.553439e-29,-2.293713e-16,1.3114768e-09,-5.2257285e-21,5.9172085e-09,4.15637e-19,5.178e-42,2.901903e-28,-2.84754e-10,5.80309e-40,1.4341e-40,1.9891403e-36,6.877473e-34,2.1021729e-38,1.1508991e-28,3.6895387e-35,-5.34e-42,-6.1398e-41,-4.808157e-32,-1.8157e-41,2.1088788e-35,4.6802537e-32,-6.606782e-39,-4.4142357e-31,-1.4758348e-37,-5.067e-42,4.308e-42,-8.285683e-34,6.0447266e-28,2.233363e-21,-1.5562664e-32,4.247023e-20,8.819145e-28,5.063e-42,-5.361155e-36,-4.2715356e-21,-2.0295447e-15,3.0976182e-27,-2.1131087e-13,-2.1428094e-23,-5.338e-42,3.9992133e-31,3.361743e-16,9.284158e-37,7.4426103e-25,1.04775e-31,-6.007e-42,1.8638931e-37,-3.138804e-27,-3.0246968e-11,-8.717763e-22,5.984e-42,2.2330046e-31,1.161585e-13,-3.8021421e-31,-1.3755e-41,6.2435876e-36,4.8395943e-22,5.017e-42,5.088e-42,6.204e-42,2.860881e-39,8.128074e-33,-1.8250496e-15
CSRNP1,0.0007260081,-1.1706574e-14,0.0014637116,6.865097e-27,1.937589e-26,2.4664952e-14,-6.02021e-09,3.0850348e-22,-5.4285016e-07,-1.8980693e-16,5.105e-42,-7.864601e-28,8.399164e-09,1.2704621e-25,-2.4821697e-14,1.2423455e-33,3.5341238e-35,-6.979298e-28,8.689661e-20,-1.329419e-30,3.4260044e-17,-3.685816e-27,5.537e-42,-5.9765186e-35,-5.714952e-20,0.002630016,-1.7822795e-26,-3.890169e-28,2.5810488e-14,-1.2182937e-08,2.054125e-21,-1.0957618e-06,-4.4799377e-16,5.018e-42,1.6137465e-28,2.6704937e-08,-3.520853e-39,1.126179e-39,-2.9659777e-35,7.747283e-30,2.0040503e-37,-6.738758e-29,5.962113e-34,5.542e-42,-4.87478e-40,-1.550631e-30,-9.277e-42,4.3958667e-34,-3.2910515e-31,8.0395806e-38,3.3403687e-29,-1.1318946e-35,5.339e-42,8.3583e-41,6.7608396e-33,7.3910055e-25,-2.0240257e-19,1.9598632e-30,-2.1669184e-17,1.1096284e-27,6.1e-42,3.2578998e-35,2.9967363e-19,4.766477e-14,-4.9074983e-27,4.3093814e-12,6.2391557e-22,-5.123e-42,2.4147271e-32,-1.3480859e-13,-2.2037721e-35,-2.3513338e-25,-1.07318395e-32,-5.549e-42,2.295046e-37,3.9933467e-26,3.888833e-10,5.770829e-20,5.113e-42,-8.406959e-30,-9.083744e-12,9.2180394e-29,5.126e-42,-1.7868061e-36,-1.9203856e-21,5.356e-42,5.049e-42,4.951e-42,2.2124e-40,-6.1939633e-31,9.237921e-14
XIRP1,1.2144085e-05,2.4692577e-15,-2.8966286e-05,-1.5713903e-28,-1.3208573e-27,-1.3209328e-15,2.3769164e-10,3.8901852e-23,-3.122448e-09,2.3516515e-18,2.651e-42,-1.6269487e-30,-1.6874747e-09,-1.4252655e-27,6.368317e-16,3.8185387e-33,4.7675887e-37,7.855126e-27,-1.100359e-20,1.4468535e-30,-9.515382e-19,-1.718565e-28,5.869e-42,5.5491297e-36,8.89626e-21,-0.00013558782,3.9158658e-28,3.998152e-27,-6.519137e-15,1.4014473e-09,-2.6090175e-22,6.3232065e-08,4.887722e-17,-5.273e-42,-1.1194501e-29,-8.5357077e-10,1.6202e-40,1.38696e-40,-5.872341e-36,-2.4791385e-30,2.9783085e-37,-1.1805194e-30,-8.235955e-37,5.03e-42,-6.29909e-40,9.347338e-32,2.1179e-41,7.096093e-36,-1.05720024e-32,-4.42004e-39,3.3706614e-31,2.6435531e-37,-4.934e-42,2.4729e-41,-2.1798608e-33,-7.192289e-27,1.4035617e-19,-2.0336524e-32,4.6914045e-19,6.407472e-27,6.066e-42,-4.583928e-36,-8.11701e-20,-1.1518425e-14,5.046049e-26,-9.555283e-13,-3.0013812e-22,-1.338e-42,9.010965e-33,1.0191353e-14,-7.944769e-36,1.8775527e-26,2.6436237e-34,-5.148e-42,-7.0721e-40,-2.2084548e-25,-7.507485e-11,-4.4508026e-20,6.229e-42,2.4519094e-31,1.4684474e-12,9.123866e-31,-6.181e-42,5.714802e-36,1.6069766e-23,6.783031e-18,-6.793e-42,-2.2456e-41,-1.15503e-40,-2.6634942e-33,-3.043544e-14
EIF1B,0.006428983,-6.518548e-14,0.0132974,-1.516916e-25,4.9265546e-27,1.9242736e-13,-5.893747e-08,2.2059857e-20,-5.1636544e-06,-1.1007878e-15,5.289e-42,-4.10747e-27,7.859263e-08,3.905544e-25,-1.3578838e-13,-1.7664222e-33,1.02672865e-33,-9.612603e-25,4.8331543e-19,-2.520312e-30,5.1999118e-17,1.2449338e-26,-4.95e-42,-1.8605688e-34,-9.307108e-19,0.027456602,-3.2095897e-26,1.626631e-26,2.9017148e-13,-1.2487062e-07,5.418796e-20,-1.1061178e-05,-2.0347313e-15,-5.09e-42,-6.4224552e-27,1.6957361e-07,1.065299e-38,2.525689e-37,-8.7584916e-33,-2.6814837e-30,2.2867855e-37,-7.9993344e-29,1.2287285e-35,4.916e-42,5.945459e-39,-1.5275094e-29,7.032603e-39,-3.931265e-36,-1.8601264e-31,9.915055e-37,2.5169223e-29,-9.512475e-37,1.9401e-41,2.1016496e-38,-2.2682717e-29,3.1321032e-24,-1.5605569e-18,-3.1448275e-30,-1.2200198e-16,-1.6531531e-26,-5.431e-42,-2.0808777e-35,2.1108843e-18,5.303067e-13,-3.6821e-25,4.6849816e-11,1.0445588e-20,5.125e-42,-3.167275e-29,-7.291336e-13,1.3651521e-32,-1.2609499e-22,6.7618174e-30,-5.956e-42,4.5983e-35,2.1824678e-25,4.2537356e-09,7.4792105e-19,5.486e-42,6.556578e-29,-6.350999e-11,2.7170993e-27,-5.482e-42,8.249868e-34,-1.5236845e-20,-5.014e-42,-4.951e-42,5.071e-42,8.060885e-39,-1.9273151e-30,9.571852e-13
RPL14,0.01918371,-1.8849172e-13,0.04161629,-1.3038011e-26,1.2155125e-26,4.142806e-13,-1.7846394e-07,5.6222555e-20,-1.5673952e-05,-3.0652814e-15,-4.924e-42,-1.558643e-26,2.4778285e-07,2.1928852e-24,-4.0865946e-13,8.200663e-34,-2.3396648e-33,-5.4098353e-24,1.649385e-18,-5.3347893e-31,1.4417296e-16,7.062278e-26,-4.983e-42,-1.6416401e-34,-2.2764333e-18,0.0876186,-9.9310716e-26,2.8764898e-26,8.5471967e-13,-3.814082e-07,1.2099027e-19,-3.3805423e-05,-6.8120753e-15,-5.088e-42,-3.4655445e-26,5.226968e-07,-3.0474618e-37,7.445616e-39,3.106944e-34,8.369082e-31,2.1598802e-38,1.2898915e-28,1.999564e-35,5.06e-42,4.185603e-39,-1.2194945e-30,5.36588e-40,-6.730878e-36,2.8117164e-31,1.2902567e-36,-1.77852e-29,-4.284327e-35,-5.015e-42,2.413496e-39,4.210175e-32,7.921785e-24,-3.6174713e-18,2.322976e-30,-3.1296578e-16,-1.0261762e-25,5.684e-42,1.2363386e-34,4.8060277e-18,1.5632155e-12,-4.1577363e-25,1.4223948e-10,2.6667618e-20,-5.06e-42,-1.5473078e-30,-2.1671048e-12,5.1734503e-34,-6.269214e-23,-4.150637e-32,-5.01e-42,4.3776697e-36,9.658626e-25,1.2478078e-08,2.4909647e-18,-5.44e-42,2.642254e-29,-1.8942234e-10,4.867444e-28,5.374e-42,1.298721e-35,-3.8282555e-20,-4.933e-42,5.912e-42,-6.25e-42,6.194864e-39,2.9593247e-30,2.990137e-12
